index	eigenvalue
0	1.154101652510637e-4
1	1.279128933096437e-4
2	1.363007127308596e-4
3	1.455128526658302e-4
4	1.523360375533592e-4
5	1.606335969467712e-4
6	1.699173709996540e-4
7	1.850100755742241e-4
8	1.901891502430484e-4
9	2.036779683216400e-4
10	2.079373169936327e-4
11	2.215003618656505e-4
12	2.388641606147327e-4
13	2.440393943647958e-4
14	2.493802171670860e-4
15	2.770316010581355e-4
16	2.865044355127989e-4
17	2.891972455525279e-4
18	3.020920661629088e-4
19	3.325050090877626e-4
20	3.491572324048529e-4
21	3.537455059201628e-4
22	3.920928169587338e-4
23	4.103256405143472e-4
24	4.174435399365383e-4
25	4.479980470260785e-4
26	4.745720451017723e-4
27	5.046301647914452e-4
28	5.482667780541553e-4
29	5.628354900799792e-4
30	5.964994841994570e-4
31	6.368732664789293e-4
32	6.846681622285794e-4
33	7.173208179568545e-4
34	7.531099916183818e-4
35	7.681386753343498e-4
36	8.733615543314807e-4
37	9.211959576812750e-4
38	1.009860579345320e-3
39	1.095512492556351e-3
40	1.141391188928989e-3
41	1.302102041921874e-3
42	1.320162562459417e-3
43	1.383276853851441e-3
44	1.676630773229893e-3
45	1.787656844888494e-3
46	1.807932126422416e-3
47	2.026745593636055e-3
48	2.074632670401547e-3
49	2.125301663710735e-3
50	2.476870421266798e-3
51	2.824240929564232e-3
52	3.409519045002962e-3
53	4.034604866181590e-3
54	4.428205931609544e-3
55	5.480240103962577e-3
56	5.897348161176077e-3
57	6.345655945107020e-3
58	7.942810136801703e-3
59	9.109652264573730e-3
60	1.066017594039216e-2
61	1.194660361390125e-2
62	1.221094203973072e-2
63	1.272270751611090e-2
64	1.343905522112500e-2
65	1.422072935166548e-2
66	1.583561439563070e-2
67	1.800484621668731e-2
68	2.280186842008969e-2
69	3.004015435239437e-2
70	4.376384061993918e-2
71	8.288630931375984e-2
72	3.143697948579532e-1
73	1.779843174636389e0
