k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
207	4.796082079532e-6	0	6	312	2	3	4214	spectator	3^2·23
208	1.038247704366e-4	0	10	434	2	5	5427	fermion	2^4·13
209	1.399889192244e-4	0	4	240	2	2	3346	fermion	11·19
210	2.031297751249e-4	0	16	576	4	4	8029	fermion	2·3·5·7
211	1.812858284798e-4	1	2	212	1	1	1628	excited boson	211 (prime)
212	2.176482343992e-4	0	6	378	2	3	3607	heavy fermion	2^2·53
213	1.605332385075e-5	0	4	288	2	2	2992	spectator	3·71
214	6.803499307747e-5	0	4	324	2	2	2663	spectator	2·107
215	2.234100114391e-4	0	4	264	2	2	3222	heavy fermion	5·43
216	4.973111719462e-4	0	16	600	2	6	7175	heavy fermion	2^3·3^3
217	1.439873277974e-4	0	4	256	2	2	3314	fermion	7·31
218	5.878054067270e-5	0	4	330	2	2	2685	spectator	2·109
219	5.301883445499e-6	0	4	296	2	2	2958	spectator	3·73
220	3.525304572112e-4	0	12	504	3	4	6569	heavy fermion	2^2·5·11
221	1.025517269473e-5	0	4	252	2	2	3386	spectator	13·17
222	3.902372005618e-4	0	8	456	3	3	4651	heavy fermion	2·3·37
223	4.066231797563e-5	1	2	224	1	1	1664	gauge boson	223 (prime)
224	1.161773982535e-6	0	12	504	2	6	6141	spectator	2^5·7
225	3.681247598382e-6	0	9	403	2	4	5762	spectator	3^2·5^2
226	1.913047965783e-5	0	4	342	2	2	2617	spectator	2·113
227	7.277114536412e-5	1	2	228	1	1	1676	excited boson	227 (prime)
228	5.233153576660e-5	0	12	560	3	4	6161	spectator	2^2·3·19
229	1.008290336935e-4	1	2	230	1	1	1682	excited boson	229 (prime)
230	3.528970303609e-4	0	8	432	3	3	4933	heavy fermion	2·5·23
231	2.114848386321e-4	0	8	384	3	3	5550	heavy fermion	3·7·11
232	3.757378443388e-5	0	8	450	2	4	4591	spectator	2^3·29
233	1.836528903830e-5	1	2	234	1	1	1694	gauge boson (light)	233 (prime)
234	2.858603728481e-4	0	12	546	3	4	6379	heavy fermion	2·3^2·13
235	1.784119935505e-4	0	4	288	2	2	3266	fermion	5·47
236	4.384769909327e-4	0	6	420	2	3	3619	heavy fermion	2^2·59
237	9.960642430832e-6	0	4	320	2	2	2988	spectator	3·79
238	6.873366597841e-4	0	8	432	3	3	5083	heavy fermion	2·7·17
239	5.136419778059e-4	1	2	240	1	1	1712	excited boson	239 (prime)
240	3.198544944827e-4	0	20	744	3	6	8677	heavy fermion	2^4·3·5
241	6.541846265084e-5	1	2	242	1	1	1718	gauge boson	241 (prime)
242	6.681705862395e-7	0	6	399	2	3	3927	spectator	2·11^2
243	1.601428241300e-5	0	6	364	1	5	4050	spectator	3^5
244	1.616883835490e-5	0	6	434	2	3	3675	spectator	2^2·61
245	2.729962237220e-5	0	6	342	2	3	4590	spectator	5·7^2
246	7.767171071644e-5	0	8	504	3	3	4651	light fermion	2·3·41
247	1.648246174867e-6	0	4	280	2	2	3464	spectator	13·19
248	1.225357454778e-4	0	8	480	2	4	4651	fermion	2^3·31
249	3.066826511389e-7	0	4	336	2	2	3056	spectator	3·83
250	2.448866274175e-4	0	8	468	2	4	4849	heavy fermion	2·5^3
251	3.955914162604e-7	1	2	252	1	1	1498	gauge boson (light)	251 (prime)
252	3.100833953250e-4	0	18	728	3	5	8207	heavy fermion	2^2·3^2·7
253	1.702244606631e-4	0	4	288	2	2	3252	fermion	11·23
254	3.533535105781e-6	0	4	384	2	2	2505	spectator	2·127
255	6.725472764807e-5	0	8	432	3	3	5362	spectator	3·5·17
256	3.290666898651e-4	0	9	511	1	8	4547	heavy fermion	2^8
257	1.995556551278e-4	1	2	258	1	1	1510	excited boson	257 (prime)
258	6.143484113726e-7	0	8	528	3	3	4507	spectator	2·3·43
259	6.922020262087e-5	0	4	304	2	2	3212	light fermion	7·37
260	2.686844873678e-4	0	12	588	3	4	6507	heavy fermion	2^2·5·13
261	7.080985331976e-6	0	6	390	2	3	4142	spectator	3^2·29
262	1.134774285405e-4	0	4	396	2	2	2537	fermion	2·131
263	4.474684580704e-5	1	2	264	1	1	1522	gauge boson	263 (prime)
264	6.833063118498e-7	0	16	720	3	5	7543	spectator	2^3·3·11
265	1.149512437354e-4	0	4	324	2	2	3094	fermion	5·53
266	4.019065698830e-6	0	8	480	3	3	4995	spectator	2·7·19
267	1.254573308758e-4	0	4	360	2	2	2894	fermion	3·89
268	4.428138250766e-5	0	6	476	2	3	3513	spectator	2^2·67
269	7.288320800802e-6	1	2	270	1	1	1534	gauge boson (light)	269 (prime)
270	1.614832651439e-4	0	16	720	3	5	7717	fermion	2·3^3·5
271	7.965886703128e-6	1	2	272	1	1	1538	gauge boson (light)	271 (prime)
272	3.538626181799e-5	0	10	558	2	5	5395	spectator	2^4·17
273	2.903944121342e-5	0	8	448	3	3	5472	spectator	3·7·13
274	2.392905780436e-4	0	4	414	2	2	2585	heavy fermion	2·137
275	5.808382198253e-5	0	6	372	2	3	4544	spectator	5^2·11
276	6.148163656019e-5	0	12	672	3	4	6089	spectator	2^2·3·23
277	3.841150708626e-5	1	2	278	1	1	1550	gauge boson	277 (prime)
278	1.280529131708e-6	0	4	420	2	2	2601	spectator	2·139
279	4.537343196055e-6	0	6	416	2	3	4152	spectator	3^2·31
280	1.777825991793e-4	0	16	720	3	5	7957	fermion	2^3·5·7
281	9.513530620889e-4	1	2	282	1	1	1558	excited boson	281 (prime)
282	1.439050214405e-3	0	8	576	3	3	4561	heavy fermion	2·3·47
283	5.394627222022e-5	1	2	284	1	1	1562	gauge boson	283 (prime)
284	1.103464042369e-4	0	6	504	2	3	3605	fermion	2^2·71
285	1.753109970994e-5	0	8	480	3	3	5408	spectator	3·5·19
286	5.838324064961e-7	0	8	504	3	3	5011	spectator	2·11·13
287	4.239358265972e-4	0	4	336	2	2	3244	heavy fermion	7·41
288	6.275014558855e-4	0	18	819	2	7	7709	heavy fermion	2^5·3^2
289	1.659925132630e-4	0	3	307	1	2	2454	fermion	17^2
290	7.224696535729e-5	0	8	540	3	3	4845	light fermion	2·5·29
291	2.028392658080e-4	0	4	392	2	2	2910	fermion	3·97
292	4.277694521687e-8	0	6	518	2	3	3507	spectator	2^2·73
293	2.210920514291e-4	1	2	294	1	1	1582	excited boson	293 (prime)
294	1.250147526494e-4	0	12	684	3	4	6337	fermion	2·3·7^2
295	3.933761417262e-4	0	4	360	2	2	3128	heavy fermion	5·59
296	9.427472585486e-4	0	8	570	2	4	4507	heavy fermion	2^3·37
297	2.104818454700e-4	0	8	480	2	4	5340	heavy fermion	3^3·11
298	7.804341153192e-7	0	4	450	2	2	2533	spectator	2·149
299	1.738424829308e-4	0	4	336	2	2	3350	fermion	13·23
300	2.856253649013e-4	0	18	868	3	5	8277	heavy fermion	2^2·3·5^2
301	9.588562669447e-7	0	4	352	2	2	3272	spectator	7·43
302	2.351313690973e-4	0	4	456	2	2	2547	heavy fermion	2·151
303	1.481581378130e-4	0	4	408	2	2	2862	fermion	3·101
304	4.919228116692e-5	0	10	620	2	5	5427	spectator	2^4·19
305	3.611893424975e-4	0	4	372	2	2	3174	heavy fermion	5·61
306	6.475622356181e-7	0	12	702	3	4	6339	spectator	2·3^2·17
307	5.288906407821e-4	1	2	308	1	1	1610	excited boson	307 (prime)
308	1.254382484065e-4	0	12	672	3	4	6619	fermion	2^2·7·11
309	2.080236438231e-4	0	4	416	2	2	2886	heavy fermion	3·103
310	1.451066573202e-3	0	8	576	3	3	4909	heavy fermion	2·5·31
311	1.091792186392e-3	1	2	312	1	1	1618	excited boson	311 (prime)
312	2.942142045157e-5	0	16	840	3	5	7565	spectator	2^3·3·13
313	4.627258308444e-5	1	2	314	1	1	1622	gauge boson	313 (prime)
314	2.484542981147e-7	0	4	474	2	2	2589	spectator	2·157
315	3.084552718722e-4	0	12	624	3	4	7364	heavy fermion	3^2·5·7
316	3.512751867121e-5	0	6	560	2	3	3555	spectator	2^2·79
317	1.763414291747e-4	1	2	318	1	1	1630	excited boson	317 (prime)
318	1.838543901948e-4	0	8	648	3	3	4519	fermion	2·3·53
319	1.236992014950e-4	0	4	360	2	2	3372	fermion	11·29
320	6.155083435904e-4	0	14	762	2	7	6803	heavy fermion	2^6·5
321	1.800494157021e-3	0	4	432	2	2	2934	heavy fermion	3·107
322	8.725992834730e-4	0	8	576	3	3	5051	heavy fermion	2·7·23
323	1.536997905214e-5	0	4	360	2	2	3404	spectator	17·19
324	9.291514100353e-4	0	15	847	2	6	6935	heavy fermion	2^2·3^4
325	4.541517688858e-4	0	6	434	2	3	4626	heavy fermion	5^2·13
326	1.768766000359e-4	0	4	492	2	2	2631	fermion	2·163
327	9.227345360681e-4	0	4	440	2	2	2958	heavy fermion	3·109
328	1.964094120293e-4	0	8	630	2	4	4571	fermion	2^3·41
329	6.782058461799e-4	0	4	384	2	2	3316	heavy fermion	7·47
330	3.695367759040e-3	0	16	864	4	4	8209	heavy fermion	2·3·5·11
331	1.298992035793e-3	1	2	332	1	1	1658	excited boson	331 (prime)
332	2.801366333948e-4	0	6	588	2	3	3635	heavy fermion	2^2·83
333	6.316322076998e-4	0	6	494	2	3	4266	heavy fermion	3^2·37
334	2.178076206722e-4	0	4	504	2	2	2327	heavy fermion	2·167
335	1.264755745013e-4	0	4	408	2	2	2916	fermion	5·67
336	7.901754475186e-5	0	20	992	3	6	8663	light fermion	2^4·3·7
337	4.128932882685e-5	1	2	338	1	1	1334	gauge boson	337 (prime)
338	1.472262276418e-4	0	6	549	2	3	3621	fermion	2·13^2
339	2.622918529284e-4	0	4	456	2	2	2670	heavy fermion	3·113
340	4.677832909826e-5	0	12	756	3	4	6379	spectator	2^2·5·17
341	5.193593079454e-4	0	4	384	2	2	3118	heavy fermion	11·31
342	4.122444540098e-3	0	12	780	3	4	6211	heavy fermion	2·3^2·19
343	9.409841937272e-3	0	4	400	1	3	2936	heavy fermion	7^3
344	5.895602975835e-3	0	8	660	2	4	4339	heavy fermion	2^3·43
345	5.222632631472e-4	0	8	576	3	3	5266	heavy fermion	3·5·23
346	7.704516740744e-5	0	4	522	2	2	2357	light fermion	2·173
347	1.070666673003e-3	1	2	348	1	1	1344	excited boson	347 (prime)
348	1.300434678487e-3	0	12	840	3	4	5977	heavy fermion	2^2·3·29
349	3.710744471125e-6	1	2	350	1	1	1346	gauge boson (light)	349 (prime)
350	2.432548551145e-3	0	12	744	3	4	6675	heavy fermion	2·5^2·7
351	8.386366690939e-4	0	8	560	2	4	5166	heavy fermion	3^3·13
352	2.488452026099e-3	0	12	756	2	6	6089	heavy fermion	2^5·11
353	1.009979191615e-3	1	2	354	1	1	1350	excited boson	353 (prime)
354	1.392486363502e-3	0	8	720	3	3	4347	heavy fermion	2·3·59
355	1.602184713204e-5	0	4	432	2	2	2984	spectator	5·71
356	1.137301140485e-3	0	6	630	2	3	3403	heavy fermion	2^2·89
357	5.134730490759e-4	0	8	576	3	3	5412	heavy fermion	3·7·17
358	7.292503177829e-5	0	4	540	2	2	2387	light fermion	2·179
359	2.097372974780e-3	1	2	360	1	1	1356	excited boson	359 (prime)
360	1.226320512054e-3	0	24	1170	3	6	9957	heavy fermion	2^3·3^2·5
361	1.309970092172e-4	0	3	381	1	2	2258	fermion	19^2
362	3.814168452424e-4	0	4	546	2	2	2397	heavy fermion	2·181
363	3.007132241753e-4	0	6	532	2	3	4122	heavy fermion	3·11^2
364	3.055128208425e-5	0	12	784	3	4	6525	spectator	2^2·7·13
365	8.873591540115e-4	0	4	444	2	2	2946	heavy fermion	5·73
366	7.451267550621e-4	0	8	744	3	3	4411	heavy fermion	2·3·61
367	9.571043117572e-4	1	2	368	1	1	1364	excited boson	367 (prime)
368	2.127210711750e-3	0	10	744	2	5	5267	heavy fermion	2^4·23
369	4.348067763630e-4	0	6	546	2	3	4042	heavy fermion	3^2·41
370	5.675138801330e-3	0	8	684	3	3	4777	heavy fermion	2·5·37
371	2.637800349646e-3	0	4	432	2	2	3040	heavy fermion	7·53
372	6.142058353303e-4	0	12	896	3	4	6017	heavy fermion	2^2·3·31
373	5.313828631968e-3	1	2	374	1	1	1370	excited boson	373 (prime)
374	5.000122000234e-3	0	8	648	3	3	4987	heavy fermion	2·11·17
375	3.252762324813e-3	0	8	624	2	4	5138	heavy fermion	3·5^3
376	8.160385948703e-4	0	8	720	2	4	4377	heavy fermion	2^3·47
377	2.734164361354e-5	0	4	420	2	2	3158	spectator	13·29
378	2.436020371345e-4	0	16	960	3	5	7771	heavy fermion	2·3^3·7
379	3.289943768278e-4	1	2	380	1	1	1376	excited boson	379 (prime)
380	1.153025437620e-4	0	12	840	3	4	6459	fermion	2^2·5·19
381	1.156732167410e-3	0	4	512	2	2	2670	heavy fermion	3·127
382	1.726422972238e-3	0	4	576	2	2	2447	heavy fermion	2·191
383	3.248367995338e-4	1	2	384	1	1	1380	excited boson	383 (prime)
384	5.080295443576e-7	0	16	1020	2	8	6909	spectator	2^7·3
385	5.410455156823e-6	0	8	576	3	3	5758	spectator	5·7·11
386	5.909834315460e-5	0	4	582	2	2	2457	spectator	2·193
387	4.822206792318e-4	0	6	572	2	3	4002	heavy fermion	3^2·43
388	2.021571822728e-3	0	6	686	2	3	3435	heavy fermion	2^2·97
389	2.797132272904e-5	1	2	390	1	1	1386	gauge boson (light)	389 (prime)
390	1.554590884128e-3	0	16	1008	4	4	8083	heavy fermion	2·3·5·13
391	1.324358834654e-4	0	4	432	2	2	3186	fermion	17·23
392	7.207434225147e-4	0	12	855	2	5	6229	heavy fermion	2^3·7^2
393	2.510892248772e-4	0	4	528	2	2	2702	heavy fermion	3·131
394	2.407729226925e-4	0	4	594	2	2	2477	heavy fermion	2·197
395	1.156602471303e-4	0	4	480	2	2	2964	fermion	5·79
396	6.219433889445e-6	0	18	1092	3	5	8363	spectator	2^2·3^2·11
397	6.582101526770e-6	1	2	398	1	1	1394	gauge boson (light)	397 (prime)
398	1.050434471759e-6	0	4	600	2	2	2487	spectator	2·199
399	1.232857137651e-5	0	8	640	3	3	5418	spectator	3·7·19
400	3.355321847057e-7	0	15	961	2	6	7299	spectator	2^4·5^2
401	8.058033370913e-5	1	2	402	1	1	1398	excited boson	401 (prime)
402	1.563377671348e-4	0	8	816	3	3	4273	fermion	2·3·67
403	1.101168588839e-4	0	4	448	2	2	3188	fermion	13·31
404	1.438128567103e-4	0	6	714	2	3	3295	fermion	2^2·101
405	1.034197177226e-5	0	10	726	2	5	6032	spectator	3^4·5
406	6.160653145286e-5	0	8	720	3	3	4807	spectator	2·7·29
407	2.693354642307e-4	0	4	456	2	2	3184	heavy fermion	11·37
408	2.490223881206e-4	0	16	1080	3	5	7445	heavy fermion	2^3·3·17
409	4.108249019762e-4	1	2	410	1	1	1406	excited boson	409 (prime)
410	6.266444474134e-9	0	8	756	3	3	4689	spectator	2·5·41
411	4.276904056461e-3	0	4	552	2	2	2750	heavy fermion	3·137
412	9.737945488408e-3	0	6	728	2	3	3321	heavy fermion	2^2·103
413	2.932205653763e-3	0	4	480	2	2	3062	heavy fermion	7·59
414	1.295458104998e-4	0	12	936	3	4	6203	fermion	2·3^2·23
415	3.360621395308e-3	0	4	504	2	2	3024	heavy fermion	5·83
416	3.154416195518e-3	0	12	882	2	6	6099	heavy fermion	2^5·13
417	4.189231351844e-4	0	4	560	2	2	2766	heavy fermion	3·139
418	4.582130910588e-3	0	8	720	3	3	4915	heavy fermion	2·11·19
419	5.306295640054e-5	1	2	420	1	1	1416	gauge boson	419 (prime)
420	3.723078831983e-3	0	24	1344	4	5	10519	heavy fermion	2^2·3·5·7
421	3.746913313681e-4	1	2	422	1	1	1418	excited boson	421 (prime)
422	3.725171588222e-3	0	4	636	2	2	2337	heavy fermion	2·211
423	1.141968563417e-3	0	6	624	2	3	4070	heavy fermion	3^2·47
424	2.535298179562e-3	0	8	810	2	4	4311	heavy fermion	2^3·53
425	5.506546387409e-3	0	6	558	2	3	4446	heavy fermion	5^2·17
426	2.672860614392e-3	0	8	864	3	3	4381	heavy fermion	2·3·71
427	1.133770224767e-2	0	4	496	2	2	3104	heavy fermion	7·61
428	9.679083780513e-4	0	6	756	2	3	3373	heavy fermion	2^2·107
429	1.393595895971e-2	0	8	672	3	3	5448	heavy fermion	3·11·13
430	1.527664869942e-4	0	8	792	3	3	4705	fermion	2·5·43
431	1.169397158386e-2	1	2	432	1	1	1428	excited boson	431 (prime)
432	7.808114044107e-4	0	20	1240	2	7	8351	heavy fermion	2^4·3^3
433	1.921032418028e-3	1	2	434	1	1	1430	excited boson	433 (prime)
434	2.246684405316e-3	0	8	768	3	3	4863	heavy fermion	2·7·31
435	2.846933606752e-5	0	8	720	3	3	5246	spectator	3·5·29
436	1.085329853620e-3	0	6	770	2	3	3399	heavy fermion	2^2·109
437	1.345819439790e-3	0	4	480	2	2	3236	heavy fermion	19·23
438	1.703511941481e-4	0	8	888	3	3	4291	fermion	2·3·73
439	2.290267123219e-3	1	2	440	1	1	1436	excited boson	439 (prime)
440	9.640221951149e-5	0	16	1080	3	5	8009	light fermion	2^3·5·11
441	1.171229954748e-5	0	9	741	2	4	5694	spectator	3^2·7^2
442	1.472842019083e-3	0	8	756	3	3	4969	heavy fermion	2·13·17
443	2.813131381961e-4	1	2	444	1	1	1440	excited boson	443 (prime)
444	1.450597236677e-3	0	12	1064	3	4	5981	heavy fermion	2^2·3·37
445	1.868816527560e-3	0	4	540	2	2	3026	heavy fermion	5·89
446	1.207561396073e-4	0	4	672	2	2	2385	fermion	2·223
447	3.409205044089e-3	0	4	600	2	2	2698	heavy fermion	3·149
448	4.770220390199e-6	0	14	1016	2	7	6781	spectator	2^6·7
449	3.052139847521e-3	1	2	450	1	1	1446	excited boson	449 (prime)
450	1.248296458577e-4	0	18	1209	3	5	8507	fermion	2·3^2·5^2
451	2.156582891383e-4	0	4	504	2	2	3208	heavy fermion	11·41
452	1.246784133048e-4	0	6	798	2	3	3339	fermion	2^2·113
453	2.397706145973e-6	0	4	608	2	2	2712	spectator	3·151
454	1.525620180426e-4	0	4	684	2	2	2401	fermion	2·227
455	4.191055495076e-5	0	8	672	3	3	5796	spectator	5·7·13
456	3.321262133704e-4	0	16	1200	3	5	7481	heavy fermion	2^3·3·19
457	1.284033813246e-3	1	2	458	1	1	1454	excited boson	457 (prime)
458	5.131101212266e-5	0	4	690	2	2	2409	spectator	2·229
459	1.024372039722e-3	0	8	720	2	4	5226	heavy fermion	3^3·17
460	8.741941234918e-4	0	12	1008	3	4	6395	heavy fermion	2^2·5·23
461	5.192156384684e-3	1	2	462	1	1	1458	excited boson	461 (prime)
462	7.568308627710e-5	0	16	1152	4	4	8203	light fermion	2·3·7·11
463	4.176063936804e-3	1	2	464	1	1	1460	excited boson	463 (prime)
464	2.273069042296e-3	0	10	930	2	5	5303	heavy fermion	2^4·29
465	3.042883927588e-3	0	8	768	3	3	5288	heavy fermion	3·5·31
466	9.557884498015e-3	0	4	702	2	2	2425	heavy fermion	2·233
467	1.593157123297e-3	1	2	468	1	1	1464	excited boson	467 (prime)
468	7.590462518859e-3	0	18	1274	3	5	8333	heavy fermion	2^2·3^2·13
469	4.922973068424e-2	0	4	544	2	2	3098	heavy fermion	7·67
470	6.142518903301e-2	0	8	864	3	3	4759	heavy fermion	2·5·47
471	3.082281891944e-2	0	4	632	2	2	2754	heavy fermion	3·157
472	8.273640154974e-3	0	8	900	2	4	4347	heavy fermion	2^3·59
473	2.723274442891e-3	0	4	528	2	2	3232	heavy fermion	11·43
474	1.207911063821e-4	0	8	960	3	3	4363	fermion	2·3·79
475	1.592579441387e-4	0	6	620	2	3	4500	fermion	5^2·19
476	4.900053174477e-5	0	12	1008	3	4	6597	spectator	2^2·7·17
477	1.639917128671e-4	0	6	702	2	3	4038	fermion	3^2·53
478	9.604184357043e-5	0	4	720	2	2	2449	light fermion	2·239
479	3.950321456968e-5	1	2	480	1	1	1476	gauge boson	479 (prime)
480	8.644270515982e-6	0	24	1512	3	7	9893	spectator	2^5·3·5
481	6.038558850009e-5	0	4	532	2	2	3266	spectator	13·37
482	3.378979313282e-5	0	4	726	2	2	2457	spectator	2·241
483	2.114937439915e-5	0	8	768	3	3	5480	spectator	3·7·23
484	1.116635017274e-4	0	9	931	2	4	5065	fermion	2^2·11^2
485	3.757488269279e-5	0	4	588	2	2	3042	spectator	5·97
486	7.725470841289e-8	0	12	1092	2	6	5941	spectator	2·3^5
487	3.305772691032e-9	1	2	488	1	1	1484	gauge boson (light)	487 (prime)
488	3.555676836384e-5	0	8	930	2	4	4411	spectator	2^3·61
489	2.575615770766e-5	0	4	656	2	2	2796	spectator	3·163
490	1.398334229547e-4	0	12	1026	3	4	6763	fermion	2·5·7^2
491	6.679144375111e-5	1	2	492	1	1	1488	gauge boson	491 (prime)
492	1.943867277160e-4	0	12	1176	3	4	6037	fermion	2^2·3·41
493	5.454890722247e-5	0	4	540	2	2	3282	spectator	17·29
494	1.906483431216e-5	0	8	840	3	3	5073	spectator	2·13·19
495	2.941346178608e-4	0	12	936	3	4	7472	heavy fermion	3^2·5·11
496	1.844013182172e-5	0	10	992	2	5	5379	spectator	2^4·31
497	7.034135152601e-7	0	4	576	2	2	3174	spectator	7·71
498	1.230710474482e-4	0	8	1008	3	3	4459	fermion	2·3·83
499	1.618961278560e-6	1	2	500	1	1	1496	gauge boson (light)	499 (prime)
500	4.436060354791e-8	0	12	1092	2	5	6299	spectator	2^2·5^3
501	1.877530546687e-5	0	4	672	2	2	2326	spectator	3·167
502	1.831900920738e-7	0	4	756	2	2	1997	spectator	2·251
503	1.000016820574e-5	1	2	504	1	1	998	gauge boson (light)	503 (prime)
504	1.219843421635e-4	0	24	1560	3	6	9887	fermion	2^3·3^2·7
505	7.696619049386e-6	0	4	612	2	2	2594	spectator	5·101
506	1.197806752912e-4	0	8	864	3	3	4631	fermion	2·11·23
507	4.057601511099e-6	0	6	732	2	3	3762	spectator	3·13^2
508	1.129404951963e-5	0	6	896	2	3	3003	spectator	2^2·127
509	1.948172193962e-6	1	2	510	1	1	998	gauge boson (light)	509 (prime)
510	7.315271272602e-6	0	16	1296	4	4	7803	spectator	2·3·5·17
511	4.443168531959e-5	0	4	592	2	2	2708	spectator	7·73
512	2.817569625307e-4	0	10	1023	1	9	4547	heavy fermion	2^9
513	2.080842360471e-4	0	8	800	2	4	4896	heavy fermion	3^3·19
514	1.017370490075e-5	0	4	774	2	2	2009	spectator	2·257
515	2.027466941317e-5	0	4	624	2	2	2610	spectator	5·103
516	7.033875941655e-4	0	12	1232	3	4	5669	heavy fermion	2^2·3·43
517	4.886582350516e-5	0	4	576	2	2	2808	spectator	11·47
518	7.756948653780e-4	0	8	912	3	3	4563	heavy fermion	2·7·37
519	1.381594145012e-5	0	4	696	2	2	2350	spectator	3·173
520	7.675230081239e-7	0	16	1260	3	5	7771	spectator	2^3·5·13
521	2.868993615448e-4	1	2	522	1	1	998	excited boson	521 (prime)
522	3.888402157737e-4	0	12	1170	3	4	5967	heavy fermion	2·3^2·29
523	1.122262690108e-4	1	2	524	1	1	998	excited boson	523 (prime)
524	4.714509998893e-5	0	6	924	2	3	3035	spectator	2^2·131
525	2.991204527371e-5	0	12	992	3	4	7148	spectator	3·5^2·7
526	6.011273288194e-6	0	4	792	2	2	2021	spectator	2·263
527	2.321404971040e-4	0	4	576	2	2	2840	heavy fermion	17·31
528	7.963848290387e-4	0	20	1488	3	6	8655	heavy fermion	2^4·3·11
529	4.341356223379e-4	0	3	553	1	2	1922	heavy fermion	23^2
530	4.544152165133e-4	0	8	972	3	3	4405	heavy fermion	2·5·53
531	2.480194548303e-4	0	6	780	2	3	3656	heavy fermion	3^2·59
532	2.553578862343e-4	0	12	1120	3	4	6333	heavy fermion	2^2·7·19
533	1.268192533767e-3	0	4	588	2	2	2818	heavy fermion	13·41
534	1.670017138171e-3	0	8	1080	3	3	4075	heavy fermion	2·3·89
535	2.044711847507e-3	0	4	648	2	2	2642	heavy fermion	5·107
536	1.649410219947e-3	0	8	1020	2	4	4009	heavy fermion	2^3·67
537	1.140513335947e-8	0	4	720	2	2	2374	spectator	3·179
538	2.433491139586e-3	0	4	810	2	2	2033	heavy fermion	2·269
539	6.080498611950e-3	0	6	684	2	3	4192	heavy fermion	7^2·11
540	6.883387259837e-3	0	24	1680	3	6	9967	heavy fermion	2^2·3^3·5
541	3.179846822639e-3	1	2	542	1	1	998	excited boson	541 (prime)
542	2.923551674561e-4	0	4	816	2	2	2037	heavy fermion	2·271
543	2.910666271841e-4	0	4	728	2	2	2382	heavy fermion	3·181
544	4.967306418150e-3	0	12	1134	2	6	5875	heavy fermion	2^5·17
545	2.347329022140e-3	0	4	660	2	2	2658	heavy fermion	5·109
546	5.105362569728e-3	0	16	1344	4	4	7981	heavy fermion	2·3·7·13
547	2.024450620956e-2	1	2	548	1	1	998	excited boson	547 (prime)
548	2.037315534706e-2	0	6	966	2	3	3083	heavy fermion	2^2·137
549	6.308611535412e-4	0	6	806	2	3	3702	heavy fermion	3^2·61
550	1.993016745343e-2	0	12	1116	3	4	6579	heavy fermion	2·5^2·11
551	1.096382159918e-2	0	4	600	2	2	2840	heavy fermion	19·29
552	1.004467008423e-5	0	16	1440	3	5	7257	spectator	2^3·3·23
553	2.519023163006e-4	0	4	640	2	2	2702	heavy fermion	7·79
554	1.139445877847e-3	0	4	834	2	2	2049	heavy fermion	2·277
555	3.587358554648e-3	0	8	912	3	3	5066	heavy fermion	3·5·37
556	1.980244233564e-2	0	6	980	2	3	3099	heavy fermion	2^2·139
557	1.567809926333e-2	1	2	558	1	1	998	excited boson	557 (prime)
558	3.401269103681e-4	0	12	1248	3	4	5995	heavy fermion	2·3^2·31
559	1.750856561668e-3	0	4	616	2	2	2822	heavy fermion	13·43
560	4.520589279844e-4	0	20	1488	3	6	9133	heavy fermion	2^4·5·7
561	2.119820420237e-3	0	8	864	3	3	5260	heavy fermion	3·11·17
562	1.816724983537e-2	0	4	846	2	2	2057	heavy fermion	2·281
563	7.430109561108e-3	1	2	564	1	1	998	excited boson	563 (prime)
564	1.421944572022e-3	0	12	1344	3	4	5755	heavy fermion	2^2·3·47
565	1.747221505811e-3	0	4	684	2	2	2578	heavy fermion	5·113
566	2.343769713998e-5	0	4	852	2	2	2061	spectator	2·283
567	7.070270287423e-5	0	10	968	2	5	5898	light fermion	3^4·7
568	2.785006283324e-4	0	8	1080	2	4	4101	heavy fermion	2^3·71
569	3.457725315767e-4	1	2	570	1	1	998	excited boson	569 (prime)
570	2.985041987154e-5	0	16	1440	4	4	7879	spectator	2·3·5·19
571	1.061160778396e-3	1	2	572	1	1	998	excited boson	571 (prime)
572	5.805220719427e-3	0	12	1176	3	4	6361	heavy fermion	2^2·11·13
573	1.853867000010e-4	0	4	768	2	2	2422	fermion	3·191
574	1.294810773718e-2	0	8	1008	3	3	4603	heavy fermion	2·7·41
575	6.997231039480e-3	0	6	744	2	3	4114	heavy fermion	5^2·23
576	1.078819177266e-5	0	21	1651	2	8	8413	spectator	2^6·3^2
577	9.404602138973e-5	1	2	578	1	1	998	excited boson	577 (prime)
578	4.020511900709e-4	0	6	921	2	3	3401	heavy fermion	2·17^2
579	2.524786140597e-4	0	4	776	2	2	2430	heavy fermion	3·193
580	1.292074874125e-3	0	12	1260	3	4	6127	heavy fermion	2^2·5·29
581	3.443088205992e-3	0	4	672	2	2	2746	heavy fermion	7·83
582	8.604869674451e-3	0	8	1176	3	3	4123	heavy fermion	2·3·97
583	7.377644602097e-3	0	4	648	2	2	2772	heavy fermion	11·53
584	8.293567364130e-3	0	8	1110	2	4	4003	heavy fermion	2^3·73
585	5.897198974716e-3	0	12	1092	3	4	7178	heavy fermion	3^2·5·13
586	1.765533257102e-4	0	4	882	2	2	2081	fermion	2·293
