bin_center	count	density
9.898917485809207e-2	72	4.920278781715194e0
2.967367042437741e-1	1	6.833720530159991e-2
4.944842336294561e-1	0	0.000000000000000e0
6.922317630151381e-1	0	0.000000000000000e0
8.899792924008202e-1	0	0.000000000000000e0
1.087726821786502e0	0	0.000000000000000e0
1.285474351172184e0	0	0.000000000000000e0
1.483221880557866e0	0	0.000000000000000e0
1.680969409943548e0	1	6.833720530159991e-2
