bin_center	count	density
1.386870058517093e-1	23	3.479103093755942e0
4.141411408709575e-1	0	0.000000000000000e0
6.895952758902056e-1	0	0.000000000000000e0
9.650494109094540e-1	0	0.000000000000000e0
1.240503545928702e0	1	1.512653519024323e-1
