index	eigenvalue
0	3.025885324588577e-5
1	3.402649125852998e-5
2	3.495687518390893e-5
3	3.558055944615766e-5
4	3.751019542615895e-5
5	3.942962315447531e-5
6	4.075072483197016e-5
7	4.113209081384169e-5
8	4.280529714071725e-5
9	4.408472117170867e-5
10	4.506177519395931e-5
11	4.672187876802354e-5
12	4.690174206477573e-5
13	4.798246836405805e-5
14	4.874173179227493e-5
15	5.161728694203497e-5
16	5.258354787509030e-5
17	5.534985860456151e-5
18	5.637890068924331e-5
19	5.674995891551478e-5
20	5.791770270591183e-5
21	5.984194938384532e-5
22	6.143323000794914e-5
23	6.290211356068577e-5
24	6.525599473977910e-5
25	6.639865924982835e-5
26	6.875370652047840e-5
27	6.918439354332380e-5
28	7.066612179251926e-5
29	7.291797981160305e-5
30	7.449253508491795e-5
31	7.746490018920362e-5
32	7.877706662433790e-5
33	8.045716260729791e-5
34	8.260802342171329e-5
35	8.590503025101476e-5
36	8.660998232411350e-5
37	8.847618975954267e-5
38	9.242070858112041e-5
39	9.345224050823910e-5
40	9.517695627581426e-5
41	9.826780149141221e-5
42	1.005929473451922e-4
43	1.024079147796329e-4
44	1.050351674443397e-4
45	1.106404308171352e-4
46	1.119120101395865e-4
47	1.131012553585830e-4
48	1.168538024523940e-4
49	1.226508828032728e-4
50	1.250108921516834e-4
51	1.271328533724791e-4
52	1.322991492908206e-4
53	1.374909971240589e-4
54	1.384334216306780e-4
55	1.431194612064953e-4
56	1.496252037828855e-4
57	1.550828925659303e-4
58	1.575668600465796e-4
59	1.608337394020749e-4
60	1.659475649652292e-4
61	1.728854725049464e-4
62	1.793965098420848e-4
63	1.839342200546029e-4
64	1.903897197450042e-4
65	1.965191337641022e-4
66	2.016742322557736e-4
67	2.035702627089987e-4
68	2.077074799829821e-4
69	2.244081909337296e-4
70	2.304399937761044e-4
71	2.358463974298521e-4
72	2.386047250948093e-4
73	2.454862001017613e-4
74	2.573631373347527e-4
75	2.674273657931109e-4
76	2.787866046832436e-4
77	2.845596268446599e-4
78	3.007188906175329e-4
79	3.088632574437056e-4
80	3.227924884214289e-4
81	3.430587153051261e-4
82	3.499844287324657e-4
83	3.570095520494614e-4
84	3.729650735177884e-4
85	3.832864724374886e-4
86	4.256022366989998e-4
87	4.457145843915910e-4
88	4.625800765013973e-4
89	4.761409829120868e-4
90	4.984164143203014e-4
91	5.034134231033462e-4
92	5.265495195600525e-4
93	5.603998747312647e-4
94	5.760906634814592e-4
95	6.187693644469587e-4
96	6.313901133473119e-4
97	6.664036199761814e-4
98	6.839049984240908e-4
99	7.257753543576477e-4
100	7.587933583916764e-4
101	8.173661938700181e-4
102	8.566293770920017e-4
103	8.969088208423581e-4
104	9.279498441432893e-4
105	9.888861082035492e-4
106	1.027652296829353e-3
107	1.050770320327540e-3
108	1.130114546793616e-3
109	1.185034004150510e-3
110	1.217190463241321e-3
111	1.335345435906243e-3
112	1.340990992129667e-3
113	1.379358503439280e-3
114	1.442194537583780e-3
115	1.639380648749082e-3
116	1.880981161525888e-3
117	2.116167901417059e-3
118	2.360418190348326e-3
119	2.557098746158322e-3
120	2.673752368828302e-3
121	2.897319828666271e-3
122	3.241589527936717e-3
123	3.674287873654018e-3
124	4.027100966820867e-3
125	4.336023848007848e-3
126	4.639501699908165e-3
127	4.887591771663242e-3
128	6.180476749740134e-3
129	7.051898765849922e-3
130	7.766598079295845e-3
131	8.253401454038901e-3
132	9.716301560831577e-3
133	1.115579136016781e-2
134	1.162796445627190e-2
135	1.180067999274026e-2
136	1.258244523619579e-2
137	1.291145323973179e-2
138	1.321339216380575e-2
139	1.393428400125398e-2
140	1.526924671519075e-2
141	1.698059427450575e-2
142	2.044323285969609e-2
143	2.586821245812963e-2
144	3.523255605152983e-2
145	5.197956919818440e-2
146	1.120429840827366e-1
147	4.210505258561855e-1
148	2.001612677594146e0
