rank	k	weight	d_k	omega	is_prime	factors
1005	2275	2.280170023938e-8	12	3	composite	5^2·7·13
1006	2152	2.268360452168e-8	8	2	composite	2^3·269
1007	3287	2.267045944816e-8	4	2	composite	19·173
1008	2726	2.255864070368e-8	8	3	composite	2·29·47
1009	5111	2.231987882673e-8	4	2	composite	19·269
1010	4548	2.222177184146e-8	12	3	composite	2^2·3·379
1011	4181	2.217807957624e-8	4	2	composite	37·113
1012	3140	2.217482839406e-8	12	3	composite	2^2·5·157
1013	3602	2.214276681636e-8	4	2	composite	2·1801
1014	3402	2.200730401261e-8	24	3	composite	2·3^5·7
1015	4419	2.192041867413e-8	6	2	composite	3^2·491
1016	6301	2.189466568567e-8	2	1	prime	6301 (prime)
1017	25771	2.188317275950e-8	2	1	prime	25771 (prime)
1018	2436	2.184589908914e-8	24	4	composite	2^2·3·7·29
1019	4829	2.176675191962e-8	4	2	composite	11·439
1020	2198	2.170501609905e-8	8	3	composite	2·7·157
1021	6299	2.164509063753e-8	2	1	prime	6299 (prime)
1022	2516	2.150963608521e-8	12	3	composite	2^2·17·37
1023	313	2.137242598761e-8	2	1	prime	313 (prime)
1024	4111	2.129009086571e-8	2	1	prime	4111 (prime)
1025	2465	2.113498480721e-8	8	3	composite	5·17·29
1026	2434	2.108520090076e-8	4	2	composite	2·1217
1027	2835	2.100630121694e-8	20	3	composite	3^4·5·7
1028	5039	2.087777581073e-8	2	1	prime	5039 (prime)
1029	3501	2.086721155971e-8	6	2	composite	3^2·389
1030	3900	2.079270676721e-8	36	4	composite	2^2·3·5^2·13
1031	20149	2.077004613582e-8	2	1	prime	20149 (prime)
1032	3228	2.075481116853e-8	12	3	composite	2^2·3·269
1033	4681	2.068453961136e-8	4	2	composite	31·151
1034	3060	2.062209902934e-8	36	4	composite	2^2·3^2·5·17
1035	3123	2.050704333497e-8	6	2	composite	3^2·347
1036	3007	2.048718688146e-8	4	2	composite	31·97
1037	3470	2.032654232062e-8	8	3	composite	2·5·347
1038	3674	2.030864369674e-8	8	3	composite	2·11·167
1039	2101	2.025581855881e-8	4	2	composite	11·191
1040	5167	2.020226388394e-8	2	1	prime	5167 (prime)
1041	5006	2.009939590796e-8	4	2	composite	2·2503
1042	3888	2.006418413770e-8	30	2	composite	2^4·3^5
1043	784	2.002777209905e-8	15	2	composite	2^4·7^2
1044	3860	1.998659117234e-8	12	3	composite	2^2·5·193
1045	2547	1.994909401872e-8	6	2	composite	3^2·283
1046	4627	1.985616634616e-8	4	2	composite	7·661
1047	3679	1.985016973419e-8	4	2	composite	13·283
1048	4617	1.975811540311e-8	12	2	composite	3^5·19
1049	4744	1.974821018525e-8	8	2	composite	2^3·593
1050	2486	1.967546762430e-8	8	3	composite	2·11·113
1051	3207	1.964261766737e-8	4	2	composite	3·1069
1052	3159	1.962757788265e-8	12	2	composite	3^5·13
1053	3240	1.952975298495e-8	40	3	composite	2^3·3^4·5
1054	151	1.946036166127e-8	2	1	prime	151 (prime)
1055	15359	1.927104692361e-8	2	1	prime	15359 (prime)
1056	2918	1.922985884328e-8	4	2	composite	2·1459
1057	15361	1.917949530347e-8	2	1	prime	15361 (prime)
1058	4432	1.912215630209e-8	10	2	composite	2^4·277
1059	2321	1.887893666241e-8	4	2	composite	11·211
1060	4527	1.880912447613e-8	6	2	composite	3^2·503
1061	3474	1.879776210285e-8	12	3	composite	2·3^2·193
1062	5160	1.870445356807e-8	32	4	composite	2^3·3·5·43
1063	5089	1.869418156639e-8	4	2	composite	7·727
1064	2372	1.868047262020e-8	6	2	composite	2^2·593
1065	2171	1.865197244722e-8	4	2	composite	13·167
1066	2704	1.864375385837e-8	15	2	composite	2^4·13^2
1067	2219	1.862008399463e-8	4	2	composite	7·317
1068	2722	1.861210897945e-8	4	2	composite	2·1361
1069	4140	1.857036621967e-8	36	4	composite	2^2·3^2·5·23
1070	3092	1.855357512710e-8	6	2	composite	2^2·773
1071	5162	1.854614510897e-8	8	3	composite	2·29·89
1072	4417	1.851407410837e-8	4	2	composite	7·631
1073	3250	1.850805234613e-8	16	3	composite	2·5^3·13
1074	4771	1.846507915740e-8	4	2	composite	13·367
1075	2702	1.840606937938e-8	8	3	composite	2·7·193
1076	96	1.837107850152e-8	12	2	composite	2^5·3
1077	5100	1.832965643804e-8	36	4	composite	2^2·3·5^2·17
1078	4605	1.822188541510e-8	8	3	composite	3·5·307
1079	3964	1.818451793459e-8	6	2	composite	2^2·991
1080	2249	1.813972301906e-8	4	2	composite	13·173
1081	4081	1.812872917260e-8	8	3	composite	7·11·53
1082	2908	1.803458002297e-8	6	2	composite	2^2·727
1083	3992	1.801493597767e-8	8	2	composite	2^3·499
1084	4776	1.795991326946e-8	16	3	composite	2^3·3·199
1085	2411	1.775662631242e-8	2	1	prime	2411 (prime)
1086	2277	1.770208624936e-8	12	3	composite	3^2·11·23
1087	4196	1.767261963719e-8	6	2	composite	2^2·1049
1088	5165	1.752003226992e-8	4	2	composite	5·1033
1089	2055	1.744230229914e-8	8	3	composite	3·5·137
1090	2711	1.743867668139e-8	2	1	prime	2711 (prime)
1091	4430	1.730348044653e-8	8	3	composite	2·5·443
1092	2634	1.729818220966e-8	8	3	composite	2·3·439
1093	1397	1.729574187762e-8	4	2	composite	11·127
1094	2450	1.726017766525e-8	18	3	composite	2·5^2·7^2
1095	3635	1.725850430608e-8	4	2	composite	5·727
1096	401	1.724138810463e-8	2	1	prime	401 (prime)
1097	3261	1.719248812551e-8	4	2	composite	3·1087
1098	2239	1.715869885207e-8	2	1	prime	2239 (prime)
1099	2237	1.712634533359e-8	2	1	prime	2237 (prime)
1100	2885	1.710973063003e-8	4	2	composite	5·577
1101	4997	1.700688360838e-8	4	2	composite	19·263
1102	3841	1.699811776600e-8	4	2	composite	23·167
1103	3868	1.699650495961e-8	6	2	composite	2^2·967
1104	4237	1.697081602090e-8	4	2	composite	19·223
1105	2600	1.691980056964e-8	24	3	composite	2^3·5^2·13
1106	2370	1.687846275118e-8	16	4	composite	2·3·5·79
1107	4843	1.685920366145e-8	4	2	composite	29·167
1108	4919	1.684101925669e-8	2	1	prime	4919 (prime)
1109	3303	1.682794926568e-8	6	2	composite	3^2·367
1110	4080	1.678853654301e-8	40	4	composite	2^4·3·5·17
1111	2408	1.674444120413e-8	16	3	composite	2^3·7·43
1112	2278	1.672499982418e-8	8	3	composite	2·17·67
1113	2288	1.669005061868e-8	20	3	composite	2^4·11·13
1114	4896	1.668150225399e-8	36	3	composite	2^5·3^2·17
1115	149	1.659958372770e-8	2	1	prime	149 (prime)
1116	3454	1.649870870559e-8	8	3	composite	2·11·157
1117	4300	1.645383451870e-8	18	3	composite	2^2·5^2·43
1118	2709	1.644159169054e-8	12	3	composite	3^2·7·43
1119	2541	1.643362859696e-8	12	3	composite	3·7·11^2
1120	87299	1.638868499940e-8	2	1	prime	87299 (prime)
1121	87293	1.636812590825e-8	2	1	prime	87293 (prime)
1122	2448	1.631960243896e-8	30	3	composite	2^4·3^2·17
1123	2340	1.631028512559e-8	36	4	composite	2^2·3^2·5·13
1124	2343	1.625668112085e-8	8	3	composite	3·11·71
1125	2147	1.612421225212e-8	4	2	composite	19·113
1126	4629	1.609561712449e-8	4	2	composite	3·1543
1127	4746	1.609441978058e-8	16	4	composite	2·3·7·113
1128	71671	1.608101120158e-8	2	1	prime	71671 (prime)
1129	2946	1.608004298780e-8	8	3	composite	2·3·491
1130	192	1.606592801008e-8	14	2	composite	2^6·3
1131	3678	1.605389395113e-8	8	3	composite	2·3·613
1132	4884	1.604625158367e-8	24	4	composite	2^2·3·11·37
1133	2002	1.604304131659e-8	16	4	composite	2·7·11·13
1134	71693	1.597041465661e-8	2	1	prime	71693 (prime)
1135	2455	1.596441564335e-8	4	2	composite	5·491
1136	4898	1.589873347040e-8	8	3	composite	2·31·79
1137	2214	1.589686761460e-8	16	3	composite	2·3^3·41
1138	2467	1.581896803456e-8	2	1	prime	2467 (prime)
1139	4780	1.581749183390e-8	12	3	composite	2^2·5·239
1140	4934	1.580781120470e-8	4	2	composite	2·2467
1141	4738	1.580454912042e-8	8	3	composite	2·23·103
1142	3173	1.574627860530e-8	4	2	composite	19·167
1143	3353	1.574393139832e-8	4	2	composite	7·479
1144	2899	1.572859818016e-8	4	2	composite	13·223
1145	2317	1.572354546031e-8	4	2	composite	7·331
1146	3660	1.560409360686e-8	24	4	composite	2^2·3·5·61
1147	4061	1.558550637365e-8	4	2	composite	31·131
1148	5118	1.554696344272e-8	8	3	composite	2·3·853
1149	2030	1.548918245140e-8	16	4	composite	2·5·7·29
1150	4284	1.547479687877e-8	36	4	composite	2^2·3^2·7·17
1151	2813	1.546213886113e-8	4	2	composite	29·97
1152	4551	1.546069082400e-8	8	3	composite	3·37·41
1153	4311	1.543637852323e-8	6	2	composite	3^2·479
1154	217	1.543283686850e-8	4	2	composite	7·31
1155	4932	1.541100805838e-8	18	3	composite	2^2·3^2·137
1156	2125	1.537457703201e-8	8	2	composite	5^3·17
1157	620	1.532593859531e-8	12	3	composite	2^2·5·31
1158	4977	1.530092702219e-8	12	3	composite	3^2·7·79
1159	2707	1.527775260871e-8	2	1	prime	2707 (prime)
1160	2344	1.525808477927e-8	8	2	composite	2^3·293
1161	5057	1.518841428548e-8	4	2	composite	13·389
1162	2432	1.514883740009e-8	16	2	composite	2^7·19
1163	3411	1.513799802056e-8	6	2	composite	3^2·379
1164	4909	1.513148583299e-8	2	1	prime	4909 (prime)
1165	3400	1.509872785532e-8	24	3	composite	2^3·5^2·17
1166	2291	1.505730602560e-8	4	2	composite	29·79
1167	2389	1.499043301484e-8	2	1	prime	2389 (prime)
1168	2525	1.494907097936e-8	6	2	composite	5^2·101
1169	8123	1.490916623401e-8	2	1	prime	8123 (prime)
1170	2433	1.474115395770e-8	4	2	composite	3·811
1171	101	1.471574107782e-8	2	1	prime	101 (prime)
1172	1237	1.469034048763e-8	2	1	prime	1237 (prime)
1173	2690	1.464164309138e-8	8	3	composite	2·5·269
1174	2875	1.457592647487e-8	8	2	composite	5^3·23
1175	3336	1.455049750893e-8	16	3	composite	2^3·3·139
1176	3958	1.453931751291e-8	4	2	composite	2·1979
1177	3062	1.441541455263e-8	4	2	composite	2·1531
1178	4701	1.440606694906e-8	4	2	composite	3·1567
1179	4872	1.439001752759e-8	32	4	composite	2^3·3·7·29
1180	2569	1.438049487845e-8	4	2	composite	7·367
1181	2799	1.437784212071e-8	6	2	composite	3^2·311
1182	3962	1.437573377646e-8	8	3	composite	2·7·283
1183	4779	1.432040283293e-8	10	2	composite	3^4·59
1184	2893	1.431339229676e-8	4	2	composite	11·263
1185	132	1.430912913141e-8	12	3	composite	2^2·3·11
1186	4688	1.428827716067e-8	10	2	composite	2^4·293
1187	2716	1.417395463501e-8	12	3	composite	2^2·7·97
1188	3251	1.407480448833e-8	2	1	prime	3251 (prime)
1189	4835	1.402544893330e-8	4	2	composite	5·967
1190	2483	1.401768754305e-8	4	2	composite	13·191
1191	3508	1.401196117672e-8	6	2	composite	2^2·877
1192	2490	1.400497365291e-8	16	4	composite	2·3·5·83
1193	4730	1.400183834550e-8	16	4	composite	2·5·11·43
1194	5141	1.399340123639e-8	4	2	composite	53·97
1195	4180	1.397608243062e-8	24	4	composite	2^2·5·11·19
1196	3420	1.396897035321e-8	36	4	composite	2^2·3^2·5·19
1197	4278	1.396734785761e-8	16	4	composite	2·3·23·31
1198	1979	1.385658249408e-8	2	1	prime	1979 (prime)
1199	1524	1.381382766806e-8	12	3	composite	2^2·3·127
1200	3114	1.380873044403e-8	12	3	composite	2·3^2·173
1201	3625	1.375260740884e-8	8	2	composite	5^3·29
1202	4984	1.367645394935e-8	16	3	composite	2^3·7·89
1203	4671	1.359395477631e-8	8	2	composite	3^3·173
1204	3513	1.356622229091e-8	4	2	composite	3·1171
1205	3611	1.354847067325e-8	4	2	composite	23·157
1206	186	1.354611627130e-8	8	3	composite	2·3·31
1207	4960	1.353902242273e-8	24	3	composite	2^5·5·31
1208	5035	1.349512858273e-8	8	3	composite	5·19·53
1209	2496	1.347062895640e-8	28	3	composite	2^6·3·13
1210	4820	1.342602266003e-8	12	3	composite	2^2·5·241
1211	4868	1.341861392601e-8	6	2	composite	2^2·1217
1212	5082	1.341364723953e-8	24	4	composite	2·3·7·11^2
1213	2650	1.340325587418e-8	12	3	composite	2·5^2·53
1214	2744	1.336033556178e-8	16	2	composite	2^3·7^3
1215	5037	1.327990668495e-8	8	3	composite	3·23·73
1216	4839	1.327774490913e-8	4	2	composite	3·1613
1217	4972	1.326011775270e-8	12	3	composite	2^2·11·113
1218	67	1.323586472654e-8	2	1	prime	67 (prime)
1219	2984	1.323562566362e-8	8	2	composite	2^3·373
1220	5139	1.320039339214e-8	6	2	composite	3^2·571
1221	3348	1.313831132545e-8	24	3	composite	2^2·3^3·31
1222	2413	1.312950453358e-8	4	2	composite	19·127
1223	2241	1.312398402302e-8	8	2	composite	3^3·83
1224	4734	1.312163431256e-8	12	3	composite	2·3^2·263
1225	3808	1.309646072604e-8	24	3	composite	2^5·7·17
1226	3696	1.308550654443e-8	40	4	composite	2^4·3·7·11
1227	3480	1.303424024962e-8	32	4	composite	2^3·3·5·29
1228	72	1.300208641230e-8	12	2	composite	2^3·3^2
1229	4377	1.299547125085e-8	4	2	composite	3·1459
1230	3926	1.289999672077e-8	8	3	composite	2·13·151
1231	4550	1.288315199699e-8	24	4	composite	2·5^2·7·13
1232	3122	1.288015066242e-8	8	3	composite	2·7·223
1233	4436	1.280558133577e-8	6	2	composite	2^2·1109
1234	4315	1.278647151330e-8	4	2	composite	5·863
1235	1061	1.271074201390e-8	2	1	prime	1061 (prime)
1236	24	1.264821224918e-8	8	2	composite	2^3·3
1237	191	1.264625917139e-8	2	1	prime	191 (prime)
1238	2724	1.258638405602e-8	12	3	composite	2^2·3·227
1239	2076	1.244889644802e-8	12	3	composite	2^2·3·173
1240	169	1.231048912587e-8	3	1	composite	13^2
1241	2901	1.228592861127e-8	4	2	composite	3·967
1242	5050	1.228069739550e-8	12	3	composite	2·5^2·101
1243	2104	1.227975612165e-8	8	2	composite	2^3·263
1244	3945	1.225877397136e-8	8	3	composite	3·5·263
1245	86017	1.223247390463e-8	2	1	prime	86017 (prime)
1246	1240	1.221798774180e-8	16	3	composite	2^3·5·31
1247	86011	1.221417893527e-8	2	1	prime	86011 (prime)
1248	2005	1.216062523865e-8	4	2	composite	5·401
1249	4171	1.215243074020e-8	4	2	composite	43·97
1250	3640	1.214785134837e-8	32	4	composite	2^3·5·7·13
1251	3641	1.212334764459e-8	4	2	composite	11·331
1252	2369	1.211921838780e-8	4	2	composite	23·103
1253	3462	1.211295539207e-8	8	3	composite	2·3·577
1254	4982	1.209333060726e-8	8	3	composite	2·47·53
1255	83160	1.204627944433e-8	128	5	composite	2^3·3^3·5·7·11
1256	20297	1.204000293819e-8	2	1	prime	20297 (prime)
1257	3972	1.201287209535e-8	12	3	composite	2^2·3·331
1258	1931	1.198752086162e-8	2	1	prime	1931 (prime)
1259	3047	1.197405933648e-8	4	2	composite	11·277
1260	2390	1.194639151049e-8	8	3	composite	2·5·239
1261	4508	1.194231028590e-8	18	3	composite	2^2·7^2·23
1262	4185	1.191767141560e-8	16	3	composite	3^3·5·31
1263	3025	1.191051674697e-8	9	2	composite	5^2·11^2
1264	4867	1.190291978200e-8	4	2	composite	31·157
1265	4030	1.188007874940e-8	16	4	composite	2·5·13·31
1266	2814	1.186443594934e-8	16	4	composite	2·3·7·67
1267	3966	1.183678245084e-8	8	3	composite	2·3·661
1268	4499	1.179301302687e-8	4	2	composite	11·409
1269	4182	1.178420775887e-8	16	4	composite	2·3·17·41
1270	4114	1.177282488485e-8	12	3	composite	2·11^2·17
1271	2289	1.177169391444e-8	8	3	composite	3·7·109
1272	2826	1.177122971910e-8	12	3	composite	2·3^2·157
1273	4128	1.175361496579e-8	24	3	composite	2^5·3·43
1274	3935	1.170248406376e-8	4	2	composite	5·787
1275	4879	1.170208322935e-8	8	3	composite	7·17·41
1276	2412	1.170007143735e-8	18	3	composite	2^2·3^2·67
1277	5591	1.162961092963e-8	2	1	prime	5591 (prime)
1278	3297	1.162335875830e-8	8	3	composite	3·7·157
1279	4035	1.158130941695e-8	8	3	composite	3·5·269
1280	4772	1.155407687529e-8	6	2	composite	2^2·1193
1281	3960	1.148491252784e-8	48	4	composite	2^3·3^2·5·11
1282	5143	1.146332669840e-8	4	2	composite	37·139
1283	4500	1.145175071698e-8	36	3	composite	2^2·3^2·5^3
1284	2714	1.144863712874e-8	8	3	composite	2·23·59
1285	4965	1.141918475369e-8	8	3	composite	3·5·331
1286	2703	1.131909694680e-8	8	3	composite	3·17·53
1287	2314	1.131728570219e-8	8	3	composite	2·13·89
1288	2310	1.131242229055e-8	32	5	composite	2·3·5·7·11
1289	5163	1.128160061657e-8	4	2	composite	3·1721
1290	4126	1.127150338659e-8	4	2	composite	2·2063
1291	4509	1.125228985443e-8	8	2	composite	3^3·167
1292	2085	1.120124006454e-8	8	3	composite	3·5·139
1293	4113	1.118190971520e-8	6	2	composite	3^2·457
1294	2200	1.110690808169e-8	24	3	composite	2^3·5^2·11
1295	2706	1.108682653669e-8	16	4	composite	2·3·11·41
1296	2273	1.106587737587e-8	2	1	prime	2273 (prime)
1297	4186	1.106336879381e-8	16	4	composite	2·7·13·23
1298	4668	1.102017108207e-8	12	3	composite	2^2·3·389
1299	4124	1.099164363743e-8	6	2	composite	2^2·1031
1300	2502	1.092477477403e-8	12	3	composite	2·3^2·139
1301	2713	1.079684543805e-8	2	1	prime	2713 (prime)
1302	576	1.078994926537e-8	21	2	composite	2^6·3^2
1303	155	1.071818018679e-8	4	2	composite	5·31
1304	3715	1.070809512521e-8	4	2	composite	5·743
1305	4726	1.069404601256e-8	8	3	composite	2·17·139
1306	3822	1.062471733348e-8	24	4	composite	2·3·7^2·13
1307	2758	1.062444932844e-8	8	3	composite	2·7·197
1308	2598	1.058693369233e-8	8	3	composite	2·3·433
1309	1487	1.057882603343e-8	2	1	prime	1487 (prime)
1310	2733	1.052556457319e-8	4	2	composite	3·911
1311	4955	1.050980659966e-8	4	2	composite	5·991
1312	1523	1.050626577094e-8	2	1	prime	1523 (prime)
1313	4556	1.050286701556e-8	12	3	composite	2^2·17·67
1314	137	1.046976095036e-8	2	1	prime	137 (prime)
1315	2029	1.046302221178e-8	2	1	prime	2029 (prime)
1316	36	1.045944248669e-8	9	2	composite	2^2·3^2
1317	2831	1.044872828570e-8	4	2	composite	19·149
1318	2580	1.044750378444e-8	24	4	composite	2^2·3·5·43
1319	5045	1.037555557918e-8	4	2	composite	5·1009
1320	4600	1.036117017888e-8	24	3	composite	2^3·5^2·23
1321	2381	1.034472860777e-8	2	1	prime	2381 (prime)
1322	20161	1.031685940493e-8	2	1	prime	20161 (prime)
1323	5119	1.030626654355e-8	2	1	prime	5119 (prime)
1324	3286	1.026362729843e-8	8	3	composite	2·31·53
1325	2925	1.024651929373e-8	18	3	composite	3^2·5^2·13
1326	3682	1.022831315405e-8	8	3	composite	2·7·263
1327	5449	1.022797098920e-8	2	1	prime	5449 (prime)
1328	5043	1.018649597519e-8	6	2	composite	3·41^2
1329	10753	1.017798471572e-8	2	1	prime	10753 (prime)
1330	5008	1.016966299988e-8	10	2	composite	2^4·313
1331	3340	1.016393715466e-8	12	3	composite	2^2·5·167
1332	4375	1.012302012026e-8	10	2	composite	5^4·7
1333	2662	1.009089034119e-8	8	2	composite	2·11^3
1334	2469	1.008184148893e-8	4	2	composite	3·823
1335	3065	1.007622642258e-8	4	2	composite	5·613
1336	2981	1.004098689791e-8	4	2	composite	11·271
1337	3421	1.002197099698e-8	4	2	composite	11·311
1338	3460	1.001418777486e-8	12	3	composite	2^2·5·173
1339	2994	9.993897476490e-9	8	3	composite	2·3·499
1340	4131	9.935328955938e-9	12	2	composite	3^5·17
1341	2037	9.912080163660e-9	8	3	composite	3·7·97
1342	2424	9.908057795609e-9	16	3	composite	2^3·3·101
1343	3456	9.884718180809e-9	32	2	composite	2^7·3^3
1344	2191	9.846924979121e-9	4	2	composite	7·313
1345	2582	9.834054357219e-9	4	2	composite	2·1291
1346	2099	9.749239525658e-9	2	1	prime	2099 (prime)
1347	4343	9.733371682413e-9	4	2	composite	43·101
1348	3551	9.731812500831e-9	4	2	composite	53·67
1349	4116	9.709488790281e-9	24	3	composite	2^2·3·7^3
1350	4897	9.683064211261e-9	4	2	composite	59·83
1351	2010	9.664254744833e-9	16	4	composite	2·3·5·67
1352	4195	9.644892328061e-9	4	2	composite	5·839
1353	3332	9.601175782740e-9	18	3	composite	2^2·7^2·17
1354	3828	9.587771153251e-9	24	4	composite	2^2·3·11·29
1355	1153	9.549481547569e-9	2	1	prime	1153 (prime)
1356	14221	9.540543359735e-9	2	1	prime	14221 (prime)
1357	4317	9.539855398483e-9	4	2	composite	3·1439
1358	79360	9.465022957598e-9	40	3	composite	2^9·5·31
1359	3197	9.439690059186e-9	4	2	composite	23·139
1360	2941	9.432639974429e-9	4	2	composite	17·173
1361	4078	9.380790284276e-9	4	2	composite	2·2039
1362	3446	9.370284658054e-9	4	2	composite	2·1723
1363	2156	9.328460305006e-9	18	3	composite	2^2·7^2·11
1364	4687	9.281911385527e-9	4	2	composite	43·109
1365	2313	9.246545262119e-9	6	2	composite	3^2·257
1366	2639	9.241512368926e-9	8	3	composite	7·13·29
1367	3350	9.232000067485e-9	12	3	composite	2·5^2·67
1368	4672	9.225662348829e-9	14	2	composite	2^6·73
1369	2290	9.202453020817e-9	8	3	composite	2·5·229
1370	3325	9.185636457636e-9	12	3	composite	5^2·7·19
1371	3120	9.166612981423e-9	40	4	composite	2^4·3·5·13
1372	4625	9.157977755376e-9	8	2	composite	5^3·37
1373	3768	9.142414284784e-9	16	3	composite	2^3·3·157
1374	4808	9.110276778031e-9	8	2	composite	2^3·601
1375	2168	9.102922388472e-9	8	2	composite	2^3·271
1376	2388	9.053963401486e-9	12	3	composite	2^2·3·199
1377	3633	9.025796076543e-9	8	3	composite	3·7·173
1378	2740	8.981903924636e-9	12	3	composite	2^2·5·137
1379	2932	8.970230188886e-9	6	2	composite	2^2·733
1380	62	8.961035203425e-9	4	2	composite	2·31
1381	4929	8.938051651481e-9	8	3	composite	3·31·53
1382	4043	8.890811436408e-9	4	2	composite	13·311
1383	2238	8.858271635218e-9	8	3	composite	2·3·373
1384	3896	8.856763580157e-9	8	2	composite	2^3·487
1385	2794	8.850105498910e-9	8	3	composite	2·11·127
1386	3327	8.844257771634e-9	4	2	composite	3·1109
1387	91	8.838324096379e-9	4	2	composite	7·13
1388	4709	8.836496757721e-9	4	2	composite	17·277
1389	93184	8.833720071621e-9	44	3	composite	2^10·7·13
1390	2036	8.832729110518e-9	6	2	composite	2^2·509
1391	2619	8.783121095146e-9	8	2	composite	3^3·97
1392	4907	8.749035377992e-9	4	2	composite	7·701
1393	2661	8.720742696413e-9	4	2	composite	3·887
1394	4822	8.698345498195e-9	4	2	composite	2·2411
1395	2832	8.684121648776e-9	20	3	composite	2^4·3·59
1396	3150	8.676793146376e-9	36	4	composite	2·3^2·5^2·7
1397	2972	8.648042169739e-9	6	2	composite	2^2·743
1398	677	8.640780219385e-9	2	1	prime	677 (prime)
1399	2790	8.614253558402e-9	24	4	composite	2·3^2·5·31
1400	2328	8.583197754658e-9	16	3	composite	2^3·3·97
1401	4782	8.568945607673e-9	8	3	composite	2·3·797
1402	2145	8.493824512148e-9	16	4	composite	3·5·11·13
1403	3806	8.471927946241e-9	8	3	composite	2·11·173
1404	2654	8.470913444938e-9	4	2	composite	2·1327
1405	4620	8.457468943552e-9	48	5	composite	2^2·3·5·7·11
1406	3890	8.384093448618e-9	8	3	composite	2·5·389
1407	4307	8.375972279204e-9	4	2	composite	59·73
1408	2222	8.370723969496e-9	8	3	composite	2·11·101
1409	5157	8.346528539438e-9	8	2	composite	3^3·191
1410	2063	8.340685490762e-9	2	1	prime	2063 (prime)
1411	3255	8.336406113902e-9	16	4	composite	3·5·7·31
1412	2922	8.335688313428e-9	8	3	composite	2·3·487
1413	2626	8.321103169406e-9	8	3	composite	2·13·101
1414	3070	8.300127816431e-9	8	3	composite	2·5·307
1415	2651	8.284206674113e-9	4	2	composite	11·241
1416	4120	8.261738717941e-9	16	3	composite	2^3·5·103
1417	5129	8.257347900814e-9	4	2	composite	23·223
1418	3465	8.237752691076e-9	24	4	composite	3^2·5·7·11
1419	4775	8.225457826571e-9	6	2	composite	5^2·191
1420	4983	8.189063846954e-9	8	3	composite	3·11·151
1421	3500	8.181204658102e-9	24	3	composite	2^2·5^3·7
1422	4936	8.178475529096e-9	8	2	composite	2^3·617
1423	4921	8.170526685677e-9	8	3	composite	7·19·37
1424	2442	8.165681871321e-9	16	4	composite	2·3·11·37
1425	2856	8.150210371620e-9	32	4	composite	2^3·3·7·17
1426	3953	8.122977802333e-9	4	2	composite	59·67
1427	4356	8.103242051646e-9	27	3	composite	2^2·3^2·11^2
1428	3252	8.073982166276e-9	12	3	composite	2^2·3·271
1429	4975	8.059533011690e-9	6	2	composite	5^2·199
1430	733	8.057581890020e-9	2	1	prime	733 (prime)
1431	3614	8.050837568886e-9	8	3	composite	2·13·139
1432	2004	8.015793520696e-9	12	3	composite	2^2·3·167
1433	4122	8.002296452819e-9	12	3	composite	2·3^2·229
1434	4478	7.959869056552e-9	4	2	composite	2·2239
1435	5159	7.956168284304e-9	8	3	composite	7·11·67
1436	4058	7.940730727522e-9	4	2	composite	2·2029
1437	4524	7.919887378319e-9	24	4	composite	2^2·3·13·29
1438	4685	7.908461915913e-9	4	2	composite	5·937
1439	3437	7.906748976746e-9	4	2	composite	7·491
1440	4428	7.903942481130e-9	24	3	composite	2^2·3^3·41
1441	2449	7.884047526618e-9	4	2	composite	31·79
1442	3548	7.883433149360e-9	6	2	composite	2^2·887
1443	3910	7.879510666223e-9	16	4	composite	2·5·17·23
1444	2062	7.875860096024e-9	4	2	composite	2·1031
1445	2320	7.840057305987e-9	20	3	composite	2^4·5·29
1446	2315	7.802083297786e-9	4	2	composite	5·463
1447	2561	7.788654700308e-9	4	2	composite	13·197
1448	2178	7.782618699864e-9	18	3	composite	2·3^2·11^2
1449	2780	7.773629021586e-9	12	3	composite	2^2·5·139
1450	3387	7.761263157138e-9	4	2	composite	3·1129
1451	4866	7.757819569390e-9	8	3	composite	2·3·811
1452	4462	7.747759293451e-9	8	3	composite	2·23·97
1453	4690	7.735470862726e-9	16	4	composite	2·5·7·67
1454	5033	7.720544116787e-9	4	2	composite	7·719
1455	2807	7.720205274776e-9	4	2	composite	7·401
1456	3075	7.719901979737e-9	12	3	composite	3·5^2·41
1457	4206	7.715822212697e-9	8	3	composite	2·3·701
1458	2114	7.705805568899e-9	8	3	composite	2·7·151
1459	4031	7.670237515733e-9	4	2	composite	29·139
1460	4256	7.656920679055e-9	24	3	composite	2^5·7·19
1461	3077	7.655894860858e-9	4	2	composite	17·181
1462	2817	7.652025187340e-9	6	2	composite	3^2·313
1463	2035	7.645417082965e-9	8	3	composite	5·11·37
1464	2955	7.595172303732e-9	8	3	composite	3·5·197
1465	4476	7.592482092774e-9	12	3	composite	2^2·3·373
1466	73727	7.588931196013e-9	2	1	prime	73727 (prime)
1467	3076	7.536104895317e-9	6	2	composite	2^2·769
1468	2491	7.531611222220e-9	4	2	composite	47·53
1469	73751	7.510676108287e-9	2	1	prime	73751 (prime)
1470	3112	7.482420439298e-9	8	2	composite	2^3·389
1471	1531	7.453400375150e-9	2	1	prime	1531 (prime)
1472	4020	7.391169777257e-9	24	4	composite	2^2·3·5·67
1473	4380	7.372053059432e-9	24	4	composite	2^2·3·5·73
1474	3892	7.357467387229e-9	12	3	composite	2^2·7·139
1475	4318	7.356742994141e-9	8	3	composite	2·17·127
