bin_center	count	density
1.350524984449335e-1	14	3.508706097143171e0
4.010574893141500e-1	0	0.000000000000000e0
6.670624801833666e-1	0	0.000000000000000e0
9.330674710525829e-1	0	0.000000000000000e0
1.199072461921799e0	1	2.506218640816550e-1
