bin_center	count	density
1.193547040946458e-1	13	3.972465666394033e0
3.531066119907637e-1	0	0.000000000000000e0
5.868585198868815e-1	0	0.000000000000000e0
8.206104277829994e-1	0	0.000000000000000e0
1.054362335679117e0	1	3.055742820303102e-1
