k	lambda_k	c_k_sq	E_k	S_cumulative
0	1.202435719257332e-04	7.187425840292918e-10	5.977388832670515e-06	5.977388832670515e-06
1	1.294055658859025e-04	1.672146309886624e-10	1.292174952784460e-06	7.269563785454975e-06
2	1.320706372884804e-04	1.440227229468273e-10	1.090497675363223e-06	8.360061460818198e-06
3	1.404542526105859e-04	6.270921629016192e-10	4.464743154771206e-06	1.282480461558940e-05
4	1.462029928483118e-04	3.105719264658550e-09	2.124251497286919e-05	3.406731958845859e-05
5	1.509710165650058e-04	1.956085301931371e-10	1.295669424792613e-06	3.536298901325120e-05
6	1.541820472450518e-04	9.790804683382791e-10	6.350158697673543e-06	4.171314771092474e-05
7	1.591750298545150e-04	8.337294214834701e-12	5.237815392561847e-08	4.176552586485036e-05
8	1.669679107490291e-04	2.267202959420699e-09	1.357867478397422e-05	5.534420064882458e-05
9	1.734426857863397e-04	1.437628506540972e-09	8.288781392096036e-06	6.363298204092062e-05
10	1.816192950182365e-04	6.317545573137065e-09	3.478455068610809e-05	9.841753272702870e-05
11	1.881020281095148e-04	1.017271926248784e-09	5.408085901426424e-06	1.038256186284551e-04
12	2.044012857457458e-04	6.136155151086332e-09	3.002013969089744e-05	1.338457583193525e-04
13	2.068729217839292e-04	5.829918897503435e-09	2.818115994703532e-05	1.620269182663879e-04
14	2.161856462312836e-04	1.380642399302985e-08	6.386374041808129e-05	2.258906586844692e-04
15	2.225555842785310e-04	1.022394608910748e-09	4.593884319843482e-06	2.304845430043127e-04
16	2.396499093146214e-04	1.845029321686513e-08	7.698852576089604e-05	3.074730687652087e-04
17	2.417307080387945e-04	2.905114817249144e-09	1.201798001097532e-05	3.194910487761840e-04
18	2.546335295700448e-04	4.167763693962936e-09	1.636769399929503e-05	3.358587427754791e-04
19	2.583633233312991e-04	4.073396307919019e-09	1.576615541013036e-05	3.516248981856094e-04
20	2.668066551802575e-04	1.021176781624221e-08	3.827403709005320e-05	3.898989352756626e-04
21	2.889599533513730e-04	2.349887070191031e-09	8.132224008679800e-06	3.980311592843424e-04
22	2.924133576344906e-04	3.292796485181382e-10	1.126075946673166e-06	3.991572352310156e-04
23	3.084245450988312e-04	1.277148019877977e-08	4.140876723896046e-05	4.405660024699760e-04
24	3.186797365580283e-04	1.648531882150475e-09	5.173005036202842e-06	4.457390075061788e-04
25	3.288253102920116e-04	3.384617744141416e-09	1.029305725017251e-05	4.560320647563514e-04
26	3.363765244917916e-04	8.118742858333881e-09	2.413587830066303e-05	4.801679430570144e-04
27	3.593005854395362e-04	5.383306847107602e-10	1.498273886896718e-06	4.816662169439111e-04
28	3.679354347609399e-04	2.754037486640451e-09	7.485110773388385e-06	4.891513277172995e-04
29	3.763785978825810e-04	4.058938734394121e-08	1.078419112358878e-04	5.969932389531874e-04
30	4.079394341554366e-04	1.332118295134183e-09	3.265480567947760e-06	6.002587195211352e-04
31	4.133777164562703e-04	1.402012305397156e-09	3.391601069878836e-06	6.036503205910140e-04
32	4.260011510263195e-04	4.006865220623398e-08	9.405761489071289e-05	6.977079354817269e-04
33	4.565510792180417e-04	1.275837404404546e-09	2.794511857445913e-06	7.005024473391728e-04
34	4.875803020485703e-04	1.872000252659453e-10	3.839368089305982e-07	7.008863841481035e-04
35	5.268357627117677e-04	4.337263745127773e-08	8.232667658707698e-05	7.832130607351805e-04
36	5.331658515994768e-04	8.461473275476885e-10	1.587024609714368e-06	7.848000853448949e-04
37	5.549059121357998e-04	8.931097589035867e-09	1.609479624151165e-05	8.008948815864065e-04
38	5.666273170039281e-04	1.328464645812500e-07	2.344512179251836e-04	1.035346099511590e-03
39	6.342083842093871e-04	6.121344071885245e-08	9.651944414951556e-05	1.131865543661106e-03
40	6.469423531957565e-04	1.145266225067728e-07	1.770275542187582e-04	1.308893097879864e-03
41	6.685264771149243e-04	8.525891358548616e-08	1.275325907111822e-04	1.436425688591046e-03
42	7.167262479099677e-04	1.385008279624411e-07	1.932409038546039e-04	1.629666592445650e-03
43	7.238379097361969e-04	6.574345058872162e-08	9.082620529322905e-05	1.720492797738879e-03
44	7.815948977290808e-04	4.418791067344220e-08	5.653556695652685e-05	1.777028364695406e-03
45	8.085307159615853e-04	6.181732250189274e-08	7.645636867162607e-05	1.853484733367032e-03
46	8.397923636386273e-04	7.521145050305522e-09	8.955957896209164e-06	1.862440691263241e-03
47	8.620196857252663e-04	2.620288955631193e-08	3.039708952152983e-05	1.892837780784771e-03
48	9.463583927518358e-04	8.060806674341437e-08	8.517710347453142e-05	1.978014884259303e-03
49	1.000501634148091e-03	3.114573878934286e-07	3.113012285668367e-04	2.289316112826139e-03
50	1.045849703482160e-03	3.697803888014145e-08	3.535693394282463e-05	2.324673046768964e-03
51	1.094266630632008e-03	3.694835125653946e-07	3.376540070055822e-04	2.662327053774546e-03
52	1.189407439690148e-03	1.261955627266383e-07	1.060995236077500e-04	2.768426577382297e-03
53	1.221749928985128e-03	1.744696023188112e-07	1.428030386412528e-04	2.911229616023549e-03
54	1.385237684219660e-03	6.609861301979151e-08	4.771644157011695e-05	2.958946057593666e-03
55	1.458024370265816e-03	1.010894264964450e-06	6.933315283201692e-04	3.652277585913835e-03
56	1.520153585233996e-03	1.339161122332086e-07	8.809380416163349e-05	3.740371390075469e-03
57	1.594706929168946e-03	2.102079633440212e-06	1.318160468855349e-03	5.058531858930818e-03
58	1.693394539876800e-03	1.008679354890220e-08	5.956552540695007e-06	5.064488411471513e-03
59	1.724059581500141e-03	2.879073243222102e-07	1.669938367627039e-04	5.231482248234217e-03
60	1.903345553456605e-03	2.572318872781843e-06	1.351472342008699e-03	6.582954590242916e-03
61	1.970719579663083e-03	6.866832852292857e-07	3.484429201980538e-04	6.931397510440970e-03
62	2.095245605843707e-03	8.859220036650425e-09	4.228248951789603e-06	6.935625759392760e-03
63	2.249753732850596e-03	1.362627208658474e-07	6.056783854879660e-05	6.996193597941557e-03
64	2.300837190482087e-03	4.254146117076176e-07	1.848955734318959e-04	7.181089171373453e-03
65	2.463237324645890e-03	2.063076627579825e-06	8.375468360022550e-04	8.018636007375707e-03
66	2.706517264288897e-03	3.757555610366438e-08	1.388336095226678e-05	8.032519368327974e-03
67	2.817735360023332e-03	3.960530430286352e-06	1.405572179160770e-03	9.438091547488744e-03
68	3.021774310097924e-03	6.088992953419510e-07	2.015038956771788e-04	9.639595443165923e-03
69	3.193133514406283e-03	5.844442107415098e-07	1.830315607238800e-04	9.822627003889804e-03
70	3.397355078106679e-03	6.235824396213101e-07	1.835493862975394e-04	1.000617639018734e-02
71	4.145560936630800e-03	4.145367852595884e-09	9.999534239062294e-07	1.000717634361125e-02
72	4.446156639264819e-03	1.741799627853732e-12	3.917539954556667e-10	1.000717673536524e-02
73	4.834874449644394e-03	2.253140424168268e-06	4.660183935766909e-04	1.047319512894193e-02
74	5.828960983851229e-03	4.227671953523169e-06	7.252873994586117e-04	1.119848252840055e-02
75	5.970332857155392e-03	1.099525410900952e-05	1.841648425988814e-03	1.304013095438936e-02
76	6.787506046234508e-03	3.364695558445080e-06	4.957189777107758e-04	1.353584993210014e-02
77	8.028051872270417e-03	1.785046606540491e-05	2.223511550425074e-03	1.575936148252521e-02
78	8.931256517570436e-03	7.545366326083067e-06	8.448269637356277e-04	1.660418844626084e-02
79	9.864068548597216e-03	4.385658110663146e-07	4.446094518764102e-05	1.664864939144848e-02
80	1.105806292695224e-02	4.471986215442098e-06	4.044095466794960e-04	1.705305893812797e-02
81	1.276265355807239e-02	1.685465819046836e-05	1.320623341672373e-03	1.837368227980034e-02
82	1.544869851418476e-02	3.121401904995506e-05	2.020495061204982e-03	2.039417734100533e-02
83	1.644417722613635e-02	2.269408964470362e-06	1.380068417690955e-04	2.053218418277442e-02
84	2.009468194337473e-02	2.069841302735348e-05	1.030044321461769e-03	2.156222850423619e-02
85	2.259130620174666e-02	7.479834661727102e-05	3.310935009658182e-03	2.487316351389437e-02
86	2.329731236554488e-02	6.499126168596589e-06	2.789646319121492e-04	2.515212814580652e-02
87	2.395560398321796e-02	4.678804183064104e-05	1.953114680949739e-03	2.710524282675626e-02
88	2.536038880750424e-02	2.323371267484164e-05	9.161418167203607e-04	2.802138464347662e-02
89	2.658104280010378e-02	1.628439042368307e-05	6.126317370671210e-04	2.863401638054374e-02
90	2.734432255813170e-02	4.203738464631854e-05	1.537335019251277e-03	3.017135139979502e-02
91	3.053844810985938e-02	1.959518704754648e-05	6.416562811919752e-04	3.081300768098700e-02
92	3.631201585304947e-02	1.699545654950698e-04	4.680394671087836e-03	3.549340235207483e-02
93	3.802190018614110e-02	2.261397708844075e-04	5.947618866424645e-03	4.144102121849948e-02
94	5.440084511538403e-02	9.982759285609873e-04	1.835037537456720e-02	5.979139659306668e-02
95	7.075719449716571e-02	1.624713176596387e-03	2.296180887530055e-02	8.275320546836723e-02
96	1.382206497346558e-01	1.612831478923769e-02	1.166852769119481e-01	1.994384823803153e-01
97	5.510648602765046e-01	6.809695078864310e-02	1.235733861790325e-01	3.230118685593478e-01
98	3.378810517197754e+00	1.646765842603079e-01	4.873803470840498e-02	3.717499032677528e-01
