index	eigenvalue
0	-3.324062740591742e-1
1	5.200420900790492e-3
2	5.638064085824058e-3
3	7.262746363606121e-3
4	1.017681902557624e-2
5	1.255896860119841e-2
6	1.910097826189002e-2
7	2.615182515997236e-2
8	3.063191057475273e-2
9	3.454741000635227e-2
10	4.316263075903284e-2
11	5.135388588413761e-2
12	6.703173243916062e-2
13	2.382963082465105e-1
