k	lambda_k	c_k_sq	E_k	S_cumulative
0	2.373475974104227e-6	2.768119663455373e-14	1.166272460162605e-8	1.166272460162605e-8
1	2.379047862561334e-6	1.590783307055932e-14	6.686638516567129e-9	1.834936311819318e-8
2	2.423499153892016e-6	1.266458132723202e-15	5.225742004858287e-10	1.887193731867901e-8
3	2.438235616569518e-6	1.784152899033161e-14	7.317393310591450e-9	2.618933062927046e-8
4	2.442675357193048e-6	1.004020106723726e-13	4.110329699635057e-8	6.729262762562104e-8
5	2.454792880534921e-6	1.017250372395763e-12	4.143935647125126e-7	4.816861923381336e-7
6	2.479293545513114e-6	2.046536316574788e-14	8.254513953293244e-9	4.899407062914269e-7
7	2.487244831495570e-6	1.960375702284880e-13	7.881715854671673e-8	5.687578648381437e-7
8	2.488993027990300e-6	8.010248970978910e-13	3.218268946878756e-7	8.905847595260193e-7
9	2.495415386995902e-6	1.428274692651157e-18	5.723594957754030e-13	8.905853318855151e-7
10	2.507599854210665e-6	2.745830675424243e-14	1.095003523314755e-8	9.015353671186626e-7
11	2.514448298000682e-6	4.205226495875971e-15	1.672425119744828e-9	9.032077922384074e-7
12	2.523845818928760e-6	1.786478708229078e-13	7.078398746985837e-8	9.739917797082657e-7
13	2.529394363321873e-6	1.798183933167042e-13	7.109148178876596e-8	1.045083261497032e-6
14	2.537207867518951e-6	1.261011291786890e-14	4.970074813066024e-9	1.050053336310098e-6
15	2.542476213876884e-6	1.134840848338299e-13	4.463525920692259e-8	1.094688595517020e-6
16	2.548051383848814e-6	2.005790307708613e-14	7.871859729448944e-9	1.102560455246469e-6
17	2.554264506829608e-6	3.081944978077673e-14	1.206588029484476e-8	1.114626335541314e-6
18	2.566962748359919e-6	2.285799470920961e-13	8.904685011036494e-8	1.203673185651679e-6
19	2.574537623593896e-6	3.593925345385069e-14	1.395949825106137e-8	1.217632683902740e-6
20	2.581571800305952e-6	3.151115856020252e-13	1.220619103310162e-7	1.339694594233757e-6
21	2.584109326231815e-6	3.216845771134225e-13	1.244856685620603e-7	1.464180262795817e-6
22	2.591888528178686e-6	5.799889488071347e-18	2.237707920312034e-12	1.464182500503737e-6
23	2.601806805898412e-6	3.176285868460014e-14	1.220800046052318e-8	1.476390500964260e-6
24	2.611727453150396e-6	1.396375780119083e-13	5.346560103102278e-8	1.529856101995283e-6
25	2.614970404446095e-6	4.594251793351164e-15	1.756903934950775e-9	1.531613005930234e-6
26	2.627506407473763e-6	2.254542298849625e-14	8.580539679890916e-9	1.540193545610125e-6
27	2.641291413284513e-6	3.145066287486693e-13	1.190730516015165e-7	1.659266597211641e-6
28	2.646412551264349e-6	2.919615465927228e-13	1.103235194577789e-7	1.769590116669420e-6
29	2.654708965653372e-6	3.768481182506566e-14	1.419545882905878e-8	1.783785575498479e-6
30	2.662014253848578e-6	2.116587639009109e-15	7.951075528423924e-10	1.784580683051321e-6
31	2.663065876834013e-6	2.519024004446012e-13	9.459112620378567e-8	1.879171809255107e-6
32	2.673804511000001e-6	7.582792285025452e-14	2.835956126870881e-8	1.907531370523816e-6
33	2.677083789585635e-6	2.071124156319813e-15	7.736493584462614e-10	1.908305019882262e-6
34	2.686199391904038e-6	6.071130142976395e-14	2.260118947712605e-8	1.930906209359388e-6
35	2.698357369863822e-6	2.570063934836038e-14	9.524549874450991e-9	1.940430759233839e-6
36	2.700288674924368e-6	3.490090940364077e-13	1.292488085727290e-7	2.069679567806568e-6
37	2.710368156187518e-6	4.542074531552747e-15	1.675814601490065e-9	2.071355382408058e-6
38	2.726308623340819e-6	5.963974053101959e-14	2.187563800386511e-8	2.093231020411923e-6
39	2.745065244105057e-6	2.397381029277790e-14	8.733420943003419e-9	2.101964441354927e-6
40	2.749157186192920e-6	3.030850613959432e-13	1.102465377091299e-7	2.212210979064057e-6
41	2.757947918897475e-6	8.014666820219612e-14	2.906025442069833e-8	2.241271233484755e-6
42	2.760510519289904e-6	9.050704396110745e-16	3.278634271764663e-10	2.241599096911931e-6
43	2.761857625635208e-6	2.845475532618750e-13	1.030275965787451e-7	2.344626693490677e-6
44	2.773339694478855e-6	9.492974624852992e-14	3.422939729940598e-8	2.378856090790083e-6
45	2.782479814287768e-6	1.966927068747227e-13	7.068971565030750e-8	2.449545806440390e-6
46	2.793447058438057e-6	4.039210601107427e-14	1.445959245551599e-8	2.464005398895906e-6
47	2.799759683741982e-6	2.005742978477461e-15	7.163982645098711e-10	2.464721797160416e-6
48	2.807584845490092e-6	3.911019722412406e-14	1.393019245240191e-8	2.478651989612818e-6
49	2.824169479549395e-6	2.010814094133715e-15	7.120019208105551e-10	2.479363991533628e-6
50	2.836687827731936e-6	3.043401797186093e-14	1.072871596032981e-8	2.490092707493958e-6
51	2.838974717890052e-6	2.788465642912674e-14	9.822086915184240e-9	2.499914794409142e-6
52	2.854731394903291e-6	8.686170761062821e-14	3.042727864544706e-8	2.530342073054589e-6
53	2.869692001029275e-6	4.117938625232344e-13	1.434975817528627e-7	2.673839654807452e-6
54	2.883799804831567e-6	4.609827012347121e-14	1.598525322258410e-8	2.689824908030036e-6
55	2.886842395738749e-6	6.882021365895063e-13	2.383926942479982e-7	2.928217602278035e-6
56	2.901748528397968e-6	2.306489951699111e-13	7.948621078383057e-8	3.007703813061865e-6
57	2.910282957542319e-6	1.628617167579456e-13	5.596078427215179e-8	3.063664597334017e-6
58	2.914219259729210e-6	1.320975378312224e-14	4.532862014078410e-9	3.068197459348095e-6
59	2.925102030513067e-6	6.474444138798041e-15	2.213407967058986e-9	3.070410867315154e-6
60	2.928427168308650e-6	6.264391515370830e-14	2.139165891903984e-8	3.091802526234194e-6
61	2.941265446647531e-6	2.180525603571170e-14	7.413562778077525e-9	3.099216089012272e-6
62	2.945780659697904e-6	9.724557997050790e-14	3.301181968533959e-8	3.132227908697612e-6
63	2.955855164678642e-6	4.472512302474128e-13	1.513102656692712e-7	3.283538174366883e-6
64	2.962612225743355e-6	4.264038250594388e-14	1.439283283023815e-8	3.297931007197121e-6
65	2.970912644663146e-6	4.488708138295467e-14	1.510885264956828e-8	3.313039859846689e-6
66	2.978460814506324e-6	8.723572165518960e-14	2.928885994749903e-8	3.342328719794188e-6
67	2.986564645437592e-6	3.748583372072545e-13	1.255148914254726e-7	3.467843611219661e-6
68	2.993686299118616e-6	4.131023889779228e-16	1.379912080632984e-10	3.467981602427724e-6
69	3.001725550988340e-6	6.612792135644258e-13	2.202996917378722e-7	3.688281294165596e-6
70	3.009564454653101e-6	1.376312514081147e-13	4.573128553379956e-8	3.734012579699395e-6
71	3.023217058121406e-6	5.120793313293410e-13	1.693822578678957e-7	3.903394837567291e-6
72	3.025875688472006e-6	6.310038434429003e-13	2.085359441059993e-7	4.111930781673290e-6
73	3.035259264250945e-6	2.921035109542739e-14	9.623675789236428e-9	4.121554457462526e-6
74	3.042207397076816e-6	2.828420763564442e-14	9.297264763349808e-9	4.130851722225876e-6
75	3.044829696400035e-6	7.764772437515565e-14	2.550149995809623e-8	4.156353222183973e-6
76	3.057748922466112e-6	3.559913439676313e-14	1.164226864253197e-8	4.167995490826504e-6
77	3.065265896826434e-6	2.436943969089698e-13	7.950187850302785e-8	4.247497369329532e-6
78	3.067162569255817e-6	6.783936262860614e-14	2.211795465574750e-8	4.269615323985279e-6
79	3.073555404232920e-6	8.695940987858944e-13	2.829277447181475e-7	4.552543068703427e-6
80	3.078516592886053e-6	1.239340007721390e-15	4.025770108192047e-10	4.552945645714246e-6
81	3.089791079516525e-6	1.011628409740573e-13	3.274099716472959e-8	4.585686642878976e-6
82	3.093699681641608e-6	3.332071961600993e-13	1.077050879041012e-7	4.693391730783077e-6
83	3.100411167079291e-6	7.002761222231652e-14	2.258655657219984e-8	4.715978287355277e-6
84	3.104517207970035e-6	1.595041926880213e-13	5.137809907399967e-8	4.767356386429277e-6
85	3.108103816489991e-6	2.472937224074398e-14	7.956417707009245e-9	4.775312804136286e-6
86	3.112770578160265e-6	2.475052281523346e-14	7.951283974761069e-9	4.783264088111047e-6
87	3.121854617746248e-6	2.082392699486335e-13	6.670370515170470e-8	4.849967793262752e-6
88	3.124068666798463e-6	5.315542448720428e-13	1.701480670131294e-7	5.020115860275881e-6
89	3.135817186933743e-6	5.924319934732964e-15	1.889242765623677e-9	5.022005103041505e-6
90	3.143701791119324e-6	4.792071841899864e-14	1.524340462392788e-8	5.037248507665432e-6
91	3.149069160573356e-6	6.480854251198736e-14	2.058022202986090e-8	5.057828729695293e-6
92	3.154245125937921e-6	1.196199202997094e-13	3.792346996625388e-8	5.095752199661547e-6
93	3.161870225171580e-6	1.079246580047315e-13	3.413317129385819e-8	5.129885370955406e-6
94	3.164732669128506e-6	4.609470824931343e-16	1.456511910119942e-10	5.130031022146417e-6
95	3.170388566129339e-6	2.118922435948782e-13	6.683478670678307e-8	5.196865808853201e-6
96	3.181441268824605e-6	1.769907771694285e-13	5.563226293183101e-8	5.252498071785032e-6
97	3.182373726047986e-6	1.476928221612278e-13	4.640964100235937e-8	5.298907712787392e-6
98	3.189241766868055e-6	9.196184492296942e-14	2.883501836653767e-8	5.327742731153930e-6
99	3.196556130406679e-6	6.033675710333583e-13	1.887555063694737e-7	5.516498237523404e-6
100	3.199860694302450e-6	9.842038389416097e-15	3.075770894320636e-9	5.519574008417724e-6
101	3.207403305142155e-6	4.774367975207869e-13	1.488546191728846e-7	5.668428627590609e-6
102	3.211276871774173e-6	2.074102314710713e-14	6.458808746580635e-9	5.674887436337189e-6
103	3.217996231419093e-6	8.806322217592551e-15	2.736585621701950e-9	5.677624021958891e-6
104	3.225554157328214e-6	1.749986431854919e-14	5.425382264560904e-9	5.683049404223451e-6
105	3.233534318514239e-6	5.024455688765951e-16	1.553858779230342e-10	5.683204790101374e-6
106	3.235238296027674e-6	6.611691114740205e-14	2.043648878309287e-8	5.703641278884467e-6
107	3.239232312452856e-6	2.442110489853045e-13	7.539164389243192e-8	5.779032922776899e-6
108	3.244074379449439e-6	3.071260059753552e-14	9.467292362990715e-9	5.788500215139890e-6
109	3.251884122806906e-6	8.623200756147014e-15	2.651755238038367e-9	5.791151970377929e-6
110	3.259446734151257e-6	2.785284384619624e-13	8.545267377547426e-8	5.876604644153403e-6
111	3.266132036387078e-6	1.253266800153647e-13	3.837159019266050e-8	5.914976234346063e-6
112	3.273805178685257e-6	1.164595375824508e-13	3.557314233011886e-8	5.950549376676182e-6
113	3.275547914919987e-6	2.611947655909523e-15	7.974078608382456e-10	5.951346784537020e-6
114	3.287431769944962e-6	1.264248269954571e-13	3.845701929125475e-8	5.989803803828275e-6
115	3.290938375048638e-6	2.176645530616208e-13	6.614057398094057e-8	6.055944377809215e-6
116	3.293258096053804e-6	4.705286119301052e-13	1.428763243591273e-7	6.198820702168342e-6
117	3.297358305476267e-6	1.731516353062570e-13	5.251222926507139e-8	6.251332931433414e-6
118	3.305799624296997e-6	2.330783019070367e-13	7.050587706343590e-8	6.321838808496850e-6
119	3.308286491663978e-6	1.286734246193117e-12	3.889428105562663e-7	6.710781619053116e-6
120	3.314557483945917e-6	1.063818765913913e-13	3.209534820459525e-8	6.742876967257712e-6
121	3.321506727940159e-6	1.707942636638304e-16	5.142071886446212e-11	6.742928387976576e-6
122	3.325094995858699e-6	3.301795081187147e-14	9.929927070653407e-9	6.752858315047230e-6
123	3.329982438428015e-6	1.545766937526107e-14	4.641967235886737e-9	6.757500282283117e-6
124	3.338264541647523e-6	1.855624654635781e-14	5.558650704536377e-9	6.763058932987653e-6
125	3.343563430992904e-6	1.199811244723046e-13	3.588420765706098e-8	6.798943140644715e-6
126	3.346999418520443e-6	7.300689446431405e-16	2.181264031906737e-10	6.799161267047905e-6
127	3.349878874675593e-6	2.895693084637471e-14	8.644172499872533e-9	6.807805439547777e-6
128	3.354078380012535e-6	5.145088119840020e-15	1.533979691858242e-9	6.809339419239636e-6
129	3.365535318689322e-6	1.809258229168206e-14	5.375840862881824e-9	6.814715260102518e-6
130	3.368097770407478e-6	3.242694897981477e-13	9.627674488763936e-8	6.910992004990158e-6
131	3.374988247442035e-6	3.173744072533246e-13	9.403718886839634e-8	7.005029193858554e-6
132	3.378300266696253e-6	4.871630004913383e-13	1.442035822848129e-7	7.149232776143367e-6
133	3.388092916408750e-6	8.900627117240825e-17	2.627031588813436e-11	7.149259046459255e-6
134	3.388648759311420e-6	3.251078626330732e-13	9.594026578875519e-8	7.245199312248010e-6
135	3.395287684134865e-6	1.473198653763070e-12	4.338950895521679e-7	7.679094401800178e-6
136	3.403348725300099e-6	3.225989958944649e-15	9.478869840645524e-10	7.680042288784243e-6
137	3.411331321989256e-6	1.201627313254403e-14	3.522458535495448e-9	7.683564747319738e-6
138	3.420818590090682e-6	4.614637036909483e-14	1.348986190111635e-8	7.697054609220855e-6
139	3.423506424413530e-6	3.328859737871082e-14	9.723538750015163e-9	7.706778147970869e-6
140	3.429402540350728e-6	3.550132419790418e-14	1.035204347701726e-8	7.717130191447886e-6
141	3.433993531349827e-6	2.941999095628445e-13	8.567281996224409e-8	7.802803011410129e-6
142	3.435943857884180e-6	1.341078474659002e-13	3.903086110041462e-8	7.841833872510543e-6
143	3.448090675000940e-6	3.302389001933339e-13	9.577442454968032e-8	7.937608297060223e-6
144	3.449412701290567e-6	9.536549633719200e-16	2.764687922135610e-10	7.937884765852437e-6
145	3.456780628541972e-6	6.007590532369383e-13	1.737914891898509e-7	8.111676255042288e-6
146	3.468316274255440e-6	5.688046537758002e-14	1.640002262763387e-8	8.128076277669921e-6
147	3.472888173940875e-6	4.597616013417225e-15	1.323859503428831e-9	8.129400137173351e-6
148	3.474678592124574e-6	4.298796667768138e-13	1.237178217723919e-7	8.253117958945743e-6
149	3.477997844755921e-6	2.427657083057637e-14	6.980041941998399e-9	8.260098000887742e-6
150	3.481032490462417e-6	4.048416313103833e-13	1.162992969527281e-7	8.376397297840469e-6
151	3.490155407011229e-6	2.961091866801451e-13	8.484126124736555e-8	8.461238559087834e-6
152	3.495092330620364e-6	3.861833475378460e-14	1.104930316588518e-8	8.472287862253719e-6
153	3.499966894993436e-6	2.950229544855580e-14	8.429307000234108e-9	8.480717169253954e-6
154	3.505114583231460e-6	1.674295521981335e-13	4.776721223298087e-8	8.528484381486935e-6
155	3.508795793515699e-6	3.858549389439757e-15	1.099679096905670e-9	8.529584060583840e-6
156	3.514833355566961e-6	1.561136932228014e-13	4.441567420985724e-8	8.573999734793697e-6
157	3.523770740734796e-6	5.568576242283638e-13	1.580289028996946e-7	8.732028637693391e-6
158	3.527658465581165e-6	1.121782435539837e-12	3.179963271628759e-7	9.050024964856267e-6
159	3.532291947438766e-6	4.887527081156319e-14	1.383670193144772e-8	9.063861666787715e-6
160	3.536855992266055e-6	3.320818090399641e-13	9.389180949581158e-8	9.157753476283527e-6
161	3.549922373466905e-6	4.760078853522376e-13	1.340896603570972e-7	9.291843136640623e-6
162	3.558508779047143e-6	2.877964042730361e-14	8.087556393498597e-9	9.299930693034122e-6
163	3.564323784782729e-6	1.490215157747885e-14	4.180919713607679e-9	9.304111612747730e-6
164	3.573188986850540e-6	2.465288753392751e-14	6.899407678869210e-9	9.311011020426599e-6
165	3.576510181545830e-6	1.536288966036347e-13	4.295497253057828e-8	9.353965992957178e-6
166	3.583577026201762e-6	2.122932135520841e-13	5.924058894224299e-8	9.413206581899420e-6
167	3.588035830264662e-6	4.184116242472085e-13	1.166130005497591e-7	9.529819582449179e-6
168	3.592612717171116e-6	3.311481810082301e-15	9.217475054449559e-10	9.530741329954624e-6
169	3.601953326120724e-6	1.402608919792586e-13	3.894023028064011e-8	9.569681560235264e-6
170	3.603948251832119e-6	4.971152608546558e-14	1.379362926762170e-8	9.583475189502885e-6
171	3.610378670457913e-6	3.865030460152025e-14	1.070533263388079e-8	9.594180522136766e-6
172	3.617127837677478e-6	1.423400789784535e-14	3.935168602441453e-9	9.598115690739207e-6
173	3.620158001036538e-6	2.558014108966796e-14	7.066028908777947e-9	9.605181719647985e-6
174	3.626837881007510e-6	6.942352210363125e-15	1.914161161357063e-9	9.607095880809341e-6
175	3.633240116269119e-6	1.779871658227949e-14	4.898855019952971e-9	9.611994735829294e-6
176	3.641346873275649e-6	2.711922726460551e-14	7.447581405561027e-9	9.619442317234855e-6
177	3.645859236186933e-6	1.434725078883504e-13	3.935217971783324e-8	9.658794496952689e-6
178	3.653439836957207e-6	8.606130674866927e-14	2.355624030758531e-8	9.682350737260273e-6
179	3.658846219908551e-6	2.101279558299971e-13	5.743011408532196e-8	9.739780851345595e-6
180	3.666928466568187e-6	5.874352268797025e-15	1.601981691858507e-9	9.741382833037453e-6
181	3.676588213949031e-6	4.505781148169692e-17	1.225533262353040e-11	9.741395088370076e-6
182	3.687499681590293e-6	3.575705455967068e-13	9.696829192470571e-8	9.838363380294782e-6
183	3.689948940394044e-6	6.940956865444328e-16	1.881044149273002e-10	9.838551484709710e-6
184	3.699980143389430e-6	2.374232927447797e-13	6.416880187018625e-8	9.902720286579897e-6
185	3.704139465189665e-6	9.700509352163870e-13	2.618829405136118e-7	1.016460322709351e-5
186	3.710357104554860e-6	6.362625128005201e-14	1.714828235857513e-8	1.018175150945208e-5
187	3.713332324549307e-6	3.511239094843360e-14	9.455763147376054e-9	1.019120727259946e-5
188	3.718884780148278e-6	8.631030336834968e-16	2.320865218225673e-10	1.019143935912128e-5
189	3.723570907808432e-6	2.026670613765057e-14	5.442814609801232e-9	1.019688217373108e-5
190	3.730360409093620e-6	7.126181735165456e-15	1.910319903083288e-9	1.019879249363417e-5
191	3.733126090142514e-6	2.508249571299886e-13	6.718898614014221e-8	1.026598147977431e-5
192	3.746787786010996e-6	8.203719438355706e-14	2.189534050736768e-8	1.028787682028168e-5
