index	eigenvalue
0	-3.384930681262946e-1
1	1.202428424296074e-4
2	1.294789767630085e-4
3	1.321123070317902e-4
4	1.406629217822519e-4
5	1.462203226017317e-4
6	1.529615208836504e-4
7	1.583222932475670e-4
8	1.667764465383222e-4
9	1.733481045095055e-4
10	1.815924298854485e-4
11	1.880442923718081e-4
12	2.042410185804551e-4
13	2.066954495218917e-4
14	2.132156610482967e-4
15	2.222631964793711e-4
16	2.385998446832111e-4
17	2.410692875104715e-4
18	2.467233355867738e-4
19	2.581940650212845e-4
20	2.655598451274199e-4
21	2.875259153786470e-4
22	2.902383629714302e-4
23	3.061549389457526e-4
24	3.186517831881602e-4
25	3.278595735487835e-4
26	3.355042708485769e-4
27	3.573864175944811e-4
28	3.678515900526285e-4
29	3.762622235089793e-4
30	4.060780878300663e-4
31	4.107662336110502e-4
32	4.253051647535613e-4
33	4.460266944711738e-4
34	4.666408615012312e-4
35	4.938603769687836e-4
36	5.276699975402114e-4
37	5.539267728402970e-4
38	5.663975141302786e-4
39	6.054380387455064e-4
40	6.442017306759816e-4
41	6.633402602493919e-4
42	7.070795088673469e-4
43	7.173487828965224e-4
44	7.601584947187726e-4
45	8.082758883080168e-4
46	8.392204024020031e-4
47	8.578201945160142e-4
48	9.176855758599641e-4
49	9.900088757685088e-4
50	1.030098209197773e-3
51	1.092308902301566e-3
52	1.184175858060806e-3
53	1.218229188521579e-3
54	1.377775870712752e-3
55	1.432451703002522e-3
56	1.517885371154640e-3
57	1.585539784053332e-3
58	1.678084416604472e-3
59	1.710474805561153e-3
60	1.888867702256289e-3
61	1.960775296631130e-3
62	2.093024405223496e-3
63	2.249743929601733e-3
64	2.292815671118558e-3
65	2.444481969247455e-3
66	2.704136182628680e-3
67	2.803268934816569e-3
68	3.002058162317930e-3
69	3.187910433881509e-3
70	3.383489439592460e-3
71	4.113173634059292e-3
72	4.369296802885294e-3
73	4.622897412666613e-3
74	5.825464872140822e-3
75	5.848134701850141e-3
76	6.787102463218786e-3
77	7.997591617263594e-3
78	8.856159865781296e-3
79	9.810436954118045e-3
80	1.089496760142016e-2
81	1.244407112119959e-2
82	1.529559744454266e-2
83	1.641076033143275e-2
84	1.962710051799750e-2
85	2.196311487226607e-2
86	2.326963398092628e-2
87	2.371558873982048e-2
88	2.525702480414549e-2
89	2.644933363986302e-2
90	2.722101730274596e-2
91	3.044432577402807e-2
92	3.509561517963192e-2
93	3.789182863021517e-2
94	4.610623752278315e-2
95	5.919262013941164e-2
96	7.079966803100388e-2
97	1.724328976032194e-1
98	1.210283286146019e0
