index	eigenvalue
0	-3.381906136983391e-1
1	1.238891446448058e-3
2	1.400201261154763e-3
3	1.549790291676817e-3
4	1.881888524224361e-3
5	2.080116599052495e-3
6	2.470834975635177e-3
7	2.612423429551509e-3
8	3.196562058154986e-3
9	3.521838404417198e-3
10	3.883213559085631e-3
11	4.374885189141333e-3
12	5.107178828379609e-3
13	6.214596742557304e-3
14	7.112155381293816e-3
15	9.347259646335414e-3
16	1.016883365158103e-2
17	1.444149039821404e-2
18	1.852981555110797e-2
19	2.164963913201547e-2
20	2.544391609461148e-2
21	2.627626566753597e-2
22	2.943204052536983e-2
23	3.490320703983270e-2
24	3.737813406431854e-2
25	4.629579239922182e-2
26	6.244586441463796e-2
27	8.268130787248792e-2
28	5.044993511100081e-1
