index	eigenvalue
0	-3.384394321495527e-1
1	4.390055297386181e-4
2	5.134122562633622e-4
3	5.345614955928164e-4
4	5.641686222756769e-4
5	6.501484645221664e-4
6	7.023924394113906e-4
7	7.625024770510727e-4
8	8.712393587575873e-4
9	9.020976690257478e-4
10	9.717514528601313e-4
11	1.035339700725971e-3
12	1.113341878857475e-3
13	1.175802731574455e-3
14	1.319435465642799e-3
15	1.331027492632656e-3
16	1.461451889301274e-3
17	1.576498199241801e-3
18	1.854104975745674e-3
19	1.930441732496605e-3
20	2.443083615536927e-3
21	2.524187972657774e-3
22	2.665887846294893e-3
23	3.030389434922794e-3
24	3.156500192361225e-3
25	3.279580793850816e-3
26	3.592569483699405e-3
27	4.156292928143750e-3
28	4.942180458200220e-3
29	5.737420711950040e-3
30	5.921630335844154e-3
31	7.423524440905010e-3
32	8.603818136758278e-3
33	1.106519019872375e-2
34	1.183678059330186e-2
35	1.524791565513980e-2
36	1.782667244138020e-2
37	2.105779585278101e-2
38	2.378068073147409e-2
39	2.453733195929275e-2
40	2.622062493705118e-2
41	2.799253566131003e-2
42	3.215869551176922e-2
43	3.524306210495234e-2
44	4.296043209264295e-2
45	4.903632926109879e-2
46	6.536484263913454e-2
47	1.120203770364517e-1
48	7.739482521916451e-1
