j	k	G_jk	abs_G_jk	product_maxjk
691	1791	8.880971820124378e-4	8.880971820124378e-4	1.590582052984276e0
691	1801	8.847643463161805e-4	8.847643463161805e-4	1.593460587715441e0
691	1811	8.814561379154982e-4	8.814561379154982e-4	1.596317065764967e0
691	1821	8.783660130866508e-4	8.783660130866508e-4	1.599504509830791e0
691	1831	8.755010345963079e-4	8.755010345963079e-4	1.603042394345840e0
691	1841	8.731397904911070e-4	8.731397904911070e-4	1.607450354294128e0
691	1851	8.696345476287934e-4	8.696345476287934e-4	1.609693547660897e0
691	1861	8.663901000064536e-4	8.663901000064536e-4	1.612351976112010e0
691	1871	8.634174094985987e-4	8.634174094985987e-4	1.615453973171878e0
691	1881	8.606092552037463e-4	8.606092552037463e-4	1.618806009038247e0
691	1891	8.579709742113832e-4	8.579709742113832e-4	1.622423112233726e0
691	1901	8.556840286581591e-4	8.556840286581591e-4	1.626655338479160e0
691	1911	8.527636767648428e-4	8.527636767648428e-4	1.629631386297615e0
691	1921	8.502415781123283e-4	8.502415781123283e-4	1.633314071553783e0
691	1931	8.479195958178475e-4	8.479195958178475e-4	1.637332739524263e0
691	1941	8.455828213102829e-4	8.455828213102829e-4	1.641276256163259e0
691	1951	8.433526990795709e-4	8.433526990795709e-4	1.645381115904243e0
691	1961	8.412800533164090e-4	8.412800533164090e-4	1.649750184553478e0
691	1971	8.392669175925541e-4	8.392669175925541e-4	1.654195094574924e0
691	1981	8.373917666314697e-4	8.373917666314697e-4	1.658873089696941e0
691	1991	8.356481444752553e-4	8.356481444752553e-4	1.663775455650233e0
701	701	1.796340753187268e-3	1.796340753187268e-3	1.259234867984275e0
701	711	1.743489592118431e-3	1.743489592118431e-3	1.239621099996204e0
701	721	1.705405141887195e-3	1.705405141887195e-3	1.229597107300668e0
701	731	1.673058402091175e-3	1.673058402091175e-3	1.223005691928649e0
701	741	1.644467616303459e-3	1.644467616303459e-3	1.218550503680863e0
701	751	1.618716674932780e-3	1.618716674932780e-3	1.215656222874518e0
701	761	1.595043870876772e-3	1.595043870876772e-3	1.213828385737224e0
701	771	1.573396632801478e-3	1.573396632801478e-3	1.213088803889940e0
701	781	1.552958893907106e-3	1.552958893907106e-3	1.212860896141450e0
701	791	1.533990752251759e-3	1.533990752251759e-3	1.213386685031142e0
701	801	1.516565557097531e-3	1.516565557097531e-3	1.214769011235122e0
701	811	1.499245020821306e-3	1.499245020821306e-3	1.215887711886079e0
701	821	1.483448509993685e-3	1.483448509993685e-3	1.217911226704815e0
701	831	1.468107774302456e-3	1.468107774302456e-3	1.219997560445341e0
701	841	1.454865192013099e-3	1.454865192013099e-3	1.223541626483017e0
701	851	1.439869654960728e-3	1.439869654960728e-3	1.225329076371580e0
701	861	1.426658753902029e-3	1.426658753902029e-3	1.228353187109647e0
701	871	1.414756023088865e-3	1.414756023088865e-3	1.232252496110401e0
701	881	1.402637700095840e-3	1.402637700095840e-3	1.235723813784435e0
701	891	1.390078471722819e-3	1.390078471722819e-3	1.238559918305032e0
701	901	1.379039288640154e-3	1.379039288640154e-3	1.242514399064778e0
701	911	1.368136513483850e-3	1.368136513483850e-3	1.246372363783787e0
701	921	1.358295858888898e-3	1.358295858888898e-3	1.250990486036675e0
701	931	1.350174484993115e-3	1.350174484993115e-3	1.257012445528590e0
701	941	1.339443111298456e-3	1.339443111298456e-3	1.260415967731847e0
701	951	1.328225507185839e-3	1.328225507185839e-3	1.263142457333733e0
701	961	1.318268001622990e-3	1.318268001622990e-3	1.266855549559693e0
701	971	1.309056779658829e-3	1.309056779658829e-3	1.271094133048723e0
701	981	1.301106609870561e-3	1.301106609870561e-3	1.276385584283020e0
701	991	1.291943829700983e-3	1.291943829700983e-3	1.280316335233674e0
701	1001	1.284236516139178e-3	1.284236516139178e-3	1.285520752655317e0
701	1011	1.276598274996835e-3	1.276598274996835e-3	1.290640856021800e0
701	1021	1.269777005777810e-3	1.269777005777810e-3	1.296442322899144e0
701	1031	1.263778667854657e-3	1.263778667854657e-3	1.302955806558151e0
701	1041	1.258945260451335e-3	1.258945260451335e-3	1.310562016129840e0
701	1051	1.256884112674212e-3	1.256884112674212e-3	1.320985202420596e0
701	1061	1.244352491005311e-3	1.244352491005311e-3	1.320257992956635e0
701	1071	1.234122446727246e-3	1.234122446727246e-3	1.321745140444881e0
701	1081	1.225136609636404e-3	1.225136609636404e-3	1.324372675016953e0
701	1091	1.217013530603058e-3	1.217013530603058e-3	1.327761761887936e0
701	1101	1.209506197642042e-3	1.209506197642042e-3	1.331666323603888e0
701	1111	1.202152818560946e-3	1.202152818560946e-3	1.335591781421211e0
701	1121	1.195903495862961e-3	1.195903495862961e-3	1.340607818862380e0
701	1131	1.188794920896474e-3	1.188794920896474e-3	1.344527055533913e0
701	1141	1.182592798994227e-3	1.182592798994227e-3	1.349338383652413e0
701	1151	1.176808860903789e-3	1.176808860903789e-3	1.354506998900261e0
701	1161	1.171814502009467e-3	1.171814502009467e-3	1.360476636832991e0
701	1171	1.166949168388977e-3	1.166949168388977e-3	1.366497476183492e0
701	1181	1.159843083271425e-3	1.159843083271425e-3	1.369774681343553e0
701	1191	1.153865933574280e-3	1.153865933574280e-3	1.374254326886967e0
701	1201	1.148501730221424e-3	1.148501730221424e-3	1.379350577995930e0
701	1211	1.143281091623503e-3	1.143281091623503e-3	1.384513401956062e0
701	1221	1.138668431351052e-3	1.138668431351052e-3	1.390314154679634e0
701	1231	1.134053494772180e-3	1.134053494772180e-3	1.396019852064553e0
701	1241	1.129033225425145e-3	1.129033225425145e-3	1.401130232752605e0
701	1251	1.124612515526486e-3	1.124612515526486e-3	1.406890256923635e0
701	1261	1.120887828382677e-3	1.120887828382677e-3	1.413439551590556e0
701	1271	1.116520742486598e-3	1.116520742486598e-3	1.419097863700467e0
701	1281	1.112814323800181e-3	1.112814323800181e-3	1.425515148788031e0
701	1291	1.109299004783248e-3	1.109299004783248e-3	1.432105015175173e0
701	1301	1.106157077476695e-3	1.106157077476695e-3	1.439110357797181e0
701	1311	1.103083902979441e-3	1.103083902979441e-3	1.446142996806047e0
701	1321	1.100414353096090e-3	1.100414353096090e-3	1.453647360439934e0
701	1331	1.098094614249273e-3	1.098094614249273e-3	1.461563931565783e0
701	1341	1.096105730521890e-3	1.096105730521890e-3	1.469877784629854e0
701	1351	1.094555638498513e-3	1.094555638498513e-3	1.478744667611492e0
701	1361	1.093509080874115e-3	1.093509080874115e-3	1.488265859069671e0
701	1371	1.093070212837098e-3	1.093070212837098e-3	1.498599261799661e0
701	1381	1.093452364893835e-3	1.093452364893835e-3	1.510057715918385e0
701	1391	1.095062910437999e-3	1.095062910437999e-3	1.523232508419257e0
701	1401	1.099459709262703e-3	1.099459709262703e-3	1.540343052677047e0
701	1411	1.086783485955202e-3	1.086783485955202e-3	1.533451498682790e0
701	1421	1.075171340097719e-3	1.075171340097719e-3	1.527818474278858e0
701	1431	1.065031397649933e-3	1.065031397649933e-3	1.524059930037054e0
701	1441	1.055840034721830e-3	1.055840034721830e-3	1.521465490034157e0
701	1451	1.047331272389691e-3	1.047331272389691e-3	1.519677676237442e0
701	1461	1.039389080639392e-3	1.039389080639392e-3	1.518547446814152e0
701	1471	1.031893926137057e-3	1.031893926137057e-3	1.517915965347610e0
701	1481	1.024791269806013e-3	1.024791269806013e-3	1.517715870582705e0
701	1491	1.018022855468386e-3	1.018022855468386e-3	1.517872077503363e0
701	1501	1.011577105087437e-3	1.011577105087437e-3	1.518377234736243e0
701	1511	1.005281670355331e-3	1.005281670355331e-3	1.518980603906905e0
701	1521	9.993759148401349e-4	9.993759148401349e-4	1.520050766471845e0
701	1531	9.935158214734838e-4	9.935158214734838e-4	1.521072722675904e0
701	1541	9.881869686101639e-4	9.881869686101639e-4	1.522796118628263e0
701	1551	9.825311788294207e-4	9.825311788294207e-4	1.523905858364432e0
701	1561	9.772846519425277e-4	9.772846519425277e-4	1.525541341682286e0
701	1571	9.723879368769160e-4	9.723879368769160e-4	1.527621448833635e0
701	1581	9.675563725157621e-4	9.675563725157621e-4	1.529706624947420e0
701	1591	9.624185317566686e-4	9.624185317566686e-4	1.531207884024860e0
701	1601	9.577417150675855e-4	9.577417150675855e-4	1.533344485823204e0
701	1611	9.531731237479690e-4	9.531731237479690e-4	1.535561902357978e0
701	1621	9.489240088013587e-4	9.489240088013587e-4	1.538205818267002e0
701	1631	9.451434619356535e-4	9.451434619356535e-4	1.541528986417051e0
701	1641	9.407754400867522e-4	9.407754400867522e-4	1.543812497182360e0
701	1651	9.359835206425653e-4	9.359835206425653e-4	1.545308792580875e0
701	1661	9.316383168761569e-4	9.316383168761569e-4	1.547451244331297e0
701	1671	9.275429633076877e-4	9.275429633076877e-4	1.549924291687146e0
701	1681	9.238015670900464e-4	9.238015670900464e-4	1.552910434278368e0
701	1691	9.198040031750341e-4	9.198040031750341e-4	1.555388569368983e0
701	1701	9.161607090879400e-4	9.161607090879400e-4	1.558389366158586e0
701	1711	9.126132544052510e-4	9.126132544052510e-4	1.561481278287385e0
701	1721	9.093324957241810e-4	9.093324957241810e-4	1.564961225141315e0
701	1731	9.062925056861166e-4	9.062925056861166e-4	1.568792327342668e0
701	1741	9.036687495451261e-4	9.036687495451261e-4	1.573287292958065e0
701	1751	9.018924719825194e-4	9.018924719825194e-4	1.579213718441391e0
701	1761	8.969998994656040e-4	8.969998994656040e-4	1.579616822958929e0
701	1771	8.924099883418724e-4	8.924099883418724e-4	1.580458089353456e0
701	1781	8.882825881120286e-4	8.882825881120286e-4	1.582031289427523e0
701	1791	8.844823876147695e-4	8.844823876147695e-4	1.584107956218052e0
701	1801	8.808715943028434e-4	8.808715943028434e-4	1.586449741339421e0
701	1811	8.773938908709615e-4	8.773938908709615e-4	1.588960336367311e0
701	1821	8.742139853579727e-4	8.742139853579727e-4	1.591943667336868e0
701	1831	8.708463125968371e-4	8.708463125968371e-4	1.594519598364809e0
701	1841	8.677599395371726e-4	8.677599395371726e-4	1.597546048687935e0
701	1851	8.647926881989622e-4	8.647926881989622e-4	1.600731265856279e0
701	1861	8.621328530668927e-4	8.621328530668927e-4	1.604429239557487e0
701	1871	8.597199853875346e-4	8.597199853875346e-4	1.608536092660077e0
701	1881	8.561838467003911e-4	8.561838467003911e-4	1.610481815643436e0
701	1891	8.531337445393889e-4	8.531337445393889e-4	1.613275910923984e0
701	1901	8.503283235713997e-4	8.503283235713997e-4	1.616474143109231e0
701	1911	8.476109992724128e-4	8.476109992724128e-4	1.619784619609581e0
701	1921	8.451150108663816e-4	8.451150108663816e-4	1.623465935874319e0
701	1931	8.427010809057771e-4	8.427010809057771e-4	1.627255787229056e0
701	1941	8.400215315116090e-4	8.400215315116090e-4	1.630481792664033e0
701	1951	8.375976132930999e-4	8.375976132930999e-4	1.634152943534838e0
701	1961	8.354302422268683e-4	8.354302422268683e-4	1.638278705006889e0
701	1971	8.330975048337542e-4	8.330975048337542e-4	1.642035182027330e0
701	1981	8.309703424498472e-4	8.309703424498472e-4	1.646152248393147e0
701	1991	8.289505291825684e-4	8.289505291825684e-4	1.650440503602494e0
711	711	1.771103982766403e-3	1.771103982766403e-3	1.259254931746913e0
711	721	1.719583221913995e-3	1.719583221913995e-3	1.239819502999990e0
711	731	1.682408720575163e-3	1.682408720575163e-3	1.229840774740444e0
711	741	1.650816825830109e-3	1.650816825830109e-3	1.223255267940111e0
711	751	1.622874936274338e-3	1.622874936274338e-3	1.218779077142028e0
711	761	1.597639446074141e-3	1.597639446074141e-3	1.215803618462421e0
711	771	1.574553466688585e-3	1.574553466688585e-3	1.213980722816899e0
711	781	1.553222058661527e-3	1.553222058661527e-3	1.213066427814653e0
711	791	1.533393773004121e-3	1.533393773004121e-3	1.212914474446259e0
711	801	1.514842493261454e-3	1.514842493261454e-3	1.213388837102424e0
711	811	1.497400756125696e-3	1.497400756125696e-3	1.214392013217940e0
711	821	1.480695318375378e-3	1.480695318375378e-3	1.215650856386185e0
711	831	1.465418602850699e-3	1.465418602850699e-3	1.217762858968931e0
711	841	1.450178690587760e-3	1.450178690587760e-3	1.219600278784306e0
711	851	1.436607624182929e-3	1.436607624182929e-3	1.222553088179673e0
711	861	1.422505759851708e-3	1.422505759851708e-3	1.224777459232320e0
711	871	1.409484238034564e-3	1.409484238034564e-3	1.227660771328106e0
711	881	1.397513330256878e-3	1.397513330256878e-3	1.231209243956310e0
711	891	1.386490922106217e-3	1.386490922106217e-3	1.235363411596640e0
711	901	1.373698957384255e-3	1.373698957384255e-3	1.237702760603214e0
711	911	1.362466252689867e-3	1.362466252689867e-3	1.241206756200469e0
711	921	1.351849781787858e-3	1.351849781787858e-3	1.245053649026617e0
711	931	1.342069935976251e-3	1.342069935976251e-3	1.249467110393890e0
711	941	1.333518687523856e-3	1.333518687523856e-3	1.254841084959948e0
711	951	1.324937188010907e-3	1.324937188010907e-3	1.260015265798373e0
711	961	1.313249891992522e-3	1.313249891992522e-3	1.262033146204813e0
711	971	1.303224478739572e-3	1.303224478739572e-3	1.265430968856125e0
711	981	1.294025453891993e-3	1.294025453891993e-3	1.269438970268045e0
711	991	1.285595186454707e-3	1.285595186454707e-3	1.274024829776615e0
711	1001	1.277242954668435e-3	1.277242954668435e-3	1.278520197623104e0
711	1011	1.269196361371081e-3	1.269196361371081e-3	1.283157521346163e0
711	1021	1.261761251783196e-3	1.261761251783196e-3	1.288258238070644e0
711	1031	1.254870070309096e-3	1.254870070309096e-3	1.293771042488677e0
711	1041	1.248642556704287e-3	1.248642556704287e-3	1.299836901529163e0
711	1051	1.243349845809376e-3	1.243349845809376e-3	1.306760687945654e0
711	1061	1.239601829865773e-3	1.239601829865773e-3	1.315217541487585e0
711	1071	1.232825839330503e-3	1.232825839330503e-3	1.320356473922969e0
711	1081	1.221829874919569e-3	1.221829874919569e-3	1.320798094788054e0
711	1091	1.212544136449032e-3	1.212544136449032e-3	1.322885652865894e0
711	1101	1.204194901171212e-3	1.204194901171212e-3	1.325818586189504e0
711	1111	1.196511507900359e-3	1.196511507900359e-3	1.329324285277299e0
711	1121	1.189303873289858e-3	1.189303873289858e-3	1.333209641957931e0
711	1131	1.182545718293445e-3	1.182545718293445e-3	1.337459207389886e0
711	1141	1.176184697280577e-3	1.176184697280577e-3	1.342026739597139e0
711	1151	1.169693072639548e-3	1.169693072639548e-3	1.346316726608120e0
711	1161	1.163793725748397e-3	1.163793725748397e-3	1.351164515593889e0
711	1171	1.158433820930734e-3	1.158433820930734e-3	1.356526004309890e0
711	1181	1.153996840636049e-3	1.153996840636049e-3	1.362870268791174e0
711	1191	1.148070656722288e-3	1.148070656722288e-3	1.367352152156246e0
711	1201	1.141627916265430e-3	1.141627916265430e-3	1.371095127434782e0
711	1211	1.135976975621588e-3	1.135976975621588e-3	1.375668117477744e0
711	1221	1.130821890962534e-3	1.130821890962534e-3	1.380733528865254e0
711	1231	1.125892398380581e-3	1.125892398380581e-3	1.385973542406495e0
711	1241	1.121698251202328e-3	1.121698251202328e-3	1.392027529742089e0
711	1251	1.116834063018344e-3	1.116834063018344e-3	1.397159412835949e0
711	1261	1.112144336985185e-3	1.112144336985185e-3	1.402414008938318e0
711	1271	1.107940662375930e-3	1.107940662375930e-3	1.408192581879807e0
711	1281	1.104299675669705e-3	1.104299675669705e-3	1.414607884532892e0
711	1291	1.100121619515787e-3	1.100121619515787e-3	1.420257010794882e0
711	1301	1.096635128188903e-3	1.096635128188903e-3	1.426722301773762e0
711	1311	1.093181548804544e-3	1.093181548804544e-3	1.433161010482757e0
711	1321	1.090204946949177e-3	1.090204946949177e-3	1.440160734919864e0
711	1331	1.087249226829502e-3	1.087249226829502e-3	1.447128720910067e0
711	1341	1.084681644328558e-3	1.084681644328558e-3	1.454558085044596e0
711	1351	1.082489554919747e-3	1.082489554919747e-3	1.462443388696578e0
711	1361	1.080553628252319e-3	1.080553628252319e-3	1.470633488051407e0
711	1371	1.079095117667210e-3	1.079095117667210e-3	1.479439406321745e0
711	1381	1.078096415108374e-3	1.078096415108374e-3	1.488851149264665e0
711	1391	1.077711490589585e-3	1.077711490589585e-3	1.499096683410112e0
711	1401	1.078114627939421e-3	1.078114627939421e-3	1.510438593743129e0
711	1411	1.079713756678162e-3	1.079713756678162e-3	1.523476110672887e0
711	1421	1.084022094161798e-3	1.084022094161798e-3	1.540395395803915e0
711	1431	1.071671279733982e-3	1.071671279733982e-3	1.533561601299329e0
711	1441	1.060346439648074e-3	1.060346439648074e-3	1.527959219532874e0
711	1451	1.050452572933542e-3	1.050452572933542e-3	1.524206683326570e0
711	1461	1.041475568164247e-3	1.041475568164247e-3	1.521595805087965e0
711	1471	1.033173657041533e-3	1.033173657041533e-3	1.519798449508095e0
711	1481	1.025425024005456e-3	1.025425024005456e-3	1.518654460552080e0
711	1491	1.018083558524902e-3	1.018083558524902e-3	1.517962585760630e0
711	1501	1.011205054210989e-3	1.011205054210989e-3	1.517818786370695e0
711	1511	1.004595330012393e-3	1.004595330012393e-3	1.517943543648725e0
711	1521	9.981962089543447e-4	9.981962089543447e-4	1.518256433819558e0
711	1531	9.920863046941032e-4	9.920863046941032e-4	1.518884132486672e0
711	1541	9.864001915988701e-4	9.864001915988701e-4	1.520042695253859e0
711	1551	9.805900302440670e-4	9.805900302440670e-4	1.520895136908548e0
711	1561	9.752501668526436e-4	9.752501668526436e-4	1.522365510456977e0
711	1571	9.698560684879492e-4	9.698560684879492e-4	1.523643883594568e0
711	1581	9.647064250733772e-4	9.647064250733772e-4	1.525200858041009e0
711	1591	9.598259406962930e-4	9.598259406962930e-4	1.527083071647802e0
711	1601	9.553925534570518e-4	9.553925534570518e-4	1.529583478084740e0
711	1611	9.501890270101882e-4	9.501890270101882e-4	1.530754522513413e0
711	1621	9.455184346190146e-4	9.455184346190146e-4	1.532685382517423e0
711	1631	9.410646743416873e-4	9.410646743416873e-4	1.534876483851292e0
711	1641	9.368478706372165e-4	9.368478706372165e-4	1.537367355715672e0
711	1651	9.329810836524647e-4	9.329810836524647e-4	1.540351769110219e0
711	1661	9.293601827138859e-4	9.293601827138859e-4	1.543667263487764e0
711	1671	9.244198763424458e-4	9.244198763424458e-4	1.544705613368227e0
711	1681	9.200872800361416e-4	9.200872800361416e-4	1.546666717740754e0
711	1691	9.160209066527064e-4	9.160209066527064e-4	1.548991353149727e0
711	1701	9.121869891499708e-4	9.121869891499708e-4	1.551630068544100e0
711	1711	9.084510915216297e-4	9.084510915216297e-4	1.554359817593508e0
711	1721	9.047444694144976e-4	9.047444694144976e-4	1.557065231862350e0
711	1731	9.012733499659373e-4	9.012733499659373e-4	1.560104168791037e0
711	1741	8.979687234742840e-4	8.979687234742840e-4	1.563363547568728e0
711	1751	8.949005094926230e-4	8.949005094926230e-4	1.566970792121583e0
711	1761	8.921414549513092e-4	8.921414549513092e-4	1.571061102169256e0
711	1771	8.899031200156805e-4	8.899031200156805e-4	1.576018425547770e0
711	1781	8.870199523659196e-4	8.870199523659196e-4	1.579782535163703e0
711	1791	8.821388480912021e-4	8.821388480912021e-4	1.579910676931343e0
711	1801	8.779298205513026e-4	8.779298205513026e-4	1.581151606812896e0
711	1811	8.740641458155864e-4	8.740641458155864e-4	1.582930168072027e0
711	1821	8.704342967294074e-4	8.704342967294074e-4	1.585060854344251e0
711	1831	8.670079181070193e-4	8.670079181070193e-4	1.587491498053952e0
711	1841	8.637093194795024e-4	8.637093194795024e-4	1.590088857161764e0
711	1851	8.606248269686685e-4	8.606248269686685e-4	1.593016554719005e0
711	1861	8.574083396302854e-4	8.574083396302854e-4	1.595636920051961e0
711	1871	8.544486520419262e-4	8.544486520419262e-4	1.598673427970444e0
711	1881	8.516709189847162e-4	8.516709189847162e-4	1.601992998610251e0
711	1891	8.492349706678511e-4	8.492349706678511e-4	1.605903329532907e0
711	1901	8.464038818411366e-4	8.464038818411366e-4	1.609013779380001e0
711	1911	8.431849419242678e-4	8.431849419242678e-4	1.611326424017276e0
711	1921	8.402965609930616e-4	8.402965609930616e-4	1.614209693667671e0
711	1931	8.376247338162152e-4	8.376247338162152e-4	1.617453360999112e0
711	1941	8.350052802511958e-4	8.350052802511958e-4	1.620745248967571e0
711	1951	8.326727340416976e-4	8.326727340416976e-4	1.624544504115352e0
711	1961	8.301737756570737e-4	8.301737756570737e-4	1.627970774063522e0
711	1971	8.276508563192417e-4	8.276508563192417e-4	1.631299837805225e0
711	1981	8.253448915988215e-4	8.253448915988215e-4	1.635008230257265e0
711	1991	8.233396264651680e-4	8.233396264651680e-4	1.639269196292150e0
721	721	1.746566489536479e-3	1.746566489536479e-3	1.259274438955801e0
721	731	1.696325195188364e-3	1.696325195188364e-3	1.240013717682694e0
721	741	1.660033225222360e-3	1.660033225222360e-3	1.230084619889769e0
721	751	1.629173124167836e-3	1.629173124167836e-3	1.223509016250045e0
721	761	1.601867901646850e-3	1.601867901646850e-3	1.219021473153253e0
721	771	1.577148750536195e-3	1.577148750536195e-3	1.215981686663406e0
721	781	1.554632476749382e-3	1.554632476749382e-3	1.214167964341267e0
721	791	1.533643018864638e-3	1.533643018864638e-3	1.213111627921929e0
721	801	1.514393483620229e-3	1.514393483620229e-3	1.213029180379803e0
721	811	1.496259111519957e-3	1.496259111519957e-3	1.213466139442685e0
721	821	1.478875464548739e-3	1.478875464548739e-3	1.214156756394515e0
721	831	1.462595189612045e-3	1.462595189612045e-3	1.215416602567610e0
721	841	1.447965959912483e-3	1.447965959912483e-3	1.217739372286398e0
721	851	1.432655878278463e-3	1.432655878278463e-3	1.219190152414972e0
721	861	1.419092085523062e-3	1.419092085523062e-3	1.221838285635356e0
721	871	1.405647473742809e-3	1.405647473742809e-3	1.224318949629986e0
721	881	1.392861680766331e-3	1.392861680766331e-3	1.227111140755137e0
721	891	1.380806763860007e-3	1.380806763860007e-3	1.230298826599266e0
721	901	1.370963687115694e-3	1.370963687115694e-3	1.235238282091240e0
721	911	1.357775898055464e-3	1.357775898055464e-3	1.236933843128527e0
721	921	1.346539807822428e-3	1.346539807822428e-3	1.240163163004456e0
721	931	1.336120169553726e-3	1.336120169553726e-3	1.243927877854519e0
721	941	1.326316705011558e-3	1.326316705011558e-3	1.248064019415876e0
721	951	1.317544029086775e-3	1.317544029086775e-3	1.252984371661523e0
721	961	1.311101938676982e-3	1.311101938676982e-3	1.259968963068580e0
721	971	1.298783472868835e-3	1.298783472868835e-3	1.261118752155639e0
721	981	1.288613208910673e-3	1.288613208910673e-3	1.264129557941370e0
721	991	1.279582256847158e-3	1.279582256847158e-3	1.268066016535534e0
721	1001	1.270872256162869e-3	1.270872256162869e-3	1.272143128419032e0
721	1011	1.263179536190759e-3	1.263179536190759e-3	1.277074511088857e0
721	1021	1.254828278225194e-3	1.254828278225194e-3	1.281179672067923e0
721	1031	1.247541361454389e-3	1.247541361454389e-3	1.286215143659475e0
721	1041	1.240513492048586e-3	1.240513492048586e-3	1.291374545222578e0
721	1051	1.234055442014617e-3	1.234055442014617e-3	1.296992269557363e0
721	1061	1.228444853884195e-3	1.228444853884195e-3	1.303379989971131e0
721	1071	1.223948031803526e-3	1.223948031803526e-3	1.310848342061576e0
721	1081	1.222059627036642e-3	1.222059627036642e-3	1.321046456826610e0
721	1091	1.210157046223226e-3	1.210157046223226e-3	1.320281337429539e0
721	1101	1.200425973835620e-3	1.200425973835620e-3	1.321668997193017e0
721	1111	1.191868800748813e-3	1.191868800748813e-3	1.324166237631931e0
721	1121	1.184134579829690e-3	1.184134579829690e-3	1.327414863989083e0
721	1131	1.176878519218720e-3	1.176878519218720e-3	1.331049605236372e0
721	1141	1.169968238610229e-3	1.169968238610229e-3	1.334933760254271e0
721	1151	1.163761066379067e-3	1.163761066379067e-3	1.339488987402306e0
721	1161	1.157273861221726e-3	1.157273861221726e-3	1.343594952878424e0
721	1171	1.151349428681516e-3	1.151349428681516e-3	1.348230180986055e0
721	1181	1.145690503245742e-3	1.145690503245742e-3	1.353060484333221e0
721	1191	1.140704044197965e-3	1.140704044197965e-3	1.358578516639777e0
721	1201	1.137096596883715e-3	1.137096596883715e-3	1.365653012857342e0
721	1211	1.130000648797891e-3	1.130000648797891e-3	1.368430785694246e0
721	1221	1.124047587715280e-3	1.124047587715280e-3	1.372462104600357e0
721	1231	1.118701651522070e-3	1.118701651522070e-3	1.377121733023668e0
721	1241	1.113721505400298e-3	1.113721505400298e-3	1.382128388201770e0
721	1251	1.109105820285349e-3	1.109105820285349e-3	1.387491381176971e0
721	1261	1.105401442526740e-3	1.105401442526740e-3	1.393911219026219e0
721	1271	1.100195064252224e-3	1.100195064252224e-3	1.398347926664576e0
721	1281	1.095818097623417e-3	1.095818097623417e-3	1.403742983055598e0
721	1291	1.091786399210535e-3	1.091786399210535e-3	1.409496241380801e0
721	1301	1.088083334631007e-3	1.088083334631007e-3	1.415596418354941e0
721	1311	1.084253269392985e-3	1.084253269392985e-3	1.421456036174204e0
721	1321	1.080978453063099e-3	1.080978453063099e-3	1.427972536496354e0
721	1331	1.077565029710233e-3	1.077565029710233e-3	1.434239054544320e0
721	1341	1.074615714218337e-3	1.074615714218337e-3	1.441059672766789e0
721	1351	1.071890018607485e-3	1.071890018607485e-3	1.448123415138712e0
721	1361	1.069413181417198e-3	1.069413181417198e-3	1.455471339908806e0
721	1371	1.067252343769439e-3	1.067252343769439e-3	1.463202963307901e0
721	1381	1.065447765794347e-3	1.065447765794347e-3	1.471383364561993e0
721	1391	1.064050779025054e-3	1.064050779025054e-3	1.480094633623850e0
721	1401	1.063118043492507e-3	1.063118043492507e-3	1.489428378933002e0
721	1411	1.062774909004425e-3	1.062774909004425e-3	1.499575396605243e0
721	1421	1.063201438921018e-3	1.063201438921018e-3	1.510809244706766e0
721	1431	1.064789459875399e-3	1.064789459875399e-3	1.523713717081697e0
721	1441	1.069012044047752e-3	1.069012044047752e-3	1.540446355472811e0
721	1451	1.056973833238981e-3	1.056973833238981e-3	1.533669032029762e0
721	1461	1.045926646105984e-3	1.045926646105984e-3	1.528098829960843e0
721	1471	1.036270200875033e-3	1.036270200875033e-3	1.524353465487173e0
721	1481	1.027503480266615e-3	1.027503480266615e-3	1.521732654274856e0
721	1491	1.019395121763502e-3	1.019395121763502e-3	1.519918126549382e0
721	1501	1.011810397159947e-3	1.011810397159947e-3	1.518727406137081e0
721	1511	1.004647948092982e-3	1.004647948092982e-3	1.518023049568496e0
721	1521	9.978774422896599e-4	9.978774422896599e-4	1.517771589722573e0
721	1531	9.914171194388406e-4	9.914171194388406e-4	1.517859609860865e0
721	1541	9.851876163971295e-4	9.851876163971295e-4	1.518174116867977e0
721	1551	9.792225523933265e-4	9.792225523933265e-4	1.518774178762049e0
721	1561	9.736264423392537e-4	9.736264423392537e-4	1.519830876491575e0
721	1571	9.679626492829378e-4	9.679626492829378e-4	1.520669322023495e0
721	1581	9.626981203613086e-4	9.626981203613086e-4	1.522025728291229e0
721	1591	9.575280726612942e-4	9.575280726612942e-4	1.523427163604119e0
721	1601	9.524325795891181e-4	9.524325795891181e-4	1.524844559922178e0
721	1611	9.476128877240851e-4	9.476128877240851e-4	1.526604362123501e0
721	1621	9.433326921430536e-4	9.433326921430536e-4	1.529142293963890e0
721	1631	9.382889831429454e-4	9.382889831429454e-4	1.530349331506144e0
721	1641	9.336525485069560e-4	9.336525485069560e-4	1.532123832099915e0
721	1651	9.292913925552621e-4	9.292913925552621e-4	1.534260089108738e0
721	1661	9.250899636859127e-4	9.250899636859127e-4	1.536574429682301e0
721	1671	9.212053587259315e-4	9.212053587259315e-4	1.539334154431031e0
721	1681	9.179577561817949e-4	9.179577561817949e-4	1.543086988141597e0
721	1691	9.131903097350223e-4	9.131903097350223e-4	1.544204813761923e0
721	1701	9.088214963921321e-4	9.088214963921321e-4	1.545905365363017e0
721	1711	9.048130807392652e-4	9.048130807392652e-4	1.548135181144883e0
