a	b	strip	stirling_b	ft_a	tsum_delta	formula	lhs	identity_err	gap_algebraic	gap_numerical	gap_match
11	47	1.934235976789168e-2	5.545987266123673e-3	1.547832136299522e-2	-2.323555885815669e-3	3.746327244545224e-2	3.804311251119491e-2	5.798401e-4	1.257492541143689e-2	1.315476547717956e-2	5.798401e-4
12	47	1.950354609929078e-2	5.545987266123673e-3	1.322157768113309e-2	-6.276958592131918e-4	3.701196166309897e-2	3.764341518733436e-2	6.314535e-4	1.196242829768452e-2	1.259388182191990e-2	6.314535e-4
13	47	1.963993453355155e-2	5.545987266123673e-3	1.359679100873655e-2	-2.346902052847449e-3	3.586596006962395e-2	3.643581075556433e-2	5.698507e-4	1.068003826994873e-2	1.124988895588910e-2	5.698507e-4
14	47	1.975683890577508e-2	5.545987266123673e-3	1.344137794455465e-2	-2.940101408803898e-3	3.522489606010860e-2	3.580410270764951e-2	5.792066e-4	9.922069888209855e-3	1.050127653575075e-2	5.792066e-4
15	47	1.985815602836880e-2	5.545987266123673e-3	1.352730702063154e-2	-3.436024248572753e-3	3.491830580516772e-2	3.549542606655125e-2	5.771203e-4	9.514162510675253e-3	1.009128277205879e-2	5.771203e-4
16	47	1.994680851063830e-2	5.545987266123673e-3	1.046301847761241e-2	-7.708002766030204e-4	3.456734805589647e-2	3.518501397777136e-2	6.176659e-4	9.074552279134493e-3	9.692218201009392e-3	6.176659e-4
17	47	2.002503128911139e-2	5.545987266123673e-3	1.105123874704728e-2	-2.454376492435691e-3	3.344816011229481e-2	3.416788080984665e-2	7.197207e-4	7.877141557059748e-3	8.596862254611587e-3	7.197207e-4
18	47	2.009456264775414e-2	5.545987266123673e-3	1.108082102292872e-2	-3.343010597520893e-3	3.277090843127540e-2	3.337836033928564e-2	6.074519e-4	7.130358517397587e-3	7.737810425407824e-3	6.074519e-4
19	47	2.015677491601344e-2	5.545987266123673e-3	1.044228470066376e-2	-3.210369783787970e-3	3.231671050847573e-2	3.293467709901290e-2	6.179666e-4	6.613948326338616e-3	7.231914916875790e-3	6.179666e-4
20	47	2.021276595744681e-2	5.545987266123673e-3	1.088406546073475e-2	-4.177304498349813e-3	3.183175742874611e-2	3.246551418595543e-2	6.337568e-4	6.073004205175631e-3	6.706760962384941e-3	6.337568e-4
21	47	2.026342451874367e-2	5.545987266123673e-3	1.064957784573752e-2	-4.231465180537357e-3	3.150937691380184e-2	3.222752445006750e-2	7.181475e-4	5.699965128934499e-3	6.418112665200158e-3	7.181475e-4
22	47	2.030947775628627e-2	5.545987266123673e-3	1.089282778047980e-2	-4.863680623222190e-3	3.136323828008036e-2	3.188461217966755e-2	5.213739e-4	5.507773257670427e-3	6.029147157257615e-3	5.213739e-4
23	47	2.035152636447734e-2	5.545987266123673e-3	1.136998076562364e-2	-5.064949092097776e-3	3.152269109038752e-2	3.220254530412687e-2	6.798542e-4	5.625177459786505e-3	6.305031673525862e-3	6.798542e-4
24	47	2.039007092198582e-2	5.545987266123673e-3	6.704583658555002e-3	-9.656186419833928e-4	3.107074219681193e-2	3.167502320468110e-2	6.042810e-4	5.134684008702440e-3	5.738965016571610e-3	6.042810e-4
25	47	2.042553191489362e-2	5.545987266123673e-3	7.311094169764321e-3	-2.524016913830260e-3	3.005750280347237e-2	3.075859643695135e-2	7.010936e-4	4.085983622455083e-3	4.787077255934061e-3	7.010936e-4
26	47	2.045826513911620e-2	5.545987266123673e-3	7.645324255929844e-3	-3.700362493032832e-3	2.935735970025862e-2	2.994921416813689e-2	5.918545e-4	3.353107295018744e-3	3.944961762897011e-3	5.918545e-4
27	47	2.048857368006304e-2	5.545987266123673e-3	7.582898377776618e-3	-4.209499210825306e-3	2.881357909088029e-2	2.940796011313803e-2	5.943810e-4	2.779018144693577e-3	3.373399166951312e-3	5.943810e-4
28	47	2.051671732522796e-2	5.545987266123673e-3	8.000577003644727e-3	-5.063979347561313e-3	2.837973690169784e-2	2.899930224743505e-2	6.195653e-4	2.317032310346200e-3	2.936597656083413e-3	6.195653e-4
29	47	2.054292002934703e-2	5.545987266123673e-3	7.688440931101615e-3	-5.197347513409387e-3	2.795463929316480e-2	2.858000071316293e-2	6.253614e-4	1.865731997694097e-3	2.491093417692229e-3	6.253614e-4
30	47	2.056737588652482e-2	5.545987266123673e-3	7.818283557162001e-3	-5.698637439829866e-3	2.762784754298434e-2	2.823300926998063e-2	6.051617e-4	1.514484390335847e-3	2.119646117332135e-3	6.051617e-4
31	47	2.059025394646534e-2	5.545987266123673e-3	8.226169992673069e-3	-6.287594877844437e-3	2.743773449813470e-2	2.807481632741764e-2	6.370818e-4	1.301493285545690e-3	1.938575114828632e-3	6.370818e-4
32	47	2.061170212765957e-2	5.545987266123673e-3	6.859686253287208e-3	-5.320316458095510e-3	2.706706657082729e-2	2.769705918897495e-2	6.299926e-4	9.093771770440421e-4	1.539369795191698e-3	6.299926e-4
33	47	2.063185041908446e-2	5.545987266123673e-3	7.098190126996928e-3	-5.923809216833806e-3	2.670455431532753e-2	2.735221859537126e-2	6.476643e-4	5.267166301193904e-4	1.174380910163122e-3	6.476643e-4
34	47	2.065081351689612e-2	5.545987266123673e-3	7.225331832384959e-3	-6.315275877055759e-3	2.643009339565032e-2	2.710685673834899e-2	6.767633e-4	2.332926126305230e-4	9.100559553291999e-4	6.767633e-4
35	47	2.066869300911854e-2	5.545987266123673e-3	7.536018092601904e-3	-6.878631750715926e-3	2.624122931290706e-2	2.687206661712819e-2	6.308373e-4	2.654903766484755e-5	6.573863418859775e-4	6.308373e-4
36	47	2.068557919621749e-2	5.545987266123673e-3	7.004389733936563e-3	-6.636460195998170e-3	2.599603477517362e-2	2.659949600027956e-2	6.034612e-4	-2.355316871675432e-4	3.679295379383931e-4	6.034612e-4
37	47	2.070155261644623e-2	5.545987266123673e-3	7.179912222304614e-3	-7.009817033670621e-3	2.580362034672288e-2	2.641763507120390e-2	6.140147e-4	-4.439195358470276e-4	1.700951886339931e-4	6.140147e-4
38	47	2.071668533034714e-2	5.545987266123673e-3	7.032076676935061e-3	-6.951387402499176e-3	2.565223683926817e-2	2.634336187090670e-2	6.911250e-4	-6.104357572026455e-4	8.068927443588451e-5	6.911250e-4
39	47	2.073104200763775e-2	5.545987266123673e-3	7.302818698465440e-3	-7.421363419174497e-3	2.552494842684503e-2	2.615848455305237e-2	6.335361e-4	-7.520808469163962e-4	-1.185447207090572e-4	6.335361e-4
40	47	2.074468085106383e-2	5.545987266123673e-3	7.261910126747304e-3	-7.554801826137123e-3	2.542077860279049e-2	2.599777641779769e-2	5.769978e-4	-8.698895143970143e-4	-2.928916993898183e-4	5.769978e-4
41	47	2.075765438505449e-2	5.545987266123673e-3	7.365658774502030e-3	-7.690939182109533e-3	2.535870485610487e-2	2.597836124357066e-2	6.196564e-4	-9.449367950732942e-4	-3.252804076075033e-4	6.196564e-4
42	47	2.077001013171226e-2	5.545987266123673e-3	7.407902996299888e-3	-7.711240605943035e-3	2.533129229972769e-2	2.601265978819279e-2	6.813675e-4	-9.847050981082466e-4	-3.033376096431464e-4	6.813675e-4
43	47	2.078179119247897e-2	5.545987266123673e-3	7.576325214017980e-3	-7.897834826588327e-3	2.535006756754050e-2	2.600626884603230e-2	6.562013e-4	-9.777108910621419e-4	-3.215096125703474e-4	6.562013e-4
44	47	2.079303675048356e-2	5.545987266123673e-3	7.754125718591887e-3	-8.107639144169931e-3	2.542235067301011e-2	2.598551059102919e-2	5.631599e-4	-9.166733435971234e-4	-3.535134255780439e-4	5.631599e-4
45	47	2.080378250591016e-2	5.545987266123673e-3	8.000114036372156e-3	-8.193304964827876e-3	2.556601449335157e-2	2.615657884357812e-2	5.905644e-4	-7.837552786822649e-4	-1.931909284557195e-4	5.905644e-4
46	47	2.081406105457909e-2	5.545987266123673e-3	8.351554121868193e-3	-8.167865938221702e-3	2.581900076077132e-2	2.654373650434926e-2	7.247357e-4	-5.410475599314431e-4	1.836881836464901e-4	7.247357e-4
5	48	1.666666666666667e-2	5.430445864746097e-3	2.189626213638239e-2	-6.643989040510260e-4	4.286473424700205e-2	4.332897576374413e-2	4.642415e-4	2.076762171558929e-2	2.123186323233137e-2	4.642415e-4
7	48	1.785714285714286e-2	5.430445864746097e-3	1.834201568787736e-2	-3.945920493704034e-4	4.065643668773353e-2	4.123501236039592e-2	5.785757e-4	1.736884796584458e-2	1.794742363850696e-2	5.785757e-4
11	48	1.893939393939394e-2	5.430445864746097e-3	1.518699978130667e-2	-2.041762595171749e-3	3.685107179824711e-2	3.751507699027496e-2	6.640052e-4	1.248123199410708e-2	1.314523718613492e-2	6.640052e-4
13	48	1.923076923076923e-2	5.430445864746097e-3	1.337447494684596e-2	-1.897596052338937e-3	3.537740383780514e-2	3.613809399002235e-2	7.606902e-4	1.071618874228981e-2	1.147687889450702e-2	7.606902e-4
17	48	1.960784313725490e-2	5.430445864746097e-3	1.066192616137040e-2	-1.915782934926410e-3	3.308402364976692e-2	3.378443222844499e-2	7.004086e-4	8.045734647765918e-3	8.746143226443990e-3	7.004086e-4
19	48	1.973684210526316e-2	5.430445864746097e-3	1.109108747229088e-2	-3.802793668794122e-3	3.185935267245532e-2	3.245558177350601e-2	5.962291e-4	6.692064702446070e-3	7.288293803496763e-3	5.962291e-4
23	48	1.992753623188406e-2	5.430445864746097e-3	1.086399230303148e-2	-4.920745119087662e-3	3.075676044551941e-2	3.130122928057397e-2	5.444688e-4	5.398778348889252e-3	5.943247183943820e-3	5.444688e-4
25	48	2.000000000000000e-2	5.430445864746097e-3	6.902505402287236e-3	-1.733843348495470e-3	2.990824219556453e-2	3.059910791853786e-2	6.908657e-4	4.477796330818440e-3	5.168662053791766e-3	6.908657e-4
29	48	2.011494252873563e-2	5.430445864746097e-3	7.300130898392352e-3	-4.579649417371359e-3	2.764474083569743e-2	2.826586987450272e-2	6.211290e-4	2.099352442215705e-3	2.720481481020993e-3	6.211290e-4
31	48	2.016129032258064e-2	5.430445864746097e-3	7.780055267213168e-3	-5.816358455499425e-3	2.697789140359209e-2	2.755543299904048e-2	5.775416e-4	1.386155216265346e-3	1.963696811713742e-3	5.775416e-4
35	48	2.023809523809524e-2	5.430445864746097e-3	7.101893820511644e-3	-6.344961590265764e-3	2.583067019532329e-2	2.642547333308722e-2	5.948031e-4	1.621290924819579e-4	7.569322302458794e-4	5.948031e-4
37	48	2.027027027027027e-2	5.430445864746097e-3	6.902093525203557e-3	-6.623003135741426e-3	2.541699173403898e-2	2.597980652447850e-2	5.628148e-4	-2.837244009773858e-4	2.790903894621312e-4	5.628148e-4
41	48	2.032520325203252e-2	5.430445864746097e-3	7.171715810043011e-3	-7.446984280707107e-3	2.489394179798280e-2	2.548038064611452e-2	5.864388e-4	-8.617073187958146e-4	-2.752684706640959e-4	5.864388e-4
43	48	2.034883720930233e-2	5.430445864746097e-3	7.277980170813792e-3	-7.580763580349583e-3	2.481353105526909e-2	2.547649966451263e-2	6.629686e-4	-9.657520187793304e-4	-3.027834095357916e-4	6.629686e-4
47	48	2.039007092198582e-2	5.430445864746097e-3	8.186493117828162e-3	-7.996109984596501e-3	2.529739614464143e-2	2.601089991996357e-2	7.135038e-4	-5.231206420904859e-4	1.903831332316600e-4	7.135038e-4
2	49	1.020408163265306e-2	5.319620438934951e-3	3.034351947078826e-2	0.000000000000000e0	4.548914994169762e-2	4.586722154237627e-2	3.780716e-4	2.996544787010961e-2	3.034351947078826e-2	3.780716e-4
3	49	1.360544217687075e-2	5.319620438934951e-3	2.652562699440542e-2	-3.215927061123689e-309	4.473651046480401e-2	4.545068961021111e-2	7.141791e-4	2.581144784899831e-2	2.652562699440542e-2	7.141791e-4
4	49	1.530612244897959e-2	5.319620438934951e-3	2.391188821762511e-2	-1.825255899556689e-309	4.350604233143130e-2	4.453763110553965e-2	1.031589e-3	2.288029944351675e-2	2.391188821762511e-2	1.031589e-3
5	49	1.632653061224490e-2	5.319620438934951e-3	2.140356408404079e-2	-3.670720757487876e-4	4.225844736162132e-2	4.268264305947185e-2	4.241957e-4	2.061229631044147e-2	2.103649200829200e-2	4.241957e-4
6	49	1.700680272108844e-2	5.319620438934951e-3	2.040896720867975e-2	-1.076800101307131e-3	4.110871026992228e-2	4.165859026739601e-2	5.498800e-4	1.878228710989889e-2	1.933216710737262e-2	5.498800e-4
8	49	1.785714285714286e-2	5.319620438934951e-3	1.808596136541925e-2	-1.385301629085736e-3	3.908456867633359e-2	3.987742303241133e-2	7.928544e-4	1.590780538025578e-2	1.670065973633351e-2	7.928544e-4
9	49	1.814058956916100e-2	5.319620438934951e-3	1.644681363755828e-2	-1.445074273817465e-3	3.796407674517837e-2	3.846194937183676e-2	4.978726e-4	1.450386673708242e-2	1.500173936374082e-2	4.978726e-4
10	49	1.836734693877551e-2	5.319620438934951e-3	1.476302432562423e-2	-5.711537084018488e-4	3.736636843880504e-2	3.787883799493284e-2	5.124696e-4	1.367940106109459e-2	1.419187061722238e-2	5.124696e-4
11	49	1.855287569573284e-2	5.319620438934951e-3	1.472535864295880e-2	-1.694161829801130e-3	3.630532849854540e-2	3.690369294782546e-2	5.983644e-4	1.243283236387760e-2	1.303119681315767e-2	5.983644e-4
12	49	1.870748299319728e-2	5.319620438934951e-3	1.509677936614789e-2	-2.449435665385248e-3	3.595120200263729e-2	3.667444713289487e-2	7.232451e-4	1.192409857050506e-2	1.264734370076264e-2	7.232451e-4
13	49	1.883830455259027e-2	5.319620438934951e-3	1.301468728164946e-2	-1.489003463325703e-3	3.493095999705685e-2	3.568360880984897e-2	7.526488e-4	1.077303500553164e-2	1.152568381832375e-2	7.526488e-4
15	49	1.904761904761905e-2	5.319620438934951e-3	1.284939420873025e-2	-2.917377282831706e-3	3.367300883533159e-2	3.429925641245254e-2	6.262476e-4	9.305769348777597e-3	9.932016925898542e-3	6.262476e-4
16	49	1.913265306122449e-2	5.319620438934951e-3	1.321073389881016e-2	-3.356422079214625e-3	3.361590407734143e-2	3.430658531975497e-2	6.906812e-4	9.163630577181983e-3	9.854311819595533e-3	6.906812e-4
17	49	1.920768307322929e-2	5.319620438934951e-3	1.028854038482423e-2	-1.324137347462184e-3	3.279112406124166e-2	3.349170654952629e-2	7.005825e-4	8.263820549077422e-3	8.964403037362047e-3	7.005825e-4
18	49	1.927437641723356e-2	5.319620438934951e-3	1.059305700146231e-2	-2.700167035638556e-3	3.193304868092031e-2	3.248688682199227e-2	5.538381e-4	7.339051824751800e-3	7.892889965823760e-3	5.538381e-4
19	49	1.933404940923738e-2	5.319620438934951e-3	1.066257466769919e-2	-3.430145068051105e-3	3.136545023984583e-2	3.188609944782041e-2	5.206492e-4	6.711780391673504e-3	7.232429599648083e-3	5.206492e-4
20	49	1.938775510204082e-2	5.319620438934951e-3	1.014581706753143e-2	-3.296810666202628e-3	3.092044737227708e-2	3.155638194230457e-2	6.359346e-4	6.213071831301313e-3	6.849006401328805e-3	6.359346e-4
22	49	1.948051948051948e-2	5.319620438934951e-3	1.028053175187876e-2	-4.130972551867693e-3	3.023624811376988e-2	3.094969911946550e-2	7.134510e-4	5.436108194315446e-3	6.149559200011071e-3	7.134510e-4
23	49	1.952085181898847e-2	5.319620438934951e-3	1.048654116880531e-2	-4.689992059634623e-3	3.011960574378375e-2	3.063702136709411e-2	5.174156e-4	5.279133485860329e-3	5.796549109170687e-3	5.174156e-4
24	49	1.955782312925170e-2	5.319620438934951e-3	1.092084317499841e-2	-4.857760700521448e-3	3.028081841518713e-2	3.094052604266362e-2	6.597076e-4	5.403374847000474e-3	6.063082474476964e-3	6.597076e-4
25	49	1.959183673469388e-2	5.319620438934951e-3	6.413928825645347e-3	-8.908815995583115e-4	2.986303124134973e-2	3.043450439971587e-2	5.714732e-4	4.951574067720900e-3	5.523047226087036e-3	5.714732e-4
26	49	1.962323390894819e-2	5.319620438934951e-3	6.971461921483593e-3	-2.342023559926360e-3	2.891235208914304e-2	2.957229270944038e-2	6.599406e-4	3.969497741259890e-3	4.629438361557233e-3	6.599406e-4
27	49	1.965230536659108e-2	5.319620438934951e-3	7.269509566657880e-3	-3.443970107081229e-3	2.824934061873992e-2	2.879746526510268e-2	5.481246e-4	3.277414813213887e-3	3.825539459576652e-3	5.481246e-4
29	49	1.970443349753695e-2	5.319620438934951e-3	7.570072947947135e-3	-4.731522340234253e-3	2.730960070331817e-2	2.786260454418478e-2	5.530038e-4	2.285546766846273e-3	2.838550607712882e-3	5.530038e-4
30	49	1.972789115646258e-2	5.319620438934951e-3	7.328651271827033e-3	-4.812566756929444e-3	2.692641025768689e-2	2.756359611029513e-2	6.371859e-4	1.878898662289355e-3	2.516084514897589e-3	6.371859e-4
31	49	1.974983541803818e-2	5.319620438934951e-3	7.476562284347545e-3	-5.285993026065781e-3	2.660183796275158e-2	2.726002511525490e-2	6.581872e-4	1.532382105778444e-3	2.190569258281765e-3	6.581872e-4
32	49	1.977040816326531e-2	5.319620438934951e-3	7.735727196846365e-3	-5.886806060007480e-3	2.637706064204209e-2	2.693894973903914e-2	5.618891e-4	1.287032039841831e-3	1.848921136838885e-3	5.618891e-4
33	49	1.978973407544836e-2	5.319620438934951e-3	6.396264074549486e-3	-4.802950828406077e-3	2.615481306646358e-2	2.670266776052672e-2	5.478547e-4	1.045458552080270e-3	1.593313246143409e-3	5.478547e-4
34	49	1.980792316926771e-2	5.319620438934951e-3	6.756104226768878e-3	-5.558643310105142e-3	2.575983406164057e-2	2.632500452486640e-2	5.651705e-4	6.322904534379109e-4	1.197460916663736e-3	5.651705e-4
36	49	1.984126984126984e-2	5.319620438934951e-3	7.034931171657018e-3	-6.364878575307171e-3	2.526265679607657e-2	2.583094287655464e-2	5.682861e-4	1.017665158717787e-4	6.700525963498473e-4	5.682861e-4
37	49	1.985659128516271e-2	5.319620438934951e-3	6.521273093170835e-3	-6.056097307825226e-3	2.509376460461788e-2	2.564138750944327e-2	5.476229e-4	-8.244711947978877e-5	4.651757853456084e-4	5.476229e-4
38	49	1.987110633727175e-2	5.319620438934951e-3	6.854460836014441e-3	-6.595744534325146e-3	2.486820498867030e-2	2.544944307789600e-2	5.812381e-4	-3.225217875363995e-4	2.587163016892955e-4	5.812381e-4
39	49	1.988487702773417e-2	5.319620438934951e-3	7.046620861150084e-3	-6.894612716044629e-3	2.472372098857447e-2	2.535650561177458e-2	6.327846e-4	-4.807764780946477e-4	1.520081451054551e-4	6.327846e-4
40	49	1.989795918367347e-2	5.319620438934951e-3	6.860678352576776e-3	-6.840774922742619e-3	2.457267339468290e-2	2.523748305244258e-2	6.648097e-4	-6.449062279255202e-4	1.990342983415670e-5	6.648097e-4
41	49	1.991040318566451e-2	5.319620438934951e-3	6.774652827261990e-3	-6.979317533553910e-3	2.447095482864606e-2	2.502535891830754e-2	5.544041e-4	-7.590687959534051e-4	-2.046647062919202e-4	5.544041e-4
43	49	1.993355481727575e-2	5.319620438934951e-3	6.976619850907374e-3	-7.296492622736168e-3	2.433449706188310e-2	2.493330248438190e-2	5.988054e-4	-9.186781943275990e-4	-3.198727718287948e-4	5.988054e-4
44	49	1.994434137291280e-2	5.319620438934951e-3	7.168878100474810e-3	-7.453092147684697e-3	2.431767350797382e-2	2.497974776463787e-2	6.620743e-4	-9.462883038739362e-4	-2.842140472098871e-4	6.620743e-4
45	49	1.995464852607710e-2	5.319620438934951e-3	7.262242310457670e-3	-7.617030558448934e-3	2.434220784956823e-2	2.491948071702078e-2	5.772729e-4	-9.320611154438234e-4	-3.547882479912642e-4	5.772729e-4
46	49	1.996450754214730e-2	5.319620438934951e-3	7.453729909953899e-3	-7.792908905758548e-3	2.441633832015893e-2	2.494494898527759e-2	5.286107e-4	-8.677896609233191e-4	-3.391789958046503e-4	5.286107e-4
47	49	1.997394702561876e-2	5.319620438934951e-3	7.697051444670618e-3	-7.860728281307827e-3	2.455609860906749e-2	2.512989062791650e-2	5.737920e-4	-7.374688554862174e-4	-1.636768366372090e-4	5.737920e-4
48	49	1.998299319727891e-2	5.319620438934951e-3	8.027890096362619e-3	-7.831389344723542e-3	2.479650691533340e-2	2.549911438785294e-2	7.026075e-4	-5.061067208804648e-4	1.965007516390755e-4	7.026075e-4
3	50	1.333333333333333e-2	5.213228030156253e-3	2.604128784634942e-2	-3.476677903917502e-310	4.404282602282177e-2	4.458784920983901e-2	5.450232e-4	2.549626465933218e-2	2.604128784634942e-2	5.450232e-4
7	50	1.714285714285714e-2	5.213228030156253e-3	1.892988775902627e-2	-1.189812186714739e-3	3.945035052250103e-2	4.009616074532493e-2	6.458102e-4	1.709426534948764e-2	1.774007557231153e-2	6.458102e-4
9	50	1.777777777777778e-2	5.213228030156253e-3	1.639590081814528e-2	-1.143819385495740e-3	3.740507501408657e-2	3.824308724058358e-2	8.380122e-4	1.441406920615254e-2	1.525208143264954e-2	8.380122e-4
11	50	1.818181818181818e-2	5.213228030156253e-3	1.481293827505699e-2	-1.874578146240884e-3	3.577923621496638e-2	3.633340634079054e-2	5.541701e-4	1.238419000299195e-2	1.293836012881610e-2	5.541701e-4
13	50	1.846153846153846e-2	5.213228030156253e-3	1.262221396705603e-2	-1.033955869735584e-3	3.455281421767455e-2	3.526302458901516e-2	7.102104e-4	1.087804772597983e-2	1.158825809732045e-2	7.102104e-4
17	50	1.882352941176470e-2	5.213228030156253e-3	9.815462099719847e-3	-6.841237712212566e-4	3.259981534502691e-2	3.316809577041955e-2	5.682804e-4	8.563057903105948e-3	9.131338328498590e-3	5.682804e-4
19	50	1.894736842105263e-2	5.213228030156253e-3	1.034257755523077e-2	-2.986467337044504e-3	3.094934568597146e-2	3.151670666939515e-2	5.673610e-4	6.788749234762578e-3	7.356110218186266e-3	5.673610e-4
21	50	1.904761904761905e-2	5.213228030156253e-3	1.010199737945734e-2	-3.747019108377166e-3	3.006458313514996e-2	3.061582534885547e-2	5.512422e-4	5.803736057374662e-3	6.354978271080171e-3	5.512422e-4
23	50	1.913043478260869e-2	5.213228030156253e-3	1.019139043832944e-2	-4.379731817582924e-3	2.956432001296801e-2	3.015532143351146e-2	5.910014e-4	5.220657200203063e-3	5.811658620746511e-3	5.910014e-4
27	50	1.925925925925926e-2	5.213228030156253e-3	6.965172292453468e-3	-2.819945889406480e-3	2.802770521009286e-2	2.861771369246250e-2	5.900085e-4	3.555217920677353e-3	4.145226403046988e-3	5.900085e-4
29	50	1.931034482758621e-2	5.213228030156253e-3	7.252403000317813e-3	-4.197910364148831e-3	2.700236189607765e-2	2.757806549391144e-2	5.757036e-4	2.478789038335189e-3	3.054492636168982e-3	5.757036e-4
31	50	1.935483870967742e-2	5.213228030156253e-3	7.288795433175356e-3	-4.983817264403037e-3	2.627076847020851e-2	2.687304490860599e-2	6.022764e-4	1.702701730374835e-3	2.304978168772318e-3	6.022764e-4
33	50	1.939393939393939e-2	5.213228030156253e-3	7.745417463108584e-3	-5.918747430940912e-3	2.582929734900524e-2	2.643383745626332e-2	6.045401e-4	1.222129924909589e-3	1.826670032167672e-3	6.045401e-4
37	50	1.945945945945946e-2	5.213228030156253e-3	6.983050010975466e-3	-6.364568876169906e-3	2.472719046892160e-2	2.529116862442127e-2	5.639782e-4	5.450297930589067e-5	6.184811348055604e-4	5.639782e-4
39	50	1.948717948717949e-2	5.213228030156253e-3	6.654341306466507e-3	-6.427824282219902e-3	2.434391818133826e-2	2.492692454158234e-2	5.830064e-4	-3.564893359974782e-4	2.265170242466046e-4	5.830064e-4
41	50	1.951219512195122e-2	5.213228030156253e-3	6.704842063768613e-3	-6.781247193134239e-3	2.406955281503491e-2	2.464901802274184e-2	5.794652e-4	-6.558703370725664e-4	-7.640512936562680e-5	5.794652e-4
43	50	1.953488372093023e-2	5.213228030156253e-3	6.743079480572948e-3	-7.042855190960100e-3	2.389941979171583e-2	2.444833604069933e-2	5.489162e-4	-8.486919593706537e-4	-2.997757103871520e-4	5.489162e-4
47	50	1.957446808510638e-2	5.213228030156253e-3	7.326335498697285e-3	-7.643912568939382e-3	2.394287758244090e-2	2.447011904502054e-2	5.272415e-4	-8.448185328217379e-4	-3.175770702420974e-4	5.272415e-4
49	50	1.959183673469388e-2	5.213228030156253e-3	7.875371147875411e-3	-7.673282749914922e-3	2.431512115729382e-2	2.500715316281062e-2	6.920320e-4	-4.899436075563108e-4	2.020883979604878e-4	6.920320e-4
2	51	9.803921568627451e-3	5.111007872702208e-3	2.953233761738741e-2	2.607508427938127e-309	4.409800761771145e-2	4.444726705871707e-2	3.492594e-4	2.918307817638179e-2	2.953233761738741e-2	3.492594e-4
4	51	1.470588235294118e-2	5.111007872702208e-3	2.301434402451183e-2	2.781342323134002e-309	4.218941012058196e-2	4.283123425015521e-2	6.418241e-4	2.237251989493857e-2	2.301434402451183e-2	6.418241e-4
5	51	1.568627450980392e-2	5.111007872702208e-3	2.143901528433238e-2	-8.412609472618279e-4	4.100046156874523e-2	4.139503671957669e-2	3.945752e-4	2.020317918623910e-2	2.059775433707055e-2	3.945752e-4
7	51	1.680672268907563e-2	5.111007872702208e-3	1.846940307024660e-2	-1.105963469333324e-3	3.876865663373470e-2	3.928117016269111e-2	5.125135e-4	1.685092607195686e-2	1.736343960091328e-2	5.125135e-4
8	51	1.715686274509804e-2	5.111007872702208e-3	1.727028277940676e-2	-1.186555570680664e-3	3.777043943637127e-2	3.835159782652635e-2	5.811584e-4	1.550256881857102e-2	1.608372720872610e-2	5.811584e-4
10	51	1.764705882352941e-2	5.111007872702208e-3	1.605211128038819e-2	-1.966641070467229e-3	3.631086408535075e-2	3.684353690615257e-2	5.326728e-4	1.355279738911913e-2	1.408547020992095e-2	5.326728e-4
11	51	1.782531194295900e-2	5.111007872702208e-3	1.437946158234204e-2	-1.607433789359724e-3	3.526922388513066e-2	3.570834760864353e-2	4.391237e-4	1.233290406946945e-2	1.277202779298232e-2	4.391237e-4
13	51	1.809954751131222e-2	5.111007872702208e-3	1.216378600082466e-2	-5.364174320126116e-4	3.427258283331889e-2	3.483792395282648e-2	5.653411e-4	1.106202744930446e-2	1.162736856881205e-2	5.653411e-4
14	51	1.820728291316527e-2	5.111007872702208e-3	1.245399994705663e-2	-2.022235778927967e-3	3.324789728488475e-2	3.375005495399613e-2	5.021577e-4	9.929606499017279e-3	1.043176416812866e-2	5.021577e-4
16	51	1.838235294117647e-2	5.111007872702208e-3	1.235961795768565e-2	-3.058302991607017e-3	3.230630421360429e-2	3.279467577995731e-2	4.883716e-4	8.812943399725609e-3	9.301314966078632e-3	4.883716e-4
19	51	1.857585139318885e-2	5.111007872702208e-3	1.031266675288682e-2	-2.871777467820109e-3	3.057737272978103e-2	3.112774855095777e-2	5.503758e-4	6.890513463889964e-3	7.440889285066708e-3	5.503758e-4
20	51	1.862745098039216e-2	5.111007872702208e-3	1.032315074289931e-2	-3.462074774087358e-3	3.009314057087560e-2	3.059953482190632e-2	5.063943e-4	6.354681717781240e-3	6.861075968811952e-3	5.063943e-4
22	51	1.871657754010695e-2	5.111007872702208e-3	9.709771079265125e-3	-3.652040442606494e-3	2.932156061711394e-2	2.988531604946779e-2	5.637554e-4	5.493975204304783e-3	6.057730636658631e-3	5.637554e-4
23	51	1.875532821824382e-2	5.111007872702208e-3	9.907276849325922e-3	-4.028726322113198e-3	2.906612625843425e-2	2.974488661815875e-2	6.787604e-4	5.199790167488227e-3	5.878550527212724e-3	6.787604e-4
25	51	1.882352941176470e-2	5.111007872702208e-3	1.050607614831475e-2	-4.666718228201540e-3	2.913322049417762e-2	2.977389520458013e-2	6.406747e-4	5.198683209710701e-3	5.839357920113215e-3	6.406747e-4
26	51	1.885369532428356e-2	5.111007872702208e-3	6.147005504063131e-3	-8.244936351640802e-4	2.874586292734836e-2	2.928721506588482e-2	5.413521e-4	4.781159730362593e-3	5.322511868899051e-3	5.413521e-4
