a	b	strip	stirling_b	ft_a	tsum_delta	formula	lhs	identity_err	gap_algebraic	gap_numerical	gap_match
3	97	6.872852233676976e-3	2.687230943379512e-3	1.675200602065254e-2	3.476677903917502e-310	2.612651727052319e-2	2.631208919770902e-2	1.855719e-4	1.656643409346670e-2	1.675200602065254e-2	1.855719e-4
4	97	7.731958762886598e-3	2.687230943379512e-3	1.535488802122481e-2	1.390671161567001e-309	2.550369295013277e-2	2.577407772749091e-2	2.703848e-4	1.508450324386666e-2	1.535488802122481e-2	2.703848e-4
5	97	8.247422680412371e-3	2.687230943379512e-3	1.422960038309831e-2	-6.953355807835004e-310	2.485755855095929e-2	2.516425400689019e-2	3.066955e-4	1.392290492716740e-2	1.422960038309831e-2	3.066955e-4
6	97	8.591065292096221e-3	2.687230943379512e-3	1.343779929345017e-2	-6.953355807835004e-310	2.428246588981766e-2	2.471609552892590e-2	4.336296e-4	1.300416965434193e-2	1.343779929345017e-2	4.336296e-4
7	97	8.836524300441826e-3	2.687230943379512e-3	1.245565739177249e-2	5.041182960680378e-309	2.373869122695652e-2	2.397941263559383e-2	2.407214e-4	1.221493598313518e-2	1.245565739177249e-2	2.407214e-4
8	97	9.020618556701030e-3	2.687230943379512e-3	1.212654379517263e-2	-1.390671161567001e-309	2.324433069572060e-2	2.383439329525317e-2	5.900626e-4	1.153648119564006e-2	1.212654379517263e-2	5.900626e-4
9	97	9.163802978235968e-3	2.687230943379512e-3	1.129480979436306e-2	-1.849699084138270e-4	2.274806808800511e-2	2.296087380756472e-2	2.128057e-4	1.089703416638963e-2	1.110983988594924e-2	2.128057e-4
10	97	9.278350515463918e-3	2.687230943379512e-3	1.085124969412329e-2	-2.624155938316794e-4	2.230346383668794e-2	2.255441555913503e-2	2.509517e-4	1.033788237784451e-2	1.058883410029161e-2	2.509517e-4
11	97	9.372071227741330e-3	2.687230943379512e-3	1.031000986362660e-2	-1.892059704304699e-4	2.193114259175218e-2	2.218010606431697e-2	2.489635e-4	9.871840420631339e-3	1.012080389319613e-2	2.489635e-4
12	97	9.450171821305841e-3	2.687230943379512e-3	1.037047406592687e-2	-5.515346550201020e-4	2.162244292769059e-2	2.195634217559212e-2	3.338992e-4	9.485040163005234e-3	9.818939410906767e-3	3.338992e-4
13	97	9.516256938937350e-3	2.687230943379512e-3	9.678964938552925e-3	-5.027377493140482e-4	2.117451690095668e-2	2.137971507155574e-2	2.051982e-4	8.971029018639819e-3	9.176227189238877e-3	2.051982e-4
14	97	9.572901325478646e-3	2.687230943379512e-3	9.022122458086935e-3	-1.014268476248051e-4	2.096702780142513e-2	2.118082787932029e-2	2.138001e-4	8.706895532566979e-3	8.920695610462132e-3	2.138001e-4
15	97	9.621993127147767e-3	2.687230943379512e-3	9.027482643006471e-3	-5.704784833737293e-4	2.053725761856097e-2	2.076622823016002e-2	2.289706e-4	8.228033548033689e-3	8.457004159632742e-3	2.289706e-4
16	97	9.664948453608248e-3	2.687230943379512e-3	9.206580376392269e-3	-7.025017678177704e-4	2.039863676942104e-2	2.085625800556226e-2	4.576212e-4	8.046457372433280e-3	8.504078608574498e-3	4.576212e-4
17	97	9.702850212249849e-3	2.687230943379512e-3	8.428827785161167e-3	-4.297946070827741e-4	1.997062417777691e-2	2.038911433370775e-2	4.184902e-4	7.580543022147553e-3	7.999033178078393e-3	4.184902e-4
18	97	9.736540664375716e-3	2.687230943379512e-3	8.342777339217795e-3	-8.101810879723831e-4	1.969670624626580e-2	1.995636785900064e-2	2.596616e-4	7.272934638510576e-3	7.532596251245412e-3	2.596616e-4
19	97	9.766684753119913e-3	2.687230943379512e-3	8.439802098386821e-3	-1.032890453626305e-3	1.957873589330468e-2	1.986082734125994e-2	2.820914e-4	7.124820196805257e-3	7.406911644760516e-3	2.820914e-4
20	97	9.793814432989691e-3	2.687230943379512e-3	7.514796698719346e-3	-4.170547690894113e-4	1.928730526500829e-2	1.957878730599914e-2	2.914820e-4	6.806259888639084e-3	7.097741929629935e-3	2.914820e-4
21	97	9.818360333824251e-3	2.687230943379512e-3	7.583452448385303e-3	-8.710741781557519e-4	1.896716060643982e-2	1.921796954743332e-2	2.508089e-4	6.461569329236056e-3	6.712378270229551e-3	2.508089e-4
22	97	9.840674789128397e-3	2.687230943379512e-3	7.498433510216462e-3	-9.379162781094431e-4	1.875091562137440e-2	1.908842296461493e-2	3.375073e-4	6.223009888866493e-3	6.560517232107019e-3	3.375073e-4
23	97	9.861048857014791e-3	2.687230943379512e-3	7.515909958678193e-3	-1.176672019823988e-3	1.860150124256911e-2	1.888751773924851e-2	2.860165e-4	6.053221442174811e-3	6.339237938854205e-3	2.860165e-4
24	97	9.879725085910653e-3	2.687230943379512e-3	7.709540154217847e-3	-1.237852437059161e-3	1.862013331693030e-2	1.903864374644885e-2	4.185104e-4	6.053177287640136e-3	6.471687717158686e-3	4.185104e-4
25	97	9.896907216494845e-3	2.687230943379512e-3	6.472642598045026e-3	-4.264273204261682e-4	1.827598575022982e-2	1.863035343749321e-2	3.543677e-4	5.691847590355461e-3	6.046215277618858e-3	3.543677e-4
26	97	9.912767644726407e-3	2.687230943379512e-3	6.571671260641745e-3	-8.496846168794724e-4	1.796885618022365e-2	1.832198523186819e-2	3.531291e-4	5.368857592117736e-3	5.721986643762272e-3	3.531291e-4
27	97	9.927453226422299e-3	2.687230943379512e-3	6.586831178406124e-3	-1.193587996367936e-3	1.775598497971575e-2	1.800792735184000e-2	2.519424e-4	5.141300809913937e-3	5.393243182038188e-3	2.519424e-4
28	97	9.941089837997054e-3	2.687230943379512e-3	6.392822495825261e-3	-1.174878549763373e-3	1.759583458002418e-2	1.784626472743845e-2	2.504301e-4	4.967513798647610e-3	5.217943946061889e-3	2.504301e-4
29	97	9.953785993601137e-3	2.687230943379512e-3	6.549098814977954e-3	-1.446573363989899e-3	1.743780502708294e-2	1.774354238796870e-2	3.057374e-4	4.796788090102286e-3	5.102525450988054e-3	3.057374e-4
30	97	9.965635738831614e-3	2.687230943379512e-3	6.469560804589068e-3	-1.537568197373138e-3	1.732191122522925e-2	1.758485928942706e-2	2.629481e-4	4.669044543018121e-3	4.931992607215930e-3	2.629481e-4
31	97	9.976720984369804e-3	2.687230943379512e-3	6.570146556680785e-3	-1.668161588242825e-3	1.727309855240149e-2	1.756593689618727e-2	2.928383e-4	4.609146624652179e-3	4.901984968437960e-3	2.928383e-4
32	97	9.987113402061855e-3	2.687230943379512e-3	6.765270714668882e-3	-1.692987469519666e-3	1.734654221116179e-2	1.774662759059058e-2	4.000854e-4	4.672197865720417e-3	5.072283245149216e-3	4.000854e-4
33	97	9.996875976257419e-3	2.687230943379512e-3	5.068494314636757e-3	-3.627628450182723e-4	1.708964675943612e-2	1.738983838925541e-2	3.001916e-4	4.405539839799185e-3	4.705731469618484e-3	3.001916e-4
34	97	1.000606428138266e-2	2.687230943379512e-3	5.237492740263939e-3	-8.131441712534987e-4	1.676715698652614e-2	1.711764379377261e-2	3.504868e-4	4.073861761763971e-3	4.424348569010441e-3	3.504868e-4
35	97	1.001472754050074e-2	2.687230943379512e-3	5.342170912109812e-3	-1.163610026581381e-3	1.653560104059925e-2	1.688051936940868e-2	3.449183e-4	3.833642556719000e-3	4.178560885528431e-3	3.449183e-4
36	97	1.002290950744559e-2	2.687230943379512e-3	5.398451088709788e-3	-1.472793041503729e-3	1.635329106207974e-2	1.663579849803116e-2	2.825074e-4	3.643150611254639e-3	3.925658047206059e-3	2.825074e-4
37	97	1.003064920590694e-2	2.687230943379512e-3	5.341548780198327e-3	-1.579349476649394e-3	1.619495590129435e-2	1.648007945283538e-2	2.851236e-4	3.477075752007897e-3	3.762199303548932e-3	2.851236e-4
38	97	1.003798155181769e-2	2.687230943379512e-3	5.420634919596824e-3	-1.812868097189348e-3	1.607038872117607e-2	1.633297931760468e-2	2.625906e-4	3.345176225978872e-3	3.607766822407476e-3	2.625906e-4
39	97	1.004493787998943e-2	2.687230943379512e-3	5.008189881447868e-3	-1.488754224738862e-3	1.598310552657627e-2	1.625160448007795e-2	2.684990e-4	3.250936703207328e-3	3.519435656709006e-3	2.684990e-4
40	97	1.005154639175258e-2	2.687230943379512e-3	5.155853666561902e-3	-1.771116854834601e-3	1.581907652597039e-2	1.612351414685939e-2	3.044376e-4	3.080299190838297e-3	3.384736811727301e-3	3.044376e-4
41	97	1.005783253708826e-2	2.687230943379512e-3	5.237181384194376e-3	-1.978711025518999e-3	1.571039089173010e-2	1.600353383914315e-2	2.931429e-4	2.965327411262328e-3	3.258470358675377e-3	2.931429e-4
42	97	1.006381934216986e-2	2.687230943379512e-3	5.138135572234213e-3	-1.951684459035260e-3	1.562100731904710e-2	1.593750139874832e-2	3.164941e-4	2.869957033497732e-3	3.186451113198953e-3	3.164941e-4
43	97	1.006952769120115e-2	2.687230943379512e-3	5.260647927582680e-3	-2.117236989034996e-3	1.554545240080143e-2	1.590016957312835e-2	3.547172e-4	2.788693766220767e-3	3.143410938547684e-3	3.547172e-4
44	97	1.007497656982193e-2	2.687230943379512e-3	5.258060489841286e-3	-2.156321639142725e-3	1.548400713758136e-2	1.586394636390000e-2	3.799392e-4	2.721799624379922e-3	3.101738850698561e-3	3.799392e-4
45	97	1.008018327605957e-2	2.687230943379512e-3	5.260864194591700e-3	-2.310223953380334e-3	1.544524864388863e-2	1.571805446065044e-2	2.728058e-4	2.677834424449554e-3	2.950640241211366e-3	2.728058e-4
46	97	1.008516360376513e-2	2.687230943379512e-3	5.324470097526054e-3	-2.407865825887752e-3	1.543722053324155e-2	1.568899881878294e-2	2.517783e-4	2.664825986096916e-3	2.916604271638301e-3	2.517783e-4
47	97	1.008993200263216e-2	2.687230943379512e-3	5.442570770991632e-3	-2.451065331712763e-3	1.546904587642227e-2	1.576866838529054e-2	2.996225e-4	2.691882930410605e-3	2.991505439278869e-3	2.996225e-4
48	97	1.009450171821306e-2	2.687230943379512e-3	5.619063849476440e-3	-2.445298605718895e-3	1.557303572892737e-2	1.595549790535012e-2	3.824622e-4	2.791303067334799e-3	3.173765243757546e-3	3.824622e-4
49	97	1.009888491479066e-2	2.687230943379512e-3	3.122096459159260e-3	-2.348136435416324e-4	1.546021985384427e-2	1.567339867378780e-2	2.131788e-4	2.674103995674100e-3	2.887282815617627e-3	2.131788e-4
50	97	1.010309278350515e-2	2.687230943379512e-3	3.337939300741323e-3	-6.593228103265247e-4	1.514063905832180e-2	1.546894021729946e-2	3.283012e-4	2.350315331437139e-3	2.678616490414798e-3	3.283012e-4
51	97	1.010713563776026e-2	2.687230943379512e-3	3.485728760538714e-3	-1.027961027302231e-3	1.489922905444073e-2	1.525213431437625e-2	3.529053e-4	2.104862473300963e-3	2.457767733236483e-3	3.529053e-4
52	97	1.011102299762094e-2	2.687230943379512e-3	3.576132740712430e-3	-1.345445712944437e-3	1.469984617247052e-2	1.502894096876844e-2	3.290948e-4	1.901592231470069e-3	2.230687027767993e-3	3.290948e-4
53	97	1.011476366465668e-2	2.687230943379512e-3	3.610247730578420e-3	-1.618973850368612e-3	1.453039384395035e-2	1.479326848824600e-2	2.628746e-4	1.728399235914155e-3	1.991273880209808e-3	2.628746e-4
54	97	1.011836578846888e-2	2.687230943379512e-3	3.638702414585512e-3	-1.779474006853295e-3	1.438165646999829e-2	1.466482513958061e-2	2.831687e-4	1.576059738149896e-3	1.859228407732217e-3	2.831687e-4
55	97	1.012183692596064e-2	2.687230943379512e-3	3.761747222542471e-3	-2.027507070188305e-3	1.424584178245863e-2	1.454330802169431e-2	2.974662e-4	1.436773913118480e-3	1.734240152354166e-3	2.974662e-4
56	97	1.012518409425626e-2	2.687230943379512e-3	3.713809902173276e-3	-2.105209710412095e-3	1.412200384714405e-2	1.442101522939695e-2	2.990114e-4	1.309588809508281e-3	1.608600191761180e-3	2.990114e-4
57	97	1.012841381805028e-2	2.687230943379512e-3	3.797607800196435e-3	-2.315666428915989e-3	1.401075729469448e-2	1.429758613271024e-2	2.868288e-4	1.195112533264686e-3	1.481941371280446e-3	2.868288e-4
58	97	1.013153217205830e-2	2.687230943379512e-3	3.920316998227690e-3	-2.487021082554397e-3	1.392772781808052e-2	1.425205903111111e-2	3.243312e-4	1.108964702642708e-3	1.433295915673293e-3	3.243312e-4
59	97	1.013454481915079e-2	2.687230943379512e-3	3.673112954728704e-3	-2.352293819158788e-3	1.381247894819103e-2	1.414259489810022e-2	3.301159e-4	9.907031856607239e-4	1.320819135569916e-3	3.301159e-4
60	97	1.013745704467354e-2	2.687230943379512e-3	3.751008106772247e-3	-2.544774407877369e-3	1.371482982379423e-2	1.403092168694793e-2	3.160919e-4	8.901418357411812e-4	1.206233698894877e-3	3.160919e-4
61	97	1.014027378739226e-2	2.687230943379512e-3	3.743500853772468e-3	-2.606917487785379e-3	1.363181368266845e-2	1.396408809675886e-2	3.322744e-4	8.043089518966831e-4	1.136583365987089e-3	3.322744e-4
62	97	1.014299966744263e-2	2.687230943379512e-3	3.801964666932733e-3	-2.775762826285467e-3	1.355775957291709e-2	1.385643245146941e-2	2.986729e-4	7.275289620949463e-4	1.026201840647265e-3	2.986729e-4
63	97	1.014563901161839e-2	2.687230943379512e-3	3.882905366741253e-3	-2.928451096319680e-3	1.349933318297018e-2	1.378732422541948e-2	2.879910e-4	6.664632279722762e-4	9.544542704215724e-4	2.879910e-4
64	97	1.014819587628866e-2	2.687230943379512e-3	3.991210607666561e-3	-3.048807066538547e-3	1.346566436662480e-2	1.377783036079619e-2	3.121660e-4	6.302375469566284e-4	9.424035411280137e-4	3.121660e-4
65	97	1.015067406819984e-2	2.687230943379512e-3	3.172448129296441e-3	-2.351686532578811e-3	1.341515492967837e-2	1.365866660829698e-2	2.435117e-4	5.772499180990215e-4	8.207615967176298e-4	2.435117e-4
66	97	1.015307716338644e-2	2.687230943379512e-3	3.318534060857099e-3	-2.569315693451524e-3	1.328561402888245e-2	1.358952647417153e-2	3.039124e-4	4.453059221165006e-4	7.492183674055752e-4	3.039124e-4
67	97	1.015540852438837e-2	2.687230943379512e-3	3.412103987104490e-3	-2.756460948570791e-3	1.318884071961927e-2	1.349828250630158e-2	3.094418e-4	3.462012518513912e-4	6.556430385336993e-4	3.094418e-4
68	97	1.015767131594906e-2	2.687230943379512e-3	3.423145965284003e-3	-2.852611423450878e-3	1.310915895141578e-2	1.341543680116170e-2	3.062778e-4	2.642566920872061e-4	5.705345418331255e-4	3.062778e-4
69	97	1.015986851934857e-2	2.687230943379512e-3	3.531866107109646e-3	-3.007026565615376e-3	1.303964287840959e-2	1.337193900422235e-2	3.322961e-4	1.925434156815043e-4	5.248395414942701e-4	3.322961e-4
70	97	1.016200294550810e-2	2.687230943379512e-3	3.497904992238679e-3	-3.035185955749166e-3	1.297316267155998e-2	1.331195292537712e-2	3.387903e-4	1.239287826723691e-4	4.627190364895128e-4	3.387903e-4
71	97	1.016407724698708e-2	2.687230943379512e-3	3.546962514042078e-3	-3.178845956902832e-3	1.291634977349053e-2	1.321942474750583e-2	3.030750e-4	6.504158312393934e-5	3.681165571392456e-4	3.030750e-4
72	97	1.016609392898053e-2	2.687230943379512e-3	3.623357310035378e-3	-3.306651621593214e-3	1.287321539927583e-2	1.317003056080220e-2	2.968152e-4	1.989052691578744e-5	3.167056884421641e-4	2.968152e-4
73	97	1.016805535941251e-2	2.687230943379512e-3	3.255737364006089e-3	-3.019035558416733e-3	1.283597665304359e-2	1.309198810838138e-2	2.560115e-4	-1.930964974843174e-5	2.367018055893569e-4	2.560115e-4
74	97	1.016996377821120e-2	2.687230943379512e-3	3.376106246271276e-3	-3.174059045981073e-3	1.276115130236873e-2	1.305924192188091e-2	2.980906e-4	-9.604341922198372e-5	2.020472002902028e-4	2.980906e-4
75	97	1.017182130584192e-2	2.687230943379512e-3	3.436430053985476e-3	-3.305467856688985e-3	1.270670486924076e-2	1.299001444651793e-2	2.833096e-4	-1.523473799806796e-4	1.309621972964911e-4	2.833096e-4
76	97	1.017362995116658e-2	2.687230943379512e-3	3.466385392862915e-3	-3.354936072111145e-3	1.266091146437695e-2	1.297231021529786e-2	3.113988e-4	-1.999494301691393e-4	1.114493207517701e-4	3.113988e-4
77	97	1.017539161869059e-2	2.687230943379512e-3	3.537686458432285e-3	-3.463248120276516e-3	1.262498218523111e-2	1.293706090022587e-2	3.120787e-4	-2.376403768389876e-4	7.443833815576909e-5	3.120787e-4
78	97	1.017710811525245e-2	2.687230943379512e-3	3.363353223132350e-3	-3.314180357956831e-3	1.258990874102319e-2	1.291351192380748e-2	3.236032e-4	-2.744303176087648e-4	4.917286517551865e-5	3.236032e-4
79	97	1.017878115620514e-2	2.687230943379512e-3	3.449718976806994e-3	-3.435475503335908e-3	1.254669609517971e-2	1.288025557305574e-2	3.335595e-4	-3.193160044049443e-4	1.424347347108597e-5	3.335595e-4
80	97	1.018041237113402e-2	2.687230943379512e-3	3.492596486574163e-3	-3.546425949273073e-3	1.251497898061582e-2	1.281381385181462e-2	2.988349e-4	-3.526643338977102e-4	-5.382946269891017e-5	2.988349e-4
81	97	1.018200330915107e-2	2.687230943379512e-3	3.399907472239464e-3	-3.507362944087649e-3	1.249283776612485e-2	1.276177878068240e-2	2.689410e-4	-3.763964864057400e-4	-1.074554718481848e-4	2.689410e-4
82	97	1.018355544380186e-2	2.687230943379512e-3	3.503482336933851e-3	-3.611202736197594e-3	1.246209621306224e-2	1.276306598791763e-2	3.009698e-4	-4.086901741191329e-4	-1.077203992637424e-4	3.009698e-4
83	97	1.018507017761769e-2	2.687230943379512e-3	3.570940685065732e-3	-3.696412791928675e-3	1.244450963598577e-2	1.274682901413426e-2	3.023194e-4	-4.277914850114261e-4	-1.254721068629424e-4	3.023194e-4
84	97	1.018654884634266e-2	2.687230943379512e-3	3.534181512767677e-3	-3.680008751748170e-3	1.242430409219535e-2	1.272795255074168e-2	3.036485e-4	-4.494756975268206e-4	-1.458272389804929e-4	3.036485e-4
85	97	1.018799272286234e-2	2.687230943379512e-3	3.508848264500593e-3	-3.675913286000611e-3	1.241358975351963e-2	1.270815864474184e-2	2.945689e-4	-4.616339127222178e-4	-1.670650215000174e-4	2.945689e-4
86	97	1.018940302085831e-2	2.687230943379512e-3	3.596368404346282e-3	-3.749992405326050e-3	1.240385600272288e-2	1.272300996325805e-2	3.191540e-4	-4.727779615149401e-4	-1.536240009797680e-4	3.191540e-4
87	97	1.019078089821069e-2	2.687230943379512e-3	3.611325222211954e-3	-3.758286016550682e-3	1.239993189461478e-2	1.273105104725147e-2	3.311192e-4	-4.780799469754191e-4	-1.469607943387279e-4	3.311192e-4
88	97	1.019212746016870e-2	2.687230943379512e-3	3.648232990050060e-3	-3.776146695351786e-3	1.240175629787655e-2	1.275144469824648e-2	3.496884e-4	-4.776021056716578e-4	-1.279137053017257e-4	3.496884e-4
89	97	1.019344376230743e-2	2.687230943379512e-3	3.659386976542605e-3	-3.842855148874527e-3	1.240933467496323e-2	1.269720653335501e-2	2.878719e-4	-4.713400307237066e-4	-1.834681723319223e-4	2.878719e-4
90	97	1.019473081328751e-2	2.687230943379512e-3	3.727868772569616e-3	-3.896159230288118e-3	1.242279632683435e-2	1.271367129894852e-2	2.908750e-4	-4.591654298326760e-4	-1.682904577185016e-4	2.908750e-4
91	97	1.019598957743288e-2	2.687230943379512e-3	3.759021928713976e-3	-3.934724275677206e-3	1.244348406857418e-2	1.270751817384916e-2	2.640341e-4	-4.397364522382123e-4	-1.757023469632290e-4	2.640341e-4
92	97	1.019722097714030e-2	2.687230943379512e-3	3.821193362588927e-3	-3.959324248949714e-3	1.247240670175088e-2	1.274632103415902e-2	2.739143e-4	-4.120452187689238e-4	-1.381308863607870e-4	2.739143e-4
93	97	1.019842589513358e-2	2.687230943379512e-3	3.884712249341652e-3	-3.970690413337369e-3	1.251134055881228e-2	1.279967867451737e-2	2.883381e-4	-3.743162797008134e-4	-8.597816399571753e-5	2.883381e-4
94	97	1.019960517657381e-2	2.687230943379512e-3	3.962146523528886e-3	-3.969514001092557e-3	1.256265072290783e-2	1.287946864238965e-2	3.168179e-4	-3.241853970454889e-4	-7.367477563670938e-6	3.168179e-4
95	97	1.020075963103635e-2	2.687230943379512e-3	4.054541114066226e-3	-3.956448693714896e-3	1.263072426106784e-2	1.298608299476720e-2	3.553587e-4	-2.572663133480246e-4	9.809242035133081e-5	3.553587e-4
96	97	1.020189003436426e-2	2.687230943379512e-3	4.171310975229104e-3	-3.932112927819942e-3	1.272489476009755e-2	1.312831902515293e-2	4.034243e-4	-1.642262176462214e-4	2.391980474091621e-4	4.034243e-4
3	98	6.802721088435374e-3	2.659810219467476e-3	1.659278165221081e-2	-1.607963530561845e-309	2.591212013228827e-2	2.605531296011366e-2	1.431928e-4	1.644958882438542e-2	1.659278165221081e-2	1.431928e-4
5	98	8.163265306122450e-3	2.659810219467476e-3	1.410913595582997e-2	9.126279497783443e-310	2.465607902866281e-2	2.493221148141989e-2	2.761325e-4	1.383300350307288e-2	1.410913595582997e-2	2.761325e-4
9	98	9.070294784580499e-3	2.659810219467476e-3	1.113850884007624e-2	-9.732595735017644e-5	2.260613029442231e-2	2.277128788677404e-2	1.651576e-4	1.087602529037434e-2	1.104118288272606e-2	1.651576e-4
11	98	9.276437847866420e-3	2.659810219467476e-3	1.015383519268196e-2	-9.837060722159167e-5	2.180648199317210e-2	2.199171265279426e-2	1.852307e-4	9.870233925838209e-3	1.005546458546036e-2	1.852307e-4
13	98	9.419152276295133e-3	2.659810219467476e-3	9.715582705152831e-3	-4.501532230286287e-4	2.101047582970710e-2	2.134439197788681e-2	3.339161e-4	8.931513333944490e-3	9.265429482124202e-3	3.339161e-4
15	98	9.523809523809525e-3	2.659810219467476e-3	9.101839843742614e-3	-5.178921127355389e-4	2.037968328409116e-2	2.076756747428407e-2	3.878842e-4	8.196063540814156e-3	8.583947731007076e-3	3.878842e-4
17	98	9.603841536614645e-3	2.659810219467476e-3	8.333881925208451e-3	-3.524546571483700e-4	1.983739320388747e-2	2.024507902414220e-2	4.076858e-4	7.573741447805353e-3	7.981427268060080e-3	4.076858e-4
19	98	9.667024704618690e-3	2.659810219467476e-3	8.306993682733870e-3	-1.005226035704111e-3	1.938413951090639e-2	1.962860257111592e-2	2.444631e-4	7.057304586820226e-3	7.301767647029759e-3	2.444631e-4
23	98	9.760425909494233e-3	2.659810219467476e-3	7.449884183712847e-3	-1.126376182967635e-3	1.844287545307584e-2	1.874374412970692e-2	3.008687e-4	6.022639324114131e-3	6.323508000745211e-3	3.008687e-4
25	98	9.795918367346938e-3	2.659810219467476e-3	6.340616742582766e-3	-2.896859731566579e-4	1.820276748628884e-2	1.850665935624052e-2	3.038919e-4	5.747038899474430e-3	6.050930769426108e-3	3.038919e-4
27	98	9.826152683295541e-3	2.659810219467476e-3	6.510557037929037e-3	-1.088411258993885e-3	1.763044480650649e-2	1.790810868169817e-2	2.776639e-4	5.144481903743474e-3	5.422145778935152e-3	2.776639e-4
29	98	9.852216748768473e-3	2.659810219467476e-3	6.421844367256243e-3	-1.367392138697590e-3	1.729616081660990e-2	1.756647919679460e-2	2.703184e-4	4.784133848373953e-3	5.054452228558653e-3	2.703184e-4
31	98	9.874917709019092e-3	2.659810219467476e-3	6.451780134572980e-3	-1.622367516695827e-3	1.710707621850853e-2	1.736414054636372e-2	2.570643e-4	4.572348290021966e-3	4.829412617877153e-3	2.570643e-4
33	98	9.894867037724181e-3	2.659810219467476e-3	4.912529644179781e-3	-1.842635502573918e-4	1.706918686241312e-2	1.728294335111405e-2	2.137565e-4	4.514509605221461e-3	4.728266093922390e-3	2.137565e-4
37	98	9.928295642581356e-3	2.659810219467476e-3	5.237104577239713e-3	-1.452374681146512e-3	1.609349261180077e-2	1.637283575814203e-2	2.793431e-4	3.505386749751938e-3	3.784729896093201e-3	2.793431e-4
39	98	9.942438513867086e-3	2.659810219467476e-3	5.487294242380343e-3	-1.893246324818420e-3	1.587160005564744e-2	1.619629665089648e-2	3.246966e-4	3.269351322312878e-3	3.594047917561924e-3	3.246966e-4
41	98	9.955201592832254e-3	2.659810219467476e-3	5.130450174809208e-3	-1.881015357852028e-3	1.559388686488326e-2	1.586444662925691e-2	2.705598e-4	2.978875052583530e-3	3.249434816957180e-3	2.705598e-4
43	98	9.966777408637873e-3	2.659810219467476e-3	5.133518287459473e-3	-2.031016872591530e-3	1.541538556976862e-2	1.572908904297329e-2	3.137035e-4	2.788797941663269e-3	3.102501414867944e-3	3.137035e-4
45	98	9.977324263038548e-3	2.659810219467476e-3	5.189914337263852e-3	-2.222580002316683e-3	1.530349673669795e-2	1.560446881745319e-2	3.009721e-4	2.666362254191929e-3	2.967334334947169e-3	3.009721e-4
47	98	9.986973512809380e-3	2.659810219467476e-3	5.332234120260196e-3	-2.411915471274120e-3	1.529214048998305e-2	1.556710238126293e-2	2.749619e-4	2.645356757706199e-3	2.920318648986076e-3	2.749619e-4
51	98	1.000400160064026e-2	2.659810219467476e-3	3.374206592402433e-3	-8.341898013964097e-4	1.486698486724731e-2	1.520382861111376e-2	3.368437e-4	2.203173047139576e-3	2.540016791006023e-3	3.368437e-4
53	98	1.001155179052753e-2	2.659810219467476e-3	3.568931975243018e-3	-1.460228128545628e-3	1.447115215504120e-2	1.478006585669240e-2	3.089137e-4	1.799790145046189e-3	2.108703846697390e-3	3.089137e-4
55	98	1.001855287569573e-2	2.659810219467476e-3	3.671968245527199e-3	-1.874672668561650e-3	1.417328147796730e-2	1.447565867212876e-2	3.023772e-4	1.494918382804088e-3	1.797295576965549e-3	3.023772e-4
57	98	1.002506265664160e-2	2.659810219467476e-3	3.725457591185540e-3	-2.175792178607232e-3	1.393145095641144e-2	1.423453828868739e-2	3.030873e-4	1.246578080302364e-3	1.549665412578308e-3	3.030873e-4
59	98	1.003113109650640e-2	2.659810219467476e-3	3.537204481557964e-3	-2.196418891157685e-3	1.374811598532331e-2	1.403172690637415e-2	2.836109e-4	1.057174669349437e-3	1.340785590400280e-3	2.836109e-4
61	98	1.003680160588826e-2	2.659810219467476e-3	3.752896237817770e-3	-2.581940863056381e-3	1.354606312968544e-2	1.386756720011712e-2	3.215041e-4	8.494513043297103e-4	1.170955374761389e-3	3.215041e-4
65	98	1.004709576138148e-2	2.659810219467476e-3	4.009016332412623e-3	-3.051018996224625e-3	1.332950720354285e-2	1.366490331703695e-2	3.353961e-4	6.226012226938977e-4	9.579973361879986e-4	3.353961e-4
67	98	1.005178190679257e-2	2.659810219467476e-3	3.323796353626730e-3	-2.604856648781899e-3	1.311906229201725e-2	1.343053183110487e-2	3.114695e-4	4.074701657572106e-4	7.189397048448308e-4	3.114695e-4
69	98	1.005619639160012e-2	2.659810219467476e-3	3.427044249482931e-3	-2.871454297893066e-3	1.295392433828295e-2	1.327159656265746e-2	3.176722e-4	2.379177272153533e-4	5.555899515898658e-4	3.176722e-4
71	98	1.006036217303823e-2	2.659810219467476e-3	3.477669011840413e-3	-3.043585667865799e-3	1.282568940233265e-2	1.315425573648032e-2	3.285663e-4	1.055170098269440e-4	4.340833439746136e-4	3.285663e-4
73	98	1.006429969247973e-2	2.659810219467476e-3	3.618960565755947e-3	-3.301212638112109e-3	1.273629225848340e-2	1.304185783959105e-2	3.055656e-4	1.218234653619711e-5	3.177479276438386e-4	3.055656e-4
75	98	1.006802721088435e-2	2.659810219467476e-3	3.351362715191438e-3	-3.174241609005662e-3	1.261866539398734e-2	1.290495853653761e-2	2.862931e-4	-1.091720363644922e-4	1.771211061857757e-4	2.862931e-4
79	98	1.007491604236631e-2	2.659810219467476e-3	3.352742530288731e-3	-3.305166140079636e-3	1.245287076686962e-2	1.278230265204288e-2	3.294319e-4	-2.818554949641667e-4	4.757639020909517e-5	3.294319e-4
