t	energy
28.4200	0.182490
28.4300	0.183202
28.4400	0.183769
28.4500	0.184191
28.4600	0.184473
28.4700	0.184617
28.4800	0.184632
28.4900	0.184528
28.5000	0.184315
28.5100	0.184009
28.5200	0.183625
28.5300	0.183182
28.5400	0.182699
28.5500	0.182199
28.5600	0.181703
28.5700	0.181237
28.5800	0.180826
28.5900	0.180494
28.6000	0.180268
28.6100	0.180174
28.6200	0.180236
28.6300	0.180480
28.6400	0.180929
28.6500	0.181605
28.6600	0.182528
28.6700	0.183717
28.6800	0.185186
28.6900	0.186950
28.7000	0.189018
28.7100	0.191397
28.7200	0.194090
28.7300	0.197098
28.7400	0.200415
28.7500	0.204036
28.7600	0.207947
28.7700	0.212135
28.7800	0.216579
28.7900	0.221259
28.8000	0.226147
28.8100	0.231214
28.8200	0.236429
28.8300	0.241757
28.8400	0.247161
28.8500	0.252602
28.8600	0.258041
28.8700	0.263436
28.8800	0.268747
28.8900	0.273932
28.9000	0.278951
28.9100	0.283766
28.9200	0.288339
28.9300	0.292636
28.9400	0.296626
28.9500	0.300282
28.9600	0.303580
28.9700	0.306501
28.9800	0.309032
28.9900	0.311165
29.0000	0.312899
29.0100	0.314238
29.0200	0.315194
29.0300	0.315783
29.0400	0.316032
29.0500	0.315970
29.0600	0.315637
29.0700	0.315078
29.0800	0.314344
29.0900	0.313491
29.1000	0.312584
29.1100	0.311691
29.1200	0.310883
29.1300	0.310238
29.1400	0.309835
29.1500	0.309755
29.1600	0.310082
29.1700	0.310900
29.1800	0.312291
29.1900	0.314336
29.2000	0.317115
29.2100	0.320701
29.2200	0.325166
29.2300	0.330573
29.2400	0.336979
29.2500	0.344433
29.2600	0.352976
29.2700	0.362638
29.2800	0.373438
29.2900	0.385385
29.3000	0.398476
29.3100	0.412693
29.3200	0.428009
29.3300	0.444381
29.3400	0.461753
29.3500	0.480057
29.3600	0.499213
29.3700	0.519125
29.3800	0.539690
29.3900	0.560789
29.4000	0.582297
29.4100	0.604077
29.4200	0.625987
29.4300	0.647876
29.4400	0.669591
29.4500	0.690976
29.4600	0.711871
29.4700	0.732122
29.4800	0.751577
29.4900	0.770088
29.5000	0.787518
29.5100	0.803739
29.5200	0.818638
29.5300	0.832117
29.5400	0.844097
29.5500	0.854519
29.5600	0.863351
29.5700	0.870582
29.5800	0.876234
29.5900	0.880358
29.6000	0.883037
29.6100	0.884389
29.6200	0.884570
29.6300	0.883771
29.6400	0.882224
29.6500	0.880202
29.6600	0.878016
29.6700	0.876019
29.6800	0.874607
29.6900	0.874215
29.7000	0.875318
29.7100	0.878430
29.7200	0.884105
29.7300	0.892929
29.7400	0.905526
29.7500	0.922548
29.7600	0.944678
29.7700	0.972623
29.7800	1.007110
29.7900	1.048886
29.8000	1.098712
29.8100	1.157355
29.8200	1.225588
29.8300	1.304182
29.8400	1.393904
29.8500	1.495508
29.8600	1.609729
29.8700	1.737282
29.8800	1.878851
29.8900	2.035088
29.9000	2.206602
29.9100	2.393959
29.9200	2.597670
29.9300	2.818191
29.9400	3.055915
29.9500	3.311169
29.9600	3.584205
29.9700	3.875199
29.9800	4.184248
29.9900	4.511361
30.0000	4.856462
30.0100	5.219382
30.0200	5.599860
30.0300	5.997539
30.0400	6.411966
30.0500	6.842590
30.0600	7.288764
30.0700	7.749742
30.0800	8.224685
30.0900	8.712658
30.1000	9.212633
30.1100	9.723496
30.1200	10.244045
30.1300	10.772998
30.1400	11.308995
30.1500	11.850607
30.1600	12.396336
30.1700	12.944628
30.1800	13.493873
30.1900	14.042419
30.2000	14.588572
30.2100	15.130613
30.2200	15.666796
30.2300	16.195365
30.2400	16.714558
30.2500	17.222619
30.2600	17.717802
30.2700	18.198386
30.2800	18.662679
30.2900	19.109030
30.3000	19.535834
30.3100	19.941547
30.3200	20.324687
30.3300	20.683846
30.3400	21.017697
30.3500	21.325001
30.3600	21.604614
30.3700	21.855493
30.3800	22.076702
30.3900	22.267414
30.4000	22.426922
30.4100	22.554638
30.4200	22.650097
30.4300	22.712961
30.4400	22.743017
30.4500	22.740184
30.4600	22.704510
30.4700	22.636170
30.4800	22.535467
30.4900	22.402833
30.5000	22.238819
30.5100	22.044100
30.5200	21.819467
30.5300	21.565821
30.5400	21.284172
30.5500	20.975630
30.5600	20.641403
30.5700	20.282783
30.5800	19.901147
30.5900	19.497945
30.6000	19.074693
30.6100	18.632964
30.6200	18.174382
30.6300	17.700612
30.6400	17.213349
30.6500	16.714315
30.6600	16.205245
30.6700	15.687879
30.6800	15.163956
30.6900	14.635203
30.7000	14.103329
30.7100	13.570014
30.7200	13.036902
30.7300	12.505596
30.7400	11.977649
30.7500	11.454557
30.7600	10.937754
30.7700	10.428605
30.7800	9.928403
30.7900	9.438360
30.8000	8.959610
30.8100	8.493197
30.8200	8.040080
30.8300	7.601125
30.8400	7.177105
30.8500	6.768700
30.8600	6.376495
30.8700	6.000982
30.8800	5.642555
30.8900	5.301520
30.9000	4.978087
30.9100	4.672381
30.9200	4.384436
30.9300	4.114206
30.9400	3.861563
30.9500	3.626301
30.9600	3.408144
30.9700	3.206747
30.9800	3.021701
30.9900	2.852539
31.0000	2.698741
31.0100	2.559739
31.0200	2.434920
31.0300	2.323637
31.0400	2.225208
31.0500	2.138926
31.0600	2.064062
31.0700	1.999871
31.0800	1.945598
31.0900	1.900482
31.1000	1.863760
31.1100	1.834673
31.1200	1.812472
31.1300	1.796419
31.1400	1.785790
31.1500	1.779886
31.1600	1.778025
31.1700	1.779557
31.1800	1.783857
31.1900	1.790333
31.2000	1.798427
31.2100	1.807614
31.2200	1.817407
31.2300	1.827357
31.2400	1.837054
31.2500	1.846125
31.2600	1.854238
31.2700	1.861100
31.2800	1.866457
31.2900	1.870093
31.3000	1.871830
31.3100	1.871525
31.3200	1.869074
31.3300	1.864404
31.3400	1.857475
31.3500	1.848278
31.3600	1.836834
31.3700	1.823189
31.3800	1.807417
31.3900	1.789612
31.4000	1.769893
31.4100	1.748393
31.4200	1.725265
31.4300	1.700677
31.4400	1.674807
31.4500	1.647846
31.4600	1.619991
31.4700	1.591448
31.4800	1.562425
31.4900	1.533134
31.5000	1.503786
31.5100	1.474593
31.5200	1.445764
31.5300	1.417502
31.5400	1.390006
31.5500	1.363467
31.5600	1.338070
31.5700	1.313987
31.5800	1.291381
31.5900	1.270405
31.6000	1.251197
31.6100	1.233884
31.6200	1.218577
31.6300	1.205376
31.6400	1.194361
31.6500	1.185601
31.6600	1.179148
31.6700	1.175038
31.6800	1.173290
31.6900	1.173908
31.7000	1.176880
31.7100	1.182178
31.7200	1.189756
31.7300	1.199557
31.7400	1.211504
31.7500	1.225508
31.7600	1.241466
31.7700	1.259259
31.7800	1.278757
31.7900	1.299818
31.8000	1.322288
31.8100	1.346001
31.8200	1.370784
31.8300	1.396455
31.8400	1.422824
31.8500	1.449695
31.8600	1.476870
31.8700	1.504145
31.8800	1.531315
31.8900	1.558176
31.9000	1.584524
31.9100	1.610161
31.9200	1.634891
31.9300	1.658528
31.9400	1.680892
31.9500	1.701814
31.9600	1.721140
31.9700	1.738729
31.9800	1.754456
31.9900	1.768216
32.0000	1.779922
32.0100	1.789512
32.0200	1.796946
32.0300	1.802211
32.0400	1.805321
32.0500	1.806319
32.0600	1.805279
32.0700	1.802306
32.0800	1.797539
32.0900	1.791150
32.1000	1.783348
32.1100	1.774374
32.1200	1.764508
32.1300	1.754064
32.1400	1.743393
32.1500	1.732881
32.1600	1.722949
32.1700	1.714053
32.1800	1.706681
32.1900	1.701353
32.2000	1.698619
32.2100	1.699057
32.2200	1.703271
32.2300	1.711885
32.2400	1.725547
32.2500	1.744921
32.2600	1.770682
32.2700	1.803517
32.2800	1.844120
32.2900	1.893185
32.3000	1.951405
32.3100	2.019464
32.3200	2.098038
32.3300	2.187785
32.3400	2.289340
32.3500	2.403316
32.3600	2.530294
32.3700	2.670817
32.3800	2.825390
32.3900	2.994473
32.4000	3.178474
32.4100	3.377748
32.4200	3.592590
32.4300	3.823233
32.4400	4.069842
32.4500	4.332513
32.4600	4.611267
32.4700	4.906047
32.4800	5.216720
32.4900	5.543069
32.5000	5.884793
32.5100	6.241509
32.5200	6.612748
32.5300	6.997954
32.5400	7.396487
32.5500	7.807621
32.5600	8.230549
32.5700	8.664381
32.5800	9.108146
32.5900	9.560800
32.6000	10.021223
32.6100	10.488227
32.6200	10.960560
32.6300	11.436909
32.6400	11.915906
32.6500	12.396134
32.6600	12.876135
32.6700	13.354411
32.6800	13.829439
32.6900	14.299670
32.7000	14.763541
32.7100	15.219482
32.7200	15.665922
32.7300	16.101298
32.7400	16.524065
32.7500	16.932699
32.7600	17.325710
32.7700	17.701645
32.7800	18.059099
32.7900	18.396724
32.8000	18.713230
32.8100	19.007399
32.8200	19.278085
32.8300	19.524227
32.8400	19.744849
32.8500	19.939070
32.8600	20.106106
32.8700	20.245274
32.8800	20.355999
32.8900	20.437813
32.9000	20.490363
32.9100	20.513407
32.9200	20.506821
32.9300	20.470595
32.9400	20.404837
32.9500	20.309769
32.9600	20.185729
32.9700	20.033167
32.9800	19.852644
32.9900	19.644828
33.0000	19.410489
33.0100	19.150498
33.0200	18.865822
33.0300	18.557513
33.0400	18.226711
33.0500	17.874630
33.0600	17.502558
33.0700	17.111845
33.0800	16.703897
33.0900	16.280171
33.1000	15.842165
33.1100	15.391410
33.1200	14.929463
33.1300	14.457899
33.1400	13.978303
33.1500	13.492261
33.1600	13.001354
33.1700	12.507148
33.1800	12.011188
33.1900	11.514990
33.2000	11.020035
33.2100	10.527760
33.2200	10.039557
33.2300	9.556758
33.2400	9.080639
33.2500	8.612408
33.2600	8.153205
33.2700	7.704095
33.2800	7.266065
33.2900	6.840022
33.3000	6.426791
33.3100	6.027111
33.3200	5.641632
33.3300	5.270922
33.3400	4.915457
33.3500	4.575628
33.3600	4.251737
33.3700	3.944005
33.3800	3.652565
33.3900	3.377470
33.4000	3.118696
33.4100	2.876141
33.4200	2.649632
33.4300	2.438928
33.4400	2.243721
33.4500	2.063646
33.4600	1.898281
33.4700	1.747154
33.4800	1.609745
33.4900	1.485497
33.5000	1.373815
33.5100	1.274075
33.5200	1.185625
33.5300	1.107798
33.5400	1.039907
33.5500	0.981259
33.5600	0.931154
33.5700	0.888892
33.5800	0.853777
33.5900	0.825123
33.6000	0.802256
33.6100	0.784517
33.6200	0.771268
33.6300	0.761893
33.6400	0.755805
33.6500	0.752442
33.6600	0.751275
33.6700	0.751806
33.6800	0.753573
33.6900	0.756150
33.7000	0.759144
33.7100	0.762203
33.7200	0.765011
33.7300	0.767287
33.7400	0.768791
33.7500	0.769317
33.7600	0.768694
33.7700	0.766786
33.7800	0.763490
33.7900	0.758736
33.8000	0.752482
33.8100	0.744714
33.8200	0.735444
33.8300	0.724709
33.8400	0.712566
33.8500	0.699091
33.8600	0.684379
33.8700	0.668538
33.8800	0.651689
33.8900	0.633962
33.9000	0.615495
33.9100	0.596433
33.9200	0.576921
33.9300	0.557109
33.9400	0.537143
33.9500	0.517168
33.9600	0.497326
33.9700	0.477751
33.9800	0.458572
33.9900	0.439906
34.0000	0.421866
34.0100	0.404549
34.0200	0.388046
34.0300	0.372432
34.0400	0.357773
34.0500	0.344120
34.0600	0.331515
34.0700	0.319984
34.0800	0.309543
34.0900	0.300196
34.1000	0.291934
34.1100	0.284739
34.1200	0.278582
34.1300	0.273423
34.1400	0.269216
34.1500	0.265907
34.1600	0.263431
34.1700	0.261723
34.1800	0.260710
34.1900	0.260315
34.2000	0.260458
34.2100	0.261059
34.2200	0.262036
34.2300	0.263306
34.2400	0.264791
34.2500	0.266410
34.2600	0.268088
34.2700	0.269753
34.2800	0.271337
34.2900	0.272776
34.3000	0.274013
34.3100	0.274995
34.3200	0.275678
34.3300	0.276021
34.3400	0.275992
34.3500	0.275566
34.3600	0.274724
34.3700	0.273453
34.3800	0.271748
34.3900	0.269611
34.4000	0.267049
34.4100	0.264074
34.4200	0.260706
34.4300	0.256968
34.4400	0.252889
34.4500	0.248501
34.4600	0.243841
34.4700	0.238946
34.4800	0.233858
34.4900	0.228621
34.5000	0.223278
34.5100	0.217874
34.5200	0.212454
34.5300	0.207062
34.5400	0.201742
34.5500	0.196534
34.5600	0.191478
34.5700	0.186612
34.5800	0.181968
34.5900	0.177579
34.6000	0.173471
34.6100	0.169668
34.6200	0.166190
34.6300	0.163051
34.6400	0.160264
34.6500	0.157835
34.6600	0.155768
34.6700	0.154060
34.6800	0.152708
34.6900	0.151701
34.7000	0.151027
34.7100	0.150670
34.7200	0.150610
34.7300	0.150826
34.7400	0.151292
34.7500	0.151982
34.7600	0.152867
34.7700	0.153917
34.7800	0.155101
34.7900	0.156388
34.8000	0.157745
34.8100	0.159140
34.8200	0.160544
34.8300	0.161924
34.8400	0.163252
34.8500	0.164501
34.8600	0.165644
34.8700	0.166659
34.8800	0.167523
34.8900	0.168218
34.9000	0.168728
34.9100	0.169039
34.9200	0.169143
34.9300	0.169030
34.9400	0.168698
34.9500	0.168144
34.9600	0.167371
34.9700	0.166383
34.9800	0.165188
34.9900	0.163796
35.0000	0.162220
35.0100	0.160474
35.0200	0.158575
35.0300	0.156542
35.0400	0.154396
35.0500	0.152157
35.0600	0.149850
35.0700	0.147496
35.0800	0.145120
35.0900	0.142746
35.1000	0.140397
35.1100	0.138097
35.1200	0.135869
35.1300	0.133735
35.1400	0.131714
35.1500	0.129826
35.1600	0.128089
35.1700	0.126518
35.1800	0.125127
35.1900	0.123927
35.2000	0.122928
35.2100	0.122137
35.2200	0.121558
35.2300	0.121194
35.2400	0.121044
35.2500	0.121106
35.2600	0.121374
35.2700	0.121842
35.2800	0.122501
35.2900	0.123339
35.3000	0.124342
35.3100	0.125497
35.3200	0.126786
35.3300	0.128192
35.3400	0.129695
35.3500	0.131277
35.3600	0.132917
35.3700	0.134594
35.3800	0.136287
35.3900	0.137975
35.4000	0.139638
35.4100	0.141256
35.4200	0.142809
35.4300	0.144279
35.4400	0.145650
35.4500	0.146906
35.4600	0.148032
35.4700	0.149016
35.4800	0.149848
35.4900	0.150519
35.5000	0.151023
35.5100	0.151356
35.5200	0.151514
35.5300	0.151500
35.5400	0.151314
35.5500	0.150961
35.5600	0.150448
35.5700	0.149783
35.5800	0.148977
35.5900	0.148043
35.6000	0.146995
35.6100	0.145848
35.6200	0.144620
35.6300	0.143329
35.6400	0.141995
35.6500	0.140637
35.6600	0.139277
35.6700	0.137936
35.6800	0.136634
35.6900	0.135393
35.7000	0.134235
35.7100	0.133178
35.7200	0.132242
35.7300	0.131446
35.7400	0.130808
35.7500	0.130341
35.7600	0.130062
35.7700	0.129982
35.7800	0.130111
35.7900	0.130458
35.8000	0.131028
35.8100	0.131827
35.8200	0.132855
35.8300	0.134112
35.8400	0.135594
35.8500	0.137296
35.8600	0.139210
35.8700	0.141326
35.8800	0.143631
35.8900	0.146111
35.9000	0.148749
35.9100	0.151528
35.9200	0.154427
35.9300	0.157425
35.9400	0.160499
35.9500	0.163626
35.9600	0.166781
35.9700	0.169941
35.9800	0.173079
35.9900	0.176172
36.0000	0.179194
36.0100	0.182121
36.0200	0.184931
36.0300	0.187602
36.0400	0.190114
36.0500	0.192447
36.0600	0.194586
36.0700	0.196516
36.0800	0.198225
36.0900	0.199704
36.1000	0.200946
36.1100	0.201948
36.1200	0.202711
36.1300	0.203236
36.1400	0.203531
36.1500	0.203604
36.1600	0.203469
36.1700	0.203141
36.1800	0.202641
36.1900	0.201992
36.2000	0.201217
36.2100	0.200347
36.2200	0.199412
36.2300	0.198446
36.2400	0.197484
36.2500	0.196564
36.2600	0.195725
36.2700	0.195005
36.2800	0.194447
36.2900	0.194092
36.3000	0.193979
36.3100	0.194150
36.3200	0.194644
36.3300	0.195500
36.3400	0.196752
36.3500	0.198435
36.3600	0.200581
36.3700	0.203216
36.3800	0.206365
36.3900	0.210048
36.4000	0.214282
36.4100	0.219076
36.4200	0.224437
36.4300	0.230367
36.4400	0.236859
36.4500	0.243905
36.4600	0.251487
36.4700	0.259585
36.4800	0.268169
36.4900	0.277208
36.5000	0.286662
36.5100	0.296486
36.5200	0.306631
36.5300	0.317044
36.5400	0.327665
36.5500	0.338433
36.5600	0.349280
36.5700	0.360141
36.5800	0.370943
36.5900	0.381615
36.6000	0.392086
36.6100	0.402283
36.6200	0.412137
36.6300	0.421580
36.6400	0.430546
36.6500	0.438977
36.6600	0.446815
36.6700	0.454014
36.6800	0.460532
36.6900	0.466336
36.7000	0.471403
36.7100	0.475721
36.7200	0.479289
36.7300	0.482119
36.7400	0.484235
36.7500	0.485679
36.7600	0.486504
36.7700	0.486782
36.7800	0.486598
36.7900	0.486057
36.8000	0.485281
36.8100	0.484409
36.8200	0.483596
36.8300	0.483018
36.8400	0.482868
36.8500	0.483354
36.8600	0.484705
36.8700	0.487163
36.8800	0.490989
36.8900	0.496457
36.9000	0.503856
36.9100	0.513486
36.9200	0.525662
36.9300	0.540707
36.9400	0.558952
36.9500	0.580736
36.9600	0.606403
36.9700	0.636300
36.9800	0.670774
36.9900	0.710171
37.0000	0.754834
37.0100	0.805100
37.0200	0.861297
37.0300	0.923741
37.0400	0.992738
37.0500	1.068575
37.0600	1.151522
37.0700	1.241827
37.0800	1.339715
37.0900	1.445385
37.1000	1.559009
37.1100	1.680726
37.1200	1.810645
37.1300	1.948838
37.1400	2.095343
37.1500	2.250157
37.1600	2.413238
37.1700	2.584505
37.1800	2.763831
37.1900	2.951049
37.2000	3.145946
37.2100	3.348265
37.2200	3.557705
37.2300	3.773922
37.2400	3.996524
37.2500	4.225079
37.2600	4.459110
37.2700	4.698102
37.2800	4.941496
37.2900	5.188696
37.3000	5.439072
37.3100	5.691958
37.3200	5.946656
37.3300	6.202441
37.3400	6.458562
37.3500	6.714243
37.3600	6.968693
37.3700	7.221102
37.3800	7.470650
37.3900	7.716508
37.4000	7.957844
37.4100	8.193825
37.4200	8.423625
37.4300	8.646423
37.4400	8.861414
37.4500	9.067807
37.4600	9.264835
37.4700	9.451755
37.4800	9.627852
37.4900	9.792448
37.5000	9.944899
37.5100	10.084602
37.5200	10.211000
37.5300	10.323582
37.5400	10.421889
37.5500	10.505512
37.5600	10.574100
37.5700	10.627360
37.5800	10.665057
37.5900	10.687019
37.6000	10.693134
37.6100	10.683356
37.6200	10.657700
37.6300	10.616246
37.6400	10.559137
37.6500	10.486581
37.6600	10.398844
37.6700	10.296257
37.6800	10.179206
37.6900	10.048137
37.7000	9.903550
37.7100	9.745995
37.7200	9.576075
37.7300	9.394435
37.7400	9.201764
37.7500	8.998790
37.7600	8.786276
37.7700	8.565015
37.7800	8.335827
37.7900	8.099553
37.8000	7.857052
37.8100	7.609198
37.8200	7.356871
37.8300	7.100954
37.8400	6.842333
37.8500	6.581884
37.8600	6.320477
37.8700	6.058965
37.8800	5.798185
37.8900	5.538948
37.9000	5.282042
37.9100	5.028223
37.9200	4.778213
37.9300	4.532698
37.9400	4.292324
37.9500	4.057694
37.9600	3.829367
37.9700	3.607856
37.9800	3.393622
37.9900	3.187080
38.0000	2.988591
38.0100	2.798468
38.0200	2.616967
38.0300	2.444296
38.0400	2.280610
38.0500	2.126013
38.0600	1.980558
38.0700	1.844250
38.0800	1.717047
38.0900	1.598861
38.1000	1.489560
38.1100	1.388972
38.1200	1.296886
38.1300	1.213055
38.1400	1.137199
38.1500	1.069008
38.1600	1.008147
38.1700	0.954254
38.1800	0.906950
38.1900	0.865838
38.2000	0.830507
38.2100	0.800538
38.2200	0.775502
38.2300	0.754970
38.2400	0.738510
38.2500	0.725695
38.2600	0.716102
38.2700	0.709318
38.2800	0.704941
38.2900	0.702582
38.3000	0.701869
38.3100	0.702446
38.3200	0.703980
38.3300	0.706156
38.3400	0.708686
38.3500	0.711302
38.3600	0.713763
38.3700	0.715853
38.3800	0.717382
38.3900	0.718186
38.4000	0.718127
38.4100	0.717093
38.4200	0.714996
38.4300	0.711774
38.4400	0.707387
38.4500	0.701819
38.4600	0.695075
38.4700	0.687178
38.4800	0.678172
38.4900	0.668115
38.5000	0.657082
38.5100	0.645160
38.5200	0.632447
38.5300	0.619052
38.5400	0.605089
38.5500	0.590681
38.5600	0.575952
38.5700	0.561028
38.5800	0.546037
38.5900	0.531103
38.6000	0.516349
38.6100	0.501892
38.6200	0.487844
38.6300	0.474309
38.6400	0.461383
38.6500	0.449151
38.6600	0.437689
38.6700	0.427063
38.6800	0.417327
38.6900	0.408521
38.7000	0.400677
38.7100	0.393810
38.7200	0.387928
38.7300	0.383023
38.7400	0.379079
38.7500	0.376067
38.7600	0.373949
38.7700	0.372676
38.7800	0.372192
38.7900	0.372432
38.8000	0.373326
38.8100	0.374796
38.8200	0.376763
38.8300	0.379140
38.8400	0.381843
38.8500	0.384782
38.8600	0.387871
38.8700	0.391022
38.8800	0.394154
38.8900	0.397184
38.9000	0.400037
38.9100	0.402643
38.9200	0.404937
38.9300	0.406861
38.9400	0.408366
38.9500	0.409409
38.9600	0.409958
38.9700	0.409988
38.9800	0.409483
38.9900	0.408437
39.0000	0.406852
39.0100	0.404741
39.0200	0.402122
39.0300	0.399026
39.0400	0.395487
39.0500	0.391550
39.0600	0.387263
39.0700	0.382683
39.0800	0.377870
39.0900	0.372888
39.1000	0.367806
39.1100	0.362692
39.1200	0.357619
39.1300	0.352657
39.1400	0.347877
39.1500	0.343347
39.1600	0.339134
39.1700	0.335299
39.1800	0.331901
39.1900	0.328991
39.2000	0.326617
39.2100	0.324818
39.2200	0.323626
39.2300	0.323066
39.2400	0.323155
39.2500	0.323901
39.2600	0.325304
39.2700	0.327354
39.2800	0.330036
39.2900	0.333322
39.3000	0.337179
39.3100	0.341567
39.3200	0.346436
39.3300	0.351733
39.3400	0.357397
39.3500	0.363361
39.3600	0.369557
39.3700	0.375913
39.3800	0.382352
39.3900	0.388798
39.4000	0.395176
39.4100	0.401410
39.4200	0.407426
39.4300	0.413155
39.4400	0.418529
39.4500	0.423487
39.4600	0.427975
39.4700	0.431944
39.4800	0.435352
39.4900	0.438169
39.5000	0.440371
39.5100	0.441943
39.5200	0.442884
39.5300	0.443199
39.5400	0.442906
39.5500	0.442033
39.5600	0.440617
39.5700	0.438706
39.5800	0.436360
39.5900	0.433645
39.6000	0.430637
39.6100	0.427420
39.6200	0.424086
39.6300	0.420730
39.6400	0.417455
39.6500	0.414366
39.6600	0.411572
39.6700	0.409182
39.6800	0.407305
39.6900	0.406049
39.7000	0.405518
39.7100	0.405813
39.7200	0.407027
39.7300	0.409247
39.7400	0.412553
39.7500	0.417013
39.7600	0.422684
39.7700	0.429611
39.7800	0.437828
39.7900	0.447352
39.8000	0.458188
39.8100	0.470324
39.8200	0.483734
39.8300	0.498375
39.8400	0.514189
39.8500	0.531103
39.8600	0.549027
39.8700	0.567859
39.8800	0.587483
39.8900	0.607768
39.9000	0.628574
39.9100	0.649751
39.9200	0.671138
39.9300	0.692571
39.9400	0.713879
39.9500	0.734887
39.9600	0.755424
39.9700	0.775316
39.9800	0.794398
39.9900	0.812508
40.0000	0.829496
40.0100	0.845223
40.0200	0.859564
40.0300	0.872414
40.0400	0.883686
40.0500	0.893314
40.0600	0.901261
40.0700	0.907512
40.0800	0.912085
40.0900	0.915028
40.1000	0.916423
40.1100	0.916384
40.1200	0.915063
40.1300	0.912648
40.1400	0.909366
40.1500	0.905481
40.1600	0.901296
40.1700	0.897151
40.1800	0.893425
40.1900	0.890535
40.2000	0.888931
40.2100	0.889099
40.2200	0.891557
40.2300	0.896853
40.2400	0.905563
40.2500	0.918288
40.2600	0.935649
40.2700	0.958288
40.2800	0.986859
40.2900	1.022026
40.3000	1.064461
40.3100	1.114837
40.3200	1.173823
40.3300	1.242081
40.3400	1.320261
40.3500	1.408993
40.3600	1.508886
40.3700	1.620521
40.3800	1.744445
40.3900	1.881170
40.4000	2.031161
40.4100	2.194839
40.4200	2.372571
40.4300	2.564669
40.4400	2.771384
40.4500	2.992901
40.4600	3.229339
40.4700	3.480745
40.4800	3.747094
40.4900	4.028281
40.5000	4.324127
40.5100	4.634370
40.5200	4.958669
40.5300	5.296600
40.5400	5.647660
40.5500	6.011263
40.5600	6.386743
40.5700	6.773357
40.5800	7.170283
40.5900	7.576627
40.6000	7.991422
40.6100	8.413635
40.6200	8.842168
40.6300	9.275863
40.6400	9.713509
40.6500	10.153845
40.6600	10.595565
40.6700	11.037326
40.6800	11.477753
40.6900	11.915447
40.7000	12.348988
40.7100	12.776946
40.7200	13.197886
40.7300	13.610375
40.7400	14.012992
40.7500	14.404331
40.7600	14.783009
40.7700	15.147679
40.7800	15.497026
40.7900	15.829786
40.8000	16.144744
40.8100	16.440743
40.8200	16.716691
40.8300	16.971566
40.8400	17.204422
40.8500	17.414392
40.8600	17.600696
40.8700	17.762640
40.8800	17.899627
40.8900	18.011152
40.9000	18.096811
40.9100	18.156298
40.9200	18.189412
40.9300	18.196053
40.9400	18.176224
40.9500	18.130032
40.9600	18.057686
40.9700	17.959496
40.9800	17.835871
40.9900	17.687318
41.0000	17.514435
41.0100	17.317913
41.0200	17.098528
41.0300	16.857140
41.0400	16.594686
41.0500	16.312172
41.0600	16.010677
41.0700	15.691336
41.0800	15.355341
41.0900	15.003934
41.1000	14.638398
41.1100	14.260050
41.1200	13.870240
41.1300	13.470337
41.1400	13.061726
41.1500	12.645801
41.1600	12.223956
41.1700	11.797581
41.1800	11.368055
41.1900	10.936738
41.2000	10.504965
41.2100	10.074042
41.2200	9.645238
41.2300	9.219781
41.2400	8.798853
41.2500	8.383584
41.2600	7.975048
41.2700	7.574261
41.2800	7.182176
41.2900	6.799677
41.3000	6.427582
41.3100	6.066638
41.3200	5.717517
41.3300	5.380817
41.3400	5.057064
41.3500	4.746704
41.3600	4.450110
41.3700	4.167579
41.3800	3.899334
41.3900	3.645524
41.4000	3.406227
41.4100	3.181452
41.4200	2.971138
41.4300	2.775162
41.4400	2.593339
41.4500	2.425424
41.4600	2.271117
41.4700	2.130068
41.4800	2.001878
41.4900	1.886105
41.5000	1.782267
41.5100	1.689847
41.5200	1.608298
41.5300	1.537044
41.5400	1.475489
41.5500	1.423019
41.5600	1.379006
41.5700	1.342813
41.5800	1.313797
41.5900	1.291315
41.6000	1.274727
41.6100	1.263400
41.6200	1.256710
41.6300	1.254047
41.6400	1.254820
41.6500	1.258455
41.6600	1.264402
41.6700	1.272137
41.6800	1.281161
41.6900	1.291007
41.7000	1.301237
41.7100	1.311447
41.7200	1.321266
41.7300	1.330357
41.7400	1.338420
41.7500	1.345190
41.7600	1.350436
41.7700	1.353965
41.7800	1.355619
41.7900	1.355275
41.8000	1.352842
41.8100	1.348265
41.8200	1.341518
41.8300	1.332607
41.8400	1.321568
41.8500	1.308461
41.8600	1.293374
41.8700	1.276417
41.8800	1.257723
41.8900	1.237441
41.9000	1.215742
41.9100	1.192806
41.9200	1.168831
41.9300	1.144020
41.9400	1.118586
41.9500	1.092750
41.9600	1.066732
41.9700	1.040754
41.9800	1.015039
41.9900	0.989805
42.0000	0.965263
42.0100	0.941619
42.0200	0.919069
42.0300	0.897798
42.0400	0.877979
42.0500	0.859769
42.0600	0.843313
42.0700	0.828735
42.0800	0.816146
42.0900	0.805637
42.1000	0.797278
42.1100	0.791122
42.1200	0.787200
42.1300	0.785525
42.1400	0.786088
42.1500	0.788861
42.1600	0.793796
42.1700	0.800826
42.1800	0.809864
42.1900	0.820807
42.2000	0.833536
42.2100	0.847913
42.2200	0.863788
42.2300	0.880998
42.2400	0.899368
42.2500	0.918711
42.2600	0.938834
42.2700	0.959537
42.2800	0.980615
42.2900	1.001860
42.3000	1.023063
42.3100	1.044016
42.3200	1.064517
42.3300	1.084365
42.3400	1.103368
42.3500	1.121346
42.3600	1.138125
42.3700	1.153550
42.3800	1.167477
42.3900	1.179782
42.4000	1.190357
