t	energy
14.4300	27.924039
14.4400	26.680685
14.4500	25.450719
14.4600	24.237243
14.4700	23.043205
14.4800	21.871383
14.4900	20.724379
14.5000	19.604610
14.5100	18.514301
14.5200	17.455479
14.5300	16.429969
14.5400	15.439391
14.5500	14.485157
14.5600	13.568469
14.5700	12.690324
14.5800	11.851511
14.5900	11.052616
14.6000	10.294024
14.6100	9.575927
14.6200	8.898328
14.6300	8.261046
14.6400	7.663728
14.6500	7.105853
14.6600	6.586745
14.6700	6.105580
14.6800	5.661399
14.6900	5.253118
14.7000	4.879536
14.7100	4.539352
14.7200	4.231175
14.7300	3.953533
14.7400	3.704889
14.7500	3.483651
14.7600	3.288185
14.7700	3.116826
14.7800	2.967887
14.7900	2.839677
14.8000	2.730504
14.8100	2.638690
14.8200	2.562580
14.8300	2.500550
14.8400	2.451016
14.8500	2.412443
14.8600	2.383352
14.8700	2.362325
14.8800	2.348012
14.8900	2.339138
14.9000	2.334504
14.9100	2.332992
14.9200	2.333569
14.9300	2.335286
14.9400	2.337284
14.9500	2.338791
14.9600	2.339121
14.9700	2.337679
14.9800	2.333954
14.9900	2.327519
15.0000	2.318029
15.0100	2.305217
15.0200	2.288892
15.0300	2.268935
15.0400	2.245291
15.0500	2.217972
15.0600	2.187044
15.0700	2.152627
15.0800	2.114888
15.0900	2.074037
15.1000	2.030320
15.1100	1.984015
15.1200	1.935425
15.1300	1.884873
15.1400	1.832701
15.1500	1.779257
15.1600	1.724896
15.1700	1.669977
15.1800	1.614851
15.1900	1.559865
15.2000	1.505353
15.2100	1.451635
15.2200	1.399014
15.2300	1.347771
15.2400	1.298166
15.2500	1.250433
15.2600	1.204780
15.2700	1.161389
15.2800	1.120410
15.2900	1.081968
15.3000	1.046156
15.3100	1.013038
15.3200	0.982653
15.3300	0.955007
15.3400	0.930083
15.3500	0.907837
15.3600	0.888202
15.3700	0.871087
15.3800	0.856383
15.3900	0.843960
15.4000	0.833673
15.4100	0.825365
15.4200	0.818863
15.4300	0.813988
15.4400	0.810552
15.4500	0.808365
15.4600	0.807231
15.4700	0.806955
15.4800	0.807346
15.4900	0.808215
15.5000	0.809378
15.5100	0.810661
15.5200	0.811896
15.5300	0.812929
15.5400	0.813616
15.5500	0.813827
15.5600	0.813445
15.5700	0.812367
15.5800	0.810509
15.5900	0.807797
15.6000	0.804177
15.6100	0.799609
15.6200	0.794068
15.6300	0.787545
15.6400	0.780046
15.6500	0.771589
15.6600	0.762207
15.6700	0.751945
15.6800	0.740857
15.6900	0.729010
15.7000	0.716479
15.7100	0.703344
15.7200	0.689696
15.7300	0.675626
15.7400	0.661233
15.7500	0.646616
15.7600	0.631876
15.7700	0.617112
15.7800	0.602424
15.7900	0.587908
15.8000	0.573657
15.8100	0.559758
15.8200	0.546294
15.8300	0.533340
15.8400	0.520965
15.8500	0.509230
15.8600	0.498186
15.8700	0.487878
15.8800	0.478339
15.8900	0.469596
15.9000	0.461664
15.9100	0.454550
15.9200	0.448252
15.9300	0.442760
15.9400	0.438054
15.9500	0.434106
15.9600	0.430884
15.9700	0.428344
15.9800	0.426440
15.9900	0.425119
16.0000	0.424324
16.0100	0.423992
16.0200	0.424061
16.0300	0.424464
16.0400	0.425132
16.0500	0.425998
16.0600	0.426993
16.0700	0.428052
16.0800	0.429109
16.0900	0.430101
16.1000	0.430971
16.1100	0.431662
16.1200	0.432124
16.1300	0.432311
16.1400	0.432183
16.1500	0.431705
16.1600	0.430848
16.1700	0.429589
16.1800	0.427912
16.1900	0.425807
16.2000	0.423269
16.2100	0.420301
16.2200	0.416910
16.2300	0.413111
16.2400	0.408921
16.2500	0.404366
16.2600	0.399473
16.2700	0.394276
16.2800	0.388810
16.2900	0.383115
16.3000	0.377233
16.3100	0.371206
16.3200	0.365081
16.3300	0.358903
16.3400	0.352718
16.3500	0.346571
16.3600	0.340507
16.3700	0.334568
16.3800	0.328797
16.3900	0.323231
16.4000	0.317906
16.4100	0.312855
16.4200	0.308105
16.4300	0.303682
16.4400	0.299607
16.4500	0.295895
16.4600	0.292559
16.4700	0.289606
16.4800	0.287039
16.4900	0.284857
16.5000	0.283052
16.5100	0.281616
16.5200	0.280534
16.5300	0.279788
16.5400	0.279356
16.5500	0.279214
16.5600	0.279334
16.5700	0.279688
16.5800	0.280242
16.5900	0.280963
16.6000	0.281817
16.6100	0.282768
16.6200	0.283782
16.6300	0.284821
16.6400	0.285853
16.6500	0.286842
16.6600	0.287756
16.6700	0.288566
16.6800	0.289242
16.6900	0.289758
16.7000	0.290091
16.7100	0.290221
16.7200	0.290131
16.7300	0.289806
16.7400	0.289236
16.7500	0.288415
16.7600	0.287339
16.7700	0.286007
16.7800	0.284424
16.7900	0.282597
16.8000	0.280535
16.8100	0.278252
16.8200	0.275764
16.8300	0.273090
16.8400	0.270250
16.8500	0.267268
16.8600	0.264167
16.8700	0.260975
16.8800	0.257718
16.8900	0.254423
16.9000	0.251120
16.9100	0.247836
16.9200	0.244598
16.9300	0.241433
16.9400	0.238368
16.9500	0.235426
16.9600	0.232631
16.9700	0.230003
16.9800	0.227561
16.9900	0.225322
17.0000	0.223298
17.0100	0.221502
17.0200	0.219940
17.0300	0.218620
17.0400	0.217542
17.0500	0.216708
17.0600	0.216113
17.0700	0.215750
17.0800	0.215613
17.0900	0.215688
17.1000	0.215962
17.1100	0.216420
17.1200	0.217042
17.1300	0.217811
17.1400	0.218703
17.1500	0.219697
17.1600	0.220769
17.1700	0.221897
17.1800	0.223054
17.1900	0.224218
17.2000	0.225364
17.2100	0.226469
17.2200	0.227510
17.2300	0.228467
17.2400	0.229319
17.2500	0.230048
17.2600	0.230638
17.2700	0.231075
17.2800	0.231346
17.2900	0.231441
17.3000	0.231354
17.3100	0.231080
17.3200	0.230616
17.3300	0.229963
17.3400	0.229123
17.3500	0.228103
17.3600	0.226909
17.3700	0.225553
17.3800	0.224045
17.3900	0.222401
17.4000	0.220636
17.4100	0.218769
17.4200	0.216817
17.4300	0.214801
17.4400	0.212741
17.4500	0.210660
17.4600	0.208578
17.4700	0.206519
17.4800	0.204502
17.4900	0.202549
17.5000	0.200680
17.5100	0.198914
17.5200	0.197270
17.5300	0.195763
17.5400	0.194408
17.5500	0.193217
17.5600	0.192203
17.5700	0.191373
17.5800	0.190733
17.5900	0.190288
17.6000	0.190039
17.6100	0.189986
17.6200	0.190125
17.6300	0.190451
17.6400	0.190956
17.6500	0.191631
17.6600	0.192463
17.6700	0.193439
17.6800	0.194544
17.6900	0.195760
17.7000	0.197070
17.7100	0.198453
17.7200	0.199891
17.7300	0.201362
17.7400	0.202846
17.7500	0.204322
17.7600	0.205770
17.7700	0.207168
17.7800	0.208499
17.7900	0.209742
17.8000	0.210883
17.8100	0.211904
17.8200	0.212791
17.8300	0.213533
17.8400	0.214120
17.8500	0.214543
17.8600	0.214796
17.8700	0.214875
17.8800	0.214780
17.8900	0.214512
17.9000	0.214074
17.9100	0.213471
17.9200	0.212712
17.9300	0.211807
17.9400	0.210768
17.9500	0.209608
17.9600	0.208345
17.9700	0.206994
17.9800	0.205574
17.9900	0.204105
18.0000	0.202607
18.0100	0.201101
18.0200	0.199608
18.0300	0.198149
18.0400	0.196746
18.0500	0.195418
18.0600	0.194186
18.0700	0.193067
18.0800	0.192080
18.0900	0.191241
18.1000	0.190562
18.1100	0.190058
18.1200	0.189738
18.1300	0.189610
18.1400	0.189680
18.1500	0.189951
18.1600	0.190425
18.1700	0.191100
18.1800	0.191973
18.1900	0.193036
18.2000	0.194281
18.2100	0.195697
18.2200	0.197272
18.2300	0.198989
18.2400	0.200833
18.2500	0.202785
18.2600	0.204825
18.2700	0.206933
18.2800	0.209086
18.2900	0.211262
18.3000	0.213438
18.3100	0.215592
18.3200	0.217701
18.3300	0.219744
18.3400	0.221699
18.3500	0.223546
18.3600	0.225267
18.3700	0.226845
18.3800	0.228264
18.3900	0.229512
18.4000	0.230577
18.4100	0.231452
18.4200	0.232130
18.4300	0.232608
18.4400	0.232886
18.4500	0.232965
18.4600	0.232851
18.4700	0.232552
18.4800	0.232077
18.4900	0.231439
18.5000	0.230655
18.5100	0.229740
18.5200	0.228715
18.5300	0.227602
18.5400	0.226422
18.5500	0.225200
18.5600	0.223963
18.5700	0.222734
18.5800	0.221542
18.5900	0.220413
18.6000	0.219372
18.6100	0.218445
18.6200	0.217657
18.6300	0.217032
18.6400	0.216591
18.6500	0.216355
18.6600	0.216341
18.6700	0.216564
18.6800	0.217039
18.6900	0.217775
18.7000	0.218779
18.7100	0.220056
18.7200	0.221606
18.7300	0.223426
18.7400	0.225512
18.7500	0.227854
18.7600	0.230441
18.7700	0.233257
18.7800	0.236285
18.7900	0.239503
18.8000	0.242888
18.8100	0.246416
18.8200	0.250057
18.8300	0.253784
18.8400	0.257566
18.8500	0.261371
18.8600	0.265168
18.8700	0.268924
18.8800	0.272607
18.8900	0.276188
18.9000	0.279634
18.9100	0.282918
18.9200	0.286013
18.9300	0.288895
18.9400	0.291541
18.9500	0.293933
18.9600	0.296055
18.9700	0.297894
18.9800	0.299443
18.9900	0.300697
19.0000	0.301655
19.0100	0.302320
19.0200	0.302702
19.0300	0.302812
19.0400	0.302666
19.0500	0.302285
19.0600	0.301693
19.0700	0.300918
19.0800	0.299991
19.0900	0.298946
19.1000	0.297822
19.1100	0.296657
19.1200	0.295493
19.1300	0.294372
19.1400	0.293340
19.1500	0.292439
19.1600	0.291715
19.1700	0.291211
19.1800	0.290969
19.1900	0.291031
19.2000	0.291434
19.2100	0.292214
19.2200	0.293404
19.2300	0.295033
19.2400	0.297123
19.2500	0.299696
19.2600	0.302766
19.2700	0.306343
19.2800	0.310429
19.2900	0.315024
19.3000	0.320121
19.3100	0.325704
19.3200	0.331756
19.3300	0.338250
19.3400	0.345157
19.3500	0.352439
19.3600	0.360057
19.3700	0.367964
19.3800	0.376110
19.3900	0.384441
19.4000	0.392901
19.4100	0.401430
19.4200	0.409968
19.4300	0.418452
19.4400	0.426819
19.4500	0.435008
19.4600	0.442957
19.4700	0.450609
19.4800	0.457907
19.4900	0.464801
19.5000	0.471241
19.5100	0.477186
19.5200	0.482601
19.5300	0.487455
19.5400	0.491727
19.5500	0.495403
19.5600	0.498477
19.5700	0.500952
19.5800	0.502841
19.5900	0.504164
19.6000	0.504954
19.6100	0.505251
19.6200	0.505103
19.6300	0.504571
19.6400	0.503723
19.6500	0.502633
19.6600	0.501387
19.6700	0.500075
19.6800	0.498796
19.6900	0.497650
19.7000	0.496747
19.7100	0.496197
19.7200	0.496113
19.7300	0.496609
19.7400	0.497800
19.7500	0.499797
19.7600	0.502710
19.7700	0.506644
19.7800	0.511700
19.7900	0.517969
19.8000	0.525536
19.8100	0.534475
19.8200	0.544850
19.8300	0.556713
19.8400	0.570101
19.8500	0.585040
19.8600	0.601538
19.8700	0.619589
19.8800	0.639171
19.8900	0.660244
19.9000	0.682752
19.9100	0.706621
19.9200	0.731763
19.9300	0.758072
19.9400	0.785424
19.9500	0.813684
19.9600	0.842701
19.9700	0.872310
19.9800	0.902337
19.9900	0.932598
20.0000	0.962900
20.0100	0.993044
20.0200	1.022828
20.0300	1.052050
20.0400	1.080507
20.0500	1.108002
20.0600	1.134342
20.0700	1.159348
20.0800	1.182849
20.0900	1.204694
20.1000	1.224747
20.1100	1.242896
20.1200	1.259053
20.1300	1.273159
20.1400	1.285183
20.1500	1.295131
20.1600	1.303042
20.1700	1.308996
20.1800	1.313111
20.1900	1.315551
20.2000	1.316521
20.2100	1.316277
20.2200	1.315117
20.2300	1.313392
20.2400	1.311497
20.2500	1.309880
20.2600	1.309035
20.2700	1.309506
20.2800	1.311880
20.2900	1.316795
20.3000	1.324927
20.3100	1.336999
20.3200	1.353767
20.3300	1.376025
20.3400	1.404600
20.3500	1.440344
20.3600	1.484135
20.3700	1.536868
20.3800	1.599453
20.3900	1.672808
20.4000	1.757853
20.4100	1.855506
20.4200	1.966675
20.4300	2.092252
20.4400	2.233107
20.4500	2.390083
20.4600	2.563986
20.4700	2.755579
20.4800	2.965579
20.4900	3.194647
20.5000	3.443381
20.5100	3.712312
20.5200	4.001898
20.5300	4.312515
20.5400	4.644458
20.5500	4.997927
20.5600	5.373029
20.5700	5.769773
20.5800	6.188064
20.5900	6.627699
20.6000	7.088369
20.6100	7.569653
20.6200	8.071015
20.6300	8.591808
20.6400	9.131271
20.6500	9.688529
20.6600	10.262596
20.6700	10.852374
20.6800	11.456658
20.6900	12.074140
20.7000	12.703408
20.7100	13.342957
20.7200	13.991190
20.7300	14.646425
20.7400	15.306901
20.7500	15.970786
20.7600	16.636184
20.7700	17.301144
20.7800	17.963664
20.7900	18.621709
20.8000	19.273212
20.8100	19.916086
20.8200	20.548236
20.8300	21.167567
20.8400	21.771995
20.8500	22.359456
20.8600	22.927919
20.8700	23.475393
20.8800	23.999940
20.8900	24.499684
20.9000	24.972818
20.9100	25.417620
20.9200	25.832454
20.9300	26.215786
20.9400	26.566185
20.9500	26.882338
20.9600	27.163052
20.9700	27.407263
20.9800	27.614039
20.9900	27.782589
21.0000	27.912264
21.0100	28.002562
21.0200	28.053131
21.0300	28.063771
21.0400	28.034434
21.0500	27.965227
21.0600	27.856408
21.0700	27.708387
21.0800	27.521723
21.0900	27.297123
21.1000	27.035435
21.1100	26.737645
21.1200	26.404874
21.1300	26.038368
21.1400	25.639494
21.1500	25.209733
21.1600	24.750669
21.1700	24.263986
21.1800	23.751455
21.1900	23.214924
21.2000	22.656314
21.2100	22.077603
21.2200	21.480818
21.2300	20.868026
21.2400	20.241324
21.2500	19.602823
21.2600	18.954646
21.2700	18.298909
21.2800	17.637720
21.2900	16.973159
21.3000	16.307276
21.3100	15.642077
21.3200	14.979520
21.3300	14.321498
21.3400	13.669840
21.3500	13.026298
21.3600	12.392539
21.3700	11.770143
21.3800	11.160593
21.3900	10.565275
21.4000	9.985465
21.4100	9.422333
21.4200	8.876938
21.4300	8.350221
21.4400	7.843010
21.4500	7.356015
21.4600	6.889828
21.4700	6.444926
21.4800	6.021668
21.4900	5.620300
21.5000	5.240957
21.5100	4.883665
21.5200	4.548343
21.5300	4.234814
21.5400	3.942800
21.5500	3.671935
21.5600	3.421765
21.5700	3.191759
21.5800	2.981311
21.5900	2.789748
21.6000	2.616338
21.6100	2.460293
21.6200	2.320781
21.6300	2.196929
21.6400	2.087832
21.6500	1.992561
21.6600	1.910167
21.6700	1.839689
21.6800	1.780163
21.6900	1.730624
21.7000	1.690117
21.7100	1.657698
21.7200	1.632445
21.7300	1.613458
21.7400	1.599866
21.7500	1.590834
21.7600	1.585561
21.7700	1.583290
21.7800	1.583307
21.7900	1.584945
21.8000	1.587586
21.8100	1.590663
21.8200	1.593659
21.8300	1.596114
21.8400	1.597617
21.8500	1.597812
21.8600	1.596396
21.8700	1.593118
21.8800	1.587774
21.8900	1.580215
21.9000	1.570333
21.9100	1.558067
21.9200	1.543400
21.9300	1.526351
21.9400	1.506979
21.9500	1.485373
21.9600	1.461654
21.9700	1.435970
21.9800	1.408492
21.9900	1.379411
22.0000	1.348932
22.0100	1.317277
22.0200	1.284675
22.0300	1.251361
22.0400	1.217575
22.0500	1.183554
22.0600	1.149535
22.0700	1.115747
22.0800	1.082413
22.0900	1.049742
22.1000	1.017933
22.1100	0.987171
22.1200	0.957622
22.1300	0.929437
22.1400	0.902746
22.1500	0.877662
22.1600	0.854277
22.1700	0.832660
22.1800	0.812864
22.1900	0.794918
22.2000	0.778832
22.2100	0.764597
22.2200	0.752185
22.2300	0.741549
22.2400	0.732628
22.2500	0.725344
22.2600	0.719604
22.2700	0.715304
22.2800	0.712330
22.2900	0.710556
22.3000	0.709851
22.3100	0.710078
22.3200	0.711096
22.3300	0.712760
22.3400	0.714928
22.3500	0.717456
22.3600	0.720205
22.3700	0.723039
22.3800	0.725828
22.3900	0.728452
22.4000	0.730794
22.4100	0.732751
22.4200	0.734228
22.4300	0.735141
22.4400	0.735421
22.4500	0.735006
22.4600	0.733851
22.4700	0.731921
22.4800	0.729196
22.4900	0.725667
22.5000	0.721336
22.5100	0.716221
22.5200	0.710348
22.5300	0.703755
22.5400	0.696489
22.5500	0.688606
22.5600	0.680172
22.5700	0.671259
22.5800	0.661942
22.5900	0.652306
22.6000	0.642436
22.6100	0.632421
22.6200	0.622350
22.6300	0.612312
22.6400	0.602397
22.6500	0.592690
22.6600	0.583276
22.6700	0.574231
22.6800	0.565631
22.6900	0.557542
22.7000	0.550024
22.7100	0.543132
22.7200	0.536908
22.7300	0.531391
22.7400	0.526607
22.7500	0.522575
22.7600	0.519304
22.7700	0.516794
22.7800	0.515035
22.7900	0.514011
22.8000	0.513694
22.8100	0.514051
22.8200	0.515039
22.8300	0.516610
22.8400	0.518709
22.8500	0.521276
22.8600	0.524246
22.8700	0.527550
22.8800	0.531118
22.8900	0.534877
22.9000	0.538753
22.9100	0.542671
22.9200	0.546561
22.9300	0.550350
22.9400	0.553972
22.9500	0.557363
22.9600	0.560462
22.9700	0.563217
22.9800	0.565579
22.9900	0.567507
23.0000	0.568966
23.0100	0.569929
23.0200	0.570377
23.0300	0.570298
23.0400	0.569691
23.0500	0.568558
23.0600	0.566915
23.0700	0.564780
23.0800	0.562184
23.0900	0.559161
23.1000	0.555753
23.1100	0.552009
23.1200	0.547984
23.1300	0.543734
23.1400	0.539324
23.1500	0.534818
23.1600	0.530285
23.1700	0.525795
23.1800	0.521416
23.1900	0.517220
23.2000	0.513274
23.2100	0.509645
23.2200	0.506395
23.2300	0.503583
23.2400	0.501263
23.2500	0.499485
23.2600	0.498291
23.2700	0.497716
23.2800	0.497789
23.2900	0.498532
23.3000	0.499956
23.3100	0.502066
23.3200	0.504858
23.3300	0.508320
23.3400	0.512432
23.3500	0.517163
23.3600	0.522478
23.3700	0.528332
23.3800	0.534674
23.3900	0.541447
23.4000	0.548587
23.4100	0.556027
23.4200	0.563695
23.4300	0.571515
23.4400	0.579410
23.4500	0.587301
23.4600	0.595111
23.4700	0.602760
23.4800	0.610174
23.4900	0.617280
23.5000	0.624008
23.5100	0.630297
23.5200	0.636087
23.5300	0.641330
23.5400	0.645981
23.5500	0.650006
23.5600	0.653382
23.5700	0.656092
23.5800	0.658131
23.5900	0.659505
23.6000	0.660231
23.6100	0.660335
23.6200	0.659855
23.6300	0.658840
23.6400	0.657350
23.6500	0.655452
23.6600	0.653224
23.6700	0.650754
23.6800	0.648136
23.6900	0.645471
23.7000	0.642866
23.7100	0.640432
23.7200	0.638284
23.7300	0.636540
23.7400	0.635316
23.7500	0.634728
23.7600	0.634893
23.7700	0.635919
23.7800	0.637914
23.7900	0.640974
23.8000	0.645192
23.8100	0.650648
23.8200	0.657413
23.8300	0.665546
23.8400	0.675092
23.8500	0.686083
23.8600	0.698535
23.8700	0.712449
23.8800	0.727811
23.8900	0.744589
23.9000	0.762734
23.9100	0.782183
23.9200	0.802853
23.9300	0.824649
23.9400	0.847457
23.9500	0.871151
23.9600	0.895590
23.9700	0.920623
23.9800	0.946086
23.9900	0.971807
24.0000	0.997608
24.0100	1.023303
24.0200	1.048706
24.0300	1.073628
24.0400	1.097885
24.0500	1.121294
24.0600	1.143680
24.0700	1.164879
24.0800	1.184739
24.0900	1.203121
24.1000	1.219909
24.1100	1.235002
24.1200	1.248326
24.1300	1.259832
24.1400	1.269500
24.1500	1.277338
24.1600	1.283391
24.1700	1.287736
24.1800	1.290487
24.1900	1.291796
24.2000	1.291855
24.2100	1.290893
24.2200	1.289184
24.2300	1.287040
24.2400	1.284815
24.2500	1.282903
24.2600	1.281737
24.2700	1.281792
24.2800	1.283575
24.2900	1.287633
24.3000	1.294543
24.3100	1.304914
24.3200	1.319381
24.3300	1.338606
24.3400	1.363268
24.3500	1.394067
24.3600	1.431712
24.3700	1.476923
24.3800	1.530420
24.3900	1.592926
24.4000	1.665153
24.4100	1.747804
24.4200	1.841566
24.4300	1.947100
24.4400	2.065043
24.4500	2.195995
24.4600	2.340520
24.4700	2.499137
24.4800	2.672317
24.4900	2.860475
24.5000	3.063967
24.5100	3.283088
24.5200	3.518063
24.5300	3.769045
24.5400	4.036113
24.5500	4.319266
24.5600	4.618422
24.5700	4.933417
24.5800	5.263999
24.5900	5.609828
24.6000	5.970480
24.6100	6.345439
24.6200	6.734103
24.6300	7.135781
24.6400	7.549698
24.6500	7.974992
24.6600	8.410722
24.6700	8.855867
24.6800	9.309330
24.6900	9.769943
24.7000	10.236472
24.7100	10.707620
24.7200	11.182036
24.7300	11.658315
24.7400	12.135012
24.7500	12.610639
24.7600	13.083684
24.7700	13.552606
24.7800	14.015852
24.7900	14.471858
24.8000	14.919061
24.8100	15.355906
24.8200	15.780853
24.8300	16.192385
24.8400	16.589016
24.8500	16.969299
24.8600	17.331836
24.8700	17.675280
24.8800	17.998346
24.8900	18.299819
24.9000	18.578556
24.9100	18.833496
24.9200	19.063665
24.9300	19.268180
24.9400	19.446254
24.9500	19.597201
24.9600	19.720442
24.9700	19.815500
24.9800	19.882014
24.9900	19.919730
25.0000	19.928509
25.0100	19.908327
25.0200	19.859271
25.0300	19.781545
25.0400	19.675460
25.0500	19.541440
25.0600	19.380016
25.0700	19.191824
25.0800	18.977598
25.0900	18.738172
25.1000	18.474470
25.1100	18.187502
25.1200	17.878360
25.1300	17.548212
25.1400	17.198292
25.1500	16.829899
25.1600	16.444384
25.1700	16.043147
25.1800	15.627629
25.1900	15.199302
25.2000	14.759664
25.2100	14.310231
25.2200	13.852527
25.2300	13.388078
25.2400	12.918407
25.2500	12.445021
25.2600	11.969410
25.2700	11.493034
25.2800	11.017320
25.2900	10.543657
25.3000	10.073386
25.3100	9.607796
25.3200	9.148120
25.3300	8.695528
25.3400	8.251126
25.3500	7.815947
25.3600	7.390954
25.3700	6.977030
25.3800	6.574983
25.3900	6.185538
25.4000	5.809338
25.4100	5.446947
25.4200	5.098842
25.4300	4.765418
25.4400	4.446991
25.4500	4.143793
25.4600	3.855978
25.4700	3.583623
25.4800	3.326729
25.4900	3.085228
25.5000	2.858979
25.5100	2.647780
25.5200	2.451366
25.5300	2.269414
25.5400	2.101547
25.5500	1.947343
25.5600	1.806332
25.5700	1.678008
25.5800	1.561827
25.5900	1.457218
25.6000	1.363585
25.6100	1.280309
25.6200	1.206759
25.6300	1.142292
25.6400	1.086259
25.6500	1.038009
25.6600	0.996894
25.6700	0.962272
25.6800	0.933510
25.6900	0.909992
25.7000	0.891116
25.7100	0.876302
25.7200	0.864992
25.7300	0.856653
25.7400	0.850780
25.7500	0.846898
25.7600	0.844561
25.7700	0.843356
25.7800	0.842903
25.7900	0.842855
25.8000	0.842901
25.8100	0.842760
25.8200	0.842189
25.8300	0.840975
25.8400	0.838939
25.8500	0.835934
25.8600	0.831842
25.8700	0.826576
25.8800	0.820076
25.8900	0.812307
25.9000	0.803260
25.9100	0.792948
25.9200	0.781402
25.9300	0.768676
25.9400	0.754837
25.9500	0.739967
25.9600	0.724160
25.9700	0.707522
25.9800	0.690164
25.9900	0.672207
26.0000	0.653773
26.0100	0.634987
26.0200	0.615976
26.0300	0.596865
26.0400	0.577776
26.0500	0.558827
26.0600	0.540133
26.0700	0.521801
26.0800	0.503929
26.0900	0.486609
26.1000	0.469924
26.1100	0.453946
26.1200	0.438740
26.1300	0.424356
26.1400	0.410839
26.1500	0.398220
26.1600	0.386521
26.1700	0.375754
26.1800	0.365920
26.1900	0.357012
26.2000	0.349015
26.2100	0.341903
26.2200	0.335645
26.2300	0.330202
26.2400	0.325528
26.2500	0.321574
26.2600	0.318285
26.2700	0.315601
26.2800	0.313462
26.2900	0.311805
26.3000	0.310564
26.3100	0.309675
26.3200	0.309073
26.3300	0.308695
26.3400	0.308478
26.3500	0.308364
26.3600	0.308295
26.3700	0.308220
26.3800	0.308087
26.3900	0.307854
26.4000	0.307479
26.4100	0.306928
26.4200	0.306169
26.4300	0.305177
26.4400	0.303933
26.4500	0.302421
26.4600	0.300632
26.4700	0.298560
26.4800	0.296204
26.4900	0.293571
26.5000	0.290666
26.5100	0.287504
26.5200	0.284100
26.5300	0.280472
26.5400	0.276643
26.5500	0.272637
26.5600	0.268479
26.5700	0.264197
26.5800	0.259820
26.5900	0.255377
26.6000	0.250896
26.6100	0.246408
26.6200	0.241941
26.6300	0.237522
26.6400	0.233178
26.6500	0.228933
26.6600	0.224812
26.6700	0.220834
26.6800	0.217019
26.6900	0.213382
26.7000	0.209939
26.7100	0.206700
26.7200	0.203674
26.7300	0.200867
26.7400	0.198283
26.7500	0.195922
26.7600	0.193783
26.7700	0.191861
26.7800	0.190152
26.7900	0.188647
26.8000	0.187335
26.8100	0.186206
26.8200	0.185245
26.8300	0.184440
26.8400	0.183774
26.8500	0.183232
26.8600	0.182797
26.8700	0.182452
26.8800	0.182181
26.8900	0.181968
26.9000	0.181795
26.9100	0.181647
26.9200	0.181510
26.9300	0.181369
26.9400	0.181211
26.9500	0.181025
26.9600	0.180799
26.9700	0.180526
26.9800	0.180196
26.9900	0.179804
27.0000	0.179344
27.0100	0.178814
27.0200	0.178211
27.0300	0.177534
27.0400	0.176784
27.0500	0.175964
27.0600	0.175074
27.0700	0.174121
27.0800	0.173108
27.0900	0.172042
27.1000	0.170928
27.1100	0.169774
27.1200	0.168587
27.1300	0.167374
27.1400	0.166144
27.1500	0.164904
27.1600	0.163662
27.1700	0.162426
27.1800	0.161201
27.1900	0.159996
27.2000	0.158817
27.2100	0.157669
27.2200	0.156557
27.2300	0.155486
27.2400	0.154459
27.2500	0.153480
27.2600	0.152551
27.2700	0.151673
27.2800	0.150847
27.2900	0.150074
27.3000	0.149353
27.3100	0.148684
27.3200	0.148063
27.3300	0.147491
27.3400	0.146963
27.3500	0.146478
27.3600	0.146032
27.3700	0.145623
27.3800	0.145247
27.3900	0.144901
27.4000	0.144581
27.4100	0.144285
27.4200	0.144010
27.4300	0.143752
27.4400	0.143510
27.4500	0.143281
27.4600	0.143064
27.4700	0.142856
27.4800	0.142658
27.4900	0.142468
27.5000	0.142287
27.5100	0.142114
27.5200	0.141949
27.5300	0.141794
27.5400	0.141650
27.5500	0.141518
27.5600	0.141399
27.5700	0.141295
27.5800	0.141208
27.5900	0.141139
27.6000	0.141090
27.6100	0.141063
27.6200	0.141060
27.6300	0.141080
27.6400	0.141126
27.6500	0.141197
27.6600	0.141295
27.6700	0.141418
27.6800	0.141567
27.6900	0.141741
27.7000	0.141937
27.7100	0.142154
27.7200	0.142390
27.7300	0.142641
27.7400	0.142906
27.7500	0.143179
27.7600	0.143459
27.7700	0.143739
27.7800	0.144016
27.7900	0.144287
27.8000	0.144545
27.8100	0.144787
27.8200	0.145009
27.8300	0.145206
27.8400	0.145375
27.8500	0.145512
27.8600	0.145614
27.8700	0.145679
27.8800	0.145704
27.8900	0.145689
27.9000	0.145632
27.9100	0.145535
27.9200	0.145398
27.9300	0.145222
27.9400	0.145011
27.9500	0.144769
27.9600	0.144499
27.9700	0.144206
27.9800	0.143897
27.9900	0.143578
28.0000	0.143256
28.0100	0.142940
28.0200	0.142637
28.0300	0.142357
28.0400	0.142108
28.0500	0.141899
28.0600	0.141739
28.0700	0.141638
28.0800	0.141605
28.0900	0.141647
28.1000	0.141773
28.1100	0.141990
28.1200	0.142304
28.1300	0.142722
28.1400	0.143247
28.1500	0.143883
28.1600	0.144633
28.1700	0.145498
28.1800	0.146476
28.1900	0.147567
28.2000	0.148767
28.2100	0.150072
28.2200	0.151476
28.2300	0.152971
28.2400	0.154548
28.2500	0.156199
28.2600	0.157910
28.2700	0.159672
28.2800	0.161470
28.2900	0.163290
28.3000	0.165119
28.3100	0.166941
28.3200	0.168741
28.3300	0.170505
28.3400	0.172216
28.3500	0.173862
28.3600	0.175427
28.3700	0.176899
28.3800	0.178266
28.3900	0.179517
28.4000	0.180643
28.4100	0.181636
