M	S_M	sum_abs	cancel_ratio	ln_M
2769	9.354216588548404e-1	5.661329041284783e2	0.00165230	7.926242
5543	8.958730813270062e-1	7.466287787613423e2	0.00119989	8.620291
8310	9.099971130054523e-1	8.721969697978616e2	0.00104334	9.025215
11086	1.003886587319003e0	9.687671291877467e2	0.00103625	9.313438
13863	9.295902121559272e-1	1.047554418709536e3	0.00088739	9.536979
16629	9.257376286041845e-1	1.112899753528907e3	0.00083182	9.718903
19401	9.273151978437354e-1	1.168932108175546e3	0.00079330	9.873080
22170	8.799724537061108e-1	1.216847883442274e3	0.00072316	10.006495
24947	8.560193031580493e-1	1.258240876626097e3	0.00068033	10.124509
27706	8.559001160416979e-1	1.293446880101929e3	0.00066172	10.229404
30481	8.507851779539204e-1	1.323494429870136e3	0.00064283	10.324859
33265	8.534630013183572e-1	1.349411252160726e3	0.00063247	10.412261
36033	8.567163948990059e-1	1.371239896006089e3	0.00062477	10.492190
38813	8.551986241684748e-1	1.389289308588736e3	0.00061557	10.566511
41583	8.534882061271931e-1	1.404045444604964e3	0.00060788	10.635447
44338	8.669774577518422e-1	1.415667785778663e3	0.00061242	10.699597
47103	8.697967330901096e-1	1.424407322348915e3	0.00061064	10.760092
49885	8.693584402213149e-1	1.430444013004300e3	0.00060775	10.817476
52655	8.698460336508680e-1	1.433969596160653e3	0.00060660	10.871516
55417	8.701705050289837e-1	1.435134310179116e3	0.00060633	10.922642
