band_j	band_k	range_j	range_k	Q_band
1	1	[2,4)	[2,4)	9.670609426810948e-1
1	2	[2,4)	[4,8)	2.518829976568880e-1
1	3	[2,4)	[8,16)	-1.311232205004257e-1
1	4	[2,4)	[16,32)	2.321390954301417e-1
1	5	[2,4)	[32,64)	-1.509862953410049e-1
1	6	[2,4)	[64,128)	3.116841021174728e-2
1	7	[2,4)	[128,256)	-8.063143987028981e-3
1	8	[2,4)	[256,512)	1.219506437083816e-2
1	9	[2,4)	[512,1024)	-4.797551833877213e-3
1	10	[2,4)	[1024,2048)	-3.246541764683329e-4
2	1	[4,8)	[2,4)	2.518829976568881e-1
2	2	[4,8)	[4,8)	1.304948146766814e-1
2	3	[4,8)	[8,16)	-5.833605373826092e-2
2	4	[4,8)	[16,32)	8.826312288817457e-2
2	5	[4,8)	[32,64)	-6.015067783264051e-2
2	6	[4,8)	[64,128)	1.216693303577164e-2
2	7	[4,8)	[128,256)	-3.321632753831365e-3
2	8	[4,8)	[256,512)	4.962863040995033e-3
2	9	[4,8)	[512,1024)	-1.968248669572364e-3
2	10	[4,8)	[1024,2048)	-1.358985513058627e-4
3	1	[8,16)	[2,4)	-1.311232205004257e-1
3	2	[8,16)	[4,8)	-5.833605373826092e-2
3	3	[8,16)	[8,16)	5.225477513456563e-2
3	4	[8,16)	[16,32)	-6.658225417315930e-2
3	5	[8,16)	[32,64)	3.837149580519125e-2
3	6	[8,16)	[64,128)	-8.909900365666551e-3
3	7	[8,16)	[128,256)	2.185115700316748e-3
3	8	[8,16)	[256,512)	-3.702057443172390e-3
3	9	[8,16)	[512,1024)	1.453651988910161e-3
3	10	[8,16)	[1024,2048)	1.012577100265412e-4
4	1	[16,32)	[2,4)	2.321390954301418e-1
4	2	[16,32)	[4,8)	8.826312288817457e-2
4	3	[16,32)	[8,16)	-6.658225417315931e-2
4	4	[16,32)	[16,32)	1.470691922859859e-1
4	5	[16,32)	[32,64)	-9.760073403015856e-2
4	6	[16,32)	[64,128)	1.823037901345128e-2
4	7	[16,32)	[128,256)	-5.759969361779724e-3
4	8	[16,32)	[256,512)	8.853855197133356e-3
4	9	[16,32)	[512,1024)	-3.558575063363950e-3
4	10	[16,32)	[1024,2048)	-2.572729598937831e-4
5	1	[32,64)	[2,4)	-1.509862953410049e-1
5	2	[32,64)	[4,8)	-6.015067783264055e-2
5	3	[32,64)	[8,16)	3.837149580519125e-2
5	4	[32,64)	[16,32)	-9.760073403015859e-2
5	5	[32,64)	[32,64)	8.239668559022269e-2
5	6	[32,64)	[64,128)	-1.923971083294024e-2
5	7	[32,64)	[128,256)	3.766140210272170e-3
5	8	[32,64)	[256,512)	-7.462978973382778e-3
5	9	[32,64)	[512,1024)	2.917365091539583e-3
5	10	[32,64)	[1024,2048)	2.151490272318397e-4
6	1	[64,128)	[2,4)	3.116841021174728e-2
6	2	[64,128)	[4,8)	1.216693303577166e-2
6	3	[64,128)	[8,16)	-8.909900365666537e-3
6	4	[64,128)	[16,32)	1.823037901345128e-2
6	5	[64,128)	[32,64)	-1.923971083294026e-2
6	6	[64,128)	[64,128)	1.328021254614142e-2
6	7	[64,128)	[128,256)	-3.993858590724168e-3
6	8	[64,128)	[256,512)	1.488883020247098e-3
6	9	[64,128)	[512,1024)	-9.065616087755791e-4
6	10	[64,128)	[1024,2048)	-8.016157008156978e-5
7	1	[128,256)	[2,4)	-8.063143987028981e-3
7	2	[128,256)	[4,8)	-3.321632753831366e-3
7	3	[128,256)	[8,16)	2.185115700316735e-3
7	4	[128,256)	[16,32)	-5.759969361779717e-3
7	5	[128,256)	[32,64)	3.766140210272180e-3
7	6	[128,256)	[64,128)	-3.993858590724158e-3
7	7	[128,256)	[128,256)	5.801502814252221e-3
7	8	[128,256)	[256,512)	-1.744941939343049e-3
7	9	[128,256)	[512,1024)	-8.010359237082062e-5
7	10	[128,256)	[1024,2048)	-2.909585758404984e-5
8	1	[256,512)	[2,4)	1.219506437083816e-2
8	2	[256,512)	[4,8)	4.962863040995033e-3
8	3	[256,512)	[8,16)	-3.702057443172394e-3
8	4	[256,512)	[16,32)	8.853855197133361e-3
8	5	[256,512)	[32,64)	-7.462978973382777e-3
8	6	[256,512)	[64,128)	1.488883020247101e-3
8	7	[256,512)	[128,256)	-1.744941939343042e-3
8	8	[256,512)	[256,512)	3.700343661917588e-3
8	9	[256,512)	[512,1024)	-1.210075451975944e-3
8	10	[256,512)	[1024,2048)	-6.881338981287178e-5
9	1	[512,1024)	[2,4)	-4.797551833877214e-3
9	2	[512,1024)	[4,8)	-1.968248669572362e-3
9	3	[512,1024)	[8,16)	1.453651988910160e-3
9	4	[512,1024)	[16,32)	-3.558575063363951e-3
9	5	[512,1024)	[32,64)	2.917365091539584e-3
9	6	[512,1024)	[64,128)	-9.065616087755833e-4
9	7	[512,1024)	[128,256)	-8.010359237081789e-5
9	8	[512,1024)	[256,512)	-1.210075451975944e-3
9	9	[512,1024)	[512,1024)	1.420647374019130e-3
9	10	[512,1024)	[1024,2048)	-6.906950390931339e-5
10	1	[1024,2048)	[2,4)	-3.246541764683334e-4
10	2	[1024,2048)	[4,8)	-1.358985513058627e-4
10	3	[1024,2048)	[8,16)	1.012577100265411e-4
10	4	[1024,2048)	[16,32)	-2.572729598937836e-4
10	5	[1024,2048)	[32,64)	2.151490272318402e-4
10	6	[1024,2048)	[64,128)	-8.016157008156886e-5
10	7	[1024,2048)	[128,256)	-2.909585758404935e-5
10	8	[1024,2048)	[256,512)	-6.881338981287156e-5
10	9	[1024,2048)	[512,1024)	-6.906950390931362e-5
10	10	[1024,2048)	[1024,2048)	1.196198558088427e-4
