omega_j	omega_k	Q_value
1	1	1.699308967513865e1
1	2	-1.768840722141328e1
1	3	5.082643671874356e0
1	4	-3.040547879671067e-1
2	1	-1.768840722141328e1
2	2	2.027151988736212e1
2	3	-6.260412109496128e0
2	4	3.967300177692387e-1
3	1	5.082643671874356e0
3	2	-6.260412109496128e0
3	3	2.074854725961973e0
3	4	-1.406840041604978e-1
4	1	-3.040547879671067e-1
4	2	3.967300177692387e-1
4	3	-1.406840041604978e-1
4	4	1.050351037193311e-2
