band_j	band_k	range_j	range_k	Q_band
1	1	[2,4)	[2,4)	8.490002818855062e-1
1	2	[2,4)	[4,8)	2.380799972595405e-1
1	3	[2,4)	[8,16)	-1.015474051763657e-1
1	4	[2,4)	[16,32)	1.624763166402212e-1
1	5	[2,4)	[32,64)	-9.362784443785134e-2
1	6	[2,4)	[64,128)	1.612641294258300e-2
1	7	[2,4)	[128,256)	-1.171065041210576e-3
2	1	[4,8)	[2,4)	2.380799972595405e-1
2	2	[4,8)	[4,8)	5.632220995480634e-3
2	3	[4,8)	[8,16)	5.361998857448533e-3
2	4	[4,8)	[16,32)	8.371729445958236e-2
2	5	[4,8)	[32,64)	-4.402969145443247e-2
2	6	[4,8)	[64,128)	6.951733970497042e-3
2	7	[4,8)	[128,256)	-4.860706606725335e-4
3	1	[8,16)	[2,4)	-1.015474051763657e-1
3	2	[8,16)	[4,8)	5.361998857448505e-3
3	3	[8,16)	[8,16)	3.978281108240417e-3
3	4	[8,16)	[16,32)	-8.435086182220787e-3
3	5	[8,16)	[32,64)	1.012140896675968e-2
3	6	[8,16)	[64,128)	2.778658264706673e-2
3	7	[8,16)	[128,256)	6.694623335288185e-4
4	1	[16,32)	[2,4)	1.624763166402212e-1
4	2	[16,32)	[4,8)	8.371729445958236e-2
4	3	[16,32)	[8,16)	-8.435086182220785e-3
4	4	[16,32)	[16,32)	3.150674859797954e-2
4	5	[16,32)	[32,64)	-2.205915856378369e-2
4	6	[16,32)	[64,128)	-7.054015005558438e-3
4	7	[16,32)	[128,256)	-3.122258121023351e-3
5	1	[32,64)	[2,4)	-9.362784443785134e-2
5	2	[32,64)	[4,8)	-4.402969145443248e-2
5	3	[32,64)	[8,16)	1.012140896675967e-2
5	4	[32,64)	[16,32)	-2.205915856378370e-2
5	5	[32,64)	[32,64)	4.555247215831024e-2
5	6	[32,64)	[64,128)	2.707415160016122e-3
5	7	[32,64)	[128,256)	-7.635439159221925e-4
6	1	[64,128)	[2,4)	1.612641294258301e-2
6	2	[64,128)	[4,8)	6.951733970497042e-3
6	3	[64,128)	[8,16)	2.778658264706673e-2
6	4	[64,128)	[16,32)	-7.054015005558439e-3
6	5	[64,128)	[32,64)	2.707415160016124e-3
6	6	[64,128)	[64,128)	-3.525219402709640e-4
6	7	[64,128)	[128,256)	3.353686967840482e-3
7	1	[128,256)	[2,4)	-1.171065041210577e-3
7	2	[128,256)	[4,8)	-4.860706606725333e-4
7	3	[128,256)	[8,16)	6.694623335288154e-4
7	4	[128,256)	[16,32)	-3.122258121023353e-3
7	5	[128,256)	[32,64)	-7.635439159221908e-4
7	6	[128,256)	[64,128)	3.353686967840483e-3
7	7	[128,256)	[128,256)	-1.464511727270804e-3
