M	S_M	sum_abs	cancel_ratio	ln_M
123	1.846318939070535e0	5.592230957533913e1	0.03301578	4.812184
249	1.885632979433333e0	7.312511963618805e1	0.02578639	5.517453
379	1.908020029830444e0	8.421715002643545e1	0.02265596	5.937536
498	1.923053697147381e0	9.295511150833910e1	0.02068798	6.210600
623	1.875853116075863e0	1.000760131735954e2	0.01874428	6.434547
751	1.907677844913763e0	1.058678634123479e2	0.01801942	6.621406
878	1.913048527011124e0	1.108169483624700e2	0.01726314	6.777647
1001	1.904351644228578e0	1.149049234739001e2	0.01657328	6.908755
1126	1.913324264816520e0	1.184187955066472e2	0.01615727	7.026427
1249	1.902663009685797e0	1.213493267927389e2	0.01567922	7.130099
1371	1.874840805819178e0	1.238088524158490e2	0.01514303	7.223296
1497	1.866823481772956e0	1.259023947843161e2	0.01482755	7.311218
1619	1.853622622901935e0	1.276598242656255e2	0.01452002	7.389564
1751	1.855716006006479e0	1.291520316895405e2	0.01436846	7.467942
1879	1.852915680550542e0	1.303662391203496e2	0.01421316	7.538495
2002	1.852719125483711e0	1.313046704065843e2	0.01411008	7.601902
2127	1.855043353639962e0	1.320055921006564e2	0.01405276	7.662468
2251	1.854178044421444e0	1.324901923009734e2	0.01399483	7.719130
2377	1.853037687060083e0	1.327878242133456e2	0.01395488	7.773594
2495	1.852355307749141e0	1.329063722975980e2	0.01393729	7.822044
