d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	-2.048403975432861e-1	2.048403975432861e-1	30.5622	1.000000	1
2	3.788322985326391e-1	3.788322985326391e-1	87.0840	1.500000	2 (prime)
3	-7.592126794470981e-2	7.592126794470981e-2	98.4115	1.333333	3 (prime)
5	-1.800770261658023e-2	1.800770261658023e-2	101.0982	1.200000	5 (prime)
6	2.925469330397041e-1	2.925469330397041e-1	144.7462	2.000000	2·3
7	-5.756370727193227e-3	5.756370727193227e-3	145.6051	1.142857	7 (prime)
10	7.679237902376644e-2	7.679237902376644e-2	157.0625	1.800000	2·5
11	9.422387517419049e-5	9.422387517419049e-5	157.0766	1.090909	11 (prime)
13	9.647184329798889e-4	9.647184329798889e-4	157.2205	1.076923	13 (prime)
14	3.840953192737104e-2	3.840953192737104e-2	162.9512	1.714286	2·7
15	1.193930863788397e-2	1.193930863788397e-2	164.7326	1.600000	3·5
17	1.751344432652494e-3	1.751344432652494e-3	164.9939	1.058824	17 (prime)
19	1.766219538482524e-3	1.766219538482524e-3	165.2574	1.052632	19 (prime)
21	6.735292173777548e-3	6.735292173777548e-3	166.2623	1.523810	3·7
22	1.638993606855423e-2	1.638993606855423e-2	168.7077	1.636364	2·11
23	1.778178158129109e-3	1.778178158129109e-3	168.9730	1.043478	23 (prime)
26	1.210755642640928e-2	1.210755642640928e-2	170.7794	1.615385	2·13
29	1.521936259563835e-3	1.521936259563835e-3	171.0065	1.034483	29 (prime)
30	1.520272659429921e-2	1.520272659429921e-2	173.2747	2.400000	2·3·5
31	1.464863802386123e-3	1.464863802386123e-3	173.4933	1.032258	31 (prime)
33	3.219115521221754e-3	3.219115521221754e-3	173.9736	1.454545	3·11
34	7.391642301047702e-3	7.391642301047702e-3	175.0764	1.588235	2·17
35	2.456433738655641e-3	2.456433738655641e-3	175.4429	1.371429	5·7
37	1.319605322027274e-3	1.319605322027274e-3	175.6398	1.027027	37 (prime)
38	6.014055075727786e-3	6.014055075727786e-3	176.5371	1.578947	2·19
39	2.404842067640057e-3	2.404842067640057e-3	176.8959	1.435897	3·13
41	1.225139278848356e-3	1.225139278848356e-3	177.0787	1.024390	41 (prime)
42	6.823156568969888e-3	6.823156568969888e-3	178.0967	2.285714	2·3·7
43	1.178239880922216e-3	1.178239880922216e-3	178.2725	1.023256	43 (prime)
46	4.213272368550305e-3	4.213272368550305e-3	178.9011	1.565217	2·23
47	1.090311849461482e-3	1.090311849461482e-3	179.0638	1.021277	47 (prime)
51	1.456842580493983e-3	1.456842580493983e-3	179.2812	1.411765	3·17
53	1.021311319089792e-3	1.021311319089792e-3	179.4335	1.018868	53 (prime)
55	1.106608915948961e-3	1.106608915948961e-3	179.5986	1.309091	5·11
57	1.197282584814078e-3	1.197282584814078e-3	179.7773	1.403509	3·19
58	2.755365635002518e-3	2.755365635002518e-3	180.1884	1.551724	2·29
59	9.409235880918033e-4	9.409235880918033e-4	180.3288	1.016949	59 (prime)
61	9.085835850594518e-4	9.085835850594518e-4	180.4643	1.016393	61 (prime)
62	2.430851582500374e-3	2.430851582500374e-3	180.8270	1.548387	2·31
65	8.102555023035118e-4	8.102555023035118e-4	180.9479	1.292308	5·13
66	2.615397487582051e-3	2.615397487582051e-3	181.3381	2.181818	2·3·11
67	8.189637555846675e-4	8.189637555846675e-4	181.4603	1.014925	67 (prime)
69	8.233747659875891e-4	8.233747659875891e-4	181.5832	1.391304	3·23
70	1.559831182613444e-3	1.559831182613444e-3	181.8159	2.057143	2·5·7
71	7.640657538087175e-4	7.640657538087175e-4	181.9299	1.014085	71 (prime)
