omega_j	omega_k	Q_value
0	0	2.606614033209943e-1
0	1	-9.656673171448121e-1
0	2	4.802826809368655e-1
0	3	-4.079154954710585e-2
1	0	-9.656673171448121e-1
1	1	4.622476565375372e0
1	2	-2.522911919049839e0
1	3	2.743171919994956e-1
2	0	4.802826809368655e-1
2	1	-2.522911919049839e0
2	2	1.582771868676844e0
2	3	-1.907959907751729e-1
3	0	-4.079154954710585e-2
3	1	2.743171919994956e-1
3	2	-1.907959907751729e-1
3	3	2.289043307391833e-2
