band_j	band_k	range_j	range_k	Q_band
1	1	[2,4)	[2,4)	9.359242780203627e-1
1	2	[2,4)	[4,8)	2.809922804780991e-1
1	3	[2,4)	[8,16)	-1.325985749920387e-1
1	4	[2,4)	[16,32)	2.320268105726304e-1
1	5	[2,4)	[32,64)	-1.485553551579082e-1
1	6	[2,4)	[64,128)	3.045170749780362e-2
1	7	[2,4)	[128,256)	-7.609961479943354e-3
1	8	[2,4)	[256,512)	1.127247753705371e-2
1	9	[2,4)	[512,1024)	-4.512311525638944e-3
1	10	[2,4)	[1024,2048)	-3.499218143179414e-4
2	1	[4,8)	[2,4)	2.809922804780990e-1
2	2	[4,8)	[4,8)	1.335443433095907e-3
2	3	[4,8)	[8,16)	1.405738164107008e-2
2	4	[4,8)	[16,32)	1.279270651765292e-1
2	5	[4,8)	[32,64)	-7.464974127488309e-2
2	6	[4,8)	[64,128)	1.410877957045500e-2
2	7	[4,8)	[128,256)	-3.271225145684491e-3
2	8	[4,8)	[256,512)	4.722265538525865e-3
2	9	[4,8)	[512,1024)	-1.876656508904292e-3
2	10	[4,8)	[1024,2048)	-1.453355345955163e-4
3	1	[8,16)	[2,4)	-1.325985749920388e-1
3	2	[8,16)	[4,8)	1.405738164107008e-2
3	3	[8,16)	[8,16)	8.694376616781494e-4
3	4	[8,16)	[16,32)	-2.304006577505523e-3
3	5	[8,16)	[32,64)	6.266595982144773e-3
3	6	[8,16)	[64,128)	7.151723988957563e-2
3	7	[8,16)	[128,256)	4.055615996735058e-3
3	8	[8,16)	[256,512)	-4.660486714813473e-3
3	9	[8,16)	[512,1024)	1.665521164898175e-3
3	10	[8,16)	[1024,2048)	1.133357027212486e-4
4	1	[16,32)	[2,4)	2.320268105726304e-1
4	2	[16,32)	[4,8)	1.279270651765292e-1
4	3	[16,32)	[8,16)	-2.304006577505523e-3
4	4	[16,32)	[16,32)	6.386937173509862e-3
4	5	[16,32)	[32,64)	-5.757640186781480e-3
4	6	[16,32)	[64,128)	-2.298197283632968e-2
4	7	[16,32)	[128,256)	6.897034258794101e-2
4	8	[16,32)	[256,512)	4.296525409227647e-2
4	9	[16,32)	[512,1024)	-1.273265140296566e-2
4	10	[16,32)	[1024,2048)	-2.803037050787892e-4
5	1	[32,64)	[2,4)	-1.485553551579082e-1
5	2	[32,64)	[4,8)	-7.464974127488309e-2
5	3	[32,64)	[8,16)	6.266595982144785e-3
5	4	[32,64)	[16,32)	-5.757640186781479e-3
5	5	[32,64)	[32,64)	9.341005016460607e-3
5	6	[32,64)	[64,128)	9.581699050772551e-4
5	7	[32,64)	[128,256)	-1.686945441740820e-3
5	8	[32,64)	[256,512)	-5.281122550261927e-3
5	9	[32,64)	[512,1024)	3.516837799514590e-2
5	10	[32,64)	[1024,2048)	-7.830884624144479e-3
6	1	[64,128)	[2,4)	3.045170749780363e-2
6	2	[64,128)	[4,8)	1.410877957045498e-2
6	3	[64,128)	[8,16)	7.151723988957565e-2
6	4	[64,128)	[16,32)	-2.298197283632967e-2
6	5	[64,128)	[32,64)	9.581699050772504e-4
6	6	[64,128)	[64,128)	-4.053223033184174e-3
6	7	[64,128)	[128,256)	5.217271563577408e-4
6	8	[64,128)	[256,512)	-1.335197441791501e-2
6	9	[64,128)	[512,1024)	-3.020264234615052e-2
6	10	[64,128)	[1024,2048)	-7.830970882114022e-3
7	1	[128,256)	[2,4)	-7.609961479943360e-3
7	2	[128,256)	[4,8)	-3.271225145684486e-3
7	3	[128,256)	[8,16)	4.055615996735062e-3
7	4	[128,256)	[16,32)	6.897034258794101e-2
7	5	[128,256)	[32,64)	-1.686945441740824e-3
7	6	[128,256)	[64,128)	5.217271563577471e-4
7	7	[128,256)	[128,256)	-1.748303037075384e-3
7	8	[128,256)	[256,512)	-2.739728732957551e-3
7	9	[128,256)	[512,1024)	4.281146547098120e-3
7	10	[128,256)	[1024,2048)	-5.348114715227401e-3
8	1	[256,512)	[2,4)	1.127247753705371e-2
8	2	[256,512)	[4,8)	4.722265538525863e-3
8	3	[256,512)	[8,16)	-4.660486714813476e-3
8	4	[256,512)	[16,32)	4.296525409227647e-2
8	5	[256,512)	[32,64)	-5.281122550261926e-3
8	6	[256,512)	[64,128)	-1.335197441791500e-2
8	7	[256,512)	[128,256)	-2.739728732957553e-3
