d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	7.139162193651625e-1	7.139162193651625e-1	59.5486	1.000000	1
2	6.222382437360929e-1	6.222382437360929e-1	111.4503	1.500000	2 (prime)
3	2.936515396368610e-1	2.936515396368610e-1	135.9441	1.333333	3 (prime)
5	-2.315741193287073e-1	2.315741193287073e-1	155.2600	1.200000	5 (prime)
6	-9.739474615740661e-2	9.739474615740661e-2	163.3838	2.000000	2·3
7	-6.074958217243027e-2	6.074958217243027e-2	168.4510	1.142857	7 (prime)
10	-1.794421282958478e-2	1.794421282958478e-2	169.9477	1.800000	2·5
11	-7.081282627276152e-2	7.081282627276152e-2	175.8543	1.090909	11 (prime)
13	2.486505359726462e-2	2.486505359726462e-2	177.9283	1.076923	13 (prime)
14	-1.955446517164585e-3	1.955446517164585e-3	178.0915	1.714286	2·7
15	-4.449030118232510e-2	4.449030118232510e-2	181.8024	1.600000	3·5
17	-3.173649515069369e-3	3.173649515069369e-3	182.0672	1.058824	17 (prime)
19	1.338734286278306e-2	1.338734286278306e-2	183.1838	1.052632	19 (prime)
21	6.634124506123302e-3	6.634124506123302e-3	183.7372	1.523810	3·7
22	-1.064042317871251e-3	1.064042317871251e-3	183.8259	1.636364	2·11
23	-2.185905674309154e-2	2.185905674309154e-2	185.6492	1.043478	23 (prime)
26	5.314355642197089e-3	5.314355642197089e-3	186.0925	1.615385	2·13
29	3.889715208677520e-2	3.889715208677520e-2	189.3370	1.034483	29 (prime)
30	2.102289795888825e-3	2.102289795888825e-3	189.5123	2.400000	2·3·5
31	1.381612067355297e-2	1.381612067355297e-2	190.6647	1.032258	31 (prime)
33	-1.391039597738138e-2	1.391039597738138e-2	191.8250	1.454545	3·11
34	-1.126830346484278e-3	1.126830346484278e-3	191.9190	1.588235	2·17
35	-1.975074951725128e-2	1.975074951725128e-2	193.5664	1.371429	5·7
37	-7.962308777948061e-4	7.962308777948061e-4	193.6328	1.027027	37 (prime)
38	3.716317818724276e-3	3.716317818724276e-3	193.9428	1.578947	2·19
39	-8.715895580292806e-3	8.715895580292806e-3	194.6698	1.435897	3·13
41	4.581539920958663e-3	4.581539920958663e-3	195.0520	1.024390	41 (prime)
42	1.500604184909025e-3	1.500604184909025e-3	195.1772	2.285714	2·3·7
43	1.003093751963636e-2	1.003093751963636e-2	196.0138	1.023256	43 (prime)
46	3.874522261306316e-3	3.874522261306316e-3	196.3370	1.565217	2·23
47	-7.649202620317785e-3	7.649202620317785e-3	196.9751	1.021277	47 (prime)
51	3.302057442163787e-3	3.302057442163787e-3	197.2505	1.411765	3·17
53	-9.067254888984554e-4	9.067254888984554e-4	197.3261	1.018868	53 (prime)
55	-4.447788902037065e-3	4.447788902037065e-3	197.6971	1.309091	5·11
57	-2.067515223306106e-3	2.067515223306106e-3	197.8696	1.403509	3·19
58	9.463532608782831e-4	9.463532608782831e-4	197.9485	1.551724	2·29
59	-8.554667801221610e-3	8.554667801221610e-3	198.6621	1.016949	59 (prime)
61	-9.071313336691718e-4	9.071313336691718e-4	198.7377	1.016393	61 (prime)
62	3.220020128810681e-3	3.220020128810681e-3	199.0063	1.548387	2·31
65	3.539773614477434e-3	3.539773614477434e-3	199.3016	1.292308	5·13
66	2.145582942061032e-3	2.145582942061032e-3	199.4805	2.181818	2·3·11
67	6.987481395987802e-3	6.987481395987802e-3	200.0634	1.014925	67 (prime)
69	6.211840328268203e-3	6.211840328268203e-3	200.5815	1.391304	3·23
70	2.068222930395323e-3	2.068222930395323e-3	200.7540	2.057143	2·5·7
71	2.939374130350156e-3	2.939374130350156e-3	200.9992	1.014085	71 (prime)
73	4.285535479128675e-3	4.285535479128675e-3	201.3567	1.013699	73 (prime)
74	2.643032202349758e-3	2.643032202349758e-3	201.5771	1.540541	2·37
77	4.733855615128972e-3	4.733855615128972e-3	201.9720	1.246753	7·11
78	2.660685523051515e-4	2.660685523051515e-4	201.9942	2.153846	2·3·13
79	8.944649489330960e-4	8.944649489330960e-4	202.0688	1.012658	79 (prime)
82	2.562741540454955e-3	2.562741540454955e-3	202.2825	1.536585	2·41
83	-2.433436204732409e-3	2.433436204732409e-3	202.4855	1.012048	83 (prime)
85	-2.498592490029870e-3	2.498592490029870e-3	202.6939	1.270588	5·17
86	1.876247709888281e-3	1.876247709888281e-3	202.8504	1.534884	2·43
87	-8.021886346082759e-4	8.021886346082759e-4	202.9173	1.379310	3·29
89	5.500125438333956e-4	5.500125438333956e-4	202.9632	1.011236	89 (prime)
91	6.769524466253048e-4	6.769524466253048e-4	203.0197	1.230769	7·13
93	1.265471571958677e-3	1.265471571958677e-3	203.1252	1.376344	3·31
94	2.623169311913518e-3	2.623169311913518e-3	203.3440	1.531915	2·47
95	-3.691218147196261e-4	3.691218147196261e-4	203.3748	1.263158	5·19
97	3.865016569943741e-4	3.865016569943741e-4	203.4071	1.010309	97 (prime)
101	3.636267087539331e-3	3.636267087539331e-3	203.7104	1.009901	101 (prime)
