omega_j	omega_k	Q_value
1	1	1.402677685608347e1
1	2	-1.384138784078612e1
1	3	4.106824530461616e0
1	4	-2.769284238654773e-1
2	1	-1.384138784078612e1
2	2	1.545681570908678e1
2	3	-4.870286689781588e0
2	4	3.650937560211702e-1
3	1	4.106824530461616e0
3	2	-4.870286689781588e0
3	3	1.581544653067754e0
3	4	-1.220300318113343e-1
4	1	-2.769284238654773e-1
4	2	3.650937560211702e-1
4	3	-1.220300318113343e-1
4	4	8.472352305241461e-3
