omega_j	omega_k	Q_value
1	1	2.680924752358035e0
1	2	-1.049183358271730e0
1	3	4.548662312895450e-2
2	1	-1.049183358271731e0
2	2	4.765362681460595e-1
2	3	-2.376842302458605e-2
3	1	4.548662312895450e-2
3	2	-2.376842302458605e-2
3	3	1.033088490098489e-3
