d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	1.448967036599857e0	1.448967036599857e0	77.2489	1.000000	1
2	6.038398399158077e-1	6.038398399158077e-1	109.4414	1.500000	2 (prime)
3	2.724149141016063e-1	2.724149141016063e-1	123.9647	1.333333	3 (prime)
5	-2.547635863576513e-1	2.547635863576513e-1	137.5469	1.200000	5 (prime)
6	-1.109085780497285e-1	1.109085780497285e-1	143.4598	2.000000	2·3
7	-4.297149165173132e-2	4.297149165173132e-2	145.7507	1.142857	7 (prime)
10	-2.344453467299377e-2	2.344453467299377e-2	147.0006	1.800000	2·5
11	-4.988956033902826e-2	4.988956033902826e-2	149.6604	1.090909	11 (prime)
13	2.036268559676495e-2	2.036268559676495e-2	150.7460	1.076923	13 (prime)
14	-9.082588893847339e-3	9.082588893847339e-3	151.2302	1.714286	2·7
15	-4.809823551669325e-2	4.809823551669325e-2	153.7945	1.600000	3·5
17	-8.756584509166179e-3	8.756584509166179e-3	154.2613	1.058824	17 (prime)
19	2.073195164965770e-2	2.073195164965770e-2	155.3666	1.052632	19 (prime)
21	4.815903790913115e-3	4.815903790913115e-3	155.6234	1.523810	3·7
22	-2.519264548428152e-3	2.519264548428152e-3	155.7577	1.636364	2·11
23	-2.073527850515650e-2	2.073527850515650e-2	156.8631	1.043478	23 (prime)
26	6.077977414927681e-3	6.077977414927681e-3	157.1872	1.615385	2·13
29	2.442256394778596e-2	2.442256394778596e-2	158.4892	1.034483	29 (prime)
30	5.603006051888259e-4	5.603006051888259e-4	158.5191	2.400000	2·3·5
31	1.582569175083112e-2	1.582569175083112e-2	159.3628	1.032258	31 (prime)
33	-1.251101190736339e-2	1.251101190736339e-2	160.0298	1.454545	3·11
34	-1.462971420951252e-3	1.462971420951252e-3	160.1078	1.588235	2·17
35	-1.984863855554468e-2	1.984863855554468e-2	161.1660	1.371429	5·7
37	3.218432104422611e-4	3.218432104422611e-4	161.1831	1.027027	37 (prime)
38	2.361968185593500e-3	2.361968185593500e-3	161.3091	1.578947	2·19
39	-9.588776814787476e-3	9.588776814787476e-3	161.8203	1.435897	3·13
41	6.287482277173685e-3	6.287482277173685e-3	162.1555	1.024390	41 (prime)
42	2.703051045521954e-3	2.703051045521954e-3	162.2996	2.285714	2·3·7
43	7.985608877967825e-3	7.985608877967825e-3	162.7253	1.023256	43 (prime)
46	3.387342360830225e-3	3.387342360830225e-3	162.9059	1.565217	2·23
47	-5.984886263398484e-3	5.984886263398484e-3	163.2250	1.021277	47 (prime)
51	7.705622729029987e-4	7.705622729029987e-4	163.2661	1.411765	3·17
53	1.708598104594214e-3	1.708598104594214e-3	163.3572	1.018868	53 (prime)
55	-3.315412001568358e-3	3.315412001568358e-3	163.5339	1.309091	5·11
57	-2.470457151768045e-3	2.470457151768045e-3	163.6656	1.403509	3·19
58	4.920494122238404e-3	4.920494122238404e-3	163.9279	1.551724	2·29
59	-8.475532181728238e-3	8.475532181728238e-3	164.3798	1.016949	59 (prime)
61	-4.156279605160578e-3	4.156279605160578e-3	164.6014	1.016393	61 (prime)
62	3.592390227903308e-3	3.592390227903308e-3	164.7929	1.548387	2·31
65	2.755146771159742e-3	2.755146771159742e-3	164.9398	1.292308	5·13
66	2.373642983683248e-3	2.373642983683248e-3	165.0663	2.181818	2·3·11
67	8.307251226740576e-3	8.307251226740576e-3	165.5092	1.014925	67 (prime)
69	5.527088734519952e-3	5.527088734519952e-3	165.8039	1.391304	3·23
70	3.897790122612231e-3	3.897790122612231e-3	166.0117	2.057143	2·5·7
71	4.073988069114568e-3	4.073988069114568e-3	166.2289	1.014085	71 (prime)
73	8.771980346827241e-3	8.771980346827241e-3	166.6966	1.013699	73 (prime)
74	1.553100859088320e-3	1.553100859088320e-3	166.7794	1.540541	2·37
77	3.385849934749446e-3	3.385849934749446e-3	166.9599	1.246753	7·11
78	3.134918188276229e-4	3.134918188276229e-4	166.9766	2.153846	2·3·13
79	5.544276989497954e-4	5.544276989497954e-4	167.0061	1.012658	79 (prime)
82	2.302064640882824e-3	2.302064640882824e-3	167.1289	1.536585	2·41
83	3.355116038348040e-4	3.355116038348040e-4	167.1468	1.012048	83 (prime)
85	-1.434255754749659e-3	1.434255754749659e-3	167.2232	1.270588	5·17
86	3.797288743467966e-3	3.797288743467966e-3	167.4257	1.534884	2·43
87	-8.648151254615829e-4	8.648151254615829e-4	167.4718	1.379310	3·29
89	-8.464027081862422e-4	8.464027081862422e-4	167.5169	1.011236	89 (prime)
91	1.081079693249635e-3	1.081079693249635e-3	167.5745	1.230769	7·13
93	9.036185285524432e-4	9.036185285524432e-4	167.6227	1.376344	3·31
94	2.571734924861136e-3	2.571734924861136e-3	167.7598	1.531915	2·47
95	-9.171032458829842e-4	9.171032458829842e-4	167.8087	1.263158	5·19
97	2.119221631730520e-3	2.119221631730520e-3	167.9217	1.010309	97 (prime)
101	2.185229066599357e-3	2.185229066599357e-3	168.0382	1.009901	101 (prime)
