d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	1.639481896397304e0	1.639481896397304e0	104.3145	1.000000	1
2	2.124522446194540e-1	2.124522446194540e-1	117.8321	1.500000	2 (prime)
3	8.156687982967462e-2	8.156687982967462e-2	123.0219	1.333333	3 (prime)
5	-2.286058347170764e-1	2.286058347170764e-1	137.5673	1.200000	5 (prime)
6	-4.646702727477072e-2	4.646702727477072e-2	140.5239	2.000000	2·3
7	-8.086075423925078e-2	8.086075423925078e-2	145.6688	1.142857	7 (prime)
10	-7.218053189883196e-3	7.218053189883196e-3	146.1280	1.800000	2·5
11	-1.661284856623938e-2	1.661284856623938e-2	147.1850	1.090909	11 (prime)
13	2.316379051399708e-2	2.316379051399708e-2	148.6589	1.076923	13 (prime)
14	-6.460166554625165e-4	6.460166554625165e-4	148.7000	1.714286	2·7
15	-1.462149110396755e-2	1.462149110396755e-2	149.6303	1.600000	3·5
17	4.895286038276168e-3	4.895286038276168e-3	149.9417	1.058824	17 (prime)
19	6.614531370084952e-3	6.614531370084952e-3	150.3626	1.052632	19 (prime)
