omega_j	omega_k	Q_value
1	1	5.659188598043929e0
1	2	-3.568384991365406e0
1	3	5.002635975046362e-1
2	1	-3.568384991365406e0
2	2	2.655322733859321e0
2	3	-4.021733162741541e-1
3	1	5.002635975046362e-1
3	2	-4.021733162741541e-1
3	3	6.194405978087710e-2
