d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	7.051383066844931e-1	7.051383066844931e-1	45.6875	1.000000	1
2	4.260157870768757e-1	4.260157870768757e-1	73.2900	1.500000	2 (prime)
3	1.069034125244266e-2	1.069034125244266e-2	73.9826	1.333333	3 (prime)
5	9.063100775831253e-3	9.063100775831253e-3	74.5698	1.200000	5 (prime)
6	1.825620766278550e-1	1.825620766278550e-1	86.3985	2.000000	2·3
7	8.495793026085222e-3	8.495793026085222e-3	86.9489	1.142857	7 (prime)
10	4.725764262551412e-2	4.725764262551412e-2	90.0108	1.800000	2·5
11	6.362588071106813e-3	6.362588071106813e-3	90.4231	1.090909	11 (prime)
13	5.586345186736862e-3	5.586345186736862e-3	90.7850	1.076923	13 (prime)
14	2.253101627260504e-2	2.253101627260504e-2	92.2449	1.714286	2·7
15	8.702408339697062e-3	8.702408339697062e-3	92.8087	1.600000	3·5
17	4.096571088791057e-3	4.096571088791057e-3	93.0741	1.058824	17 (prime)
19	3.553757525233346e-3	3.553757525233346e-3	93.3044	1.052632	19 (prime)
21	4.220402018177340e-3	4.220402018177340e-3	93.5779	1.523810	3·7
22	8.861098203377616e-3	8.861098203377616e-3	94.1520	1.636364	2·11
23	2.881615257771085e-3	2.881615257771085e-3	94.3387	1.043478	23 (prime)
26	6.268201579731956e-3	6.268201579731956e-3	94.7448	1.615385	2·13
29	2.127749115524672e-3	2.127749115524672e-3	94.8827	1.034483	29 (prime)
30	7.644311107537013e-3	7.644311107537013e-3	95.3780	2.400000	2·3·5
31	1.965599546423627e-3	1.965599546423627e-3	95.5053	1.032258	31 (prime)
33	1.543853059548525e-3	1.543853059548525e-3	95.6054	1.454545	3·11
34	3.682026732094162e-3	3.682026732094162e-3	95.8439	1.588235	2·17
35	1.362148693471754e-3	1.362148693471754e-3	95.9322	1.371429	5·7
37	1.601723500916486e-3	1.601723500916486e-3	96.0360	1.027027	37 (prime)
38	2.955621656618666e-3	2.955621656618666e-3	96.2275	1.578947	2·19
39	1.033766493357263e-3	1.033766493357263e-3	96.2944	1.435897	3·13
41	1.385308722049510e-3	1.385308722049510e-3	96.3842	1.024390	41 (prime)
42	3.835770835133460e-3	3.835770835133460e-3	96.6327	2.285714	2·3·7
43	1.289090905431803e-3	1.289090905431803e-3	96.7162	1.023256	43 (prime)
