d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	1.605308114501551e0	1.605308114501551e0	86.5708	1.000000	1
2	5.060155305020838e-1	5.060155305020838e-1	113.8591	1.500000	2 (prime)
3	1.807277840607400e-1	1.807277840607400e-1	123.6053	1.333333	3 (prime)
5	-2.375725366210122e-1	2.375725366210122e-1	136.4171	1.200000	5 (prime)
6	-8.312214302808302e-2	8.312214302808302e-2	140.8997	2.000000	2·3
7	-7.197058272091078e-2	7.197058272091078e-2	144.7809	1.142857	7 (prime)
10	-1.484771978550936e-2	1.484771978550936e-2	145.5816	1.800000	2·5
11	-5.515071193071699e-2	5.515071193071699e-2	148.5558	1.090909	11 (prime)
13	2.334520169433184e-2	2.334520169433184e-2	149.8147	1.076923	13 (prime)
14	-6.157891372691937e-3	6.157891372691937e-3	150.1468	1.714286	2·7
15	-2.756118565178377e-2	2.756118565178377e-2	151.6331	1.600000	3·5
17	5.129763748918710e-4	5.129763748918710e-4	151.6608	1.058824	17 (prime)
19	1.141070823035978e-2	1.141070823035978e-2	152.2761	1.052632	19 (prime)
21	6.255656965579494e-3	6.255656965579494e-3	152.6135	1.523810	3·7
22	3.151015738958232e-3	3.151015738958232e-3	152.7834	1.636364	2·11
23	-1.060541693077473e-2	1.060541693077473e-2	153.3553	1.043478	23 (prime)
26	4.459020613069120e-3	4.459020613069120e-3	153.5958	1.615385	2·13
29	2.339713971641675e-2	2.339713971641675e-2	154.8576	1.034483	29 (prime)
30	-3.378769919553205e-3	3.378769919553205e-3	155.0398	2.400000	2·3·5
31	1.929489776558578e-2	1.929489776558578e-2	156.0803	1.032258	31 (prime)
33	1.222845160756843e-3	1.222845160756843e-3	156.1463	1.454545	3·11
34	3.756124860840013e-3	3.756124860840013e-3	156.3488	1.588235	2·17
35	-1.489535653888133e-3	1.489535653888133e-3	156.4291	1.371429	5·7
37	-8.680025201205098e-4	8.680025201205098e-4	156.4760	1.027027	37 (prime)
38	1.847474235392219e-3	1.847474235392219e-3	156.5756	1.578947	2·19
39	-1.746890062966048e-4	1.746890062966048e-4	156.5850	1.435897	3·13
41	6.231336020527093e-3	6.231336020527093e-3	156.9210	1.024390	41 (prime)
