omega_j	omega_k	Q_value
1	1	1.586604512251511e1
1	2	-1.671225613142765e1
1	3	5.308552653902963e0
1	4	-4.292066304877480e-1
2	1	-1.671225613142765e1
2	2	1.995456393578957e1
2	3	-6.713697499843218e0
2	4	5.959510537603868e-1
3	1	5.308552653902963e0
3	2	-6.713697499843218e0
3	3	2.340203542096075e0
3	4	-2.111048476685683e-1
4	1	-4.292066304877480e-1
4	2	5.959510537603869e-1
4	3	-2.111048476685683e-1
4	4	1.704080354041100e-2
