d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	7.092937264307001e-1	7.092937264307001e-1	46.6150	1.000000	1
2	4.287942407339257e-1	4.287942407339257e-1	74.7955	1.500000	2 (prime)
3	3.221648583255430e-2	3.221648583255430e-2	76.9128	1.333333	3 (prime)
5	1.599247479957902e-2	1.599247479957902e-2	77.9638	1.200000	5 (prime)
6	1.509574261014602e-1	1.509574261014602e-1	87.8848	2.000000	2·3
7	1.177553838773504e-2	1.177553838773504e-2	88.6587	1.142857	7 (prime)
10	3.840461795780765e-2	3.840461795780765e-2	91.1827	1.800000	2·5
11	7.585930288425454e-3	7.585930288425454e-3	91.6812	1.090909	11 (prime)
13	6.125426152064419e-3	6.125426152064419e-3	92.0838	1.076923	13 (prime)
14	1.797685902147710e-2	1.797685902147710e-2	93.2652	1.714286	2·7
15	6.705966860721213e-3	6.705966860721213e-3	93.7059	1.600000	3·5
17	4.308962484016503e-3	4.308962484016503e-3	93.9891	1.058824	17 (prime)
19	3.671335201485605e-3	3.671335201485605e-3	94.2304	1.052632	19 (prime)
21	3.101726244251157e-3	3.101726244251157e-3	94.4343	1.523810	3·7
22	6.878002147138436e-3	6.878002147138436e-3	94.8863	1.636364	2·11
23	2.808625149068158e-3	2.808625149068158e-3	95.0709	1.043478	23 (prime)
26	4.898325839580809e-3	4.898325839580809e-3	95.3928	1.615385	2·13
29	2.074035553302528e-3	2.074035553302528e-3	95.5291	1.034483	29 (prime)
30	6.886811112062489e-3	6.886811112062489e-3	95.9817	2.400000	2·3·5
31	1.890342476411874e-3	1.890342476411874e-3	96.1059	1.032258	31 (prime)
33	1.020361668554140e-3	1.020361668554140e-3	96.1730	1.454545	3·11
34	2.874312589248978e-3	2.874312589248978e-3	96.3619	1.588235	2·17
35	9.346854740678497e-4	9.346854740678497e-4	96.4233	1.371429	5·7
37	1.451138529733048e-3	1.451138529733048e-3	96.5187	1.027027	37 (prime)
38	2.319868030512868e-3	2.319868030512868e-3	96.6712	1.578947	2·19
39	6.578353087843466e-4	6.578353087843466e-4	96.7144	1.435897	3·13
