d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	2.131734835241521e-1	2.131734835241521e-1	24.4979	1.000000	1
2	7.532917045689226e-1	7.532917045689226e-1	111.0661	1.500000	2 (prime)
3	4.223558350171759e-1	4.223558350171759e-1	159.6031	1.333333	3 (prime)
5	-2.381772459433268e-1	2.381772459433268e-1	186.9744	1.200000	5 (prime)
6	-1.382077647941254e-1	1.382077647941254e-1	202.8573	2.000000	2·3
7	-5.869223048112162e-2	5.869223048112162e-2	209.6022	1.142857	7 (prime)
10	-2.816334795495202e-2	2.816334795495202e-2	212.8387	1.800000	2·5
11	-5.538564057847106e-2	5.538564057847106e-2	219.2036	1.090909	11 (prime)
13	2.629496516190655e-2	2.629496516190655e-2	222.2254	1.076923	13 (prime)
14	-1.518716300039178e-3	1.518716300039178e-3	222.4000	1.714286	2·7
15	-5.883312052093715e-2	5.883312052093715e-2	229.1611	1.600000	3·5
17	3.111054336811505e-3	3.111054336811505e-3	229.5186	1.058824	17 (prime)
19	3.667146916674741e-2	3.667146916674741e-2	233.7329	1.052632	19 (prime)
21	1.752979052899518e-2	1.752979052899518e-2	235.7474	1.523810	3·7
22	-2.528431203389301e-2	2.528431203389301e-2	238.6530	1.636364	2·11
23	-9.669652013092856e-3	9.669652013092856e-3	239.7643	1.043478	23 (prime)
26	-1.561101669162060e-2	1.561101669162060e-2	241.5583	1.615385	2·13
29	4.915621358553380e-2	4.915621358553380e-2	247.2073	1.034483	29 (prime)
30	-3.661831884528176e-3	3.661831884528176e-3	247.6281	2.400000	2·3·5
31	2.252399221282048e-2	2.252399221282048e-2	250.2166	1.032258	31 (prime)
33	-3.217875155902156e-2	3.217875155902156e-2	253.9146	1.454545	3·11
34	-2.199183921085535e-3	2.199183921085535e-3	254.1673	1.588235	2·17
35	-1.782326286153201e-2	1.782326286153201e-2	256.2156	1.371429	5·7
37	3.125602087028902e-3	3.125602087028902e-3	256.5747	1.027027	37 (prime)
38	-1.397991150897248e-3	1.397991150897248e-3	256.7354	1.578947	2·19
39	-2.164969084999944e-2	2.164969084999944e-2	259.2234	1.435897	3·13
41	1.493771499347671e-2	1.493771499347671e-2	260.9400	1.024390	41 (prime)
42	-5.483434422032108e-3	5.483434422032108e-3	261.5702	2.285714	2·3·7
43	1.308161494882721e-2	1.308161494882721e-2	263.0735	1.023256	43 (prime)
46	-5.567617950422717e-3	5.567617950422717e-3	263.7133	1.565217	2·23
47	-1.597224737110193e-2	1.597224737110193e-2	265.5489	1.021277	47 (prime)
51	5.587675130685196e-3	5.587675130685196e-3	266.1910	1.411765	3·17
53	6.316935084876844e-3	6.316935084876844e-3	266.9170	1.018868	53 (prime)
