d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
55	-9.846073123362326e-3	9.846073123362326e-3	268.0485	1.309091	5·11
57	-9.637316883623877e-3	9.637316883623877e-3	269.1560	1.403509	3·19
58	4.563725350643470e-5	4.563725350643470e-5	269.1612	1.551724	2·29
59	-1.407780612736356e-2	1.407780612736356e-2	270.7790	1.016949	59 (prime)
61	-4.952786295771702e-3	4.952786295771702e-3	271.3482	1.016393	61 (prime)
62	4.606074642523405e-3	4.606074642523405e-3	271.8775	1.548387	2·31
65	2.320102781977481e-3	2.320102781977481e-3	272.1442	1.292308	5·13
66	6.069134773718747e-3	6.069134773718747e-3	272.8416	2.181818	2·3·11
67	7.538654034101661e-3	7.538654034101661e-3	273.7080	1.014925	67 (prime)
69	7.222606456680672e-3	7.222606456680672e-3	274.5380	1.391304	3·23
70	-8.152915911982900e-4	8.152915911982900e-4	274.6317	2.057143	2·5·7
71	2.582800528478260e-3	2.582800528478260e-3	274.9285	1.014085	71 (prime)
73	-2.460151255374008e-3	2.460151255374008e-3	275.2112	1.013699	73 (prime)
74	-1.329944447553060e-3	1.329944447553060e-3	275.3641	1.540541	2·37
77	5.282527675712114e-3	5.282527675712114e-3	275.9711	1.246753	7·11
78	8.627723394146108e-4	8.627723394146108e-4	276.0703	2.153846	2·3·13
79	-4.550010963447899e-3	4.550010963447899e-3	276.5932	1.012658	79 (prime)
82	-1.196846355834030e-3	1.196846355834030e-3	276.7307	1.536585	2·41
83	-7.922535943095915e-3	7.922535943095915e-3	277.6412	1.012048	83 (prime)
85	-9.148110167135914e-3	9.148110167135914e-3	278.6925	1.270588	5·17
86	2.327416084860232e-3	2.327416084860232e-3	278.9599	1.534884	2·43
87	-5.010127579172693e-3	5.010127579172693e-3	279.5357	1.379310	3·29
89	-4.187387700525418e-4	4.187387700525418e-4	279.5838	1.011236	89 (prime)
91	1.473696664884789e-3	1.473696664884789e-3	279.7532	1.230769	7·13
93	-5.048064511230078e-4	5.048064511230078e-4	279.8112	1.376344	3·31
94	2.739625287270296e-3	2.739625287270296e-3	280.1260	1.531915	2·47
95	-3.622643055098894e-3	3.622643055098894e-3	280.5423	1.263158	5·19
97	-2.208613613168341e-3	2.208613613168341e-3	280.7962	1.010309	97 (prime)
101	-1.661285908670084e-3	1.661285908670084e-3	280.9871	1.009901	101 (prime)
102	2.118987182693287e-3	2.118987182693287e-3	281.2306	2.117647	2·3·17
103	1.089073324040392e-3	1.089073324040392e-3	281.3557	1.009709	103 (prime)
105	-2.666214829426103e-3	2.666214829426103e-3	281.6621	1.828571	3·5·7
106	2.242223552278943e-3	2.242223552278943e-3	281.9198	1.528302	2·53
107	-2.884989684886131e-3	2.884989684886131e-3	282.2514	1.009346	107 (prime)
109	1.339491296469142e-3	1.339491296469142e-3	282.4053	1.009174	109 (prime)
110	1.962590729653900e-3	1.962590729653900e-3	282.6308	1.963636	2·5·11
111	2.175193671147795e-4	2.175193671147795e-4	282.6558	1.369369	3·37
113	6.654986165141806e-4	6.654986165141806e-4	282.7323	1.008850	113 (prime)
114	1.857646106218327e-3	1.857646106218327e-3	282.9458	2.105263	2·3·19
115	3.689171940805007e-3	3.689171940805007e-3	283.3697	1.252174	5·23
118	6.048249663584393e-4	6.048249663584393e-4	283.4393	1.525424	2·59
119	-2.228597878403136e-3	2.228597878403136e-3	283.6954	1.210084	7·17
122	-7.535759378305928e-4	7.535759378305928e-4	283.7820	1.524590	2·61
123	-1.787447520402131e-3	1.787447520402131e-3	283.9874	1.365854	3·41
127	-1.301015287578677e-3	1.301015287578677e-3	284.1369	1.007874	127 (prime)
129	-6.197227817060102e-4	6.197227817060102e-4	284.2081	1.364341	3·43
130	1.109421409667001e-3	1.109421409667001e-3	284.3356	1.938462	2·5·13
131	5.441759808266299e-4	5.441759808266299e-4	284.3981	1.007634	131 (prime)
133	-3.578824383114173e-3	3.578824383114173e-3	284.8094	1.203008	7·19
134	1.877060272961123e-3	1.877060272961123e-3	285.0251	1.522388	2·67
137	-1.346902773607627e-3	1.346902773607627e-3	285.1799	1.007299	137 (prime)
138	1.571649001836819e-3	1.571649001836819e-3	285.3605	2.086957	2·3·23
139	-7.136801537122991e-4	7.136801537122991e-4	285.4425	1.007194	139 (prime)
141	-3.299104061991874e-3	3.299104061991874e-3	285.8217	1.361702	3·47
142	6.015106666488886e-6	6.015106666488886e-6	285.8224	1.521127	2·71
143	-2.423214178040239e-3	2.423214178040239e-3	286.1008	1.174825	11·13
145	-9.505111042508595e-5	9.505111042508595e-5	286.1118	1.241379	5·29
146	7.472203309688648e-4	7.472203309688648e-4	286.1976	1.520548	2·73
149	6.969596247230830e-4	6.969596247230830e-4	286.2777	1.006711	149 (prime)
151	6.749546338630406e-4	6.749546338630406e-4	286.3553	1.006623	151 (prime)
154	7.302020519725533e-4	7.302020519725533e-4	286.4392	1.870130	2·7·11
155	7.115719936698409e-4	7.115719936698409e-4	286.5210	1.238710	5·31
157	-9.764643523708673e-4	9.764643523708673e-4	286.6332	1.006369	157 (prime)
158	5.114062070481388e-3	5.114062070481388e-3	287.2209	1.518987	2·79
159	-3.393490358027299e-4	3.393490358027299e-4	287.2599	1.358491	3·53
161	9.849099366514519e-4	9.849099366514519e-4	287.3731	1.192547	7·23
163	1.835982036831056e-3	1.835982036831056e-3	287.5841	1.006135	163 (prime)
165	1.923757281454566e-3	1.923757281454566e-3	287.8052	1.745455	3·5·11
166	9.301057834248995e-4	9.301057834248995e-4	287.9121	1.518072	2·83
167	7.654432232714893e-4	7.654432232714893e-4	288.0000	1.005988	167 (prime)
170	1.697498209868257e-3	1.697498209868257e-3	288.1951	1.905882	2·5·17
173	2.267058140292882e-3	2.267058140292882e-3	288.4556	1.005780	173 (prime)
174	1.672406046917901e-3	1.672406046917901e-3	288.6478	2.068966	2·3·29
177	1.092220445351953e-3	1.092220445351953e-3	288.7733	1.355932	3·59
178	1.128192079824778e-3	1.128192079824778e-3	288.9030	1.516854	2·89
179	2.253076089781062e-4	2.253076089781062e-4	288.9289	1.005587	179 (prime)
181	6.584375884763343e-4	6.584375884763343e-4	289.0045	1.005525	181 (prime)
182	1.292831860472655e-3	1.292831860472655e-3	289.1531	1.846154	2·7·13
183	-2.251736440504273e-5	2.251736440504273e-5	289.1557	1.355191	3·61
185	2.224186559958772e-4	2.224186559958772e-4	289.1813	1.232432	5·37
186	1.425499433817512e-3	1.425499433817512e-3	289.3451	2.064516	2·3·31
187	9.447921097981578e-4	9.447921097981578e-4	289.4537	1.155080	11·17
190	1.144675684730586e-3	1.144675684730586e-3	289.5852	1.894737	2·5·19
191	-5.693632575049296e-5	5.693632575049296e-5	289.5917	1.005236	191 (prime)
193	-2.586147838589329e-4	2.586147838589329e-4	289.6215	1.005181	193 (prime)
194	1.292420213786967e-3	1.292420213786967e-3	289.7700	1.515464	2·97
195	-3.506459350944322e-4	3.506459350944322e-4	289.8103	1.723077	3·5·13
197	-1.866197874377593e-3	1.866197874377593e-3	290.0248	1.005076	197 (prime)
199	-1.352608074945219e-3	1.352608074945219e-3	290.1802	1.005025	199 (prime)
201	-8.862194214677766e-5	8.862194214677766e-5	290.1904	1.353234	3·67
202	2.688420568713258e-4	2.688420568713258e-4	290.2213	1.514851	2·101
203	-1.332483491889385e-3	1.332483491889385e-3	290.3744	1.182266	7·29
205	-5.878944426447465e-4	5.878944426447465e-4	290.4420	1.229268	5·41
206	-8.473563240663830e-5	8.473563240663830e-5	290.4517	1.514563	2·103
209	-8.831229637801793e-4	8.831229637801793e-4	290.5532	1.148325	11·19
210	1.766463866816367e-3	1.766463866816367e-3	290.7562	2.742857	2·3·5·7
211	-3.971985952418780e-4	3.971985952418780e-4	290.8018	1.004739	211 (prime)
213	2.551707861094288e-4	2.551707861094288e-4	290.8312	1.352113	3·71
214	2.759593380851849e-4	2.759593380851849e-4	290.8629	1.514019	2·107
215	-4.892817435280753e-4	4.892817435280753e-4	290.9191	1.227907	5·43
217	-4.064309347903039e-4	4.064309347903039e-4	290.9658	1.179724	7·31
218	8.411318107377420e-4	8.411318107377420e-4	291.0625	1.513761	2·109
219	-4.575489455544660e-4	4.575489455544660e-4	291.1151	1.351598	3·73
221	8.704278269854086e-6	8.704278269854086e-6	291.1161	1.140271	13·17
222	1.611714460474037e-3	1.611714460474037e-3	291.3013	2.054054	2·3·37
223	1.433808097492069e-3	1.433808097492069e-3	291.4660	1.004484	223 (prime)
226	7.316084632057994e-4	7.316084632057994e-4	291.5501	1.513274	2·113
227	5.506838590487944e-4	5.506838590487944e-4	291.6134	1.004405	227 (prime)
229	-7.194377115690611e-4	7.194377115690611e-4	291.6961	1.004367	229 (prime)
230	1.216986204287027e-3	1.216986204287027e-3	291.8359	1.878261	2·5·23
231	7.777599792660757e-4	7.777599792660757e-4	291.9253	1.662338	3·7·11
233	8.040115866067714e-4	8.040115866067714e-4	292.0177	1.004292	233 (prime)
235	1.051562284937815e-3	1.051562284937815e-3	292.1386	1.225532	5·47
