omega_j	omega_k	Q_value
1	1	1.956921849883114e1
1	2	-2.147097940959771e1
1	3	6.674799120640242e0
1	4	-4.716635656272815e-1
2	1	-2.147097940959771e1
2	2	2.584997640121166e1
2	3	-8.614959737295189e0
2	4	6.435373891735715e-1
3	1	6.674799120640242e0
3	2	-8.614959737295189e0
3	3	3.070569938139562e0
3	4	-2.445283361090812e-1
4	1	-4.716635656272815e-1
4	2	6.435373891735715e-1
4	3	-2.445283361090812e-1
4	4	2.121951068195160e-2
