omega_j	omega_k	Q_value
1	1	9.870606128821608e0
1	2	-8.178687560556927e0
1	3	1.638239273181834e0
1	4	-3.548319050880328e-2
2	1	-8.178687560556927e0
2	2	7.543736149878465e0
2	3	-1.638415161749006e0
2	4	3.775615994003433e-2
3	1	1.638239273181834e0
3	2	-1.638415161749006e0
3	3	3.885700365471972e-1
3	4	-9.727201896331134e-3
4	1	-3.548319050880328e-2
4	2	3.775615994003434e-2
4	3	-9.727201896331132e-3
4	4	2.911928532707437e-4
