d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
1	3.924891795377907e-1	3.924891795377907e-1	37.2839	1.000000	1
2	7.565377065770416e-1	7.565377065770416e-1	109.1500	1.500000	2 (prime)
3	4.046930213752079e-1	4.046930213752079e-1	147.5932	1.333333	3 (prime)
5	-2.611393926128313e-1	2.611393926128313e-1	172.3998	1.200000	5 (prime)
6	-1.265651545686733e-1	1.265651545686733e-1	184.4226	2.000000	2·3
7	-7.086731436707056e-2	7.086731436707056e-2	191.1546	1.142857	7 (prime)
10	-1.687006151068366e-2	1.687006151068366e-2	192.7571	1.800000	2·5
11	-8.275999511710394e-2	8.275999511710394e-2	200.6188	1.090909	11 (prime)
13	1.693523115135196e-2	1.693523115135196e-2	202.2275	1.076923	13 (prime)
14	3.218121549029370e-3	3.218121549029370e-3	202.5332	1.714286	2·7
15	-5.869573823745925e-2	5.869573823745925e-2	208.1089	1.600000	3·5
17	1.704428109106158e-3	1.704428109106158e-3	208.2708	1.058824	17 (prime)
19	3.027365915275559e-2	3.027365915275559e-2	211.1466	1.052632	19 (prime)
21	1.864371101824518e-2	1.864371101824518e-2	212.9177	1.523810	3·7
22	1.575503958082064e-3	1.575503958082064e-3	213.0673	1.636364	2·11
23	-9.246902625120685e-4	9.246902625120685e-4	213.1552	1.043478	23 (prime)
26	-3.314157228181219e-3	3.314157228181219e-3	213.4700	1.615385	2·13
29	3.982714750254619e-2	3.982714750254619e-2	217.2533	1.034483	29 (prime)
30	-3.008626987983030e-3	3.008626987983030e-3	217.5391	2.400000	2·3·5
31	2.688503567702446e-2	2.688503567702446e-2	220.0930	1.032258	31 (prime)
33	-1.990552403294529e-2	1.990552403294529e-2	221.9839	1.454545	3·11
34	-7.771916083728694e-4	7.771916083728694e-4	222.0577	1.588235	2·17
35	-2.207396094704118e-2	2.207396094704118e-2	224.1546	1.371429	5·7
37	6.683883956133514e-3	6.683883956133514e-3	224.7895	1.027027	37 (prime)
38	-3.200945167586467e-3	3.200945167586467e-3	225.0936	1.578947	2·19
39	-1.902401270983316e-2	1.902401270983316e-2	226.9008	1.435897	3·13
41	1.392899007412980e-2	1.392899007412980e-2	228.2239	1.024390	41 (prime)
42	-1.844193922031353e-3	1.844193922031353e-3	228.3991	2.285714	2·3·7
43	1.214755181001369e-2	1.214755181001369e-2	229.5530	1.023256	43 (prime)
46	-8.864757025673919e-3	8.864757025673919e-3	230.3951	1.565217	2·23
47	-1.936970869009964e-2	1.936970869009964e-2	232.2351	1.021277	47 (prime)
51	6.196918405727996e-3	6.196918405727996e-3	232.8238	1.411765	3·17
53	5.919007422596097e-3	5.919007422596097e-3	233.3861	1.018868	53 (prime)
55	-6.869785802653188e-3	6.869785802653188e-3	234.0387	1.309091	5·11
57	-6.338135459253997e-3	6.338135459253997e-3	234.6407	1.403509	3·19
58	4.614654699856873e-3	4.614654699856873e-3	235.0791	1.551724	2·29
59	-1.316750012670580e-2	1.316750012670580e-2	236.3299	1.016949	59 (prime)
61	-3.643645853918969e-3	3.643645853918969e-3	236.6760	1.016393	61 (prime)
62	2.555902093885001e-3	2.555902093885001e-3	236.9188	1.548387	2·31
65	2.845690354587523e-3	2.845690354587523e-3	237.1892	1.292308	5·13
66	2.800586953487945e-3	2.800586953487945e-3	237.4552	2.181818	2·3·11
67	4.013938141154655e-3	4.013938141154655e-3	237.8365	1.014925	67 (prime)
69	7.932056004225660e-3	7.932056004225660e-3	238.5900	1.391304	3·23
70	-1.414096248928195e-4	1.414096248928195e-4	238.6034	2.057143	2·5·7
71	2.666632614387809e-3	2.666632614387809e-3	238.8567	1.014085	71 (prime)
73	-2.876359304676789e-3	2.876359304676789e-3	239.1300	1.013699	73 (prime)
74	-7.879041247511885e-4	7.879041247511885e-4	239.2048	1.540541	2·37
77	4.739531179351791e-3	4.739531179351791e-3	239.6550	1.246753	7·11
78	8.938433005818774e-4	8.938433005818774e-4	239.7400	2.153846	2·3·13
