omega_j	omega_k	Q_value
0	0	2.606614033209943e-1
0	1	-9.224477416095727e-1
0	2	4.355366717623004e-1
0	3	-3.211656556978218e-2
1	0	-9.224477416095727e-1
1	1	4.182522556919360e0
1	2	-2.205131664242460e0
1	3	1.766979221039608e-1
2	0	4.355366717623004e-1
2	1	-2.205131664242460e0
2	2	1.314353536933899e0
2	3	-1.152047838131531e-1
3	0	-3.211656556978218e-2
3	1	1.766979221039608e-1
3	2	-1.152047838131531e-1
3	3	1.169645457748630e-2
