omega_j	omega_k	Q_value
1	1	2.224901658308758e0
1	2	-7.615237371973478e-1
1	3	1.347736095885392e-2
2	1	-7.615237371973479e-1
2	2	3.045244810375595e-1
2	3	-6.308948443161704e-3
3	1	1.347736095885392e-2
3	2	-6.308948443161704e-3
3	3	1.918407630635741e-4
