M	S_M	sum_abs	cancel_ratio	ln_M
1999	1.123397037073624e0	4.457933309340122e2	0.00252000	7.600402
3995	9.796537173777994e-1	5.867010376251053e2	0.00166977	8.292799
5998	1.016866238526278e0	6.834403463999957e2	0.00148786	8.699181
7993	1.039643215798384e0	7.586039966809617e2	0.00137047	8.986321
9986	1.063147373358347e0	8.191954395664623e2	0.00129779	9.208939
11993	1.060402848640924e0	8.697759183026288e2	0.00121917	9.392078
13993	1.054877470681036e0	9.124980363513365e2	0.00115603	9.546312
15986	1.072768699924844e0	9.489476291382989e2	0.00113048	9.679469
17981	1.075575377321157e0	9.806091360437302e2	0.00109684	9.797071
19983	1.067049756790363e0	1.007596110262194e3	0.00105901	9.902637
21979	1.059275099176877e0	1.030753833751858e3	0.00102767	9.997843
23978	1.058551061672284e0	1.050529589850284e3	0.00100764	10.084892
25979	1.061251131665744e0	1.067214595827201e3	0.00099441	10.165044
27977	1.058870192545248e0	1.081054489859539e3	0.00097948	10.239138
29973	1.053089873428950e0	1.092357268642954e3	0.00096405	10.308052
31979	1.053330132155625e0	1.101219716376384e3	0.00095651	10.372835
33973	1.053934103902878e0	1.107872702097068e3	0.00095131	10.433321
35974	1.053339105066420e0	1.112473960958548e3	0.00094684	10.490552
37981	1.052612666926586e0	1.115159371118189e3	0.00094391	10.544841
39985	1.052703959329217e0	1.116044412756286e3	0.00094325	10.596260
