band_j	band_k	range_j	range_k	Q_band
1	1	[2,4)	[2,4)	9.111509560626634e-1
1	2	[2,4)	[4,8)	2.283786163620494e-1
1	3	[2,4)	[8,16)	-1.121231596526350e-1
1	4	[2,4)	[16,32)	1.893295379970721e-1
1	5	[2,4)	[32,64)	-1.167857398417142e-1
1	6	[2,4)	[64,128)	2.224178604454038e-2
1	7	[2,4)	[128,256)	-3.916480682606045e-3
1	8	[2,4)	[256,512)	3.495141797119431e-3
2	1	[4,8)	[2,4)	2.283786163620495e-1
2	2	[4,8)	[4,8)	1.137493949309503e-1
2	3	[4,8)	[8,16)	-4.804169614712533e-2
2	4	[4,8)	[16,32)	6.920282860985051e-2
2	5	[4,8)	[32,64)	-4.473200250681267e-2
2	6	[4,8)	[64,128)	8.361949959199066e-3
2	7	[4,8)	[128,256)	-1.552701857162037e-3
2	8	[4,8)	[256,512)	1.365359127580452e-3
3	1	[8,16)	[2,4)	-1.121231596526350e-1
3	2	[8,16)	[4,8)	-4.804169614712533e-2
3	3	[8,16)	[8,16)	4.080904300556736e-2
3	4	[8,16)	[16,32)	-4.916584887473834e-2
3	5	[8,16)	[32,64)	2.685903955384438e-2
3	6	[8,16)	[64,128)	-5.757509122981753e-3
3	7	[8,16)	[128,256)	9.515693464916303e-4
3	8	[8,16)	[256,512)	-9.563872687305964e-4
4	1	[16,32)	[2,4)	1.893295379970721e-1
4	2	[16,32)	[4,8)	6.920282860985051e-2
4	3	[16,32)	[8,16)	-4.916584887473834e-2
4	4	[16,32)	[16,32)	1.034404268018297e-1
4	5	[16,32)	[32,64)	-6.507137843595577e-2
4	6	[16,32)	[64,128)	1.135721831896737e-2
4	7	[16,32)	[128,256)	-2.397328521437041e-3
4	8	[16,32)	[256,512)	2.164639806570758e-3
5	1	[32,64)	[2,4)	-1.167857398417142e-1
5	2	[32,64)	[4,8)	-4.473200250681268e-2
5	3	[32,64)	[8,16)	2.685903955384437e-2
5	4	[32,64)	[16,32)	-6.507137843595577e-2
5	5	[32,64)	[32,64)	5.203229895810695e-2
5	6	[32,64)	[64,128)	-1.107430961608539e-2
5	7	[32,64)	[128,256)	1.487781689996200e-3
5	8	[32,64)	[256,512)	-1.726164357459587e-3
6	1	[64,128)	[2,4)	2.224178604454036e-2
6	2	[64,128)	[4,8)	8.361949959199064e-3
6	3	[64,128)	[8,16)	-5.757509122981752e-3
6	4	[64,128)	[16,32)	1.135721831896738e-2
6	5	[64,128)	[32,64)	-1.107430961608539e-2
6	6	[64,128)	[64,128)	6.374281576147240e-3
6	7	[64,128)	[128,256)	-1.385155340089425e-3
6	8	[64,128)	[256,512)	3.205458656224278e-4
7	1	[128,256)	[2,4)	-3.916480682606045e-3
7	2	[128,256)	[4,8)	-1.552701857162039e-3
7	3	[128,256)	[8,16)	9.515693464916331e-4
7	4	[128,256)	[16,32)	-2.397328521437039e-3
7	5	[128,256)	[32,64)	1.487781689996203e-3
7	6	[128,256)	[64,128)	-1.385155340089427e-3
7	7	[128,256)	[128,256)	1.476994522446843e-3
7	8	[128,256)	[256,512)	-2.126232288282237e-4
8	1	[256,512)	[2,4)	3.495141797119431e-3
8	2	[256,512)	[4,8)	1.365359127580453e-3
8	3	[256,512)	[8,16)	-9.563872687305966e-4
8	4	[256,512)	[16,32)	2.164639806570758e-3
8	5	[256,512)	[32,64)	-1.726164357459587e-3
8	6	[256,512)	[64,128)	3.205458656224277e-4
8	7	[256,512)	[128,256)	-2.126232288282236e-4
8	8	[256,512)	[256,512)	2.996910153450703e-4
