omega_j	omega_k	Q_value
1	1	6.450973503394538e0
1	2	-4.411852446731656e0
1	3	6.997108804486073e-1
1	4	-4.437895117303266e-3
2	1	-4.411852446731656e0
2	2	3.567636395815672e0
2	3	-6.108432797312001e-1
2	4	4.303160867441033e-3
3	1	6.997108804486073e-1
3	2	-6.108432797312001e-1
3	3	1.137010066518551e-1
3	4	-1.055133681040319e-3
4	1	-4.437895117303266e-3
4	2	4.303160867441033e-3
4	3	-1.055133681040319e-3
4	4	3.836398299706751e-6
