omega_j	omega_k	Q_value
1	1	3.097777504284369e0
1	2	-1.335120019779680e0
1	3	7.242025551700340e-2
2	1	-1.335120019779680e0
2	2	7.078282989849916e-1
2	3	-4.493694513823155e-2
3	1	7.242025551700340e-2
3	2	-4.493694513823155e-2
3	3	2.108929502459983e-3
