k	lambda_k
16605	8.407526820379937e-7
16606	8.407619866619194e-7
16607	8.407660811010961e-7
16608	8.407722410536021e-7
16609	8.407832115583804e-7
16610	8.407857769944367e-7
16611	8.407895148910632e-7
16612	8.407998354586642e-7
16613	8.408096935844813e-7
16614	8.408166067752390e-7
16615	8.408204765507579e-7
16616	8.408238672275948e-7
16617	8.408342759340037e-7
16618	8.408445042678047e-7
16619	8.408551162141362e-7
16620	8.408576836938083e-7
16621	8.408588587360200e-7
16622	8.408682405673054e-7
16623	8.408751675494049e-7
16624	8.408815359486200e-7
16625	8.408864765843976e-7
16626	8.408954249110398e-7
16627	8.409002082069292e-7
16628	8.409094606138844e-7
16629	8.409137712986746e-7
16630	8.409153436608387e-7
16631	8.409290128695556e-7
16632	8.409387577344348e-7
16633	8.409414923803001e-7
16634	8.409445805563834e-7
16635	8.409526648010338e-7
16636	8.409582429913038e-7
16637	8.409675713036004e-7
16638	8.409711280330157e-7
16639	8.409738198204067e-7
16640	8.409823524065940e-7
16641	8.409911917682596e-7
16642	8.409986100298160e-7
16643	8.410054825501739e-7
16644	8.410072746198160e-7
16645	8.410165784630747e-7
16646	8.410284598635538e-7
16647	8.410302572177373e-7
16648	8.410329219725493e-7
16649	8.410386832485175e-7
16650	8.410433885320871e-7
16651	8.410551883184188e-7
16652	8.410626107083132e-7
16653	8.410671829014756e-7
16654	8.410753653726983e-7
16655	8.410802524973743e-7
16656	8.410863988300839e-7
16657	8.410940230959918e-7
16658	8.411047139131028e-7
16659	8.411113424518897e-7
16660	8.411146342941021e-7
16661	8.411313163757473e-7
16662	8.411348406717608e-7
16663	8.411413181689995e-7
16664	8.411432046653936e-7
16665	8.411525633023333e-7
16666	8.411592818816512e-7
16667	8.411619201114133e-7
16668	8.411737961637859e-7
16669	8.411806047605066e-7
16670	8.411883643571583e-7
16671	8.411956021482957e-7
16672	8.412015597745540e-7
16673	8.412031484570789e-7
16674	8.412117389830123e-7
16675	8.412161827171097e-7
16676	8.412229863915513e-7
16677	8.412303168619623e-7
16678	8.412325655218726e-7
16679	8.412382669735986e-7
16680	8.412524111672529e-7
16681	8.412637339836739e-7
16682	8.412652346123154e-7
16683	8.412721849028557e-7
16684	8.412789323775354e-7
16685	8.412917501530598e-7
16686	8.412940319195917e-7
16687	8.413063437440465e-7
16688	8.413166726801177e-7
16689	8.413221633297161e-7
16690	8.413288200479012e-7
16691	8.413391285295641e-7
16692	8.413431854809665e-7
16693	8.413525365780244e-7
16694	8.413591538902873e-7
16695	8.413739681641147e-7
16696	8.413785781959793e-7
16697	8.413816193678251e-7
16698	8.413867757804457e-7
16699	8.413949998274924e-7
16700	8.414024633749636e-7
16701	8.414084893431134e-7
16702	8.414138599080348e-7
16703	8.414204494392617e-7
16704	8.414255379269235e-7
16705	8.414327192580018e-7
16706	8.414412323106073e-7
16707	8.414514240920250e-7
16708	8.414546604038236e-7
16709	8.414584406628464e-7
16710	8.414669557562814e-7
16711	8.414736064556207e-7
16712	8.414883173469520e-7
16713	8.414910186037532e-7
16714	8.414964592306583e-7
16715	8.415111938494541e-7
16716	8.415118051336224e-7
16717	8.415164817761565e-7
16718	8.415280331261972e-7
16719	8.415334487560948e-7
16720	8.415443806431861e-7
16721	8.415471633349815e-7
16722	8.415577064358803e-7
16723	8.415635721832311e-7
16724	8.415713223355832e-7
16725	8.415811614897998e-7
16726	8.415820487101852e-7
16727	8.415853838803403e-7
16728	8.415958411283892e-7
16729	8.416015551193454e-7
16730	8.416177762989094e-7
16731	8.416237849755857e-7
16732	8.416292814119572e-7
16733	8.416340231901654e-7
16734	8.416391013644644e-7
16735	8.416520981688122e-7
16736	8.416598104364291e-7
16737	8.416718182889739e-7
16738	8.416792010571683e-7
16739	8.416835818443307e-7
16740	8.416964393120515e-7
16741	8.417036098787504e-7
16742	8.417109300203428e-7
16743	8.417155941556010e-7
16744	8.417216348978203e-7
16745	8.417255858368604e-7
16746	8.417300721875123e-7
16747	8.417484341331171e-7
16748	8.417530763499835e-7
16749	8.417608890960646e-7
16750	8.417629866096360e-7
16751	8.417755141491913e-7
16752	8.417809974017110e-7
16753	8.417870017030541e-7
16754	8.417979114636041e-7
16755	8.418135077699118e-7
16756	8.418211388605719e-7
16757	8.418261059437520e-7
16758	8.418304088013230e-7
16759	8.418463719242722e-7
16760	8.418518508790291e-7
16761	8.418582692176792e-7
16762	8.418643899681735e-7
16763	8.418767133492455e-7
16764	8.418806332245970e-7
16765	8.418864660318935e-7
16766	8.418971875378020e-7
16767	8.419041920235033e-7
16768	8.419110762021944e-7
16769	8.419173172607930e-7
16770	8.419197817575985e-7
16771	8.419387656118621e-7
16772	8.419461299400410e-7
16773	8.419486886220607e-7
16774	8.419558287046075e-7
16775	8.419636122737556e-7
16776	8.419682109362302e-7
16777	8.419754730490054e-7
16778	8.419901802650389e-7
16779	8.420027080168599e-7
16780	8.420076966188785e-7
16781	8.420155522656603e-7
16782	8.420243373082662e-7
16783	8.420374557716849e-7
16784	8.420434484855775e-7
16785	8.420490697312069e-7
16786	8.420598520447269e-7
16787	8.420708992926635e-7
16788	8.420813775029843e-7
16789	8.420856974297114e-7
16790	8.420919450357493e-7
16791	8.420969142936339e-7
16792	8.421086251800600e-7
16793	8.421144417285067e-7
16794	8.421226768936648e-7
16795	8.421350767041395e-7
16796	8.421440391712939e-7
16797	8.421543104040568e-7
16798	8.421559325346148e-7
16799	8.421678793499052e-7
16800	8.421698209878045e-7
16801	8.421805177363747e-7
16802	8.421907342554908e-7
16803	8.421970565427848e-7
16804	8.422011359062060e-7
16805	8.422138277610793e-7
16806	8.422224410801739e-7
16807	8.422271849231207e-7
16808	8.422332438952263e-7
16809	8.422368175769905e-7
16810	8.422488690197407e-7
16811	8.422591066868964e-7
16812	8.422632313141349e-7
16813	8.422738844376736e-7
16814	8.422874948604002e-7
16815	8.422909095911873e-7
16816	8.422925535067667e-7
16817	8.422986426931675e-7
16818	8.423084013192064e-7
16819	8.423202504944716e-7
16820	8.423284779835670e-7
16821	8.423310590612549e-7
16822	8.423431989411896e-7
16823	8.423485501934560e-7
16824	8.423629560086117e-7
16825	8.423748212948385e-7
16826	8.423773147416477e-7
16827	8.423857792813008e-7
16828	8.423919048271076e-7
16829	8.424032858147959e-7
16830	8.424136280859483e-7
16831	8.424183199937145e-7
16832	8.424328435158349e-7
16833	8.424379676444185e-7
16834	8.424446404147262e-7
16835	8.424532136138811e-7
16836	8.424568436374166e-7
16837	8.424751224346005e-7
16838	8.424854409752677e-7
16839	8.424926448670654e-7
16840	8.425015648649205e-7
16841	8.425068966818919e-7
16842	8.425147634118922e-7
16843	8.425168205862865e-7
16844	8.425350421537051e-7
16845	8.425428354565776e-7
16846	8.425465292698584e-7
16847	8.425661522513091e-7
16848	8.425754851839763e-7
16849	8.425924720759579e-7
16850	8.425985372575718e-7
16851	8.426076193468340e-7
16852	8.426117748471906e-7
16853	8.426247559426114e-7
16854	8.426303691720219e-7
16855	8.426379414018984e-7
16856	8.426426330836445e-7
16857	8.426468586382783e-7
16858	8.426555535176122e-7
16859	8.426693261888572e-7
16860	8.426821954849011e-7
16861	8.426904474638867e-7
16862	8.426921993490349e-7
16863	8.426989287302086e-7
16864	8.427059350407736e-7
16865	8.427214818972745e-7
16866	8.427347443087445e-7
16867	8.427410466985345e-7
16868	8.427528514284936e-7
16869	8.427622004908506e-7
16870	8.427729571464674e-7
16871	8.427764885517506e-7
16872	8.427802622073661e-7
16873	8.427946470873494e-7
16874	8.428058491044042e-7
16875	8.428147513754436e-7
16876	8.428211138824956e-7
16877	8.428305161036914e-7
16878	8.428540748120216e-7
16879	8.428612670436030e-7
16880	8.428681611329042e-7
16881	8.428752468019046e-7
16882	8.428818528878365e-7
16883	8.428944791326684e-7
16884	8.429000300113563e-7
16885	8.429155859304179e-7
16886	8.429225191725896e-7
16887	8.429358083670308e-7
16888	8.429410702665305e-7
16889	8.429472332235884e-7
16890	8.429567929410798e-7
16891	8.429702753022747e-7
16892	8.429831718916849e-7
16893	8.429865399349594e-7
16894	8.429948423005703e-7
16895	8.430125477940100e-7
16896	8.430156659505601e-7
16897	8.430311819898456e-7
16898	8.430356620575069e-7
16899	8.430493375525131e-7
16900	8.430560414202973e-7
16901	8.430635813938498e-7
16902	8.430692563868237e-7
16903	8.430847588505210e-7
16904	8.430872642558524e-7
16905	8.431014904653119e-7
16906	8.431113049805055e-7
16907	8.431289467755084e-7
16908	8.431361849527496e-7
16909	8.431381908486002e-7
16910	8.431464795969211e-7
16911	8.431484383380652e-7
16912	8.431619746559959e-7
16913	8.431676085395282e-7
16914	8.431757688029742e-7
16915	8.431793496667041e-7
16916	8.431944926384381e-7
16917	8.432042732678154e-7
16918	8.432117544023887e-7
16919	8.432268173582867e-7
16920	8.432312289600158e-7
16921	8.432432463106879e-7
16922	8.432477604254871e-7
16923	8.432601086344007e-7
16924	8.432729734897713e-7
16925	8.432838037879481e-7
16926	8.432873694141173e-7
16927	8.433012936378672e-7
16928	8.433090251532307e-7
16929	8.433196218062242e-7
16930	8.433327303929893e-7
16931	8.433382211684490e-7
16932	8.433479422319595e-7
16933	8.433590727077884e-7
16934	8.433699956823113e-7
16935	8.433770969982286e-7
16936	8.433882228219068e-7
16937	8.434007962886038e-7
16938	8.434140745452181e-7
16939	8.434189377231040e-7
16940	8.434286079157084e-7
16941	8.434344928434718e-7
16942	8.434510788107485e-7
16943	8.434576587335273e-7
16944	8.434694718356119e-7
16945	8.434773377945429e-7
16946	8.434889725446291e-7
16947	8.435001563863742e-7
16948	8.435015539245578e-7
16949	8.435209403054841e-7
16950	8.435346045448289e-7
16951	8.435455176122764e-7
16952	8.435547712113127e-7
16953	8.435609813397523e-7
16954	8.435791798779659e-7
16955	8.435833576747661e-7
16956	8.435873453796349e-7
16957	8.435940418362211e-7
16958	8.436014287214840e-7
16959	8.436348637576454e-7
16960	8.436468854117970e-7
16961	8.436485901857514e-7
16962	8.436568893075355e-7
16963	8.436594585276758e-7
16964	8.436694828740950e-7
16965	8.436799335358858e-7
16966	8.436924256023117e-7
16967	8.437017019093203e-7
16968	8.437145893735348e-7
16969	8.437160551761738e-7
16970	8.437264057118941e-7
16971	8.437380729755542e-7
16972	8.437516945431109e-7
16973	8.437651335596330e-7
16974	8.437735154282630e-7
16975	8.437772280120829e-7
16976	8.437837635141620e-7
16977	8.437891892434008e-7
16978	8.438108653433546e-7
16979	8.438176304705302e-7
16980	8.438258695918863e-7
16981	8.438361443256789e-7
16982	8.438473964855613e-7
16983	8.438573121786828e-7
16984	8.438684733340738e-7
16985	8.438816650672778e-7
16986	8.438834173915755e-7
16987	8.438996979581323e-7
16988	8.439143823045088e-7
16989	8.439187430220669e-7
16990	8.439332776388767e-7
16991	8.439403489372351e-7
16992	8.439490676371176e-7
16993	8.439698056900414e-7
16994	8.439792821181893e-7
16995	8.439859731786950e-7
16996	8.439990223576582e-7
16997	8.440082144617301e-7
16998	8.440169044678468e-7
16999	8.440298065232607e-7
17000	8.440338757421497e-7
17001	8.440566742370586e-7
17002	8.440641307603907e-7
17003	8.440683420365409e-7
17004	8.440848730160277e-7
17005	8.440875280808382e-7
17006	8.440971289914517e-7
17007	8.441076119743054e-7
17008	8.441195772951361e-7
17009	8.441315708913424e-7
17010	8.441346663484086e-7
17011	8.441550376319056e-7
17012	8.441687301466616e-7
17013	8.441775463093019e-7
17014	8.441851171594697e-7
17015	8.441956788426470e-7
17016	8.442070921101075e-7
17017	8.442120421602961e-7
17018	8.442228331742682e-7
17019	8.442304644493522e-7
17020	8.442353177087205e-7
17021	8.442544225913579e-7
17022	8.442687537894545e-7
17023	8.442726873247852e-7
17024	8.442799300646975e-7
17025	8.442865883671121e-7
17026	8.443055835030718e-7
17027	8.443123901218961e-7
17028	8.443328283259855e-7
17029	8.443531591367318e-7
17030	8.443554254272058e-7
17031	8.443607163798088e-7
17032	8.443688729401589e-7
17033	8.443939846474784e-7
17034	8.444016721358972e-7
17035	8.444037284406447e-7
17036	8.444169419197237e-7
17037	8.444243204089575e-7
17038	8.444447272833684e-7
17039	8.444489886385855e-7
17040	8.444602810978263e-7
17041	8.444702841934871e-7
17042	8.444805436212007e-7
17043	8.444889100580869e-7
17044	8.445005909370929e-7
17045	8.445071366130904e-7
17046	8.445140921963702e-7
17047	8.445177700092469e-7
17048	8.445405544840249e-7
17049	8.445519826296520e-7
17050	8.445616965672306e-7
17051	8.445696629878507e-7
17052	8.445772653376926e-7
17053	8.445909326483027e-7
17054	8.446041241400969e-7
17055	8.446196250281125e-7
17056	8.446347301088122e-7
17057	8.446417229275256e-7
17058	8.446483292412687e-7
17059	8.446594381099232e-7
17060	8.446719968255097e-7
17061	8.446766828065002e-7
17062	8.446847026565291e-7
17063	8.446959324014125e-7
17064	8.447190387713175e-7
17065	8.447196439232499e-7
17066	8.447311657920775e-7
17067	8.447437767117888e-7
17068	8.447624193481398e-7
17069	8.447651706951009e-7
17070	8.447796944657402e-7
17071	8.447918698931344e-7
17072	8.448085086254519e-7
17073	8.448179010160609e-7
17074	8.448241347720743e-7
17075	8.448368914550918e-7
17076	8.448446389497136e-7
17077	8.448580255099596e-7
17078	8.448629372442741e-7
17079	8.448653081801665e-7
17080	8.448789838391936e-7
17081	8.448904613416664e-7
17082	8.448956493982969e-7
17083	8.449090124095130e-7
17084	8.449468676922573e-7
17085	8.449556338102773e-7
17086	8.449635864476938e-7
17087	8.449808962842306e-7
17088	8.449831515469261e-7
17089	8.449839291877092e-7
17090	8.449963758541709e-7
17091	8.450078107667839e-7
17092	8.450170276406600e-7
17093	8.450243514316027e-7
17094	8.450385679894203e-7
17095	8.450496967745319e-7
17096	8.450604419585082e-7
17097	8.450748385668097e-7
17098	8.450945480692191e-7
17099	8.450990148294945e-7
17100	8.451194226169925e-7
17101	8.451239644062560e-7
17102	8.451278067430013e-7
17103	8.451401840140397e-7
17104	8.451528632138819e-7
17105	8.451652499146324e-7
17106	8.451767644418490e-7
17107	8.451864848831692e-7
17108	8.451899490240866e-7
17109	8.452161392575624e-7
17110	8.452256557087476e-7
17111	8.452378814697136e-7
17112	8.452484696952348e-7
17113	8.452560486423782e-7
17114	8.452701389275969e-7
17115	8.452772582978562e-7
17116	8.452879975532083e-7
17117	8.452974248659103e-7
17118	8.453189934124261e-7
17119	8.453215343514410e-7
17120	8.453418460210003e-7
17121	8.453520969285272e-7
17122	8.453671223468972e-7
17123	8.453788380116169e-7
17124	8.453848294585322e-7
17125	8.453936502985967e-7
17126	8.454199343270571e-7
17127	8.454212281825151e-7
17128	8.454379484960848e-7
17129	8.454434197349928e-7
17130	8.454584871207951e-7
17131	8.454651682239922e-7
17132	8.454777211263725e-7
17133	8.454923895279266e-7
17134	8.455069407198999e-7
17135	8.455157017857118e-7
17136	8.455329752672552e-7
17137	8.455361840415127e-7
17138	8.455502451109426e-7
17139	8.455649845730545e-7
17140	8.455740754525926e-7
17141	8.455936130789249e-7
17142	8.456020025407135e-7
17143	8.456137946473518e-7
17144	8.456150954806494e-7
17145	8.456251667594743e-7
17146	8.456406204545002e-7
17147	8.456546444263752e-7
17148	8.456712365720077e-7
17149	8.456733734265916e-7
17150	8.456900782921950e-7
17151	8.457038367659641e-7
17152	8.457099659052944e-7
17153	8.457133239024721e-7
17154	8.457305513208473e-7
17155	8.457519809268912e-7
17156	8.457645614865671e-7
17157	8.457728486482391e-7
17158	8.457752969634329e-7
17159	8.458011166432429e-7
17160	8.458221866095339e-7
17161	8.458264157456969e-7
17162	8.458383612296996e-7
17163	8.458462394681918e-7
17164	8.458597782428412e-7
17165	8.458672768182303e-7
17166	8.458903927939583e-7
17167	8.458950793151049e-7
17168	8.458976700528165e-7
17169	8.459225517684640e-7
17170	8.459327163600521e-7
17171	8.459492435754903e-7
17172	8.459559990453963e-7
17173	8.459678737210796e-7
17174	8.459771226676146e-7
17175	8.459886037622652e-7
17176	8.459999701196388e-7
17177	8.460028458619653e-7
17178	8.460276531372500e-7
17179	8.460313339551040e-7
17180	8.460403227711673e-7
17181	8.460600899267268e-7
17182	8.460647004587205e-7
17183	8.460812685953119e-7
17184	8.460988350146889e-7
17185	8.461029684516050e-7
17186	8.461114913138468e-7
17187	8.461376793682373e-7
17188	8.461540154094210e-7
17189	8.461641371255056e-7
17190	8.461821716067948e-7
17191	8.461941947856908e-7
17192	8.462035197286356e-7
17193	8.462283675793549e-7
17194	8.462407832118549e-7
17195	8.462429515950934e-7
17196	8.462552711565709e-7
17197	8.462689245136409e-7
17198	8.462758210652479e-7
17199	8.462856471893260e-7
17200	8.463003682204017e-7
17201	8.463150409955785e-7
17202	8.463253868827855e-7
17203	8.463405311369739e-7
17204	8.463424382670664e-7
17205	8.463656270367631e-7
17206	8.463679049761863e-7
17207	8.463838965298658e-7
17208	8.463977349344139e-7
17209	8.464002927017258e-7
17210	8.464054026736284e-7
17211	8.464280880199749e-7
17212	8.464488156649916e-7
17213	8.464569047716479e-7
17214	8.464707270656152e-7
17215	8.464887903780959e-7
17216	8.465002092648866e-7
17217	8.465070257215538e-7
17218	8.465200453205620e-7
17219	8.465298181776420e-7
17220	8.465379874626959e-7
17221	8.465619444931622e-7
17222	8.465724516136105e-7
17223	8.465825415031230e-7
17224	8.465990171539975e-7
17225	8.466125492821121e-7
17226	8.466335293226390e-7
17227	8.466408259893792e-7
17228	8.466556224072992e-7
17229	8.466733032665932e-7
17230	8.466860458905776e-7
17231	8.466914028993545e-7
17232	8.467117138726423e-7
17233	8.467274454139991e-7
17234	8.467428509690631e-7
17235	8.467467438416806e-7
17236	8.467575274171371e-7
17237	8.467678512716531e-7
17238	8.467752742318090e-7
17239	8.467987389559559e-7
17240	8.468069766278508e-7
17241	8.468223959012310e-7
17242	8.468351745603827e-7
17243	8.468451172277216e-7
17244	8.468662056522877e-7
17245	8.468694003687973e-7
17246	8.468863966349954e-7
17247	8.468924654501272e-7
17248	8.469153962121747e-7
17249	8.469319676773460e-7
17250	8.469386987955061e-7
17251	8.469448446708651e-7
17252	8.469495695860721e-7
17253	8.469852307824193e-7
17254	8.469930975353197e-7
17255	8.470016309493011e-7
17256	8.470102899181980e-7
17257	8.470390808231573e-7
17258	8.470411765726379e-7
17259	8.470524829974982e-7
17260	8.470622099637565e-7
17261	8.470804525921993e-7
17262	8.470875096584214e-7
17263	8.470964853384794e-7
17264	8.471131157307983e-7
17265	8.471282655478340e-7
17266	8.471377580124356e-7
17267	8.471534181728025e-7
17268	8.471611741193312e-7
17269	8.471761840566587e-7
17270	8.472063263726892e-7
17271	8.472104045196716e-7
17272	8.472187398305917e-7
17273	8.472372003425931e-7
17274	8.472491157903988e-7
17275	8.472539580186288e-7
17276	8.472791163770274e-7
17277	8.472853377329470e-7
17278	8.472934494655607e-7
17279	8.473246477766764e-7
17280	8.473309718750268e-7
17281	8.473535811258278e-7
17282	8.473745581125910e-7
17283	8.473767462374160e-7
17284	8.473832119342018e-7
17285	8.473954868320164e-7
17286	8.474075508850211e-7
17287	8.474265983255836e-7
17288	8.474323827412242e-7
17289	8.474367588048135e-7
17290	8.474596103769958e-7
17291	8.474804232451176e-7
17292	8.474912289345965e-7
17293	8.475082655318544e-7
17294	8.475239264713871e-7
17295	8.475276499337761e-7
17296	8.475455056707535e-7
17297	8.475523791072062e-7
17298	8.475686853325344e-7
17299	8.475809548157363e-7
17300	8.476086522370422e-7
17301	8.476171426594315e-7
17302	8.476429442540496e-7
17303	8.476504024384205e-7
17304	8.476605726588822e-7
17305	8.476670189446703e-7
17306	8.476931310242659e-7
17307	8.476936971247385e-7
17308	8.477131104721529e-7
17309	8.477405625368095e-7
17310	8.477456412264179e-7
17311	8.477651201156097e-7
17312	8.477842950253525e-7
17313	8.477969465518571e-7
17314	8.478038352240770e-7
17315	8.478220845689086e-7
17316	8.478372185152018e-7
17317	8.478431746554457e-7
17318	8.478633532607760e-7
17319	8.478728077930567e-7
17320	8.478769964214158e-7
17321	8.478849212198948e-7
17322	8.479047009727158e-7
17323	8.479264062222282e-7
17324	8.479369535472530e-7
17325	8.479414883974793e-7
17326	8.479561466070775e-7
17327	8.479742843496897e-7
17328	8.480043967005721e-7
17329	8.480166004105942e-7
17330	8.480259290882783e-7
17331	8.480330023421207e-7
17332	8.480683332717422e-7
17333	8.480689259840392e-7
17334	8.480777735565979e-7
17335	8.480889419193092e-7
17336	8.481066874572809e-7
17337	8.481243009438278e-7
17338	8.481291386145360e-7
17339	8.481535977894475e-7
17340	8.481675076255381e-7
17341	8.481713959646285e-7
17342	8.481949795618747e-7
17343	8.481965045389464e-7
17344	8.482205558306172e-7
17345	8.482249472436917e-7
17346	8.482456800218078e-7
17347	8.482729798516366e-7
17348	8.482800250802097e-7
17349	8.482989468663753e-7
17350	8.483015230876228e-7
17351	8.483235040847218e-7
17352	8.483391497732275e-7
17353	8.483446538489149e-7
17354	8.483590888170007e-7
17355	8.483775076691330e-7
17356	8.483952895509491e-7
17357	8.484073068520293e-7
17358	8.484118616379031e-7
17359	8.484350195013657e-7
17360	8.484565988163542e-7
17361	8.484720032291016e-7
17362	8.484801817017295e-7
17363	8.484924213573336e-7
17364	8.485001671382327e-7
17365	8.485099050609669e-7
17366	8.485364284255475e-7
17367	8.485584336622545e-7
17368	8.485767915989363e-7
17369	8.485980497616350e-7
17370	8.486053736836166e-7
17371	8.486159310707310e-7
17372	8.486238257208158e-7
17373	8.486428852322085e-7
17374	8.486665796737189e-7
17375	8.486906119096601e-7
17376	8.486990411089296e-7
17377	8.487221600804201e-7
17378	8.487301349964214e-7
17379	8.487409160954114e-7
17380	8.487498842018879e-7
17381	8.487831127871889e-7
17382	8.487856871650811e-7
17383	8.488044964068222e-7
17384	8.488221444523019e-7
17385	8.488338302335445e-7
17386	8.488531896602547e-7
17387	8.488622359316868e-7
17388	8.488809626494701e-7
17389	8.488942503387511e-7
17390	8.489132041203502e-7
17391	8.489258669329369e-7
17392	8.489372351231649e-7
17393	8.489599984483102e-7
17394	8.489685104332415e-7
17395	8.489804530569256e-7
17396	8.489912312975743e-7
17397	8.490376383300088e-7
17398	8.490431173270594e-7
17399	8.490673046073486e-7
17400	8.490865762924048e-7
17401	8.490978708768039e-7
17402	8.490997092140770e-7
17403	8.491180102376859e-7
17404	8.491273958951453e-7
17405	8.491337077633680e-7
17406	8.491445223550503e-7
17407	8.491629201920696e-7
17408	8.491789763677284e-7
17409	8.492116573626956e-7
17410	8.492157754154531e-7
17411	8.492282126078033e-7
17412	8.492397178900437e-7
17413	8.492581126199657e-7
17414	8.492702738564555e-7
17415	8.492888173518295e-7
17416	8.493018630665862e-7
17417	8.493092145040092e-7
17418	8.493371588874431e-7
17419	8.493441760825307e-7
17420	8.493506966286805e-7
17421	8.493675118678533e-7
17422	8.493876003989648e-7
17423	8.494253678264837e-7
17424	8.494350880780071e-7
17425	8.494428604502375e-7
17426	8.494581003286919e-7
17427	8.494729533332156e-7
17428	8.494821026115082e-7
17429	8.494953540750554e-7
17430	8.495175945848197e-7
17431	8.495377765028420e-7
17432	8.495461055149377e-7
17433	8.495656862756938e-7
17434	8.495938487857568e-7
17435	8.495988076607696e-7
17436	8.496166838699665e-7
17437	8.496261106744853e-7
17438	8.496482373150262e-7
17439	8.496549695035923e-7
17440	8.496798010726910e-7
17441	8.496924699951086e-7
17442	8.496972808660046e-7
17443	8.497311500743116e-7
17444	8.497438479368827e-7
17445	8.497732368360109e-7
17446	8.497755276174378e-7
17447	8.497938971945790e-7
17448	8.498033056522405e-7
17449	8.498232065736016e-7
17450	8.498320747721373e-7
17451	8.498627374881362e-7
17452	8.498682136142376e-7
17453	8.498871588372845e-7
17454	8.499112579994886e-7
17455	8.499210453803796e-7
17456	8.499542876023435e-7
17457	8.499727630734980e-7
17458	8.499758592465180e-7
17459	8.499937969530238e-7
17460	8.500188473470483e-7
17461	8.500357967912282e-7
17462	8.500413753486797e-7
17463	8.500552127811285e-7
17464	8.500698887613803e-7
17465	8.500841845289976e-7
17466	8.500951056560071e-7
17467	8.501421116525053e-7
17468	8.501596441428934e-7
17469	8.501692702887262e-7
17470	8.501798367286546e-7
17471	8.502076371000662e-7
17472	8.502227576469526e-7
17473	8.502330987968910e-7
17474	8.502466070986508e-7
17475	8.502659729351238e-7
17476	8.502826797643865e-7
17477	8.502869303688670e-7
17478	8.503135345754192e-7
17479	8.503265767420752e-7
17480	8.503590465549264e-7
17481	8.503681093045992e-7
17482	8.503887451902750e-7
17483	8.503894906217381e-7
17484	8.504201213750897e-7
17485	8.504359618605077e-7
17486	8.504567633455177e-7
17487	8.504828669774039e-7
17488	8.504839992281292e-7
17489	8.504914877970943e-7
17490	8.505321354622273e-7
17491	8.505330571653830e-7
17492	8.505488783223094e-7
17493	8.505700189736962e-7
17494	8.505830351220188e-7
17495	8.505951511504140e-7
17496	8.505994770908401e-7
17497	8.506160066057877e-7
17498	8.506546630512234e-7
17499	8.506600862006269e-7
17500	8.506805298457857e-7
17501	8.506905005288097e-7
17502	8.507181395308018e-7
17503	8.507309251501685e-7
17504	8.507613676515332e-7
17505	8.507645218476683e-7
17506	8.507774288087283e-7
17507	8.508070661808363e-7
17508	8.508302846425617e-7
17509	8.508401954787179e-7
17510	8.508599508774120e-7
17511	8.508806984552912e-7
17512	8.509009335572668e-7
17513	8.509100521125007e-7
17514	8.509278954880547e-7
17515	8.509566746601904e-7
17516	8.509746192425685e-7
17517	8.509882366009394e-7
17518	8.509993671445721e-7
17519	8.510168515119742e-7
17520	8.510382008526543e-7
17521	8.510421200102662e-7
17522	8.510668132252276e-7
17523	8.510913976204015e-7
17524	8.511111278301837e-7
17525	8.511183347580352e-7
17526	8.511563652402487e-7
17527	8.511635046116588e-7
17528	8.511737695475722e-7
17529	8.511778791816223e-7
17530	8.512245850942366e-7
17531	8.512268834723041e-7
17532	8.512483736356096e-7
17533	8.512581072908287e-7
17534	8.512739500650701e-7
17535	8.513006285486518e-7
17536	8.513194284616286e-7
17537	8.513336439886021e-7
17538	8.513576206354299e-7
17539	8.513721832822220e-7
17540	8.513931424553069e-7
17541	8.514146482789021e-7
17542	8.514292493770074e-7
17543	8.514382375073750e-7
17544	8.514548767070674e-7
17545	8.514847035726090e-7
17546	8.515053568583571e-7
17547	8.515249288837871e-7
17548	8.515342464327765e-7
17549	8.515507681332412e-7
17550	8.515865936890638e-7
17551	8.515907161267728e-7
17552	8.516282845977999e-7
17553	8.516405311968587e-7
17554	8.516629738426451e-7
17555	8.516735034419381e-7
17556	8.516987885714289e-7
17557	8.516998670625894e-7
17558	8.517277535563638e-7
17559	8.517302533330099e-7
17560	8.517656437247390e-7
17561	8.517709601645264e-7
17562	8.518067415600558e-7
17563	8.518362813673560e-7
17564	8.518437227631144e-7
17565	8.518810334385450e-7
17566	8.518889530840172e-7
17567	8.519026310296909e-7
17568	8.519193734178217e-7
17569	8.519243415003839e-7
17570	8.519568378083253e-7
17571	8.519725225961420e-7
17572	8.519777701195244e-7
17573	8.519977801244445e-7
17574	8.520252767139012e-7
17575	8.520509292421388e-7
17576	8.520667150136146e-7
17577	8.520934643571348e-7
17578	8.521223668585409e-7
17579	8.521303496501168e-7
17580	8.521537165438189e-7
17581	8.521620382630348e-7
17582	8.521792801174088e-7
17583	8.522002361732286e-7
17584	8.522208359167723e-7
17585	8.522428719525418e-7
17586	8.522875226495788e-7
17587	8.522919838342010e-7
17588	8.523033370118209e-7
17589	8.523372024702403e-7
17590	8.523561925697709e-7
17591	8.523588513185245e-7
17592	8.523656133333436e-7
17593	8.523699290191915e-7
17594	8.524086284986151e-7
17595	8.524255053233383e-7
17596	8.524386061740669e-7
17597	8.524638974885353e-7
17598	8.524815649139257e-7
17599	8.525000857159834e-7
17600	8.525210131182563e-7
17601	8.525336458045614e-7
17602	8.525431948252146e-7
17603	8.525629999734828e-7
