k	lambda_k	c_k_sq	E_k	S_cumulative
0	1.945469115105728e-7	7.110062319666851e-16	3.654677560522696e-9	3.654677560522696e-9
1	1.960323002396778e-7	2.486553091539804e-15	1.268440501131514e-8	1.633908257183784e-8
2	1.989279318973918e-7	4.445754690741161e-17	2.234856939564579e-10	1.656256826579430e-8
3	2.002344999114758e-7	3.061237197250795e-16	1.528826050757575e-9	1.809139431655187e-8
4	2.009701101898749e-7	8.543346502716207e-17	4.251053300734384e-10	1.851649964662531e-8
5	2.020114130510187e-7	1.959719446050238e-16	9.701033305258374e-10	1.948660297715115e-8
6	2.026090480453602e-7	2.240917882137389e-16	1.106030507401472e-9	2.059263348455262e-8
7	2.033590195977327e-7	1.671727357436493e-16	8.220571483592715e-10	2.141469063291189e-8
8	2.038391164095378e-7	4.480226305424424e-16	2.197922746301107e-9	2.361261337921300e-8
9	2.042561033286363e-7	8.099426749261208e-18	3.965329122248894e-11	2.365226667043549e-8
10	2.044076647501654e-7	3.714950517588856e-17	1.817422317372201e-10	2.383400890217271e-8
11	2.050021329850538e-7	4.968678687424088e-16	2.423720482843143e-9	2.625772938501585e-8
12	2.053490771107476e-7	1.047051873238969e-16	5.098887650097787e-10	2.676761815002563e-8
13	2.057897080568269e-7	6.050249242270631e-16	2.940015465010481e-9	2.970763361503611e-8
14	2.059891521494622e-7	6.400745163816069e-17	3.107321476410466e-10	3.001836576267715e-8
15	2.061094684077919e-7	4.184988124987007e-16	2.030468642375478e-9	3.204883440505263e-8
16	2.061914129055252e-7	3.117055252623962e-16	1.511728936089189e-9	3.356056334114182e-8
17	2.067825175761265e-7	2.598089120773730e-16	1.256435578417431e-9	3.481699891955925e-8
18	2.072663307583572e-7	1.289791740666227e-16	6.222871490738835e-10	3.543928606863313e-8
19	2.073793762297289e-7	1.015677006807459e-16	4.897676062456287e-10	3.592905367487876e-8
20	2.082534882105380e-7	1.369146772687733e-17	6.574424200297511e-11	3.599479791688174e-8
21	2.084077607553802e-7	1.813834202580080e-20	8.703294906129135e-14	3.599488494983080e-8
22	2.087608910790006e-7	8.327615314611318e-17	3.989068676402578e-10	3.639379181747106e-8
23	2.089368582525309e-7	3.051386889583171e-17	1.460434944367318e-10	3.653983531190779e-8
24	2.091421030961635e-7	4.116147406849006e-16	1.968110364155801e-9	3.850794567606359e-8
25	2.095667043331896e-7	1.391191911863657e-16	6.638420527202663e-10	3.917178772878386e-8
26	2.099130960575660e-7	5.773614923427939e-16	2.750478665630561e-9	4.192226639441442e-8
