k	lambda_k	c_k_sq	E_k	S_cumulative
0	1.564187583247467e-7	7.431549363842884e-16	4.751060194720363e-9	4.751060194720363e-9
1	1.607722951671159e-7	1.880329687410414e-15	1.169560766334705e-8	1.644666785806741e-8
2	1.626773816648580e-7	1.749330330247383e-16	1.075337156490070e-9	1.752200501455748e-8
3	1.640217410285767e-7	1.003003826271754e-16	6.115066331950500e-10	1.813351164775253e-8
4	1.644427435997675e-7	2.411346076051492e-16	1.466374266973068e-9	1.959988591472560e-8
5	1.648188819304038e-7	3.707996238704488e-17	2.249739954109276e-10	1.982485991013652e-8
6	1.651551798641739e-7	4.849042123076188e-16	2.936052097829515e-9	2.276091200796604e-8
7	1.656178809252978e-7	1.520158290390968e-16	9.178708735421134e-10	2.367878288150815e-8
8	1.661810960633022e-7	1.766503149642259e-18	1.062998855759958e-11	2.368941287006576e-8
9	1.669257301262604e-7	3.837628723804333e-16	2.299003707158627e-9	2.598841657722438e-8
10	1.674936409983618e-7	2.218954171539723e-17	1.324799054049715e-10	2.612089648262935e-8
11	1.676267529835585e-7	1.256862770387111e-15	7.497984349254738e-9	3.361888083188409e-8
12	1.678000976407313e-7	5.100313558535666e-17	3.039517634522300e-10	3.392283259533632e-8
13	1.684857121989415e-7	1.355404267635082e-16	8.044624377612938e-10	3.472729503309762e-8
14	1.687441182380392e-7	1.728633711579274e-17	1.024411238524340e-10	3.482973615695005e-8
15	1.691492148839749e-7	1.822459176678970e-17	1.077426920325380e-10	3.493747884898258e-8
16	1.700014286244478e-7	9.092651978475240e-18	5.348573863200836e-11	3.499096458761459e-8
17	1.700348790483101e-7	6.108571883750198e-16	3.592540494009255e-9	3.858350508162384e-8
18	1.702574469735289e-7	1.302008633202859e-16	7.647293298162113e-10	3.934823441144005e-8
19	1.705828279331456e-7	6.245709805046694e-17	3.661394221635543e-10	3.971437383360361e-8
20	1.708400096770299e-7	7.400236641999725e-18	4.331676552810870e-11	3.975769059913171e-8
21	1.710505284392110e-7	1.799688660439902e-17	1.052138614748265e-10	3.986290446060654e-8
22	1.712760474597955e-7	2.723960381203796e-17	1.590391897526246e-10	4.002194365035916e-8
23	1.713465820824737e-7	5.863971211112258e-18	3.422286654244303e-11	4.005616651690160e-8
24	1.716935727957537e-7	2.480345297509904e-16	1.444634913888429e-9	4.150080143079003e-8
25	1.720176792196238e-7	1.716012543595177e-16	9.975791740593448e-10	4.249838060484938e-8
26	1.722888224580197e-7	9.925682349922018e-17	5.761071558975066e-10	4.307448776074688e-8
27	1.727000993661205e-7	3.475304097318860e-17	2.012334741019048e-10	4.327572123484879e-8
28	1.730194674346649e-7	3.573652660312922e-16	2.065462755896179e-9	4.534118399074497e-8
29	1.731085537126404e-7	2.098443621142677e-16	1.212212554572021e-9	4.655339654531699e-8
30	1.734164713557140e-7	1.623964770280810e-17	9.364535892035967e-11	4.664704190423735e-8
31	1.736469712990874e-7	3.835449063417067e-18	2.208762430305184e-11	4.666912952854040e-8
32	1.736898875770318e-7	1.462622122793810e-16	8.420882431311003e-10	4.751121777167150e-8
33	1.740091673224160e-7	8.273701712332067e-16	4.754750476451616e-9	5.226596824812312e-8
34	1.742207115703296e-7	5.353007972794340e-16	3.072543972840699e-9	5.533851222096382e-8
35	1.744484291855004e-7	3.472551034864932e-17	1.990588881240302e-10	5.553757110908785e-8
36	1.748985858901823e-7	1.539561327769704e-15	8.802594486020510e-9	6.434016559510835e-8
37	1.749106423932040e-7	7.442559814696018e-16	4.255064021756284e-9	6.859522961686463e-8
