k	lambda_k	c_k_sq	E_k	S_cumulative
0	4.770858611284716e-7	6.700115067130357e-15	1.404383490066607e-8	1.404383490066607e-8
1	4.792323921511745e-7	3.486448988740663e-15	7.275069560909101e-9	2.131890446157517e-8
2	4.826224002543663e-7	3.604011176194512e-15	7.467558849931161e-9	2.878646331150633e-8
3	4.859128199809564e-7	2.655730990518575e-20	5.465447465705179e-14	2.878651796598099e-8
4	4.886134930845106e-7	3.219001808453536e-16	6.588032983151321e-10	2.944532126429613e-8
5	4.887513612074281e-7	2.613988961256179e-15	5.348300114803753e-9	3.479362137909988e-8
6	4.912104053382966e-7	1.360989523379550e-14	2.770685450855294e-8	6.250047588765282e-8
7	4.928534226655558e-7	4.228623117198945e-14	8.579879783179341e-8	1.482992737194462e-7
8	4.932103664074473e-7	1.213749952934745e-15	2.460917360224441e-9	1.507601910796707e-7
9	4.956746850172519e-7	3.417979424306321e-15	6.895610221020988e-9	1.576558013006917e-7
10	4.975350929597573e-7	8.463918629839190e-15	1.701170178667937e-8	1.746675030873710e-7
11	4.979438089858276e-7	8.876439385783290e-15	1.782618686205200e-8	1.924936899494230e-7
12	4.992679179640872e-7	1.276358466457029e-14	2.556460009811483e-8	2.180582900475379e-7
13	5.005715120645146e-7	4.788273145763427e-15	9.565612565555480e-9	2.276239026130933e-7
14	5.017436017392031e-7	1.383582030598538e-16	2.757547930462097e-10	2.278996574061396e-7
15	5.020413525518442e-7	7.792885260604042e-15	1.552239715113766e-8	2.434220545572772e-7
16	5.041666889698286e-7	2.701944691789795e-15	5.359228903660255e-9	2.487812834609375e-7
17	5.051298592527554e-7	4.324464173997271e-14	8.561093934131120e-8	3.343922228022487e-7
18	5.058935346859494e-7	4.958408964261202e-15	9.801289449843046e-9	3.441935122520917e-7
19	5.069526750084501e-7	1.246317755043182e-18	2.458449903676724e-12	3.441959707019954e-7
20	5.085661116165259e-7	5.574512170462025e-16	1.096123403256836e-9	3.452920941052522e-7
21	5.101428317758163e-7	1.101090812399966e-15	2.158397107271015e-9	3.474504912125233e-7
22	5.121618245627116e-7	1.261518641635414e-15	2.463125092762448e-9	3.499136163052857e-7
23	5.129006402483331e-7	2.160710757134644e-15	4.212727744087987e-9	3.541263440493737e-7
24	5.143410849560824e-7	3.776689092893093e-15	7.342771564156827e-9	3.614691156135305e-7
25	5.151918164554184e-7	9.351669418803606e-15	1.815182058431016e-8	3.796209361978407e-7
26	5.153799987052161e-7	5.037642888402983e-15	9.774618535952117e-9	3.893955547337928e-7
27	5.162253387047318e-7	7.670882525103495e-15	1.485956219109781e-8	4.042551169248906e-7
28	5.174602183358485e-7	4.951884860319588e-16	9.569595274869330e-10	4.052120764523775e-7
29	5.178850771726783e-7	1.964866795235912e-15	3.794020878073625e-9	4.090060973304511e-7
30	5.181115598653855e-7	2.360911025986113e-14	4.556761919381841e-8	4.545737165242695e-7
31	5.195807749949731e-7	2.956358544157135e-15	5.689892094613657e-9	4.602636086188832e-7
32	5.198315534669946e-7	2.060415091328757e-14	3.963620672094462e-8	4.998998153398278e-7
33	5.210965817300441e-7	9.046096151034110e-16	1.735973036131039e-9	5.016357883759588e-7
34	5.212511516959259e-7	6.113934029864766e-15	1.172934392561564e-8	5.133651323015744e-7
35	5.218992951294552e-7	1.239159637965863e-18	2.374327096300243e-12	5.133675066286707e-7
36	5.230886347205893e-7	1.500882571250858e-16	2.869270084700967e-10	5.136544336371408e-7
37	5.237080110686876e-7	8.798838151188703e-15	1.680103791659334e-8	5.304554715537341e-7
38	5.241759103950499e-7	1.862973556971976e-14	3.554099911932102e-8	5.659964706730551e-7
39	5.250315810894086e-7	3.911250131221773e-17	7.449552126190516e-11	5.660709661943170e-7
40	5.251768662074223e-7	2.429683445739965e-15	4.626409886037029e-9	5.706973760803540e-7
41	5.259983132599556e-7	1.669871148569130e-15	3.174670158578734e-9	5.738720462389327e-7
42	5.279712918991745e-7	3.060503404480012e-20	5.796723139000651e-14	5.738721042061641e-7
43	5.283890198721505e-7	8.058404504173252e-19	1.525089318874013e-12	5.738736292954830e-7
44	5.293062003836458e-7	4.567572054600323e-15	8.629356790624606e-9	5.825029860861075e-7
45	5.298025557974289e-7	4.456401254984028e-18	8.411437820031850e-12	5.825113975239275e-7
46	5.304609500161499e-7	1.084571141812274e-15	2.044582436801906e-9	5.845559799607295e-7
47	5.313223162341893e-7	7.286729892490252e-15	1.371433058587831e-8	5.982703105466079e-7
48	5.315557149569787e-7	7.506320160062454e-16	1.412141747111115e-9	5.996824522937190e-7
49	5.322301670420846e-7	2.295546301110474e-15	4.313070628574422e-9	6.039955229222934e-7
50	5.328858333206329e-7	3.661647212520016e-17	6.871354019120328e-11	6.040642364624847e-7
51	5.333570770281361e-7	8.575990570442985e-15	1.607926647983819e-8	6.201435029423229e-7
52	5.347030799343909e-7	1.652193685547973e-16	3.089927377546994e-10	6.204524956800776e-7
53	5.351040775631105e-7	3.553496002530864e-15	6.640756726642142e-9	6.270932524067198e-7
54	5.351441338163287e-7	5.571483888397787e-15	1.041118370982652e-8	6.375044361165463e-7
55	5.361233053870929e-7	2.804073857999971e-15	5.230277866722037e-9	6.427347139832683e-7
56	5.363963333955093e-7	3.800467152921814e-15	7.085184808896814e-9	6.498198987921651e-7
57	5.374659181261728e-7	5.106730747161732e-15	9.501496885543730e-9	6.593213956777088e-7
58	5.382301150209971e-7	1.379474956935156e-14	2.562983598346853e-8	6.849512316611773e-7
59	5.384871093187255e-7	3.979282226959850e-14	7.389744634730987e-8	7.588486780084872e-7
60	5.394786171151196e-7	2.076837619297065e-15	3.849712580645041e-9	7.626983905891322e-7
61	5.401967545685810e-7	6.317903076066420e-16	1.169555911366425e-9	7.638679465004986e-7
62	5.405402355826222e-7	8.103242855439011e-15	1.499100774007122e-8	7.788589542405699e-7
63	5.416640865868697e-7	7.942006109665754e-15	1.466223496504978e-8	7.935211892056197e-7
64	5.423423064919719e-7	1.684307862733878e-15	3.105617693055281e-9	7.966268068986749e-7
65	5.430345854411129e-7	1.627207286049177e-14	2.996507643665788e-8	8.265918833353328e-7
66	5.437030134300852e-7	3.846349811485587e-16	7.074358089759216e-10	8.272993191443087e-7
67	5.441752002891814e-7	2.076134283228155e-16	3.815194595646533e-10	8.276808386038733e-7
68	5.443836630673681e-7	7.351989358995867e-15	1.350516163099121e-8	8.411860002348645e-7
69	5.444813817597057e-7	6.637100852059864e-17	1.218976639864060e-10	8.413078978988509e-7
70	5.456438551540345e-7	1.874061678793760e-16	3.434587709715370e-10	8.416513566698224e-7
71	5.460194228247779e-7	1.883934746654617e-15	3.450307201359735e-9	8.451016638711821e-7
72	5.463456731124290e-7	3.633286220532094e-15	6.650160144646050e-9	8.517518240158282e-7
73	5.472590044068617e-7	2.813400073921547e-15	5.140893162590916e-9	8.568927171784191e-7
74	5.482236752701537e-7	3.741406957954559e-15	6.824599386574956e-9	8.637173165649941e-7
75	5.483922877841465e-7	2.620512073972546e-14	4.778535607349770e-8	9.115026726384918e-7
76	5.485904473237589e-7	3.383068212709775e-16	6.166837627621334e-10	9.121193564012539e-7
77	5.494411746538801e-7	4.811849622500282e-17	8.757715738234401e-11	9.122069335586363e-7
78	5.505457952850329e-7	1.564933657903884e-15	2.842513141152361e-9	9.150494466997887e-7
79	5.507671901708936e-7	1.424925830187485e-15	2.587165422372664e-9	9.176366121221614e-7
80	5.513755442927176e-7	2.493260126036912e-16	4.521891026623544e-10	9.180888012248237e-7
81	5.525079357000658e-7	3.481818020442700e-16	6.301842553683858e-10	9.187189854801921e-7
