k	lambda_k	c_k_sq	E_k	S_cumulative
0	2.533181545522234e-7	4.289275614039191e-17	1.693236563175311e-10	1.693236563175311e-10
1	2.535814212483913e-7	1.388713610995797e-15	5.476401244851082e-9	5.645724901168613e-9
2	2.570168479090011e-7	2.086474076303996e-16	8.118043985360557e-10	6.457529299704669e-9
3	2.584334640176845e-7	7.507235108953719e-16	2.904900546641282e-9	9.362429846345951e-9
4	2.593940312184074e-7	3.670716640528461e-17	1.415112222623870e-10	9.503941068608338e-9
5	2.596802614583664e-7	2.851038051967109e-17	1.097903258397715e-10	9.613731394448109e-9
6	2.599165673880572e-7	5.001390822309776e-17	1.924229329653567e-10	9.806154327413465e-9
7	2.610252329678193e-7	7.423832211346169e-17	2.844105195094844e-10	1.009056484692295e-8
8	2.612094359036038e-7	4.615902481920729e-16	1.767127005176096e-9	1.185769185209905e-8
9	2.617250412510946e-7	7.935353579394841e-17	3.031942813520009e-10	1.216088613345105e-8
10	2.618360339323412e-7	8.072251283648114e-16	3.082941321107085e-9	1.524382745455813e-8
11	2.623144958626559e-7	2.748458033026820e-15	1.047772073742304e-8	2.572154819198117e-8
12	2.625926556750472e-7	7.692941586501070e-17	2.929610337625330e-10	2.601450922574371e-8
13	2.632206195665813e-7	7.387114414510654e-16	2.806434551622235e-9	2.882094377736594e-8
14	2.637712975865397e-7	1.344540241936727e-16	5.097371299451570e-10	2.933068090731110e-8
15	2.644208500140039e-7	3.148202372297442e-16	1.190602924138059e-9	3.052128383144916e-8
16	2.648794499791452e-7	1.164312253271268e-15	4.395630742071302e-9	3.491691457352046e-8
17	2.651184402880999e-7	9.576843380024211e-17	3.612288669779896e-10	3.527814344049845e-8
18	2.652938256033908e-7	2.719560148910915e-16	1.025112492808862e-9	3.630325593330731e-8
19	2.658100242982338e-7	2.545245578647644e-16	9.575431119903611e-10	3.726079904529767e-8
20	2.661766324996929e-7	2.641091870138445e-15	9.922328062143068e-9	4.718312710744074e-8
21	2.662285644080924e-7	1.944530315896227e-16	7.303988286228839e-10	4.791352593606363e-8
