k	lambda_k	c_k_sq	E_k	S_cumulative
46	2.003044365020243e-7	5.492065828353199e-16	2.741859303898991e-9	7.978996539767879e-8
47	2.004533833335530e-7	2.267491472500463e-15	1.131181442184677e-8	9.110177981952555e-8
48	2.006542357581285e-7	1.216846051317812e-15	6.064392544319953e-9	9.716617236384550e-8
49	2.008039216764693e-7	1.636049801247388e-15	8.147499249956652e-9	1.053136716138022e-7
50	2.011016509145746e-7	9.579050785914523e-16	4.763287990103861e-9	1.100769596039060e-7
51	2.011568437873097e-7	3.122565938477939e-16	1.552304102454271e-9	1.116292637063603e-7
52	2.013439035298267e-7	9.154214289583600e-16	4.546556478293127e-9	1.161758201846534e-7
53	2.015879682201320e-7	1.435564812080460e-16	7.121282211212316e-10	1.168879484057747e-7
54	2.017293410766710e-7	9.832916943443189e-16	4.874311734209257e-9	1.217622601399839e-7
55	2.018807419807854e-7	1.031818423176923e-15	5.111029477369020e-9	1.268732896173529e-7
56	2.020359461002120e-7	6.257684530371507e-17	3.097312459074797e-10	1.271830208632604e-7
57	2.021635686773816e-7	4.146917933862417e-16	2.051268663781942e-9	1.292342895270424e-7
58	2.022499153119333e-7	3.521665033034523e-15	1.741244255950863e-8	1.466467320865510e-7
59	2.025080864465219e-7	1.480539282866279e-17	7.311013149379882e-11	1.467198422180448e-7
60	2.026992215659405e-7	1.489479574913234e-15	7.348225431781880e-9	1.540680676498267e-7
61	2.028214450148873e-7	1.707755464258173e-16	8.419994562866968e-10	1.549100671061134e-7
62	2.028847329096467e-7	2.731575503386930e-15	1.346368188582932e-8	1.683737489919427e-7
63	2.031414774211179e-7	8.898493514358670e-16	4.380441467358165e-9	1.727541904593009e-7
64	2.032764765098907e-7	5.455731543161863e-16	2.683897141879281e-9	1.754380876011801e-7
65	2.032990280393651e-7	4.389043229883663e-17	2.158910090329506e-10	1.756539786102131e-7
66	2.035133180714760e-7	4.505445253532359e-15	2.213833127102768e-8	1.977923098812408e-7
67	2.036404424486888e-7	1.934597146182561e-17	9.500063557709175e-11	1.978873105168179e-7
68	2.037310754796866e-7	9.955272679229215e-15	4.886477262140514e-8	2.467520831382230e-7
69	2.038157210528879e-7	1.930349718439725e-15	9.471054089781525e-9	2.562231372280045e-7
70	2.040094211403036e-7	4.185414965204647e-16	2.051579256394345e-9	2.582747164843989e-7
71	2.040586520873418e-7	2.202103951251137e-15	1.079152453829101e-8	2.690662410226899e-7
72	2.043415834284295e-7	5.395387095548260e-16	2.640376474051348e-9	2.717066174967412e-7
73	2.044192795825873e-7	1.133387741917081e-15	5.544426847758175e-9	2.772510443444994e-7
74	2.044940734117476e-7	1.487450560253529e-15	7.273807672941974e-9	2.845248520174413e-7
75	2.046356614900758e-7	1.896068329980006e-15	9.265581161042935e-9	2.937904331784843e-7
76	2.046916424893190e-7	1.370803617350605e-15	6.696920307443106e-9	3.004873534859274e-7
77	2.049034952624972e-7	1.007716708194400e-15	4.918006434704481e-9	3.054053599206319e-7
78	2.050242943988048e-7	4.723764907505185e-20	2.304002518997437e-13	3.054055903208838e-7
79	2.050776328301404e-7	7.152164276825366e-16	3.487539902876335e-9	3.088931302237601e-7
80	2.051675641186323e-7	1.586311788222255e-15	7.731786430456503e-9	3.166249166542166e-7
81	2.052923287337710e-7	6.213399386126986e-16	3.026610601794430e-9	3.196515272560111e-7
82	2.054142943664263e-7	4.751021586650488e-16	2.312897260292619e-9	3.219644245163037e-7
83	2.056304294130789e-7	1.560200698500298e-16	7.587401840055987e-10	3.227231647003093e-7
84	2.056828409881493e-7	3.296450959968520e-15	1.602686419601940e-8	3.387500288963287e-7
85	2.057356154975055e-7	7.020538763529625e-16	3.412408078471347e-9	3.421624369748001e-7
86	2.057817010308794e-7	2.627615240050851e-16	1.276894508543573e-9	3.434393314833436e-7
87	2.060577237441771e-7	2.068792195445024e-15	1.003986726560880e-8	3.534791987489524e-7
88	2.061604705309770e-7	4.159455552372619e-16	2.017581518736219e-9	3.554967802676887e-7
89	2.063532730888294e-7	2.801488872231926e-18	1.357617851317513e-11	3.555103564462018e-7
90	2.065629158836943e-7	2.333075774946228e-15	1.129474651810140e-8	3.668051029643032e-7
91	2.066431578414454e-7	8.300151066125856e-16	4.016659033295675e-9	3.708217619975989e-7
92	2.067508668694005e-7	6.319128283544444e-16	3.056397479356681e-9	3.738781594769556e-7
93	2.068531956771335e-7	5.881581510817107e-15	2.843360235051608e-8	4.023117618274717e-7
94	2.068836256396783e-7	8.386593288888345e-16	4.053773353476978e-9	4.063655351809486e-7
95	2.069818271684459e-7	2.655031901879251e-16	1.282736720513407e-9	4.076482719014621e-7
96	2.071448967093354e-7	2.983897107647838e-16	1.440487868660760e-9	4.090887597701228e-7
97	2.071922533698449e-7	7.820422360122996e-16	3.774476233029470e-9	4.128632360031523e-7
98	2.073586498032781e-7	6.837430755408958e-16	3.297393555511503e-9	4.161606295586639e-7
99	2.075433488658488e-7	1.990356444352147e-15	9.590075785269647e-9	4.257507053439335e-7
100	2.075824111495795e-7	4.038258986277437e-16	1.945376279191378e-9	4.276960816231249e-7
101	2.076566314634555e-7	7.058907025462787e-17	3.399316928005282e-10	4.280360133159254e-7
102	2.077533429358173e-7	6.758815138755856e-17	3.253288271199518e-10	4.283613421430453e-7
103	2.079359660282349e-7	4.517808631994060e-16	2.172692256317314e-9	4.305340343993626e-7
104	2.081515468125364e-7	5.265598269202319e-16	2.529694518169771e-9	4.330637289175324e-7
105	2.082177991640185e-7	2.125366566944946e-16	1.020742018923531e-9	4.340844709364560e-7
106	2.083804107521565e-7	1.289118111058568e-19	6.186368989318381e-13	4.340850895733549e-7
107	2.084361410483489e-7	1.360710650163008e-15	6.528189609149295e-9	4.406132791825042e-7
108	2.084816602912417e-7	1.622669075074672e-18	7.783270110223890e-12	4.406210624526144e-7
109	2.086024934203231e-7	3.203670634612355e-16	1.535777728292599e-9	4.421568401809070e-7
110	2.086803960294897e-7	3.128142881227500e-16	1.499011378522325e-9	4.436558515594293e-7
111	2.087335022465785e-7	4.825396202961255e-16	2.311749743584994e-9	4.459676013030143e-7
112	2.090076766885766e-7	7.401795384209177e-16	3.541398814378441e-9	4.495090001173928e-7
113	2.090211405314728e-7	1.420982205207117e-15	6.798270268710719e-9	4.563072703861035e-7
114	2.091042326960602e-7	1.785378536250009e-17	8.538222843365943e-11	4.563926526145371e-7
115	2.092166042059087e-7	1.386742153189197e-16	6.628260498026152e-10	4.570554786643397e-7
116	2.093079131892323e-7	7.233331546118928e-16	3.455832813917254e-9	4.605113114782570e-7
117	2.093760258554461e-7	8.157885074775162e-16	3.896284229029829e-9	4.644075957072868e-7
118	2.095418490764600e-7	5.725924923883135e-17	2.732592534197689e-10	4.646808549607066e-7
119	2.096864822598318e-7	2.221027739417265e-15	1.059213600934509e-8	4.752729909700517e-7
120	2.097077282972656e-7	5.021887134630104e-17	2.394707708392826e-10	4.755124617408910e-7
121	2.098950828760726e-7	5.227082143376752e-17	2.490330917596081e-10	4.757614948326506e-7
122	2.099568779780782e-7	2.007359287736112e-16	9.560816997601298e-10	4.767175765324108e-7
123	2.100863133882712e-7	3.057526481141694e-15	1.455366811778416e-8	4.912712446501949e-7
124	2.103234627225194e-7	5.780343070033367e-17	2.748311099108994e-10	4.915460757601058e-7
125	2.104066785616074e-7	1.111804782606504e-16	5.284075535087949e-10	4.920744833136146e-7
126	2.104329409943176e-7	3.680139105950685e-16	1.748841739587749e-9	4.938233250532023e-7
127	2.105431431270022e-7	6.607423794761028e-15	3.138275460614430e-8	5.252060796593466e-7
128	2.106187034326816e-7	2.250803102459661e-15	1.068662500421796e-8	5.358927046635646e-7
129	2.108145377995076e-7	2.193316541464163e-16	1.040400991486691e-9	5.369331056550513e-7
130	2.108566746397180e-7	1.186470094348311e-16	5.626903186136187e-10	5.374957959736648e-7
131	2.109704259059639e-7	3.291272903913450e-16	1.560063639147447e-9	5.390558596128123e-7
132	2.111319974736012e-7	6.670755348482421e-17	3.159518892590638e-10	5.393718115020714e-7
133	2.112194983136827e-7	9.315676762345298e-18	4.410424623067023e-11	5.394159157483020e-7
134	2.113009275421405e-7	5.903875335479489e-16	2.794060302599504e-9	5.422099760509015e-7
135	2.113333117954119e-7	6.356860963040350e-17	3.007978680234906e-10	5.425107739189251e-7
136	2.114470389554496e-7	3.534488916239062e-16	1.671571724862865e-9	5.441823456437880e-7
137	2.115500528194285e-7	1.100034804095040e-16	5.199879600285376e-10	5.447023336038165e-7
138	2.117191794558455e-7	1.062862826580709e-15	5.020153721134040e-9	5.497224873249505e-7
139	2.118082349630664e-7	7.054114477031638e-16	3.330425031992587e-9	5.530529123569431e-7
140	2.118552292192121e-7	9.667425027892650e-16	4.563222283217524e-9	5.576161346401607e-7
141	2.119861583110488e-7	7.152919690986383e-17	3.374239029555342e-10	5.579535585431162e-7
142	2.120380860677257e-7	2.366468520655929e-15	1.116058234887138e-8	5.691141408919877e-7
143	2.121808425689996e-7	9.946322720631369e-16	4.687662938937054e-9	5.738018038309247e-7
144	2.123446017603588e-7	1.284566704054651e-16	6.049443656233593e-10	5.744067481965480e-7
145	2.124457432888161e-7	4.571672332592907e-16	2.151924657006567e-9	5.765586728535546e-7
146	2.124882468550285e-7	3.036139980322772e-15	1.428850783636141e-8	5.908471806899160e-7
147	2.126617732373478e-7	4.156845763044241e-18	1.954674645924664e-11	5.908667274363753e-7
148	2.127347487133192e-7	1.950036364051747e-15	9.166515465132641e-9	6.000332429015079e-7
149	2.127933019990388e-7	9.678441208596237e-17	4.548282825481019e-10	6.004880711840561e-7
150	2.129734529791456e-7	2.340347972281893e-16	1.098891875745218e-9	6.015869630598013e-7
151	2.129877884496290e-7	7.037144628522360e-16	3.304013192374465e-9	6.048909762521758e-7
152	2.131638657938563e-7	1.725476184325836e-16	8.094599794856822e-10	6.057004362316615e-7
153	2.132854350446530e-7	8.202837984999055e-16	3.845943809187780e-9	6.095463800408493e-7
154	2.133996345571687e-7	9.545838120999552e-16	4.473221400218597e-9	6.140196014410679e-7
155	2.135343544461396e-7	1.981633191449141e-15	9.280161014788722e-9	6.232997624558566e-7
156	2.135508060362764e-7	1.012972578355745e-15	4.743473448579113e-9	6.280432359044357e-7
157	2.136181007736372e-7	1.455411693656016e-16	6.813147801544491e-10	6.287245506845902e-7
158	2.136516977801469e-7	9.379963496990601e-17	4.390306089045371e-10	6.291635812934947e-7
159	2.137600186130732e-7	1.348202625510390e-15	6.307085086621225e-9	6.354706663801159e-7
160	2.138619478551071e-7	5.045909595161323e-15	2.359423752457338e-8	6.590649039046892e-7
161	2.139678536219663e-7	4.413494177454882e-17	2.062690307326514e-10	6.592711729354219e-7
162	2.140304701206107e-7	4.106168564303179e-16	1.918497194343061e-9	6.611896701297649e-7
163	2.140787979095467e-7	1.027579057348469e-16	4.800003864850948e-10	6.616696705162500e-7
164	2.141544278749376e-7	2.278183189057294e-15	1.063803915550003e-8	6.723077096717501e-7
165	2.143329269621129e-7	8.415996838397074e-16	3.926600059861427e-9	6.762343097316115e-7
166	2.144320829750125e-7	2.371887774622341e-16	1.106125418227987e-9	6.773404351498395e-7
167	2.145713024563706e-7	2.211135514476444e-16	1.030489860090233e-9	6.783709250099297e-7
168	2.146184239690505e-7	3.400601769709357e-16	1.584487345876581e-9	6.799554123558062e-7
169	2.147194557319400e-7	9.112737261754982e-16	4.244020287165548e-9	6.841994326429718e-7
170	2.148000331730596e-7	3.493160817584237e-15	1.626238490740769e-8	7.004618175503795e-7
171	2.149700090784984e-7	2.971574217853262e-16	1.382320366729930e-9	7.018441379171095e-7
172	2.150077627549883e-7	6.396129702904946e-16	2.974836638895520e-9	7.048189745560050e-7
173	2.150710033081356e-7	3.074699167787027e-15	1.429620506945726e-8	7.191151796254623e-7
174	2.152101739400654e-7	3.134823811764387e-16	1.456633649967410e-9	7.205718132754297e-7
175	2.152342003156239e-7	3.296729627316231e-15	1.531694137122185e-8	7.358887546466515e-7
176	2.153114286814694e-7	5.197325677287167e-15	2.413864284452854e-8	7.600273974911801e-7
177	2.154240369459528e-7	2.221160210942393e-17	1.031064240755851e-10	7.601305039152557e-7
178	2.156107161073954e-7	6.635010575669132e-18	3.077310207700550e-11	7.601612770173327e-7
179	2.156815717790822e-7	2.248706799508524e-15	1.042604975918770e-8	7.705873267765204e-7
180	2.157310080457110e-7	1.995106699280890e-16	9.248122082005703e-10	7.715121389847209e-7
181	2.159482296787488e-7	6.369263960005538e-17	2.949440229021859e-10	7.718070830076231e-7
182	2.159761849788863e-7	5.849597972874108e-18	2.708445828620392e-11	7.718341674659093e-7
183	2.160350509428822e-7	2.109332955257856e-16	9.763845940979020e-10	7.728105520600072e-7
184	2.160760147112012e-7	4.890018656842581e-15	2.263101095870539e-8	7.954415630187126e-7
185	2.161058277140664e-7	1.283359247070486e-15	5.938568434945315e-9	8.013801314536579e-7
186	2.161552854377823e-7	7.695061717592514e-19	3.559969260991050e-12	8.013836914229189e-7
187	2.163195968986483e-7	2.231461267087522e-15	1.031557611552421e-8	8.116992675384431e-7
188	2.164059274242725e-7	2.278901401698046e-15	1.053067921393007e-8	8.222299467523731e-7
189	2.164728889634338e-7	6.876081196608523e-16	3.176416792668212e-9	8.254063635450413e-7
190	2.165406869426253e-7	2.803411779685438e-16	1.294635118816368e-9	8.267009986638577e-7
191	2.165810001409271e-7	6.394273513652638e-17	2.952370480093798e-10	8.269962357118671e-7
192	2.167591928046950e-7	3.593022958527046e-17	1.657610416442380e-10	8.271619967535114e-7
193	2.168778546663942e-7	2.279091920075851e-16	1.050864286527361e-9	8.282128610400387e-7
194	2.169139959349940e-7	4.883936039972523e-15	2.251554132743084e-8	8.507284023674695e-7
195	2.169292799061009e-7	8.064995661999147e-18	3.717799489995139e-11	8.507655803623695e-7
196	2.170624767887356e-7	5.716780798607377e-16	2.633702924237547e-9	8.533992832866070e-7
197	2.170904324401117e-7	4.504573276643551e-15	2.074975495700953e-8	8.741490382436166e-7
198	2.172357758408970e-7	3.042129094411899e-15	1.400381259779212e-8	8.881528508414086e-7
199	2.172900391072141e-7	4.604611440229179e-16	2.119108385800048e-9	8.902719592272087e-7
200	2.173453798234688e-7	8.115077365255962e-16	3.733724347785607e-9	8.940056835749942e-7
201	2.173827151211062e-7	1.009520648575392e-15	4.643978469092988e-9	8.986496620440872e-7
202	2.175390137205614e-7	6.559893454933792e-17	3.015502066843178e-10	8.989512122507716e-7
203	2.176083307957614e-7	7.231734818737836e-17	3.323280313898119e-10	8.992835402821614e-7
204	2.176969784226936e-7	7.974147853456275e-16	3.662957525286910e-9	9.029464978074483e-7
205	2.177312144791445e-7	4.721866320048184e-17	2.168667607602249e-10	9.031633645682085e-7
206	2.178729589271614e-7	6.946784778579620e-17	3.188456618382847e-10	9.034822102300468e-7
207	2.179765179953815e-7	7.769084154751927e-17	3.564183989266467e-10	9.038386286289735e-7
208	2.179926486685448e-7	2.795496551061540e-16	1.282381111535581e-9	9.051210097405091e-7
209	2.180368607698198e-7	1.120656931756639e-15	5.139759065508240e-9	9.102607688060174e-7
210	2.181251348224930e-7	1.182233549214229e-16	5.419978537440508e-10	9.108027666597614e-7
211	2.181979503036633e-7	2.199183160309323e-16	1.007884426617550e-9	9.118106510863789e-7
212	2.182594964660591e-7	2.334064810005018e-15	1.069398971314855e-8	9.225046407995275e-7
213	2.182880598130629e-7	1.452328123456519e-16	6.653264153340595e-10	9.231699672148616e-7
214	2.184199980058661e-7	5.828621926611826e-16	2.668538586130418e-9	9.258385058009920e-7
215	2.185601359301852e-7	7.340166673014740e-16	3.358419705302257e-9	9.291969255062942e-7
216	2.186246410739504e-7	2.348342949297173e-16	1.074143764289973e-9	9.302710692705842e-7
217	2.187319864557551e-7	1.298732805000901e-15	5.937553194871237e-9	9.362086224654555e-7
218	2.188171412092100e-7	1.174656477107147e-15	5.368210509541682e-9	9.415768329749971e-7
219	2.188737358865839e-7	8.743664029760162e-17	3.994843873954323e-10	9.419763173623926e-7
220	2.189227494375004e-7	1.125672937247057e-15	5.141872830207724e-9	9.471181901926003e-7
221	2.189812734330453e-7	3.551227484877640e-17	1.621703732562980e-10	9.472803605658566e-7
222	2.190340920532019e-7	2.493826940386825e-16	1.138556521959646e-9	9.484189170878163e-7
223	2.191231260652307e-7	6.691677941394667e-16	3.053843773387307e-9	9.514727608612036e-7
224	2.191413467738138e-7	2.515763216272458e-16	1.148009379931892e-9	9.526207702411355e-7
225	2.192910274401902e-7	4.176165481095449e-16	1.904394142270351e-9	9.545251643834058e-7
226	2.193393667462885e-7	1.182841439672286e-15	5.392745758405000e-9	9.599179101418108e-7
227	2.194284199438604e-7	2.761466488892335e-15	1.258481690566264e-8	9.725027270474735e-7
228	2.195655192883994e-7	7.224277716265635e-17	3.290260574465039e-10	9.728317531049200e-7
229	2.195944853417153e-7	9.454057909231937e-18	4.305234666763279e-11	9.728748054515876e-7
230	2.196317964888034e-7	8.560659412368914e-17	3.897732272478738e-10	9.732645786788354e-7
231	2.197675653426935e-7	6.386444240253580e-16	2.905999450053018e-9	9.761705781288884e-7
232	2.199122888536045e-7	8.948593492967558e-16	4.069164820036333e-9	9.802397429489248e-7
233	2.199701351610758e-7	1.119115827196371e-16	5.087580758982964e-10	9.807485010248230e-7
234	2.200531010437582e-7	2.246529690416677e-15	1.020903445468804e-8	9.909575354795110e-7
235	2.201183993457572e-7	6.567419273904527e-16	2.983584876786500e-9	9.939411203562974e-7
236	2.202172897944311e-7	1.799490862860840e-15	8.171433153775677e-9	1.002112553510073e-6
237	2.203574002020434e-7	5.149790148166341e-16	2.337017111040769e-9	1.004449570621114e-6
238	2.203992023958298e-7	6.784534753644166e-19	3.078293696117540e-12	1.004452648914810e-6
239	2.205173715820168e-7	7.513497984098015e-16	3.407213649516736e-9	1.007859862564327e-6
240	2.205972870181274e-7	3.831688240326861e-17	1.736960726997515e-10	1.008033558637026e-6
241	2.206606695965986e-7	5.228388616106986e-16	2.369424794035692e-9	1.010402983431062e-6
242	2.207624037553664e-7	1.229520652382047e-15	5.569429538122430e-9	1.015972412969185e-6
243	2.208304417454729e-7	4.256354369872163e-15	1.927430990143106e-8	1.035246722870616e-6
244	2.209757207379044e-7	2.263976503120843e-15	1.024536313564560e-8	1.045492086006261e-6
245	2.209993720234449e-7	1.972644412766084e-16	8.926018181430918e-10	1.046384687824404e-6
246	2.210538895305733e-7	7.467441695085384e-16	3.378109161952829e-9	1.049762796986357e-6
247	2.211647298687191e-7	1.546020524012671e-16	6.990357481187759e-10	1.050461832734476e-6
248	2.212190759174321e-7	4.102022799579752e-18	1.854280776903161e-11	1.050480375542245e-6
249	2.212951899254104e-7	7.063566915096365e-16	3.191920672779741e-9	1.053672296215025e-6
250	2.213828579907988e-7	7.231145685216031e-18	3.266353027891878e-11	1.053704959745304e-6
251	2.214691567015192e-7	3.244451420408555e-16	1.464967613879165e-9	1.055169927359183e-6
252	2.215742487507474e-7	2.887276360784650e-17	1.303073970492210e-10	1.055300234756232e-6
253	2.215778607880621e-7	1.031344929325866e-15	4.654548634316590e-9	1.059954783390548e-6
254	2.216871685075615e-7	3.361784176583240e-16	1.516454109281735e-9	1.061471237499830e-6
255	2.217449512147647e-7	4.945557229421841e-16	2.230290792340053e-9	1.063701528292170e-6
256	2.218164493792397e-7	7.399202013522421e-16	3.335731878419891e-9	1.067037260170590e-6
257	2.219647617700139e-7	7.061849165584802e-17	3.181518142461663e-10	1.067355411984836e-6
258	2.220972585933342e-7	2.492908497603482e-16	1.122440012718960e-9	1.068477851997555e-6
259	2.221855245578266e-7	4.267266720766025e-16	1.920587189133203e-9	1.070398439186688e-6
260	2.223247370737583e-7	3.995339017230206e-16	1.797073537482567e-9	1.072195512724171e-6
261	2.224208652718737e-7	4.771547822688849e-16	2.145278868894067e-9	1.074340791593065e-6
262	2.224952533761437e-7	9.650342750837613e-16	4.337325225775958e-9	1.078678116818841e-6
263	2.225355311848594e-7	9.236800475250170e-16	4.150708170542526e-9	1.082828824989383e-6
264	2.225704330992028e-7	3.780824953044035e-16	1.698709437905828e-9	1.084527534427289e-6
265	2.226150358944440e-7	2.962727490239741e-15	1.330874834368582e-8	1.097836282770975e-6
266	2.228134563001861e-7	1.387189578128431e-15	6.225789057639030e-9	1.104062071828614e-6
267	2.228922020985300e-7	3.042882596782099e-19	1.365181270647138e-12	1.104063437009885e-6
268	2.229357561301977e-7	2.510817729917970e-16	1.126251693986503e-9	1.105189688703871e-6
269	2.230151789978232e-7	3.104237277034097e-19	1.391939907850127e-12	1.105191080643779e-6
270	2.232807811339881e-7	1.011826049752425e-15	4.531630732450904e-9	1.109722711376230e-6
271	2.232959172739324e-7	6.674587872394830e-16	2.989122216778669e-9	1.112711833593009e-6
272	2.233713363639822e-7	7.395597502417598e-16	3.310898176463661e-9	1.116022731769472e-6
273	2.234091235044799e-7	2.052385882841624e-15	9.186669956209143e-9	1.125209401725682e-6
274	2.234641196477587e-7	3.998785449340590e-16	1.789453025230083e-9	1.126998854750912e-6
275	2.235063683885582e-7	1.419874662007195e-15	6.352725751146348e-9	1.133351580502058e-6
276	2.235169325599559e-7	3.250095945467271e-17	1.454071469326141e-10	1.133496987648991e-6
277	2.237101771142739e-7	1.362771975280989e-16	6.091685201182727e-10	1.134106156169109e-6
278	2.238304741299685e-7	1.573387978797795e-15	7.029373390346293e-9	1.141135529559455e-6
279	2.238605399531338e-7	4.521704814244913e-16	2.019875774083075e-9	1.143155405333538e-6
280	2.238928183893598e-7	3.674147382536957e-17	1.641029582354646e-10	1.143319508291774e-6
281	2.239661068008297e-7	8.737202515767260e-17	3.901127112745298e-10	1.143709621003048e-6
282	2.241510848103582e-7	4.559207154480098e-15	2.033988440581223e-8	1.164049505408860e-6
283	2.241842990568099e-7	5.610054588936890e-20	2.502429747551260e-13	1.164049755651835e-6
284	2.242731296546418e-7	4.983360004091282e-16	2.222004932898185e-9	1.166271760584733e-6
285	2.243145953480937e-7	3.215605711465188e-16	1.433524959209711e-9	1.167705285543943e-6
286	2.243881144479074e-7	1.379588267983125e-21	6.148223453713282e-15	1.167705291692166e-6
287	2.244502277026982e-7	1.803968247306569e-15	8.037275193572381e-9	1.175742566885739e-6
288	2.245379303890586e-7	1.088165517826660e-15	4.846243643295311e-9	1.180588810529034e-6
289	2.246362374560834e-7	1.700959165045740e-15	7.572060431159417e-9	1.188160870960194e-6
290	2.247223932117614e-7	2.530860004332857e-15	1.126216203094618e-8	1.199423032991140e-6
291	2.248182254809558e-7	2.798640944854143e-15	1.244846114618592e-8	1.211871494137326e-6
292	2.248636009028606e-7	2.775780659610558e-16	1.234428626271832e-9	1.213105922763597e-6
293	2.249746065066919e-7	3.204249042929693e-15	1.424271428977644e-8	1.227348637053374e-6
294	2.250324550744949e-7	1.029600862024602e-17	4.575343861772128e-11	1.227394390491992e-6
295	2.250879319378891e-7	6.018018902195359e-16	2.673630189936604e-9	1.230068020681928e-6
296	2.251812548592526e-7	1.410671480121777e-15	6.264604400590554e-9	1.236332625082519e-6
297	2.252155458599712e-7	1.058878308983268e-16	4.701621750576804e-10	1.236802787257576e-6
298	2.253024767603183e-7	1.673152025794612e-16	7.426247815174033e-10	1.237545412039094e-6
299	2.253514303691858e-7	2.600287517186458e-17	1.153881079399626e-10	1.237660800147034e-6
300	2.255047676078579e-7	3.078206810832637e-22	1.365029592715970e-15	1.237660801512063e-6
301	2.255402837624034e-7	9.605226609711526e-16	4.258763201623973e-9	1.241919564713687e-6
302	2.256346182547263e-7	2.394091648728263e-15	1.061048019690620e-8	1.252530044910593e-6
