k	lambda_k	c_k_sq	E_k	S_cumulative
0	1.710694413175048e-7	1.269699589518089e-15	7.422129748828297e-9	7.422129748828297e-9
1	1.734662168235560e-7	2.264784562400159e-15	1.305605554713758e-8	2.047818529596588e-8
2	1.759795363152152e-7	5.004773221398058e-18	2.843951817462168e-11	2.050662481414050e-8
3	1.763010943371930e-7	3.797865686748545e-16	2.154192916967808e-9	2.266081773110831e-8
4	1.772073644752107e-7	5.208973305229058e-17	2.939479022587538e-10	2.295476563336706e-8
5	1.781835595589072e-7	6.023051069397701e-19	3.380250728129880e-12	2.295814588409519e-8
6	1.786840490046445e-7	1.691881233145087e-16	9.468563324872440e-10	2.390500221658244e-8
7	1.795194207175380e-7	4.701019739405521e-16	2.618669178307046e-9	2.652367139488948e-8
8	1.798498616929760e-7	1.604632234773151e-16	8.922065436516374e-10	2.741587793854112e-8
9	1.804826147905796e-7	1.127802281911081e-16	6.248813954849391e-10	2.804075933402606e-8
10	1.806379058118776e-7	1.070098909610732e-19	5.923999754100166e-13	2.804135173400147e-8
11	1.811199561313611e-7	5.569862388908616e-18	3.075233954268935e-11	2.807210407354416e-8
12	1.815175314085960e-7	2.608003269109950e-16	1.436777620801450e-9	2.950888169434561e-8
13	1.819364591597090e-7	4.006684457194775e-17	2.202243835952415e-10	2.972910607794085e-8
14	1.826384473533919e-7	8.682374529151289e-17	4.753859143552362e-10	3.020449199229608e-8
15	1.827597553901341e-7	3.390936677278811e-17	1.855406662172554e-10	3.039003265851334e-8
16	1.828637057885154e-7	1.746431214502583e-16	9.550452928709411e-10	3.134507795138428e-8
17	1.831370945140414e-7	7.277676508296745e-17	3.973895363802855e-10	3.174246748776457e-8
18	1.838501650992109e-7	3.639117592614378e-17	1.979393159995589e-10	3.194040680376413e-8
19	1.842400453581320e-7	3.669840297916149e-16	1.991879827636055e-9	3.393228663140018e-8
20	1.843624531619680e-7	1.198463730256133e-16	6.500584634785947e-10	3.458234509487877e-8
21	1.846727233353808e-7	3.046019784637406e-16	1.649415100196245e-9	3.623176019507502e-8
22	1.849385434479716e-7	9.882570493498386e-17	5.343705162400952e-10	3.676613071131511e-8
23	1.854417848312897e-7	1.497879810343457e-17	8.077358680009422e-11	3.684690429811521e-8
24	1.856783684267529e-7	4.600691298419154e-16	2.477774518055425e-9	3.932467881617063e-8
25	1.860373415649418e-7	2.011426525269747e-16	1.081195048450851e-9	4.040587386462148e-8
26	1.861578120839810e-7	1.698151539484694e-18	9.122107315693047e-12	4.041499597193718e-8
27	1.863731905763125e-7	1.440582004303490e-15	7.729555950879252e-9	4.814455192281643e-8
28	1.866857387767183e-7	5.810120474358528e-17	3.112246555323439e-10	4.845577657834877e-8
29	1.868547266479065e-7	8.657327364094096e-16	4.633186175914748e-9	5.308896275426352e-8
30	1.871800956980304e-7	3.983280081300109e-17	2.128046823806610e-10	5.330176743664418e-8
31	1.874154301871573e-7	3.273788145953497e-15	1.746808223145884e-8	7.076984966810302e-8
32	1.875412609763047e-7	1.160306325471574e-15	6.186938913768820e-9	7.695678858187184e-8
33	1.877143378889892e-7	1.379340514957302e-16	7.348082892703798e-10	7.769159687114223e-8
34	1.877731919925407e-7	5.381223925473778e-16	2.865810538965299e-9	8.055740741010752e-8
35	1.881113181664480e-7	2.839671019337380e-16	1.509569465046612e-9	8.206697687515413e-8
36	1.882776228841272e-7	4.873870263518944e-16	2.588661461122492e-9	8.465563833627663e-8
37	1.883731579756613e-7	1.826220109636787e-15	9.694693921693146e-9	9.435033225796978e-8
38	1.888320148179966e-7	4.013284195670677e-17	2.125319797884290e-10	9.456286423775821e-8
39	1.889156399811634e-7	1.566260155171788e-16	8.290791357073237e-10	9.539194337346554e-8
40	1.890941409354262e-7	1.688693009725029e-17	8.930435397793216e-11	9.548124772744346e-8
41	1.893033357123993e-7	3.356420936007226e-17	1.773038453536021e-10	9.565855157279707e-8
42	1.894384592754086e-7	6.960079454547932e-16	3.674058309579715e-9	9.933260988237678e-8
43	1.895614707228332e-7	2.002607956912607e-15	1.056442508742040e-8	1.098970349697972e-7
44	1.897989807897554e-7	4.128400105563593e-19	2.175143453555589e-12	1.098992101132507e-7
45	1.900812766769312e-7	2.478543847010099e-16	1.303938973022955e-9	1.112031490862737e-7
46	1.903394088136318e-7	1.965522101259129e-17	1.032640646259253e-10	1.113064131508996e-7
47	1.904103533560903e-7	7.208700631039155e-16	3.785876400091553e-9	1.150922895509912e-7
48	1.905315624696392e-7	2.043152136343046e-15	1.072343138249663e-8	1.258157209334878e-7
49	1.907515620671037e-7	1.582806940968832e-19	8.297740389732811e-13	1.258165507075268e-7
50	1.909706485645284e-7	7.243210149036599e-16	3.792839477417986e-9	1.296093901849448e-7
51	1.911402878297414e-7	2.908688679481495e-16	1.521755937749982e-9	1.311311461226947e-7
52	1.914081499751918e-7	6.957126689304184e-17	3.634707660152344e-10	1.314946168887100e-7
53	1.914712857523221e-7	2.613102105693011e-17	1.364748816213201e-10	1.316310917703313e-7
54	1.916672934507220e-7	2.243178591344000e-15	1.170350220404571e-8	1.433345939743770e-7
55	1.917706284843071e-7	2.177337916995367e-15	1.135386547045468e-8	1.546884594448317e-7
56	1.918930357227949e-7	7.192286148600665e-16	3.748070440133381e-9	1.584365298849651e-7
57	1.921144027218939e-7	3.321466906863713e-16	1.728900519588784e-9	1.601654304045538e-7
58	1.922657086103077e-7	4.562243134547919e-18	2.372884466774503e-11	1.601891592492216e-7
59	1.924520622879770e-7	3.787524082545600e-16	1.968035071964109e-9	1.621571943211857e-7
60	1.925991611186372e-7	2.217069096762911e-15	1.151131232288827e-8	1.736685066440740e-7
61	1.927418899407329e-7	3.985100981930707e-17	2.067584261602967e-10	1.738752650702342e-7
62	1.929190388138341e-7	6.379499894520524e-16	3.306827534361038e-9	1.771820926045953e-7
63	1.930600006938616e-7	1.352563405743311e-15	7.005922515705848e-9	1.841880151203011e-7
64	1.931312911430349e-7	5.861101613821792e-17	3.034775762712114e-10	1.844914926965723e-7
65	1.931463646453518e-7	8.601532359809986e-17	4.453375229507324e-10	1.849368302195231e-7
66	1.932838212010920e-7	1.974249217219725e-17	1.021424972329019e-10	1.850389727167560e-7
67	1.935420358454660e-7	2.155458464292645e-15	1.113690085400194e-8	1.961758735707579e-7
68	1.937711892638063e-7	6.182841840820148e-15	3.190795217963301e-8	2.280838257503909e-7
69	1.938474202600298e-7	2.999795452677098e-15	1.547503417199532e-8	2.435588599223863e-7
70	1.939784843288268e-7	1.614795178297862e-16	8.324609731255074e-10	2.443913208955118e-7
71	1.942175991183070e-7	3.676920853052773e-16	1.893196533035602e-9	2.462845174285474e-7
72	1.943403261143360e-7	5.734065473585979e-16	2.950527864305663e-9	2.492350452928530e-7
73	1.944383432888783e-7	7.188430402128691e-16	3.697023066818046e-9	2.529320683596711e-7
74	1.945392402216161e-7	3.398752887995523e-15	1.747078319070083e-8	2.704028515503719e-7
75	1.947091139446888e-7	3.228902275193946e-17	1.658321076902021e-10	2.705686836580621e-7
76	1.948590820208033e-7	1.171219889053120e-16	6.010599438870803e-10	2.711697436019491e-7
77	1.950959925178214e-7	1.469123870952901e-15	7.530261652190019e-9	2.787000052541392e-7
78	1.951486529966652e-7	1.311499925752763e-16	6.720517439467924e-10	2.793720569980860e-7
79	1.952316810344657e-7	3.701735324028976e-15	1.896073067862117e-8	2.983327876767071e-7
80	1.952856236549989e-7	1.019041200636120e-15	5.218209008751240e-9	3.035509966854583e-7
81	1.953680668636149e-7	3.818206502283652e-16	1.954365707548878e-9	3.055053623930072e-7
82	1.955219453314985e-7	2.694909917954958e-18	1.378315827098519e-11	3.055191455512782e-7
83	1.956040510104015e-7	2.721694223581821e-16	1.391430397030525e-9	3.069105759483088e-7
84	1.957866250594034e-7	1.911200572063871e-15	9.761650324602078e-9	3.166722262729109e-7
85	1.959089922176713e-7	2.838050887998780e-15	1.448657795577585e-8	3.311588042286867e-7
86	1.960337408994523e-7	3.286456441668380e-15	1.676474889776264e-8	3.479235531264494e-7
87	1.961290913838882e-7	1.365664900918133e-15	6.963091968060386e-9	3.548866450945098e-7
88	1.962597294390823e-7	3.162479802060810e-16	1.611374789468678e-9	3.564980198839785e-7
89	1.962862375829789e-7	2.020100479091084e-17	1.029160527995295e-10	3.566009359367780e-7
90	1.964140340338248e-7	4.512092301634086e-16	2.297235186797829e-9	3.588981711235758e-7
91	1.964780073008280e-7	2.040380978520582e-15	1.038478049808674e-8	3.692829516216626e-7
92	1.965453874695098e-7	2.901483625472581e-20	1.476241016300975e-13	3.692830992457642e-7
93	1.966915971099374e-7	3.102883034043222e-16	1.577537159510133e-9	3.708606364052743e-7
94	1.968093159626684e-7	2.353121591835628e-15	1.195635267733962e-8	3.828169890826139e-7
95	1.969533772144306e-7	1.112271868158365e-15	5.647386624639559e-9	3.884643757072535e-7
96	1.969776313094566e-7	3.119277655022520e-16	1.583569481613910e-9	3.900479451888674e-7
97	1.971835066522891e-7	1.542502477693524e-15	7.822674948232632e-9	3.978706201371000e-7
98	1.973323710316427e-7	3.877104988305634e-16	1.964758730681816e-9	3.998353788677818e-7
99	1.973885123075200e-7	6.119085061585465e-17	3.100020862436148e-10	4.001453809540254e-7
100	1.975140920951456e-7	3.746958702786222e-16	1.897058920221881e-9	4.020424398742473e-7
101	1.976257199803042e-7	2.010972890627898e-15	1.017566382972983e-8	4.122181037039772e-7
102	1.976328625371342e-7	4.499340906764513e-16	2.276615765720193e-9	4.144947194696974e-7
103	1.977566562424180e-7	2.118408163369049e-15	1.071219651272936e-8	4.252069159824267e-7
104	1.979698058168637e-7	3.506040205979846e-16	1.770997446561717e-9	4.269779134289884e-7
105	1.980310329758404e-7	4.706051145577185e-15	2.376421046165688e-8	4.507421238906453e-7
106	1.981072708347819e-7	1.868093382492654e-15	9.429706313255976e-9	4.601718302039013e-7
107	1.981947988298169e-7	3.046500017266446e-15	1.537124099751160e-8	4.755430712014128e-7
108	1.983041812640212e-7	1.455335988005518e-17	7.338907221869875e-11	4.756164602736315e-7
109	1.983236637666348e-7	1.429782537066869e-15	7.209339066815937e-9	4.828257993404475e-7
110	1.983709266535860e-7	1.416757440132005e-15	7.141961092948262e-9	4.899677604333957e-7
111	1.986309789753891e-7	6.783822514078993e-16	3.415289271125993e-9	4.933830497045217e-7
112	1.987372685603340e-7	2.748190887276104e-16	1.382826133811832e-9	4.947658758383335e-7
113	1.987934325525149e-7	6.647440513413872e-16	3.343893421457889e-9	4.981097692597914e-7
114	1.989359759830199e-7	1.623650247415903e-15	8.161672313882983e-9	5.062714415736743e-7
115	1.989957346293446e-7	2.040540765264090e-15	1.025419348341743e-8	5.165256350570918e-7
