k	lambda_k	c_k_sq	E_k	S_cumulative
0	2.163419777102227e-7	7.054716099625540e-17	3.260909498144144e-10	3.260909498144144e-10
1	2.191045751642019e-7	2.484205255482698e-17	1.133798896541060e-10	4.394708394685204e-10
2	2.193228576961600e-7	2.785443852479952e-19	1.270019861011833e-12	4.407408593295322e-10
3	2.206817362712894e-7	3.274052146858500e-16	1.483608114644171e-9	1.924348973973704e-9
4	2.214483067563454e-7	1.081001185315034e-16	4.881505761542963e-10	2.412499550128000e-9
5	2.225391630143041e-7	1.809590668877682e-16	8.131560505426037e-10	3.225655600670604e-9
6	2.230403298896948e-7	5.378213500420449e-16	2.411318842238199e-9	5.636974442908803e-9
7	2.230654729185052e-7	3.175009187992890e-16	1.423353039111010e-9	7.060327482019812e-9
8	2.239397296662723e-7	3.877601219128016e-17	1.731537867312172e-10	7.233481268751029e-9
9	2.241501318934153e-7	6.129674029258373e-16	2.734628785395081e-9	9.968110054146110e-9
10	2.244140572448430e-7	1.367818862864930e-16	6.095067660456739e-10	1.057761682019178e-8
11	2.245324538110620e-7	5.496903162347896e-17	2.448155297395624e-10	1.082243234993135e-8
12	2.254573741525898e-7	1.014033078331973e-16	4.497670932890731e-10	1.127219944322042e-8
13	2.267101545586618e-7	5.523348866813451e-17	2.436304133604334e-10	1.151582985658085e-8
14	2.268709232530667e-7	5.424664241272760e-16	2.391079545800470e-9	1.390690940238132e-8
15	2.270199041556401e-7	1.680552279901642e-17	7.402664916770867e-11	1.398093605154903e-8
16	2.272604965717169e-7	8.538692781754058e-16	3.757227019461119e-9	1.773816307101015e-8
17	2.280085479390397e-7	1.028551662151858e-15	4.511022378103348e-9	2.224918544911350e-8
18	2.281825241818869e-7	9.076383109382869e-16	3.977685469965255e-9	2.622687091907875e-8
19	2.286895325138685e-7	1.019362703292235e-15	4.457408662682967e-9	3.068427958176172e-8
20	2.287988675331976e-7	1.064577371979261e-15	4.652896159220703e-9	3.533717574098242e-8
21	2.289217217078382e-7	2.160564151425339e-16	9.438004114711156e-10	3.628097615245354e-8
22	2.292971533303165e-7	2.765963162839097e-16	1.206278892985016e-9	3.748725504543856e-8
23	2.296501692445803e-7	2.555414997474451e-16	1.112742483874637e-9	3.859999752931320e-8
24	2.299968826151027e-7	3.657883697705230e-17	1.590405772510691e-10	3.875903810656426e-8
25	2.301730816327575e-7	1.097088443710336e-17	4.766362929704992e-11	3.880670173586131e-8
26	2.308282272427391e-7	1.681596163449133e-15	7.285054274063132e-9	4.609175600992445e-8
27	2.309400171788332e-7	1.976374245075139e-17	8.557954871652638e-11	4.617733555864097e-8
28	2.310908872159275e-7	1.459233689245363e-16	6.314544492972062e-10	4.680879000793818e-8
29	2.312943787868370e-7	2.336679427214712e-18	1.010262090877797e-11	4.681889262884696e-8
30	2.314825195980320e-7	2.923555784472038e-18	1.262970434894512e-11	4.683152233319590e-8
31	2.317594263374608e-7	1.265979595336213e-15	5.462472941630614e-9	5.229399527482651e-8
32	2.321120993609317e-7	1.555274910411245e-17	6.700533555524867e-11	5.236100061038176e-8
33	2.323803245545099e-7	1.801365743839961e-16	7.751799758836342e-10	5.313618058626539e-8
34	2.326392592280598e-7	3.172822956555592e-16	1.363838144552045e-9	5.450001873081743e-8
35	2.329376928414601e-7	8.753231847265702e-19	3.757756737645395e-12	5.450377648755507e-8
36	2.333921640150314e-7	1.817158728486417e-16	7.785860061563098e-10	5.528236249371139e-8
37	2.335249740460236e-7	3.573693946465386e-16	1.530326236439737e-9	5.681268873015112e-8
38	2.337014733810545e-7	2.355567965182700e-15	1.007938859393455e-8	6.689207732408567e-8
39	2.338009973970532e-7	3.244781544310050e-16	1.387839051344845e-9	6.827991637543052e-8
40	2.340316042238608e-7	2.194765383386530e-17	9.378072635382814e-11	6.837369710178435e-8
41	2.341158332229420e-7	3.494365771552548e-15	1.492579858204191e-8	8.329949568382626e-8
42	2.343181834437807e-7	2.478363340032362e-15	1.057691427787544e-8	9.387640996170170e-8
43	2.344344068097844e-7	4.740342562077398e-16	2.022033636864414e-9	9.589844359856611e-8
44	2.345812418934472e-7	1.890394044415636e-15	8.058589975724917e-9	1.039570335742910e-7
45	2.348810182353432e-7	7.248102446584363e-18	3.085861301623785e-11	1.039878921873073e-7
46	2.352090725915941e-7	1.876299623552541e-15	7.977156675458942e-9	1.119650488627662e-7
47	2.353579295358470e-7	2.771863465551535e-16	1.177722573876296e-9	1.131427714366425e-7
48	2.355947365922866e-7	2.692228732693558e-16	1.142737215455136e-9	1.142855086520976e-7
49	2.356412832173060e-7	3.930353389216120e-16	1.667939223362482e-9	1.159534478754601e-7
50	2.359590558985368e-7	3.326475215738214e-15	1.409767979902670e-8	1.300511276744868e-7
51	2.360677001607082e-7	1.786441755753578e-15	7.567497605718270e-9	1.376186252802051e-7
52	2.361693803237870e-7	2.106040827810006e-16	8.917501603817714e-10	1.385103754405869e-7
53	2.363728314989216e-7	4.189863701534192e-17	1.772565685728271e-10	1.386876320091597e-7
54	2.365638571213425e-7	8.374416919118275e-16	3.540023831629834e-9	1.422276558407895e-7
55	2.367129238581646e-7	2.407993651478132e-17	1.017263279178188e-10	1.423293821687073e-7
56	2.369289200071759e-7	1.684294608233727e-16	7.108860362773419e-10	1.430402682049847e-7
57	2.371111872605397e-7	3.414064250671538e-18	1.439857937584420e-11	1.430546667843605e-7
58	2.373102618163885e-7	8.023801754844549e-16	3.381144032048946e-9	1.464358108164094e-7
59	2.375478443253739e-7	2.096768434316069e-17	8.826720529798133e-11	1.465240780217074e-7
60	2.377448431121886e-7	3.264901982469157e-15	1.373279832163802e-8	1.602568763433454e-7
61	2.377783240934111e-7	2.594348679551605e-15	1.091078713521598e-8	1.711676634785614e-7
62	2.379304424146143e-7	1.500973452442786e-15	6.308454845921777e-9	1.774761183244832e-7
63	2.380717771883891e-7	2.128479944109931e-15	8.940496724337211e-9	1.864166150488204e-7
64	2.384109351517122e-7	8.520784446899568e-16	3.573990614766637e-9	1.899906056635870e-7
65	2.384767421457259e-7	5.594376438939423e-16	2.345879262104674e-9	1.923364849256917e-7
66	2.387162170379654e-7	1.023656284132064e-15	4.288172361449836e-9	1.966246572871415e-7
67	2.388825885072762e-7	1.337805313030661e-15	5.600262963451237e-9	2.022249202505928e-7
