k	lambda_k
9042	4.221690746355252e-7
9043	4.221755982610696e-7
9044	4.221908372881472e-7
9045	4.221966324585636e-7
9046	4.222127809886973e-7
9047	4.222188745809770e-7
9048	4.222229023059136e-7
9049	4.222306315929517e-7
9050	4.222377920608799e-7
9051	4.222440029388029e-7
9052	4.222626193337543e-7
9053	4.222790432826602e-7
9054	4.222832419799912e-7
9055	4.222874227583828e-7
9056	4.222980434702933e-7
9057	4.223015527582495e-7
9058	4.223081463770621e-7
9059	4.223207167493066e-7
9060	4.223401260042426e-7
9061	4.223503832743534e-7
9062	4.223625501030341e-7
9063	4.223669307097000e-7
9064	4.223689398005978e-7
9065	4.223757827644706e-7
9066	4.223776690480764e-7
9067	4.223997558519965e-7
9068	4.224082317797911e-7
9069	4.224172308344521e-7
9070	4.224314448979153e-7
9071	4.224426100313610e-7
9072	4.224493311663294e-7
9073	4.224630912162020e-7
9074	4.224665548103108e-7
9075	4.224794702318342e-7
9076	4.224932885442289e-7
9077	4.225056190478217e-7
9078	4.225072152130421e-7
9079	4.225155462607157e-7
9080	4.225246678394244e-7
9081	4.225323562880057e-7
9082	4.225423693705559e-7
9083	4.225571227390011e-7
9084	4.225597097354133e-7
9085	4.225667480973319e-7
9086	4.225713304853102e-7
9087	4.225902348907738e-7
9088	4.226007850931197e-7
9089	4.226268937423949e-7
9090	4.226350292481691e-7
9091	4.226431251177843e-7
9092	4.226474495719751e-7
9093	4.226684229551487e-7
9094	4.226712916657368e-7
9095	4.226921610763710e-7
9096	4.226972282816028e-7
9097	4.227075652286776e-7
9098	4.227156924947255e-7
9099	4.227287074224288e-7
9100	4.227398970537935e-7
9101	4.227436261843918e-7
9102	4.227608239613852e-7
9103	4.227683863065517e-7
9104	4.227828028801344e-7
9105	4.227845669934304e-7
9106	4.227905911200424e-7
9107	4.228008187078814e-7
9108	4.228201904783765e-7
9109	4.228294500908975e-7
9110	4.228350921390762e-7
9111	4.228466859034090e-7
9112	4.228536890505185e-7
9113	4.228685487856181e-7
9114	4.228788505900529e-7
9115	4.228912008683392e-7
9116	4.228933247525326e-7
9117	4.229010773322330e-7
9118	4.229178244570794e-7
9119	4.229319693783647e-7
9120	4.229514418889133e-7
9121	4.229555499641208e-7
9122	4.229794146326275e-7
9123	4.229936666243260e-7
9124	4.229952498402490e-7
9125	4.230037211200666e-7
9126	4.230092572432140e-7
9127	4.230217775870412e-7
9128	4.230460445447216e-7
9129	4.230583452113900e-7
9130	4.230710564856200e-7
9131	4.230814496089562e-7
9132	4.230825558042452e-7
9133	4.230971246559654e-7
9134	4.231219083321369e-7
9135	4.231285719454476e-7
9136	4.231363785722289e-7
9137	4.231466286672756e-7
9138	4.231653703900283e-7
9139	4.231722349179908e-7
9140	4.231887217274335e-7
9141	4.231910188817472e-7
9142	4.232016231476969e-7
9143	4.232103866301580e-7
9144	4.232241220538801e-7
9145	4.232415109392674e-7
9146	4.232529883745187e-7
9147	4.232627282357130e-7
9148	4.232820294667893e-7
9149	4.232933585871993e-7
9150	4.232987568487257e-7
9151	4.233335344687733e-7
9152	4.233434748325661e-7
9153	4.233451911333649e-7
9154	4.233647206205702e-7
9155	4.233682225809000e-7
9156	4.233869610584020e-7
9157	4.233978982657738e-7
9158	4.234028954417168e-7
9159	4.234225108564641e-7
9160	4.234364045374681e-7
9161	4.234465045206851e-7
9162	4.234643255294339e-7
9163	4.234706508336564e-7
9164	4.234877393050133e-7
9165	4.234917594766913e-7
9166	4.235024538170650e-7
9167	4.235292671671834e-7
9168	4.235396675039807e-7
9169	4.235463876353361e-7
9170	4.235513174037182e-7
9171	4.235570712522946e-7
9172	4.235704253248207e-7
9173	4.235823041660113e-7
9174	4.235966787230194e-7
9175	4.236209709343641e-7
9176	4.236245132988738e-7
9177	4.236422623271844e-7
9178	4.236495055547934e-7
9179	4.236793672535737e-7
9180	4.236818032833495e-7
9181	4.236848210444182e-7
9182	4.237015996722998e-7
9183	4.237246952643740e-7
9184	4.237376049101995e-7
9185	4.237524464491771e-7
9186	4.237620515286242e-7
9187	4.237716810736050e-7
9188	4.237944796669912e-7
9189	4.238090924392939e-7
9190	4.238166400719802e-7
9191	4.238241388745805e-7
9192	4.238369368113821e-7
9193	4.238482459621386e-7
9194	4.238561274003728e-7
9195	4.238645102699812e-7
9196	4.238914369163672e-7
9197	4.239128808225878e-7
9198	4.239249096708379e-7
9199	4.239396151702997e-7
9200	4.239459127910878e-7
9201	4.239599636707091e-7
9202	4.239838088694307e-7
9203	4.239922701565646e-7
9204	4.239965224528440e-7
9205	4.240080895454755e-7
9206	4.240257068390883e-7
9207	4.240428472240341e-7
9208	4.240503327931623e-7
9209	4.240583858381473e-7
9210	4.240757661793561e-7
9211	4.240810605771686e-7
9212	4.241096521511599e-7
9213	4.241187970572738e-7
9214	4.241349116781453e-7
9215	4.241528347201368e-7
9216	4.241653775266513e-7
9217	4.241836380043921e-7
9218	4.241985509127007e-7
9219	4.242033182822931e-7
9220	4.242169902306995e-7
9221	4.242373682774961e-7
9222	4.242428314820267e-7
9223	4.242487264427551e-7
9224	4.242830793008268e-7
9225	4.242868922920214e-7
9226	4.242975251700876e-7
9227	4.243071700625181e-7
9228	4.243146911747176e-7
9229	4.243420228370110e-7
9230	4.243516097206255e-7
9231	4.243570800586677e-7
9232	4.243892302462981e-7
9233	4.243970887339131e-7
9234	4.244206371858005e-7
9235	4.244338310197877e-7
9236	4.244453884050080e-7
9237	4.244671676607536e-7
9238	4.244699733425604e-7
9239	4.244940101533655e-7
9240	4.245036038106964e-7
9241	4.245280304606641e-7
9242	4.245316520518338e-7
9243	4.245446975695127e-7
9244	4.245689051400330e-7
9245	4.245720899199527e-7
9246	4.245886922206684e-7
9247	4.245987893431377e-7
9248	4.246103808300313e-7
9249	4.246370933101935e-7
9250	4.246524796480577e-7
9251	4.246731528134535e-7
9252	4.246827950806677e-7
9253	4.246922462713175e-7
9254	4.247104578593461e-7
9255	4.247168476884126e-7
9256	4.247200601643940e-7
9257	4.247599114580330e-7
9258	4.247785965940118e-7
9259	4.248038368788979e-7
9260	4.248084559090452e-7
9261	4.248179854646610e-7
9262	4.248282148484020e-7
9263	4.248426200095000e-7
9264	4.248714377401063e-7
9265	4.248828437321412e-7
9266	4.248942740564623e-7
9267	4.249181195756803e-7
9268	4.249239575792043e-7
9269	4.249368480829054e-7
9270	4.249570169140309e-7
9271	4.249624643496136e-7
9272	4.249755643073759e-7
9273	4.249875381070291e-7
9274	4.250044735941930e-7
9275	4.250212449922430e-7
9276	4.250369944027798e-7
9277	4.250508118908629e-7
9278	4.250615386442486e-7
9279	4.250905866691084e-7
9280	4.250957339061366e-7
9281	4.251101679785445e-7
9282	4.251348007579684e-7
9283	4.251462432862437e-7
9284	4.251543926525649e-7
9285	4.251710930384440e-7
9286	4.251863045015989e-7
9287	4.252103827620868e-7
9288	4.252195420004024e-7
9289	4.252435387287690e-7
9290	4.252576556888382e-7
9291	4.252755593253174e-7
9292	4.252802134704434e-7
9293	4.252974063694624e-7
9294	4.253198608243970e-7
9295	4.253316084931739e-7
9296	4.253523097700725e-7
9297	4.253645511614552e-7
9298	4.253880048918357e-7
9299	4.254007615755982e-7
9300	4.254149223157358e-7
9301	4.254271104398337e-7
9302	4.254474869975769e-7
9303	4.254874036878602e-7
9304	4.255020760644026e-7
9305	4.255207645322230e-7
9306	4.255334269509431e-7
9307	4.255534593684791e-7
9308	4.255572765151632e-7
9309	4.255828926178463e-7
9310	4.255958742497185e-7
9311	4.256153805795242e-7
9312	4.256286055841526e-7
9313	4.256532947027310e-7
9314	4.256665766669670e-7
9315	4.257019605838812e-7
9316	4.257264595884571e-7
9317	4.257401672106117e-7
9318	4.257693202227370e-7
9319	4.257808343415055e-7
9320	4.257890840268877e-7
9321	4.258264650563691e-7
9322	4.258413088054187e-7
9323	4.258548757195287e-7
9324	4.258721485250629e-7
9325	4.258936153892082e-7
9326	4.259086515496474e-7
9327	4.259209193379355e-7
9328	4.259388699917261e-7
9329	4.259570833216564e-7
9330	4.259756030483788e-7
9331	4.259890185425997e-7
9332	4.260020686055026e-7
9333	4.260264368427745e-7
9334	4.260385666535404e-7
9335	4.260706316303864e-7
9336	4.260811043030158e-7
9337	4.260985229888234e-7
9338	4.261173041767276e-7
9339	4.261560453650620e-7
9340	4.261652015504511e-7
9341	4.261752297897604e-7
9342	4.261887775245742e-7
9343	4.261945688465088e-7
9344	4.262427612114021e-7
9345	4.262468933190120e-7
9346	4.262590361721792e-7
9347	4.262824676945426e-7
9348	4.262937181690019e-7
9349	4.263164187642865e-7
9350	4.263269623953202e-7
9351	4.263617210974927e-7
9352	4.263825308960166e-7
9353	4.264147787844640e-7
9354	4.264325879717010e-7
9355	4.264428718688260e-7
9356	4.264568705051800e-7
9357	4.264797255143356e-7
9358	4.265012631607920e-7
9359	4.265200869619375e-7
9360	4.265401831081302e-7
9361	4.265625030110128e-7
9362	4.265879822985699e-7
9363	4.266167395001836e-7
9364	4.266361689244308e-7
9365	4.266578370223931e-7
9366	4.266745930540367e-7
9367	4.266887064224692e-7
9368	4.267068449573122e-7
9369	4.267140409016022e-7
9370	4.267427971364989e-7
9371	4.267498859526452e-7
9372	4.267703759083360e-7
9373	4.267854756552034e-7
9374	4.268275097970402e-7
9375	4.268368619297468e-7
9376	4.268539725917076e-7
9377	4.268684914163281e-7
9378	4.268840075041722e-7
9379	4.268974661780633e-7
9380	4.269377119431492e-7
9381	4.269686652937840e-7
9382	4.269839711372661e-7
9383	4.270141939046653e-7
9384	4.270200287650808e-7
9385	4.270319886367067e-7
9386	4.270422222534103e-7
9387	4.270864149470961e-7
9388	4.271128871842704e-7
9389	4.271292301264344e-7
9390	4.271380215153863e-7
9391	4.271829379060381e-7
9392	4.272000791987845e-7
9393	4.272165917177137e-7
9394	4.272356480882814e-7
9395	4.272622280096876e-7
9396	4.272974445731340e-7
9397	4.273025655453922e-7
9398	4.273186468927419e-7
9399	4.273460199988961e-7
9400	4.273633671550042e-7
9401	4.273974642127982e-7
9402	4.274075131316668e-7
9403	4.274231090690813e-7
9404	4.274442025241489e-7
9405	4.274483537121160e-7
9406	4.274616605832431e-7
9407	4.274995546589997e-7
9408	4.275217149933493e-7
9409	4.275695894727739e-7
9410	4.275939740419506e-7
9411	4.276143994563204e-7
9412	4.276230811673992e-7
9413	4.276388821239670e-7
9414	4.276557562272557e-7
9415	4.276919839225887e-7
9416	4.277121452643546e-7
9417	4.277322203529260e-7
9418	4.277391544827866e-7
9419	4.277577808378417e-7
9420	4.277605660203937e-7
9421	4.278008955739405e-7
9422	4.278071456926291e-7
9423	4.278519457498243e-7
9424	4.278758482186756e-7
9425	4.278915480343517e-7
9426	4.279104595667732e-7
9427	4.279374781011280e-7
9428	4.279557644680293e-7
9429	4.279992357560544e-7
9430	4.280083357799866e-7
9431	4.280265182478941e-7
9432	4.280340989062725e-7
9433	4.280630568292134e-7
9434	4.280711185663229e-7
9435	4.280848262002577e-7
9436	4.281259507997438e-7
9437	4.281518860570920e-7
9438	4.281638826684904e-7
9439	4.282008567230435e-7
9440	4.282186293320233e-7
9441	4.282350206375122e-7
9442	4.282619911829319e-7
9443	4.282751300800819e-7
9444	4.283056655191450e-7
9445	4.283257853202132e-7
9446	4.283579224210012e-7
9447	4.283789286995762e-7
9448	4.283941510503373e-7
9449	4.284376465553793e-7
9450	4.284501972253940e-7
9451	4.284748581403073e-7
9452	4.285052023322837e-7
9453	4.285234650800173e-7
9454	4.285519967699324e-7
9455	4.285718778754165e-7
9456	4.285900480618682e-7
9457	4.286027826800569e-7
9458	4.286325690534953e-7
9459	4.286403779245762e-7
9460	4.286725442642345e-7
9461	4.286894218926736e-7
9462	4.287302616367448e-7
9463	4.287462380512499e-7
9464	4.287675821327897e-7
9465	4.287869551071371e-7
9466	4.288000940469471e-7
9467	4.288288279165887e-7
9468	4.288655008947345e-7
9469	4.288818542906039e-7
9470	4.288959996056334e-7
9471	4.289211135982502e-7
9472	4.289746100668820e-7
9473	4.289934871359370e-7
9474	4.289949536696787e-7
9475	4.290220283997155e-7
9476	4.290367347261844e-7
9477	4.290420819860053e-7
9478	4.290575638306812e-7
9479	4.290881010059892e-7
9480	4.291135977608445e-7
9481	4.291215890199729e-7
9482	4.291719493957499e-7
9483	4.291901420947085e-7
9484	4.292318306786726e-7
9485	4.292567700260266e-7
9486	4.292876269947239e-7
9487	4.292891339933371e-7
9488	4.293258912673743e-7
9489	4.293460647105371e-7
9490	4.293630553480913e-7
9491	4.293875390326685e-7
9492	4.294134550412893e-7
9493	4.294291791197103e-7
9494	4.294747567241544e-7
9495	4.294926526430369e-7
9496	4.295391655835682e-7
9497	4.295448069851629e-7
9498	4.295760034661570e-7
9499	4.295880976293945e-7
9500	4.296032687624079e-7
9501	4.296419044980871e-7
9502	4.296475045836543e-7
9503	4.296814098411125e-7
9504	4.297062623898867e-7
9505	4.297133423167906e-7
9506	4.297615063727910e-7
9507	4.297939229539273e-7
9508	4.298205930092872e-7
9509	4.298482862846138e-7
9510	4.298986277275386e-7
9511	4.299428950133949e-7
9512	4.299667358275034e-7
9513	4.299808041792098e-7
9514	4.300223878056202e-7
9515	4.300471771746460e-7
9516	4.300657776526926e-7
9517	4.300997809817183e-7
9518	4.301177239016089e-7
9519	4.301313976228069e-7
9520	4.301426163256325e-7
9521	4.301898355656829e-7
9522	4.302066664469425e-7
9523	4.302226174213498e-7
9524	4.302257930533189e-7
9525	4.302947524724589e-7
9526	4.303154467126960e-7
9527	4.303330321527472e-7
9528	4.303721906315413e-7
9529	4.303928408496189e-7
9530	4.304237175125272e-7
9531	4.304415873794688e-7
9532	4.304766764487248e-7
9533	4.305079651115858e-7
9534	4.305231302210958e-7
9535	4.305705322191427e-7
9536	4.306018566264888e-7
9537	4.306138907047436e-7
9538	4.306448958636792e-7
9539	4.306613468061677e-7
9540	4.306942290375160e-7
9541	4.307435986551074e-7
9542	4.307544138397567e-7
9543	4.307948978286261e-7
9544	4.308094943124395e-7
9545	4.308463275197740e-7
9546	4.308859934915176e-7
9547	4.308966604630385e-7
9548	4.309143831622901e-7
9549	4.309602972759396e-7
9550	4.309652711852294e-7
9551	4.310165653555991e-7
9552	4.310253618233857e-7
9553	4.310547742824062e-7
9554	4.310919069432850e-7
9555	4.311085314645632e-7
9556	4.311311258244207e-7
9557	4.311592395737674e-7
9558	4.311753050223970e-7
9559	4.312064352187695e-7
9560	4.312400470662041e-7
9561	4.312590062921154e-7
9562	4.313040525233396e-7
9563	4.313321388735379e-7
9564	4.313447657010793e-7
9565	4.313883957297869e-7
9566	4.314137974700945e-7
9567	4.314302936049768e-7
9568	4.314739979298359e-7
9569	4.314897123568107e-7
9570	4.315156581896416e-7
9571	4.315553698094712e-7
9572	4.315629941786083e-7
9573	4.315949049547377e-7
9574	4.316052691994051e-7
9575	4.316776969410713e-7
9576	4.316979808426795e-7
9577	4.317302234613498e-7
9578	4.317941202087695e-7
9579	4.318016780898547e-7
9580	4.318255967446880e-7
9581	4.318713173239376e-7
9582	4.318974588653766e-7
9583	4.319247665383218e-7
9584	4.319532903961145e-7
9585	4.319875091007697e-7
9586	4.320088101356025e-7
9587	4.320330545147351e-7
9588	4.320887262676020e-7
9589	4.321111082009853e-7
9590	4.321424298104807e-7
9591	4.321651504439181e-7
9592	4.321863604183838e-7
9593	4.321948805708913e-7
9594	4.322254436620705e-7
9595	4.322679036149842e-7
9596	4.322882849689876e-7
9597	4.323401456735407e-7
9598	4.323588341398036e-7
9599	4.324013168242209e-7
9600	4.324226992271589e-7
9601	4.324466066753157e-7
9602	4.324931226194310e-7
9603	4.325052568925030e-7
9604	4.325248853303044e-7
9605	4.325757873760582e-7
9606	4.325859785898696e-7
9607	4.326221984263918e-7
9608	4.326606172812739e-7
9609	4.326938008843936e-7
9610	4.327452343827953e-7
9611	4.327586637307343e-7
9612	4.327965798125055e-7
9613	4.328454516907612e-7
9614	4.328507164718841e-7
9615	4.328830367780493e-7
9616	4.329267148921636e-7
9617	4.329418069502137e-7
9618	4.329965910623238e-7
9619	4.330261413930834e-7
9620	4.330567699402821e-7
9621	4.330776700455786e-7
9622	4.330942011189752e-7
9623	4.331102921013566e-7
9624	4.331726529887522e-7
9625	4.331980072243882e-7
9626	4.332114527162757e-7
9627	4.332477587524972e-7
9628	4.332981333684709e-7
9629	4.333270700662993e-7
9630	4.333741762487443e-7
9631	4.333998529126863e-7
9632	4.334181722025622e-7
9633	4.334334902239672e-7
9634	4.334561504870690e-7
9635	4.334893157949978e-7
9636	4.335330081079077e-7
9637	4.335519490201431e-7
9638	4.336074724021944e-7
9639	4.336254276946094e-7
9640	4.336348801420806e-7
9641	4.336693784094257e-7
9642	4.336838407998018e-7
9643	4.337158184916447e-7
9644	4.337852067684723e-7
9645	4.338115626998245e-7
9646	4.338320291529296e-7
9647	4.338548386778988e-7
9648	4.339034538811944e-7
9649	4.339191320479062e-7
9650	4.339977388126105e-7
9651	4.340132416905024e-7
9652	4.340526473665868e-7
9653	4.340868597315351e-7
9654	4.341080854215588e-7
9655	4.341567384387663e-7
9656	4.341693618363748e-7
9657	4.341777665483447e-7
9658	4.342150403488544e-7
9659	4.342914475604719e-7
9660	4.343130518451390e-7
9661	4.343151572980840e-7
9662	4.343653929495618e-7
9663	4.344142198944407e-7
9664	4.344274181525438e-7
9665	4.344736665197079e-7
9666	4.344951453090039e-7
9667	4.345140314259716e-7
9668	4.345289568912531e-7
9669	4.345614972053424e-7
9670	4.346066909225443e-7
9671	4.346440530878293e-7
9672	4.346687271172423e-7
9673	4.347257113700112e-7
9674	4.347513513814877e-7
9675	4.347892817315584e-7
9676	4.347926319103765e-7
9677	4.348419780039480e-7
9678	4.348757470985173e-7
9679	4.349065115255305e-7
9680	4.349377774987054e-7
9681	4.349590902102649e-7
9682	4.349810270108607e-7
9683	4.350393786098956e-7
9684	4.350637224318662e-7
9685	4.350657240506437e-7
9686	4.351079235625609e-7
9687	4.351191779546177e-7
9688	4.351863008749808e-7
9689	4.352160901374688e-7
9690	4.352578972884370e-7
9691	4.352911406341354e-7
9692	4.353419314233725e-7
9693	4.353532159815108e-7
9694	4.353683223346848e-7
9695	4.354526682742237e-7
9696	4.354647881292966e-7
9697	4.354834113936698e-7
9698	4.355117646903247e-7
9699	4.355786469206501e-7
9700	4.355822094667444e-7
9701	4.356269500731751e-7
9702	4.356709220673633e-7
9703	4.356951298629564e-7
9704	4.357092031448086e-7
9705	4.357509785522870e-7
9706	4.357745179732203e-7
9707	4.357820823871573e-7
9708	4.358306894705943e-7
9709	4.358831303473065e-7
9710	4.359004401913209e-7
9711	4.359223609786747e-7
9712	4.359495590317829e-7
9713	4.359826696827996e-7
9714	4.360088659016583e-7
9715	4.360845810513607e-7
9716	4.361183080307690e-7
9717	4.361330750606556e-7
9718	4.361644432293834e-7
9719	4.361748326269211e-7
9720	4.362336447674324e-7
9721	4.362643182124573e-7
9722	4.363192730344511e-7
9723	4.363640448132797e-7
9724	4.363666813592099e-7
9725	4.363857833207535e-7
9726	4.364522002738628e-7
9727	4.364609747190871e-7
9728	4.364890238062644e-7
9729	4.365032808314232e-7
9730	4.365387649501071e-7
9731	4.365730320421595e-7
9732	4.366377191863866e-7
9733	4.366497162961423e-7
9734	4.366728384811008e-7
9735	4.367258190205197e-7
9736	4.367329279613432e-7
9737	4.367680657284940e-7
9738	4.367989449496846e-7
9739	4.368332028249853e-7
9740	4.368471581727300e-7
9741	4.368897911442279e-7
9742	4.369442339713054e-7
9743	4.369846842169725e-7
9744	4.370028837362474e-7
9745	4.370619264930106e-7
9746	4.370689999676604e-7
9747	4.371139649501250e-7
9748	4.371243859261659e-7
9749	4.371683833174948e-7
9750	4.372318097741718e-7
9751	4.372511050776208e-7
9752	4.373049110226474e-7
9753	4.373444803718742e-7
9754	4.373670813623080e-7
9755	4.373806253926580e-7
9756	4.374160548974021e-7
9757	4.374409419370287e-7
9758	4.374476821606841e-7
9759	4.374781606336612e-7
9760	4.375017968512560e-7
9761	4.375115982823417e-7
9762	4.375702305058022e-7
9763	4.375962024922124e-7
9764	4.376326775810647e-7
9765	4.376677366778620e-7
9766	4.376763649134432e-7
9767	4.377167029452831e-7
9768	4.377390026971549e-7
9769	4.377783843489690e-7
9770	4.377809492154844e-7
9771	4.378373479263383e-7
9772	4.378918883630888e-7
9773	4.379253018901980e-7
9774	4.379378592240909e-7
9775	4.379813534452717e-7
9776	4.380070318951018e-7
9777	4.380552171072721e-7
9778	4.380834089414839e-7
9779	4.380901185700653e-7
9780	4.381272939565531e-7
9781	4.381439744672772e-7
9782	4.381607957193866e-7
9783	4.381951653153082e-7
9784	4.382757966799513e-7
9785	4.382964850547171e-7
9786	4.383293257586309e-7
9787	4.383520569743372e-7
9788	4.383746028541113e-7
9789	4.383979470490192e-7
9790	4.384292699815892e-7
9791	4.384499188123738e-7
9792	4.384826550485110e-7
9793	4.385356532467038e-7
9794	4.385967336857702e-7
9795	4.386134703629854e-7
9796	4.386680760983761e-7
9797	4.386864492932690e-7
9798	4.387322598266020e-7
9799	4.387490846628456e-7
9800	4.387656289319552e-7
9801	4.388142895492700e-7
9802	4.388582597879350e-7
9803	4.388662568316886e-7
9804	4.389141224502314e-7
9805	4.389297059768677e-7
9806	4.389765461853414e-7
9807	4.390099897171765e-7
9808	4.390397872385413e-7
9809	4.390584749672242e-7
9810	4.390833514546626e-7
9811	4.391153839949135e-7
9812	4.391621633096716e-7
9813	4.391876520621308e-7
9814	4.392199759581262e-7
9815	4.392484896328646e-7
9816	4.392896071863304e-7
9817	4.393120830601702e-7
9818	4.393560412458287e-7
9819	4.393853743198741e-7
9820	4.394092689587737e-7
9821	4.394518423213037e-7
9822	4.394771846275163e-7
9823	4.394856422797163e-7
9824	4.395340486787426e-7
9825	4.395552368926136e-7
9826	4.395677372285028e-7
9827	4.396009837628255e-7
9828	4.396145924520801e-7
9829	4.396397444271917e-7
9830	4.397100042589041e-7
9831	4.397320467695607e-7
9832	4.397391121998408e-7
9833	4.397717988431700e-7
9834	4.398276480463458e-7
9835	4.398702511805726e-7
9836	4.398901023424311e-7
9837	4.399422245811702e-7
9838	4.399533313618616e-7
9839	4.399804302974510e-7
9840	4.400134284348759e-7
9841	4.400570043570717e-7
9842	4.400658790267645e-7
9843	4.400921024578901e-7
9844	4.401200290651026e-7
9845	4.401462235697182e-7
9846	4.401722729050491e-7
9847	4.402160189802773e-7
9848	4.402490986181310e-7
9849	4.402729867520452e-7
9850	4.403005151780115e-7
9851	4.403069077773397e-7
9852	4.403639672169682e-7
9853	4.403949709453695e-7
9854	4.404053846684679e-7
9855	4.404320796211397e-7
9856	4.404793543103527e-7
9857	4.405265487845610e-7
9858	4.405544690040066e-7
9859	4.405645304120977e-7
9860	4.405864406196515e-7
9861	4.406281762388693e-7
9862	4.406418644183489e-7
9863	4.406636165767969e-7
9864	4.407337196856340e-7
9865	4.407381371825896e-7
9866	4.407531089286996e-7
9867	4.407819144896014e-7
9868	4.408514180453799e-7
9869	4.408847709160771e-7
9870	4.408962081994209e-7
9871	4.409441651824637e-7
9872	4.409687833157440e-7
9873	4.409888788498029e-7
9874	4.410241706774000e-7
9875	4.410698374623022e-7
9876	4.410784917242468e-7
9877	4.411514569691483e-7
9878	4.411773784183975e-7
9879	4.411869134357894e-7
9880	4.411996015830912e-7
9881	4.412176854830816e-7
9882	4.412643420287443e-7
9883	4.412732518610605e-7
9884	4.412887149018511e-7
9885	4.412986410820633e-7
9886	4.413572281218294e-7
9887	4.414117068307748e-7
9888	4.414216353374848e-7
9889	4.414397118563271e-7
9890	4.414912480238757e-7
9891	4.414997379883658e-7
9892	4.415594387097808e-7
9893	4.415770833526105e-7
9894	4.416148715343474e-7
9895	4.416254879342841e-7
9896	4.416399217575985e-7
9897	4.417054582751007e-7
9898	4.417316602911279e-7
9899	4.417523444335761e-7
9900	4.417805246145577e-7
9901	4.418165152998421e-7
9902	4.418387023618163e-7
9903	4.418642226958958e-7
9904	4.418914223817807e-7
9905	4.419571477036843e-7
9906	4.419638741921912e-7
9907	4.420174264894744e-7
9908	4.420250183231906e-7
9909	4.420463726741277e-7
9910	4.420703300440584e-7
9911	4.421210993288945e-7
9912	4.421300975847265e-7
9913	4.421941605954537e-7
9914	4.422103171331800e-7
9915	4.422230348466464e-7
9916	4.422501910101791e-7
9917	4.422852146661162e-7
9918	4.422901184166925e-7
9919	4.423168063509956e-7
9920	4.423473896080309e-7
9921	4.423595774897319e-7
9922	4.423980460012353e-7
9923	4.424192621469299e-7
9924	4.424526702067083e-7
9925	4.425142761719577e-7
9926	4.425292341103724e-7
9927	4.425647418302993e-7
9928	4.425798049807763e-7
9929	4.426132113141485e-7
9930	4.426383795516330e-7
9931	4.426833495135781e-7
9932	4.426936788531356e-7
9933	4.427249891490581e-7
9934	4.427463512491968e-7
9935	4.427591832445689e-7
9936	4.427744492703443e-7
9937	4.428096590260206e-7
9938	4.428546602862887e-7
9939	4.428825259886654e-7
9940	4.428965827498782e-7
9941	4.429434895625525e-7
9942	4.429647869996824e-7
9943	4.429810136376324e-7
9944	4.430093709478833e-7
9945	4.430482617601122e-7
9946	4.430882340617226e-7
9947	4.431265463131595e-7
9948	4.431354265491077e-7
9949	4.431721248784604e-7
9950	4.431895309245616e-7
9951	4.431948886626120e-7
9952	4.432537535337690e-7
9953	4.432654691517614e-7
9954	4.432929982119930e-7
9955	4.433262745127978e-7
9956	4.433638851825174e-7
9957	4.433865241150721e-7
9958	4.434433389245783e-7
9959	4.434575401624195e-7
9960	4.434867393518896e-7
9961	4.435255826588858e-7
9962	4.435556909754480e-7
9963	4.435667620014562e-7
9964	4.435875539123067e-7
9965	4.436238523500499e-7
9966	4.436337737372117e-7
9967	4.436628542090298e-7
9968	4.436969572702075e-7
9969	4.437308008867541e-7
9970	4.437553344917314e-7
9971	4.437846188132756e-7
9972	4.437972711196819e-7
9973	4.438209019552302e-7
9974	4.439084076459457e-7
9975	4.439424674098646e-7
9976	4.439738723594711e-7
9977	4.439853756876141e-7
9978	4.440003351402592e-7
9979	4.440306620270114e-7
9980	4.440545694068066e-7
9981	4.441020105581130e-7
9982	4.441100722766932e-7
9983	4.441305642719859e-7
9984	4.441652782133632e-7
9985	4.441804307480690e-7
9986	4.442358843278746e-7
9987	4.442576208145192e-7
9988	4.442969582354849e-7
9989	4.443098909407708e-7
9990	4.443356520082692e-7
9991	4.443648097308675e-7
9992	4.443832204234697e-7
9993	4.444079478479001e-7
9994	4.444330577185432e-7
9995	4.444442394791513e-7
9996	4.444868630525241e-7
9997	4.445144114941349e-7
9998	4.445396413907601e-7
9999	4.445695355713747e-7
10000	4.445933086271917e-7
10001	4.446008954456640e-7
10002	4.446319926801862e-7
10003	4.446645929979769e-7
10004	4.447024938788108e-7
10005	4.447302998055087e-7
10006	4.447449524688229e-7
10007	4.448048589787294e-7
10008	4.448250387726525e-7
10009	4.448452311664212e-7
10010	4.448990495065406e-7
10011	4.449187453780294e-7
10012	4.449421069239578e-7
10013	4.449862220364914e-7
10014	4.450004353679510e-7
10015	4.450206813480003e-7
10016	4.450475102722113e-7
10017	4.450724825142744e-7
10018	4.451003461200938e-7
10019	4.451443238362795e-7
10020	4.451471948582084e-7
10021	4.452170862042790e-7
10022	4.452359173141296e-7
10023	4.452706691643972e-7
10024	4.453058457520036e-7
10025	4.453319931140701e-7
10026	4.453709047584459e-7
10027	4.453756307921400e-7
10028	4.454056302931343e-7
10029	4.454454122902481e-7
10030	4.454552592534881e-7
10031	4.454680021039017e-7
10032	4.455124301315828e-7
10033	4.455379628177789e-7
10034	4.455679629036730e-7
10035	4.455960340753375e-7
10036	4.456398163988036e-7
10037	4.456549710957575e-7
10038	4.456701803594063e-7
10039	4.456862010000358e-7
10040	4.456957036418320e-7
