k	lambda_k	c_k_sq	E_k	S_cumulative
0	3.527826036570438e-7	2.151460033384986e-16	6.098543440301040e-10	6.098543440301040e-10
1	3.531713703046072e-7	5.387039947544660e-16	1.525333138668173e-9	2.135187482698277e-9
2	3.536766555522805e-7	4.896419521618920e-16	1.384433901630562e-9	3.519621384328839e-9
3	3.542388372772760e-7	8.548648467288061e-16	2.413244276938701e-9	5.932865661267540e-9
4	3.564937000384540e-7	5.946395091136225e-16	1.668022489736790e-9	7.600888151004331e-9
5	3.572143916655253e-7	8.017292111964699e-18	2.244392247071508e-11	7.623332073475046e-9
6	3.582377498622098e-7	8.722767575476613e-15	2.434910217818106e-8	3.197243425165611e-8
7	3.584529315401021e-7	2.370476756539316e-16	6.613076775113828e-10	3.263374192916749e-8
8	3.590765904354701e-7	2.158191009729121e-15	6.010391841784435e-9	3.864413377095192e-8
9	3.592437062459142e-7	2.470489388158772e-15	6.876917661203618e-9	4.552105143215554e-8
10	3.598490266635521e-7	2.568444733425485e-15	7.137561986035058e-9	5.265861341819060e-8
11	3.606883844434426e-7	4.877742418506438e-15	1.352342528588216e-8	6.618203870407276e-8
12	3.617434335338248e-7	8.497123450469073e-15	2.348936473417575e-8	8.967140343824851e-8
13	3.622092755849094e-7	5.545931560977835e-16	1.531140126663530e-9	9.120254356491204e-8
14	3.626726791811994e-7	2.293757030837247e-16	6.324592842272616e-10	9.183500284913930e-8
15	3.633897913516075e-7	4.697926092506776e-15	1.292806293493581e-8	1.047630657840751e-7
16	3.636586309596383e-7	1.011069625668297e-15	2.780271220293170e-9	1.075433370043683e-7
17	3.640698352159016e-7	6.642358226583965e-18	1.824473654249575e-11	1.075615817409108e-7
18	3.645131727195861e-7	1.331539733921746e-14	3.652926241285873e-8	1.440908441537695e-7
19	3.654669385199545e-7	7.385196008061303e-16	2.020756251706218e-9	1.461116004054757e-7
20	3.662183915875694e-7	5.237589646100228e-16	1.430182035204484e-9	1.475417824406802e-7
21	3.667606126423860e-7	4.919937860772684e-17	1.341457531474331e-10	1.476759281938277e-7
22	3.671319131990762e-7	1.526689941546149e-16	4.158423407660301e-10	1.480917705345937e-7
23	3.675869407916047e-7	9.198157931740718e-16	2.502308137479620e-9	1.505940786720733e-7
24	3.684525572438541e-7	7.809215894352573e-17	2.119463073554997e-10	1.508060249794288e-7
25	3.690453733480415e-7	9.696814074402463e-16	2.627539802607831e-9	1.534335647820366e-7
26	3.692634780705077e-7	3.000706780549612e-16	8.126194326687928e-10	1.542461842147054e-7
27	3.702139520539270e-7	1.189158493438510e-16	3.212084490174190e-10	1.545673926637228e-7
28	3.706671431440738e-7	1.824478060410773e-16	4.922146713450726e-10	1.550596073350679e-7
29	3.714669778347751e-7	4.139409929042959e-15	1.114341294392022e-8	1.662030202789881e-7
30	3.717163436569634e-7	5.663790253107367e-16	1.523686098218530e-9	1.677267063772067e-7
31	3.722591726143473e-7	3.215706299396729e-18	8.638353426761986e-12	1.677353447306334e-7
32	3.729648713976607e-7	6.960698872783742e-17	1.866314874829630e-10	1.679219762181164e-7
33	3.737558606591088e-7	1.677185086738079e-15	4.487381371840982e-9	1.724093575899574e-7
34	3.739999547937650e-7	1.217626167326293e-15	3.255685332897243e-9	1.756650429228546e-7
35	3.743155698150798e-7	3.063966557546941e-15	8.185517260370997e-9	1.838505601832256e-7
36	3.751655138959169e-7	7.196885470828754e-16	1.918322768021105e-9	1.857688829512467e-7
37	3.762565194964720e-7	2.166640455959253e-16	5.758413060480054e-10	1.863447242572948e-7
38	3.764377904050495e-7	7.294990300017786e-15	1.937900626865419e-8	2.057237305259489e-7
39	3.771014188868993e-7	2.509323986921761e-17	6.654241700624204e-11	2.057902729429552e-7
40	3.777353561945660e-7	1.973184998208025e-15	5.223723344530307e-9	2.110139962874855e-7
41	3.783173675578134e-7	2.558292054103575e-15	6.762290799966048e-9	2.177762870874515e-7
42	3.785886055623090e-7	4.615956594679663e-15	1.219253967726706e-8	2.299688267647186e-7
43	3.791935902263145e-7	6.956178768840683e-18	1.834466338075235e-11	2.299871714280993e-7
44	3.799926799025238e-7	1.661834929930455e-15	4.373334060952836e-9	2.343605054890521e-7
45	3.803700850901427e-7	1.707622521397270e-14	4.489371242201094e-8	2.792542179110631e-7
46	3.812182177242434e-7	7.864647700745696e-15	2.063030394427435e-8	2.998845218553374e-7
47	3.814743559593855e-7	3.075292000638250e-19	8.061595629158539e-13	2.998853280149003e-7
48	3.820908353623325e-7	4.614802982866367e-15	1.207776412247679e-8	3.119630921373771e-7
49	3.826061200638728e-7	2.024082437560459e-16	5.290251073930954e-10	3.124921172447703e-7
50	3.828144134068086e-7	8.068822607488199e-16	2.107763533687441e-9	3.145998807784577e-7
51	3.831694860211751e-7	4.516085129139913e-16	1.178612936023392e-9	3.157784937144811e-7
52	3.839768029967317e-7	7.279647129310227e-16	1.895855966427271e-9	3.176743496809084e-7
53	3.840433269588956e-7	2.388733012639291e-15	6.219957085453952e-9	3.238943067663623e-7
54	3.845307327019703e-7	8.030559671129660e-17	2.088405161975370e-10	3.241031472825598e-7
55	3.855540558719173e-7	1.199507447542363e-15	3.111126518510401e-9	3.272142738010703e-7
56	3.863828991237912e-7	6.928081759284678e-15	1.793061177136886e-8	3.451448855724391e-7
57	3.869527891029163e-7	4.557520584566146e-15	1.177797579682001e-8	3.569228613692591e-7
58	3.875561310663240e-7	6.208258011014819e-16	1.601899057546422e-9	3.585247604268056e-7
59	3.876848174846401e-7	2.981808664287224e-16	7.691321738193584e-10	3.592938926006249e-7
60	3.884180919794837e-7	4.658627710471398e-15	1.199384839858970e-8	3.712877409992146e-7
61	3.891453244624477e-7	1.613710026248810e-15	4.146805639969939e-9	3.754345466391846e-7
62	3.892783449932245e-7	1.609787980156256e-17	4.135313461076995e-11	3.754758997737953e-7
63	3.896563547548106e-7	3.839553854920728e-15	9.853692383219949e-9	3.853295921570153e-7
64	3.903277088028845e-7	5.048152342515653e-15	1.293311294245055e-8	3.982627050994658e-7
65	3.909122123954606e-7	8.125592881600494e-16	2.078623441260095e-9	4.003413285407259e-7
