eps	B_eps	t	A	c_lean	c_div_tA	actual_zeta	bc_lower	check_vs_actual	check_vs_bc	ratio_actual	ratio_bc
0.5000	80.0000	50.0	10.0	2.067951531382569e-25	2.117582368135751e-42	5.231890581175177e-1	2.000748902169373e-143	PASS	FAIL	2.470690e41	9.448270e-102
0.5000	80.0000	50.0	50.0	2.067951531382569e-25	2.328306436538696e-110	5.231890581175177e-1	2.000748902169373e-143	PASS	FAIL	2.247080e109	8.593151e-34
0.5000	80.0000	50.0	100.0	2.067951531382569e-25	2.621440000000000e-195	5.231890581175177e-1	2.000748902169373e-143	PASS	PASS	1.995808e194	7.632251e51
0.5000	80.0000	50.0	200.0	2.067951531382569e-25	0.000000000000000e0	5.231890581175177e-1	2.000748902169373e-143	PASS	PASS	inf	inf
0.5000	80.0000	50.0	500.0	2.067951531382569e-25	0.000000000000000e0	5.231890581175177e-1	2.000748902169373e-143	PASS	PASS	inf	inf
0.5000	80.0000	50.0	1000.0	2.067951531382569e-25	0.000000000000000e0	5.231890581175177e-1	2.000748902169373e-143	PASS	PASS	inf	inf
0.5000	80.0000	100.0	1.0	2.067951531382569e-25	2.067951531382569e-27	1.632168664829385e0	7.824315191904862e-167	PASS	FAIL	7.892683e26	3.783607e-140
0.5000	80.0000	100.0	5.0	2.067951531382569e-25	2.067951531382569e-35	1.632168664829385e0	7.824315191904862e-167	PASS	FAIL	7.892683e34	3.783607e-132
0.5000	80.0000	100.0	10.0	2.067951531382569e-25	2.067951531382569e-45	1.632168664829385e0	7.824315191904862e-167	PASS	FAIL	7.892683e44	3.783607e-122
0.5000	80.0000	100.0	50.0	2.067951531382569e-25	2.067951531382569e-125	1.632168664829385e0	7.824315191904862e-167	PASS	FAIL	7.892683e124	3.783607e-42
0.5000	80.0000	100.0	100.0	2.067951531382569e-25	2.067951531382569e-225	1.632168664829385e0	7.824315191904862e-167	PASS	PASS	7.892683e224	3.783607e58
0.5000	80.0000	100.0	200.0	2.067951531382569e-25	0.000000000000000e0	1.632168664829385e0	7.824315191904862e-167	PASS	PASS	inf	inf
0.5000	80.0000	100.0	500.0	2.067951531382569e-25	0.000000000000000e0	1.632168664829385e0	7.824315191904862e-167	PASS	PASS	inf	inf
0.5000	80.0000	100.0	1000.0	2.067951531382569e-25	0.000000000000000e0	1.632168664829385e0	7.824315191904862e-167	PASS	PASS	inf	inf
0.5000	80.0000	500.0	1.0	2.067951531382569e-25	4.135903062765138e-28	1.127745748089189e0	3.350909559424978e-222	PASS	FAIL	2.726722e27	8.102002e-195
0.5000	80.0000	500.0	5.0	2.067951531382569e-25	6.617444900424222e-39	1.127745748089189e0	3.350909559424978e-222	PASS	FAIL	1.704201e38	5.063751e-184
0.5000	80.0000	500.0	10.0	2.067951531382569e-25	2.117582368135751e-52	1.127745748089189e0	3.350909559424978e-222	PASS	FAIL	5.325629e51	1.582422e-170
0.5000	80.0000	500.0	50.0	2.067951531382569e-25	2.328306436538696e-160	1.127745748089189e0	3.350909559424978e-222	PASS	FAIL	4.843631e159	1.439205e-62
0.5000	80.0000	500.0	100.0	2.067951531382569e-25	2.621440000000000e-295	1.127745748089189e0	3.350909559424978e-222	PASS	PASS	4.302009e294	1.278271e73
0.5000	80.0000	500.0	200.0	2.067951531382569e-25	0.000000000000000e0	1.127745748089189e0	3.350909559424978e-222	PASS	PASS	inf	inf
0.5000	80.0000	500.0	500.0	2.067951531382569e-25	0.000000000000000e0	1.127745748089189e0	3.350909559424978e-222	PASS	PASS	inf	inf
0.5000	80.0000	500.0	1000.0	2.067951531382569e-25	0.000000000000000e0	1.127745748089189e0	3.350909559424978e-222	PASS	PASS	inf	inf
0.5000	80.0000	1000.0	1.0	2.067951531382569e-25	2.067951531382569e-28	9.424755047004048e-1	3.251190038044125e-246	PASS	FAIL	4.557532e27	1.572179e-218
0.5000	80.0000	1000.0	5.0	2.067951531382569e-25	2.067951531382569e-40	9.424755047004048e-1	3.251190038044125e-246	PASS	FAIL	4.557532e39	1.572179e-206
0.5000	80.0000	1000.0	10.0	2.067951531382569e-25	2.067951531382569e-55	9.424755047004048e-1	3.251190038044125e-246	PASS	FAIL	4.557532e54	1.572179e-191
0.5000	80.0000	1000.0	50.0	2.067951531382569e-25	2.067951531382569e-175	9.424755047004048e-1	3.251190038044125e-246	PASS	FAIL	4.557532e174	1.572179e-71
0.5000	80.0000	1000.0	100.0	2.067951531382569e-25	0.000000000000000e0	9.424755047004048e-1	3.251190038044125e-246	PASS	PASS	inf	inf
0.5000	80.0000	1000.0	200.0	2.067951531382569e-25	0.000000000000000e0	9.424755047004048e-1	3.251190038044125e-246	PASS	PASS	inf	inf
0.5000	80.0000	1000.0	500.0	2.067951531382569e-25	0.000000000000000e0	9.424755047004048e-1	3.251190038044125e-246	PASS	PASS	inf	inf
0.5000	80.0000	1000.0	1000.0	2.067951531382569e-25	0.000000000000000e0	9.424755047004048e-1	3.251190038044125e-246	PASS	PASS	inf	inf
0.5000	80.0000	5000.0	1.0	2.067951531382569e-25	4.135903062765139e-29	6.287535252546365e-1	4.466476841069263e-302	PASS	FAIL	1.520233e28	1.079928e-273
0.5000	80.0000	5000.0	5.0	2.067951531382569e-25	6.617444900424221e-44	6.287535252546365e-1	4.466476841069263e-302	PASS	FAIL	9.501455e42	6.749549e-259
0.5000	80.0000	5000.0	10.0	2.067951531382569e-25	2.117582368135751e-62	6.287535252546365e-1	4.466476841069263e-302	PASS	FAIL	2.969205e61	2.109234e-240
0.5000	80.0000	5000.0	50.0	2.067951531382569e-25	2.328306436538696e-210	6.287535252546365e-1	4.466476841069263e-302	PASS	FAIL	2.700476e209	1.918337e-92
0.5000	80.0000	5000.0	100.0	2.067951531382569e-25	0.000000000000000e0	6.287535252546365e-1	4.466476841069263e-302	PASS	PASS	inf	inf
0.5000	80.0000	5000.0	200.0	2.067951531382569e-25	0.000000000000000e0	6.287535252546365e-1	4.466476841069263e-302	PASS	PASS	inf	inf
0.5000	80.0000	5000.0	500.0	2.067951531382569e-25	0.000000000000000e0	6.287535252546365e-1	4.466476841069263e-302	PASS	PASS	inf	inf
0.5000	80.0000	5000.0	1000.0	2.067951531382569e-25	0.000000000000000e0	6.287535252546365e-1	4.466476841069263e-302	PASS	PASS	inf	inf
0.5000	80.0000	10000.0	1.0	2.067951531382569e-25	2.067951531382569e-29	7.703342933291955e-1	0.000000000000000e0	PASS	FAIL	3.725108e28	0.000000e0
0.5000	80.0000	10000.0	5.0	2.067951531382569e-25	2.067951531382569e-45	7.703342933291955e-1	0.000000000000000e0	PASS	FAIL	3.725108e44	0.000000e0
0.5000	80.0000	10000.0	10.0	2.067951531382569e-25	2.067951531382569e-65	7.703342933291955e-1	0.000000000000000e0	PASS	FAIL	3.725108e64	0.000000e0
0.5000	80.0000	10000.0	50.0	2.067951531382569e-25	2.067951531382569e-225	7.703342933291955e-1	0.000000000000000e0	PASS	FAIL	3.725108e224	0.000000e0
0.5000	80.0000	10000.0	100.0	2.067951531382569e-25	0.000000000000000e0	7.703342933291955e-1	0.000000000000000e0	PASS	PASS	inf	inf
0.5000	80.0000	10000.0	200.0	2.067951531382569e-25	0.000000000000000e0	7.703342933291955e-1	0.000000000000000e0	PASS	PASS	inf	inf
0.5000	80.0000	10000.0	500.0	2.067951531382569e-25	0.000000000000000e0	7.703342933291955e-1	0.000000000000000e0	PASS	PASS	inf	inf
0.5000	80.0000	10000.0	1000.0	2.067951531382569e-25	0.000000000000000e0	7.703342933291955e-1	0.000000000000000e0	PASS	PASS	inf	inf
