a	b	M	integral	formula	error	error_abs	error_times_aM	time_ms
1	4	20000	2.14388990225945958e-1	2.14402531371785998e-1	-1.35411458400402918e-5	1.35411458400402918e-5	2.70822916800805835e-1	241.1
1	4	50000	2.14397114788452220e-1	2.14402531371785998e-1	-5.41658333377825763e-6	5.41658333377825763e-6	2.70829166688912881e-1	605.8
1	5	10	1.68200068701987004e-1	1.92478862338048923e-1	-2.42787936360619183e-2	2.42787936360619183e-2	2.42787936360619183e-1	0.1
1	5	20	1.79758974703581376e-1	1.92478862338048923e-1	-1.27198876344675471e-2	1.27198876344675471e-2	2.54397752689350942e-1	0.2
1	5	50	1.87244904320309963e-1	1.92478862338048923e-1	-5.23395801773895997e-3	5.23395801773895997e-3	2.61697900886947998e-1	0.7
1	5	100	1.89837122685758808e-1	1.92478862338048923e-1	-2.64173965229011487e-3	2.64173965229011487e-3	2.64173965229011487e-1	1.2
1	5	200	1.91151770205590710e-1	1.92478862338048923e-1	-1.32709213245821300e-3	1.32709213245821300e-3	2.65418426491642601e-1	2.4
1	5	500	1.91946528454105286e-1	1.92478862338048923e-1	-5.32333883943636454e-4	5.32333883943636454e-4	2.66166941971818227e-1	6.0
1	5	1000	1.92212445603079846e-1	1.92478862338048923e-1	-2.66416734969077140e-4	2.66416734969077140e-4	2.66416734969077140e-1	12.1
1	5	2000	1.92345591496210583e-1	1.92478862338048923e-1	-1.33270841838339926e-4	1.33270841838339926e-4	2.66541683676679853e-1	24.3
1	5	5000	1.92425539004172530e-1	1.92478862338048923e-1	-5.33233338763927645e-5	5.33233338763927645e-5	2.66616669381963822e-1	60.1
1	5	10000	1.92452198171314426e-1	1.92478862338048923e-1	-2.66641667344968969e-5	2.66641667344968969e-5	2.66641667344968969e-1	121.7
1	5	20000	1.92465529629707116e-1	1.92478862338048923e-1	-1.33327083418066650e-5	1.33327083418066650e-5	2.66654166836133300e-1	244.4
1	5	50000	1.92473529104715047e-1	1.92478862338048923e-1	-5.33323333387625276e-6	5.33323333387625276e-6	2.66661666693812638e-1	607.5
1	6	10	1.47902904058106355e-1	1.74835915080076815e-1	-2.69330110219704599e-2	2.69330110219704599e-2	2.69330110219704599e-1	0.1
1	6	20	1.61569769553245257e-1	1.74835915080076815e-1	-1.32661455268315576e-2	1.32661455268315576e-2	2.65322910536631151e-1	0.2
1	6	50	1.69543522919557238e-1	1.74835915080076815e-1	-5.29239216051957673e-3	5.29239216051957673e-3	2.64619608025978836e-1	0.6
1	6	100	1.72192672098332583e-1	1.74835915080076815e-1	-2.64324298174423156e-3	2.64324298174423156e-3	2.64324298174423156e-1	1.2
1	6	200	1.73515460582027797e-1	1.74835915080076815e-1	-1.32045449804901738e-3	1.32045449804901738e-3	2.64090899609803476e-1	2.4
1	6	500	1.74307972651737253e-1	1.74835915080076815e-1	-5.27942428339561731e-4	5.27942428339561731e-4	2.63971214169780866e-1	6.1
1	6	1000	1.74571984332008323e-1	1.74835915080076815e-1	-2.63930748068491594e-4	2.63930748068491594e-4	2.63930748068491594e-1	12.1
1	6	2000	1.74703960250409102e-1	1.74835915080076815e-1	-1.31954829667713103e-4	1.31954829667713103e-4	2.63909659335426205e-1	24.6
1	6	5000	1.74783135637643972e-1	1.74835915080076815e-1	-5.27794424328431599e-5	5.27794424328431599e-5	2.63897212164215800e-1	61.2
1	6	10000	1.74809525774328262e-1	1.74835915080076815e-1	-2.63893057485531379e-5	2.63893057485531379e-5	2.63893057485531379e-1	123.1
1	6	20000	1.74822720531497111e-1	1.74835915080076815e-1	-1.31945485797035911e-5	1.31945485797035911e-5	2.63890971594071821e-1	242.3
1	6	50000	1.74830637285634360e-1	1.74835915080076815e-1	-5.27779444245424223e-6	5.27779444245424223e-6	2.63889722122712111e-1	594.6
1	7	10	1.33516401905958509e-1	1.60406037640770965e-1	-2.68896357348124559e-2	2.68896357348124559e-2	2.68896357348124559e-1	0.1
1	7	20	1.47558632098150788e-1	1.60406037640770965e-1	-1.28474055426201772e-2	1.28474055426201772e-2	2.56948110852403544e-1	0.2
1	7	50	1.55218054813472339e-1	1.60406037640770965e-1	-5.18798282729862614e-3	5.18798282729862614e-3	2.59399141364931307e-1	0.6
1	7	100	1.57784990376863388e-1	1.60406037640770965e-1	-2.62104726390757770e-3	2.62104726390757770e-3	2.62104726390757770e-1	1.1
1	7	200	1.59094121635536656e-1	1.60406037640770965e-1	-1.31191600523430929e-3	1.31191600523430929e-3	2.62383201046861858e-1	2.4
1	7	500	1.59881848699003348e-1	1.60406037640770965e-1	-5.24188941767617100e-4	5.24188941767617100e-4	2.62094470883808550e-1	5.9
1	7	1000	1.60144251544132643e-1	1.60406037640770965e-1	-2.61786096638322308e-4	2.61786096638322308e-4	2.61786096638322308e-1	11.8
1	7	2000	1.60275079265705112e-1	1.60406037640770965e-1	-1.30958375065853838e-4	1.30958375065853838e-4	2.61916750131707676e-1	23.7
1	7	5000	1.60353655739050610e-1	1.60406037640770965e-1	-5.23819017203552839e-5	5.23819017203552839e-5	2.61909508601776420e-1	60.2
1	7	10000	1.60379846212103633e-1	1.60406037640770965e-1	-2.61914286673325947e-5	2.61914286673325947e-5	2.61914286673325947e-1	121.3
1	7	20000	1.60392942700336327e-1	1.60406037640770965e-1	-1.30949404346381026e-5	1.30949404346381026e-5	2.61898808692762053e-1	242.6
1	7	50000	1.60400799593148846e-1	1.60406037640770965e-1	-5.23804762211921293e-6	5.23804762211921293e-6	2.61902381105960647e-1	604.9
1	8	10	1.22787765188783662e-1	1.48396088347476363e-1	-2.56083231586927001e-2	2.56083231586927001e-2	2.56083231586927029e-1	0.1
1	8	20	1.35080268722071073e-1	1.48396088347476363e-1	-1.33158196254052896e-2	1.33158196254052896e-2	2.66316392508105793e-1	0.3
1	8	50	1.43191821265848729e-1	1.48396088347476363e-1	-5.20426708162763374e-3	5.20426708162763374e-3	2.60213354081381687e-1	0.6
1	8	100	1.45779496715503498e-1	1.48396088347476363e-1	-2.61659163197286437e-3	2.61659163197286437e-3	2.61659163197286437e-1	1.3
1	8	200	1.47103364925046387e-1	1.48396088347476363e-1	-1.29272342242997551e-3	1.29272342242997551e-3	2.58544684485995102e-1	2.4
1	8	500	1.47874755496676585e-1	1.48396088347476363e-1	-5.21332850799777203e-4	5.21332850799777203e-4	2.60666425399888602e-1	5.7
1	8	1000	1.48136046568604240e-1	1.48396088347476363e-1	-2.60041778872122098e-4	2.60041778872122098e-4	2.60041778872122098e-1	12.0
1	8	2000	1.48265973750250801e-1	1.48396088347476363e-1	-1.30114597225561290e-4	1.30114597225561290e-4	2.60229194451122581e-1	23.4
1	8	5000	1.48344020013259054e-1	1.48396088347476363e-1	-5.20683342173089425e-5	5.20683342173089425e-5	2.60341671086544713e-1	60.5
1	8	10000	1.48370050430699396e-1	1.48396088347476363e-1	-2.60379167769664299e-5	2.60379167769664299e-5	2.60379167769664299e-1	123.0
1	8	20000	1.48383068451629241e-1	1.48396088347476363e-1	-1.30198958471217097e-5	1.30198958471217097e-5	2.60397916942434193e-1	281.8
1	8	50000	1.48390880164142147e-1	1.48396088347476363e-1	-5.20818333421546598e-6	5.20818333421546598e-6	2.60409166710773299e-1	707.5
1	9	10	1.14479666912735756e-1	1.38240172854165649e-1	-2.37605059414298936e-2	2.37605059414298936e-2	2.37605059414298936e-1	0.1
1	9	20	1.25420435766494587e-1	1.38240172854165649e-1	-1.28197370876710626e-2	1.28197370876710626e-2	2.56394741753421251e-1	0.2
1	9	50	1.32998860692007836e-1	1.38240172854165649e-1	-5.24131216215781293e-3	5.24131216215781293e-3	2.62065608107890646e-1	0.6
1	9	100	1.35667468261738672e-1	1.38240172854165649e-1	-2.57270459242697758e-3	2.57270459242697758e-3	2.57270459242697758e-1	1.1
1	9	200	1.36944652264471944e-1	1.38240172854165649e-1	-1.29552058969370498e-3	1.29552058969370498e-3	2.59104117938740997e-1	2.4
1	9	500	1.37721097829308525e-1	1.38240172854165649e-1	-5.19075024857124090e-4	5.19075024857124090e-4	2.59537512428562045e-1	6.0
1	9	1000	1.37981108505447952e-1	1.38240172854165649e-1	-2.59064348717696902e-4	2.59064348717696902e-4	2.59064348717696902e-1	12.1
1	9	2000	1.38110550250652719e-1	1.38240172854165649e-1	-1.29622603512929979e-4	1.29622603512929979e-4	2.59245207025859958e-1	24.5
1	9	5000	1.38188315445769816e-1	1.38240172854165649e-1	-5.18574083958334153e-5	5.18574083958334153e-5	2.59287041979167077e-1	61.2
1	9	10000	1.38214248873152423e-1	1.38240172854165649e-1	-2.59239810132261272e-5	2.59239810132261272e-5	2.59239810132261272e-1	123.6
1	9	20000	1.38227209960728820e-1	1.38240172854165649e-1	-1.29628934368297699e-5	1.29628934368297699e-5	2.59257868736595398e-1	243.5
1	9	50000	1.38234987613423899e-1	1.38240172854165649e-1	-5.18524074175075178e-6	5.18524074175075178e-6	2.59262037087537589e-1	609.9
1	10	10	1.07856164313505851e-1	1.29532205174082121e-1	-2.16760408605762706e-2	2.16760408605762706e-2	2.16760408605762706e-1	0.1
1	10	20	1.17721321582849148e-1	1.29532205174082121e-1	-1.18108835912329735e-2	1.18108835912329735e-2	2.36217671824659470e-1	0.2
1	10	50	1.24547120997114333e-1	1.29532205174082121e-1	-4.98508417696778838e-3	4.98508417696778838e-3	2.49254208848389419e-1	0.6
1	10	100	1.26994525885106457e-1	1.29532205174082121e-1	-2.53767928897566386e-3	2.53767928897566386e-3	2.53767928897566386e-1	1.2
1	10	200	1.28251976988876193e-1	1.29532205174082121e-1	-1.28022818520592829e-3	1.28022818520592829e-3	2.56045637041185659e-1	2.4
1	10	500	1.29017370669673448e-1	1.29532205174082121e-1	-5.14834504408673288e-4	5.14834504408673288e-4	2.57417252204336644e-1	6.0
1	10	1000	1.29274330031858731e-1	1.29532205174082121e-1	-2.57875142223390474e-4	2.57875142223390474e-4	2.57875142223390474e-1	11.6
1	10	2000	1.29403153073231247e-1	1.29532205174082121e-1	-1.29052100850873819e-4	1.29052100850873819e-4	2.58104201701747638e-1	25.0
1	10	5000	1.29480556839637662e-1	1.29532205174082121e-1	-5.16483344444595982e-5	5.16483344444595982e-5	2.58241672222297991e-1	60.3
1	10	10000	1.29506376423943637e-1	1.29532205174082121e-1	-2.58287501384846241e-5	2.58287501384846241e-5	2.58287501384846241e-1	121.3
1	10	20000	1.29519289653231506e-1	1.29532205174082121e-1	-1.29155208506148700e-5	1.29155208506148700e-5	2.58310417012297400e-1	244.0
1	10	50000	1.29527038690747692e-1	1.29532205174082121e-1	-5.16648333442892849e-6	5.16648333442892849e-6	2.58324166721446424e-1	612.2
2	3	10	2.61556040328934036e-1	2.74436842612735488e-1	-1.28808022838014513e-2	1.28808022838014513e-2	2.57616045676029026e-1	0.2
2	3	20	2.67815923665333744e-1	2.74436842612735488e-1	-6.62091894740174380e-3	6.62091894740174380e-3	2.64836757896069752e-1	0.3
2	3	50	2.71793931454163640e-1	2.74436842612735488e-1	-2.64291115857184788e-3	2.64291115857184788e-3	2.64291115857184788e-1	0.8
2	3	100	2.73120526573144895e-1	2.74436842612735488e-1	-1.31631603959059262e-3	1.31631603959059262e-3	2.63263207918118525e-1	1.7
2	3	200	2.73776862182125380e-1	2.74436842612735488e-1	-6.59980430610107582e-4	6.59980430610107582e-4	2.63992172244043033e-1	3.3
2	3	500	2.74172912197880259e-1	2.74436842612735488e-1	-2.63930414855229056e-4	2.63930414855229056e-4	2.63930414855229056e-1	8.3
2	3	1000	2.74304929421912980e-1	2.74436842612735488e-1	-1.31913190822507964e-4	1.31913190822507964e-4	2.63826381645015928e-1	16.1
2	3	2000	2.74370867788540140e-1	2.74436842612735488e-1	-6.59748241953472814e-5	6.59748241953472814e-5	2.63899296781389125e-1	33.7
2	3	5000	2.74410453307320279e-1	2.74436842612735488e-1	-2.63893054152086748e-5	2.63893054152086748e-5	2.63893054152086748e-1	83.3
2	3	10000	2.74423648480794702e-1	2.74436842612735488e-1	-1.31941319407857804e-5	1.31941319407857804e-5	2.63882638815715609e-1	166.6
2	3	20000	2.74430245364473802e-1	2.74436842612735488e-1	-6.59724826168606171e-6	6.59724826168606171e-6	2.63889930467442468e-1	328.0
2	3	50000	2.74434203719680081e-1	2.74436842612735488e-1	-2.63889305540665475e-6	2.63889305540665475e-6	2.63889305540665475e-1	826.4
2	5	10	2.04174331085012789e-1	2.16405234124713880e-1	-1.22309030397010909e-2	1.22309030397010909e-2	2.44618060794021819e-1	0.1
2	5	20	2.10123772852273738e-1	2.16405234124713880e-1	-6.28146127244014196e-3	6.28146127244014196e-3	2.51258450897605679e-1	0.3
2	5	50	2.13850724689577526e-1	2.16405234124713880e-1	-2.55450943513635398e-3	2.55450943513635398e-3	2.55450943513635398e-1	0.9
2	5	100	2.15120816547356764e-1	2.16405234124713880e-1	-1.28441757735711648e-3	1.28441757735711648e-3	2.56883515471423296e-1	1.4
2	5	200	2.15761218405092270e-1	2.16405234124713880e-1	-6.44015719621610083e-4	6.44015719621610083e-4	2.57606287848644033e-1	2.9
2	5	500	2.16147192119445775e-1	2.16405234124713880e-1	-2.58042005268105390e-4	2.58042005268105390e-4	2.58042005268105390e-1	7.5
2	5	1000	2.16276140332422567e-1	2.16405234124713880e-1	-1.29093792291312681e-4	1.29093792291312681e-4	2.58187584582625362e-1	14.8
2	5	2000	2.16340669015262943e-1	2.16405234124713880e-1	-6.45651094509369639e-5	6.45651094509369639e-5	2.58260437803747855e-1	28.9
2	5	5000	2.16379403707709111e-1	2.16405234124713880e-1	-2.58304170047685133e-5	2.58304170047685133e-5	2.58304170047685133e-1	73.5
2	5	10000	2.16392318187171612e-1	2.16405234124713880e-1	-1.29159375422682743e-5	1.29159375422682743e-5	2.58318750845365486e-1	149.1
2	5	20000	2.16398775973666940e-1	2.16405234124713880e-1	-6.45815104693969744e-6	6.45815104693969744e-6	2.58326041877587897e-1	297.1
2	5	50000	2.16402650820546882e-1	2.16405234124713880e-1	-2.58330416699759091e-6	2.58330416699759091e-6	2.58330416699759091e-1	739.6
2	7	10	1.66704716387890611e-1	1.78852759384283078e-1	-1.21480429963924663e-2	1.21480429963924663e-2	2.42960859927849326e-1	0.1
2	7	20	1.72435579495191310e-1	1.78852759384283078e-1	-6.41717988909176751e-3	6.41717988909176751e-3	2.56687195563670700e-1	0.3
2	7	50	1.76298764127444330e-1	1.78852759384283078e-1	-2.55399525683874806e-3	2.55399525683874806e-3	2.55399525683874806e-1	0.8
2	7	100	1.77573436815994495e-1	1.78852759384283078e-1	-1.27932256828858226e-3	1.27932256828858226e-3	2.55864513657716452e-1	1.4
2	7	200	1.78213223625473594e-1	1.78852759384283078e-1	-6.39535758809484101e-4	6.39535758809484101e-4	2.55814303523793640e-1	2.8
2	7	500	1.78597074807558348e-1	1.78852759384283078e-1	-2.55684576724729551e-4	2.55684576724729551e-4	2.55684576724729551e-1	7.0
2	7	1000	1.78724778663768014e-1	1.78852759384283078e-1	-1.27980720515064039e-4	1.27980720515064039e-4	2.55961441030128078e-1	13.9
2	7	2000	1.78788763480225626e-1	1.78852759384283078e-1	-6.39959040574511473e-5	6.39959040574511473e-5	2.55983616229804589e-1	28.0
2	7	5000	1.78827164324708160e-1	1.78852759384283078e-1	-2.55950595749177001e-5	2.55950595749177001e-5	2.55950595749177001e-1	69.7
2	7	10000	1.78839961899246946e-1	1.78852759384283078e-1	-1.27974850361312065e-5	1.27974850361312065e-5	2.55949700722624129e-1	140.4
2	7	20000	1.78846360608244326e-1	1.78852759384283078e-1	-6.39877603875182999e-6	6.39877603875182999e-6	2.55951041550073199e-1	277.2
2	7	50000	1.78850199858687303e-1	1.78852759384283078e-1	-2.55952559577443672e-6	2.55952559577443672e-6	2.55952559577443672e-1	689.8
2	9	10	1.40723536950223410e-1	1.53181637483942867e-1	-1.24581005337194572e-2	1.24581005337194572e-2	2.49162010674389145e-1	0.1
2	9	20	1.46791912590852447e-1	1.53181637483942867e-1	-6.38972489309042047e-3	6.38972489309042047e-3	2.55588995723616819e-1	0.3
2	9	50	1.50648763951102549e-1	1.53181637483942867e-1	-2.53287353284031846e-3	2.53287353284031846e-3	2.53287353284031846e-1	0.7
2	9	100	1.51910960869033745e-1	1.53181637483942867e-1	-1.27067661490912198e-3	1.27067661490912198e-3	2.54135322981824396e-1	1.3
2	9	200	1.52544805407888034e-1	1.53181637483942867e-1	-6.36832076054832941e-4	6.36832076054832941e-4	2.54732830421933176e-1	2.8
2	9	500	1.52927133789152181e-1	1.53181637483942867e-1	-2.54503694790686463e-4	2.54503694790686463e-4	2.54503694790686463e-1	6.7
2	9	1000	1.53054347017369280e-1	1.53181637483942867e-1	-1.27290466573587446e-4	1.27290466573587446e-4	2.54580933147174893e-1	13.7
2	9	2000	1.53117977474830275e-1	1.53181637483942867e-1	-6.36600091125927303e-5	6.36600091125927303e-5	2.54640036450370921e-1	27.5
2	9	5000	1.53156175771915454e-1	1.53181637483942867e-1	-2.54617120274136521e-5	2.54617120274136521e-5	2.54617120274136521e-1	68.3
2	9	10000	1.53168906245559788e-1	1.53181637483942867e-1	-1.27312383830791021e-5	1.27312383830791021e-5	2.54624767661582041e-1	137.8
