k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
34	3.497057091034145e-3	2	0.61332777	0.00011141	0.36927172	0.61332777	0.01728910	-0.00000000
35	3.992916326741805e-3	2	0.61226655	0.00050514	0.37658870	0.61226655	0.01063961	-0.00000000
36	4.585053630161324e-3	2	0.66512107	0.00014947	0.32928211	0.66512107	0.00544735	-0.00000000
37	5.014544464138398e-3	2	0.53430329	0.00005494	0.43556334	0.53430329	0.03007843	-0.00000000
38	5.610752864225577e-3	2	0.64387257	0.00008134	0.34389730	0.64387257	0.01214879	-0.00000000
39	6.184876369924802e-3	1	0.49101322	0.00006644	0.49101322	0.47026782	0.03865253	-0.00000000
40	8.062166760720330e-3	1	0.51391577	0.00068438	0.51391577	0.47609228	0.00930756	-0.00000000
41	9.034818360580663e-3	1	0.55688461	0.00061168	0.55688461	0.43101127	0.01149243	-0.00000000
42	1.110759591002012e-2	1	0.57960582	0.00031381	0.57960582	0.38695780	0.03312258	-0.00000000
43	1.183890027791498e-2	1	0.50109984	0.00013987	0.50109984	0.48278537	0.01597492	-0.00000000
44	1.515397085291136e-2	2	0.55720624	0.00011211	0.41501985	0.55720624	0.02766180	-0.00000000
45	1.660849613190906e-2	1	0.49621196	0.00185451	0.49621196	0.49124019	0.01069334	-0.00000000
46	2.104547240175291e-2	1	0.55441288	0.00003968	0.55441288	0.42069765	0.02484978	-0.00000000
47	2.359934432011023e-2	2	0.57142552	0.00023311	0.40840968	0.57142552	0.01993168	-0.00000000
48	2.396680723284452e-2	1	0.58488030	0.00087427	0.58488030	0.36583621	0.04840922	-0.00000000
49	2.486381254314630e-2	2	0.62112371	0.00031976	0.37128530	0.62112371	0.00727123	-0.00000000
50	2.711219288858209e-2	1	0.54627277	0.00243477	0.54627277	0.44508855	0.00620390	-0.00000000
51	2.845089758968464e-2	1	0.68922738	0.00188975	0.68922738	0.28994637	0.01893650	-0.00000000
52	3.366216136805253e-2	1	0.52864230	0.01134596	0.52864230	0.45385434	0.00615739	-0.00000000
53	3.645618416305726e-2	1	0.92649987	0.04052537	0.92649987	0.03270444	0.00027032	-0.00000000
54	4.669987539402088e-2	1	0.73400763	0.05650726	0.73400763	0.20560986	0.00387525	-0.00000000
55	6.557372053287577e-2	1	0.72138568	0.19563494	0.72138568	0.08118749	0.00179190	-0.00000000
56	1.071101446496616e-1	0	0.39182837	0.39182837	0.30959587	0.28911589	0.00945987	-0.00000000
57	4.192985084534424e-1	1	0.46228534	0.21631564	0.46228534	0.29771287	0.02368615	-0.00000000
58	3.010150281931749e0	1	0.55263411	0.07644938	0.55263411	0.35443714	0.01647938	-0.00000000
