N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
5040	0.000000000000000e0	2.877489353187118e0	2.500870321618630e-4	3.803306999843197e-1	1520.793368	2.177038292740129e1	0.0000000000
