N	d2_N	b_norm_sq	lambda_min	lambda_max	kappa	seesaw_pred	seesaw_ratio
360	0.000000000000000e0	2.746308622833489e0	3.494120782353237e-3	3.803306999843197e-1	108.848756	1.983066592352530e1	0.0000000000
