k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
68	2.404651160826751e-7	2	0.48858955	0.00000000	0.26408930	0.48858955	0.23094455	0.01637660
69	2.407147915436745e-7	2	0.49669684	0.00000000	0.25663369	0.49669684	0.23255964	0.01410984
70	2.408294304177171e-7	2	0.47016781	0.00000000	0.28489003	0.47016781	0.22810811	0.01683405
71	2.411450484490283e-7	2	0.48380594	0.00000000	0.25187219	0.48380594	0.24977050	0.01455136
72	2.413283811139124e-7	2	0.49843346	0.00000000	0.25727259	0.49843346	0.22493280	0.01936115
73	2.415989925749616e-7	2	0.48563384	0.00000000	0.27178199	0.48563384	0.22295074	0.01963344
74	2.416602566528392e-7	2	0.46958788	0.00000000	0.26205590	0.46958788	0.24824716	0.02010906
75	2.418976479217949e-7	2	0.49374232	0.00000000	0.25336078	0.49374232	0.23859706	0.01429984
76	2.421124765755683e-7	2	0.52840910	0.00000000	0.21691047	0.52840910	0.24460061	0.01007982
77	2.423462886647358e-7	2	0.53729140	0.00000000	0.21418762	0.53729140	0.23551208	0.01300890
78	2.425086763393183e-7	2	0.47115944	0.00000000	0.27234223	0.47115944	0.24427217	0.01222617
79	2.426841564154064e-7	2	0.45089068	0.00000000	0.29134677	0.45089068	0.24142451	0.01633804
80	2.429740411164960e-7	2	0.58249000	0.00000000	0.20310706	0.58249000	0.20113247	0.01327047
81	2.433157595490858e-7	2	0.50738739	0.00000000	0.24942680	0.50738739	0.22960482	0.01358099
82	2.434025592185297e-7	2	0.48990138	0.00000000	0.24955952	0.48990138	0.24691293	0.01362618
83	2.434832034297136e-7	2	0.44827213	0.00000000	0.25972556	0.44827213	0.27839875	0.01360355
84	2.437849562036683e-7	2	0.57593044	0.00000000	0.19529954	0.57593044	0.21252604	0.01624398
85	2.438424384595896e-7	2	0.48632898	0.00000000	0.24515674	0.48632898	0.25737528	0.01113900
86	2.440699322662011e-7	2	0.53442059	0.00000000	0.21694381	0.53442059	0.23762949	0.01100611
87	2.441717947909491e-7	2	0.50157659	0.00000000	0.24186460	0.50157659	0.24314030	0.01341851
88	2.443047116253299e-7	2	0.49625652	0.00000000	0.22825459	0.49625652	0.26375546	0.01173343
89	2.445376484094578e-7	2	0.49353775	0.00000000	0.25188034	0.49353775	0.23183952	0.02274239
90	2.446479249031692e-7	2	0.52417266	0.00000000	0.22784262	0.52417266	0.23250779	0.01547693
91	2.448904707420988e-7	2	0.51491547	0.00000000	0.24745129	0.51491547	0.21885512	0.01877813
92	2.451224496254855e-7	2	0.48632293	0.00000000	0.25908551	0.48632293	0.24311976	0.01147181
93	2.453278913950800e-7	2	0.51540813	0.00000000	0.23495216	0.51540813	0.23802614	0.01161357
94	2.454905412253300e-7	2	0.47527693	0.00000000	0.25844307	0.47527693	0.25321264	0.01306736
95	2.457519846129579e-7	2	0.50012392	0.00000000	0.23739997	0.50012392	0.24756747	0.01490864
96	2.459214141202970e-7	2	0.50412690	0.00000000	0.25007622	0.50412690	0.22909388	0.01670301
97	2.460271466759473e-7	2	0.48334706	0.00000000	0.26283265	0.48334706	0.23828120	0.01553910
98	2.462613589551171e-7	2	0.49158754	0.00000000	0.24241788	0.49158754	0.25319102	0.01280356
99	2.464180831624560e-7	2	0.50838466	0.00000000	0.24056318	0.50838466	0.23372727	0.01732490
100	2.466018419681972e-7	2	0.45308183	0.00000000	0.25842985	0.45308183	0.27174412	0.01674419
101	2.466423174286307e-7	2	0.48488010	0.00000000	0.25462454	0.48488010	0.24607065	0.01442471
102	2.470307862391245e-7	2	0.45790944	0.00000000	0.24935406	0.45790944	0.27876220	0.01397431
103	2.471381040039438e-7	2	0.47576635	0.00000000	0.26180969	0.47576635	0.23652137	0.02590259
104	2.473183643890295e-7	2	0.48984628	0.00000000	0.22253777	0.48984628	0.27053351	0.01708244
105	2.474367138101702e-7	2	0.48590517	0.00000000	0.22806397	0.48590517	0.25510496	0.03092590
106	2.476185495408446e-7	2	0.47319130	0.00000000	0.26523524	0.47319130	0.23865549	0.02291798
107	2.477872922021416e-7	2	0.50071494	0.00000000	0.22058293	0.50071494	0.25428370	0.02441842
108	2.479669852658807e-7	2	0.51042823	0.00000000	0.22501287	0.51042823	0.24278144	0.02177746
109	2.480313563333395e-7	2	0.49536245	0.00000000	0.23071159	0.49536245	0.25347648	0.02044948
110	2.481307876170871e-7	2	0.50050285	0.00000000	0.23150012	0.50050285	0.24499377	0.02300327
111	2.485248693965949e-7	2	0.49807627	0.00000000	0.25062988	0.49807627	0.23374644	0.01754740
112	2.486273000853585e-7	2	0.49177922	0.00000000	0.23945406	0.49177922	0.22074477	0.04802195
113	2.487241765196950e-7	2	0.53648304	0.00000000	0.21945427	0.53648304	0.23215136	0.01191134
114	2.489279903406017e-7	2	0.46130732	0.00000000	0.25898019	0.46130732	0.25196582	0.02774667
115	2.490363264656781e-7	2	0.47191596	0.00000000	0.24253239	0.47191596	0.26677371	0.01877794
116	2.492137067134746e-7	2	0.52585859	0.00000000	0.18384820	0.52585859	0.27232736	0.01796586
117	2.492556092295236e-7	2	0.49869176	0.00000000	0.21968065	0.49869176	0.26285751	0.01877008
118	2.494037489170133e-7	2	0.50519785	0.00000000	0.24443097	0.50519785	0.23261813	0.01775305
119	2.497600008358128e-7	2	0.50454793	0.00000000	0.22554965	0.50454793	0.24523475	0.02466767
120	2.498304633655304e-7	2	0.51266342	0.00000000	0.22921870	0.51266342	0.23550601	0.02261188
121	2.499076821452081e-7	2	0.53136372	0.00000000	0.19776314	0.53136372	0.24412273	0.02675042
122	2.500461466342241e-7	2	0.50307490	0.00000000	0.22995895	0.50307490	0.24518902	0.02177712
123	2.502393641750076e-7	2	0.46698741	0.00000000	0.25508279	0.46698741	0.25647965	0.02145015
124	2.504007726711825e-7	2	0.47694566	0.00000000	0.25424285	0.47694566	0.24719169	0.02161980
125	2.506147209824054e-7	2	0.48833386	0.00000000	0.24300208	0.48833386	0.24151981	0.02714425
126	2.507640233483842e-7	2	0.52576689	0.00000000	0.19717624	0.52576689	0.25030635	0.02675052
127	2.508925447206119e-7	2	0.50826281	0.00000000	0.21659447	0.50826281	0.24656871	0.02857402
128	2.509704723634683e-7	2	0.49752166	0.00000000	0.21770329	0.49752166	0.25514986	0.02962519
129	2.511254771747493e-7	2	0.49328508	0.00000000	0.23370432	0.49328508	0.23951668	0.03349393
130	2.512959629535894e-7	2	0.48017546	0.00000000	0.26486569	0.48017546	0.22599600	0.02896285
131	2.513841438923754e-7	2	0.45094249	0.00000000	0.26945111	0.45094249	0.25844328	0.02116312
132	2.515407741497224e-7	2	0.49594655	0.00000000	0.22977513	0.49594655	0.25415562	0.02012271
133	2.516904190221576e-7	2	0.54551786	0.00000000	0.20204787	0.54551786	0.23047966	0.02195461
134	2.517265434123257e-7	2	0.47436826	0.00000000	0.24397062	0.47436826	0.25336297	0.02829815
135	2.519049535288445e-7	2	0.49508300	0.00000000	0.22144744	0.49508300	0.26378197	0.01968758
136	2.520769616813257e-7	2	0.48003810	0.00000000	0.24347835	0.48003810	0.25123320	0.02525036
137	2.522707318347524e-7	2	0.48000275	0.00000000	0.25146133	0.48000275	0.24310899	0.02542694
138	2.523578444625919e-7	2	0.50889348	0.00000000	0.22280749	0.50889348	0.23862049	0.02967854
139	2.527956841306560e-7	2	0.46440541	0.00000000	0.21752355	0.46440541	0.30012368	0.01794736
140	2.528383844891242e-7	2	0.47154952	0.00000000	0.24875802	0.47154952	0.25472990	0.02496256
141	2.529244105949566e-7	2	0.50363981	0.00000000	0.21778353	0.50363981	0.25125100	0.02732566
142	2.530334962651057e-7	2	0.49515963	0.00000000	0.21962384	0.49515963	0.26428701	0.02092951
143	2.531136663439391e-7	2	0.50673089	0.00000000	0.22206888	0.50673089	0.25003638	0.02116384
144	2.531442286297551e-7	2	0.47922137	0.00000000	0.20424087	0.47922137	0.29086661	0.02567115
145	2.534304800880675e-7	2	0.48239344	0.00000000	0.22012920	0.48239344	0.27888532	0.01859204
146	2.536199145133105e-7	2	0.46353582	0.00000000	0.25774791	0.46353582	0.25007872	0.02863756
147	2.538152182325616e-7	2	0.48639039	0.00000000	0.22301495	0.48639039	0.26730112	0.02329354
148	2.539833182510996e-7	2	0.44368761	0.00000000	0.24535361	0.44368761	0.28176315	0.02919562
149	2.541921336648114e-7	2	0.49128845	0.00000000	0.22602767	0.49128845	0.26315945	0.01952443
150	2.542302788287902e-7	2	0.48525705	0.00000000	0.24582204	0.48525705	0.24401883	0.02490208
151	2.544192445949692e-7	2	0.47196754	0.00000000	0.22535526	0.47196754	0.27920058	0.02347662
152	2.544896027110862e-7	2	0.43992173	0.00000000	0.26221131	0.43992173	0.28261103	0.01525592
153	2.546862813978304e-7	2	0.46076714	0.00000000	0.28047213	0.46076714	0.22883847	0.02992226
154	2.547213035197667e-7	2	0.47021748	0.00000000	0.26138881	0.47021748	0.24516801	0.02322569
155	2.549188654970167e-7	2	0.48554881	0.00000000	0.24605240	0.48554881	0.24315539	0.02524340
156	2.549840909317133e-7	2	0.48479828	0.00000000	0.24840226	0.48479828	0.23706876	0.02973070
157	2.550263352881753e-7	2	0.49606601	0.00000000	0.21658643	0.49606601	0.26521780	0.02212977
158	2.551803670739924e-7	2	0.49746965	0.00000000	0.21130018	0.49746965	0.26610107	0.02512910
159	2.553381181977544e-7	2	0.45939842	0.00000000	0.24192364	0.45939842	0.26296540	0.03571254
160	2.554978038430139e-7	2	0.49821695	0.00000000	0.22144954	0.49821695	0.25401289	0.02632062
161	2.556805371266751e-7	2	0.48508456	0.00000000	0.23728612	0.48508456	0.25442375	0.02320558
162	2.558585145414983e-7	2	0.47874600	0.00000000	0.24508278	0.47874600	0.24743210	0.02873912
163	2.559348324316583e-7	2	0.47329715	0.00000000	0.24627485	0.47329715	0.25612893	0.02429907
164	2.560594257158864e-7	2	0.47500868	0.00000000	0.24047090	0.47500868	0.25967762	0.02484281
165	2.564947764684287e-7	2	0.47835989	0.00000000	0.22289668	0.47835989	0.27741544	0.02132799
166	2.565457439522603e-7	2	0.51176508	0.00000000	0.19105074	0.51176508	0.27784277	0.01934140
167	2.566310788468258e-7	2	0.49178341	0.00000000	0.21996759	0.49178341	0.26683515	0.02141385
168	2.567475904077640e-7	2	0.46493168	0.00000000	0.23607098	0.46493168	0.27026721	0.02873013
169	2.568238333931659e-7	2	0.49168678	0.00000000	0.21303601	0.49168678	0.27135315	0.02392407
170	2.570647890582045e-7	2	0.46929798	0.00000000	0.24430523	0.46929798	0.25117966	0.03521714
171	2.573107305276074e-7	2	0.49257054	0.00000000	0.21749260	0.49257054	0.26935704	0.02057982
172	2.575223968434413e-7	2	0.46405456	0.00000000	0.24837208	0.46405456	0.25917574	0.02839762
173	2.576652548992419e-7	2	0.48586448	0.00000000	0.20975745	0.48586448	0.28048913	0.02388894
174	2.578146701360239e-7	2	0.44514808	0.00000000	0.23620931	0.44514808	0.29277772	0.02586489
175	2.578862811903589e-7	2	0.45275651	0.00000000	0.25479305	0.45275651	0.26886443	0.02358602
176	2.580047742062652e-7	2	0.45896352	0.00000000	0.24362421	0.45896352	0.26480826	0.03260401
177	2.580954435722347e-7	2	0.49417128	0.00000000	0.22739041	0.49417128	0.25271679	0.02572152
178	2.581110575965854e-7	2	0.44411113	0.00000000	0.24960704	0.44411113	0.28260524	0.02367659
179	2.582688926574541e-7	2	0.48378180	0.00000000	0.22021660	0.48378180	0.26973818	0.02626342
180	2.584115914521928e-7	2	0.44757268	0.00000000	0.25011283	0.44757268	0.27715164	0.02516285
181	2.584606239135920e-7	2	0.47180939	0.00000000	0.22901031	0.47180939	0.27512969	0.02405060
182	2.585392951719709e-7	2	0.51378989	0.00000000	0.20686047	0.51378989	0.25811497	0.02123467
183	2.589419882438209e-7	2	0.47779465	0.00000000	0.24152948	0.47779465	0.25642362	0.02425224
184	2.590160679578894e-7	2	0.48301233	0.00000000	0.23361513	0.48301233	0.26274066	0.02063188
185	2.590401598325485e-7	2	0.43431134	0.00000000	0.26365477	0.43431134	0.27601068	0.02602321
186	2.592775549627249e-7	2	0.49636754	0.00000000	0.24120102	0.49636754	0.24168231	0.02074913
187	2.594459896351952e-7	2	0.47720832	0.00000000	0.21642997	0.47720832	0.27746180	0.02889991
188	2.595278391828109e-7	2	0.49118712	0.00000000	0.19505871	0.49118712	0.29714848	0.01660569
189	2.596291035425516e-7	2	0.46726912	0.00000000	0.23758930	0.46726912	0.26573986	0.02940172
190	2.597228569041367e-7	2	0.48738547	0.00000000	0.21755865	0.48738547	0.27135708	0.02369880
191	2.598820736099018e-7	2	0.47632524	0.00000000	0.22763463	0.47632524	0.27039583	0.02564430
192	2.600246298785645e-7	2	0.47153225	0.00000000	0.23055347	0.47153225	0.27503217	0.02288211
193	2.603714027050884e-7	2	0.44934428	0.00000000	0.24445209	0.44934428	0.27812783	0.02807580
194	2.606102424238004e-7	2	0.49701273	0.00000000	0.23252999	0.49701273	0.24412998	0.02632731
195	2.606581879161387e-7	2	0.44883614	0.00000000	0.23318888	0.44883614	0.29924956	0.01872541
196	2.608035814339346e-7	2	0.47649584	0.00000000	0.21808599	0.47649584	0.28085376	0.02456441
197	2.610774116592626e-7	2	0.45542794	0.00000000	0.24424696	0.45542794	0.27752581	0.02279929
198	2.612266754400189e-7	2	0.49418441	0.00000000	0.23645931	0.49418441	0.24821831	0.02113797
199	2.613260560846719e-7	2	0.49929141	0.00000000	0.21902542	0.49929141	0.25564718	0.02603599
200	2.613518866333532e-7	2	0.48537145	0.00000000	0.23450293	0.48537145	0.25331559	0.02681003
201	2.615186505436212e-7	2	0.44051556	0.00000000	0.26876253	0.44051556	0.26080122	0.02992070
202	2.615673569415544e-7	2	0.46177480	0.00000000	0.24892014	0.46177480	0.26459220	0.02471286
203	2.617257094141277e-7	2	0.47924959	0.00000000	0.22629151	0.47924959	0.25932359	0.03513531
204	2.621313830525052e-7	2	0.52747579	0.00000000	0.20468015	0.52747579	0.24487518	0.02296888
205	2.621434968689761e-7	2	0.46691146	0.00000000	0.26676986	0.46691146	0.24038186	0.02593682
206	2.623222267419894e-7	2	0.46711014	0.00000000	0.24455708	0.46711014	0.25754149	0.03079129
207	2.623422694963419e-7	2	0.48956612	0.00000000	0.20269422	0.48956612	0.28672279	0.02101687
208	2.625751925057563e-7	2	0.43718362	0.00000000	0.24998225	0.43718362	0.28153596	0.03129817
209	2.626813632880914e-7	2	0.46262093	0.00000000	0.22539247	0.46262093	0.28267585	0.02931075
210	2.628950127335993e-7	2	0.47951943	0.00000000	0.25177000	0.47951943	0.24296679	0.02574377
211	2.630476790171926e-7	2	0.50354515	0.00000000	0.22307841	0.50354515	0.25203027	0.02134617
212	2.631456484465346e-7	2	0.47828466	0.00000000	0.23017890	0.47828466	0.25557711	0.03595933
213	2.633753245272060e-7	2	0.46673244	0.00000000	0.23390160	0.46673244	0.27907749	0.02028847
214	2.635081903623655e-7	2	0.45187842	0.00000000	0.23271339	0.45187842	0.28977561	0.02563259
215	2.635839095782080e-7	2	0.48157862	0.00000000	0.23127401	0.48157862	0.26447261	0.02267477
216	2.636432597443769e-7	2	0.47175284	0.00000000	0.21062284	0.47175284	0.29150278	0.02612154
217	2.638846081629405e-7	2	0.49930832	0.00000000	0.20391800	0.49930832	0.26691213	0.02986155
218	2.639140376350036e-7	2	0.49913232	0.00000000	0.20732617	0.49913232	0.27218791	0.02135361
219	2.641479214486838e-7	2	0.45038909	0.00000000	0.25216582	0.45038909	0.27134453	0.02610056
220	2.642786480643115e-7	2	0.49754844	0.00000000	0.22210396	0.49754844	0.26268721	0.01766039
221	2.645207057065596e-7	2	0.48680131	0.00000000	0.19574141	0.48680131	0.28494385	0.03251343
222	2.646075787016388e-7	2	0.48902611	0.00000000	0.21271304	0.48902611	0.27441350	0.02384735
223	2.648590085109288e-7	2	0.47681683	0.00000000	0.22632035	0.47681683	0.26854854	0.02831428
224	2.650014885142749e-7	2	0.44886917	0.00000000	0.25486277	0.44886917	0.26388972	0.03237834
225	2.651182893964079e-7	2	0.47601549	0.00000000	0.22010820	0.47601549	0.27796687	0.02590945
226	2.652440128215568e-7	2	0.51774183	0.00000000	0.20340128	0.51774183	0.24198846	0.03686844
227	2.654919996860154e-7	2	0.44929833	0.00000000	0.22195980	0.44929833	0.29046591	0.03827597
228	2.655799096106278e-7	2	0.46702451	0.00000000	0.23179497	0.46702451	0.27131616	0.02986436
229	2.657819024267007e-7	2	0.44546455	0.00000000	0.24024094	0.44546455	0.28352574	0.03076878
230	2.658439257674799e-7	2	0.49827984	0.00000000	0.21517900	0.49827984	0.26171483	0.02482632
231	2.661163192051976e-7	2	0.46893724	0.00000000	0.23852000	0.46893724	0.25449077	0.03805200
232	2.662218937046530e-7	2	0.47467658	0.00000000	0.22372694	0.47467658	0.27197901	0.02961747
233	2.663327792367953e-7	2	0.52121336	0.00000000	0.20340688	0.52121336	0.24488177	0.03049800
234	2.664824883338713e-7	2	0.51634605	0.00000000	0.20483398	0.51634605	0.24388924	0.03493073
235	2.667277438513019e-7	2	0.45736358	0.00000000	0.22586733	0.45736358	0.28543181	0.03133728
236	2.668322021688801e-7	2	0.43845553	0.00000000	0.22900970	0.43845553	0.30042691	0.03210786
237	2.669575439949908e-7	2	0.45585004	0.00000000	0.23876138	0.45585004	0.27021845	0.03517012
238	2.671430454757633e-7	2	0.48322163	0.00000000	0.21874761	0.48322163	0.26871477	0.02931599
239	2.673346943140271e-7	2	0.47295202	0.00000000	0.23929747	0.47295202	0.25712135	0.03062916
240	2.674969283924347e-7	2	0.49362408	0.00000000	0.21895931	0.49362408	0.25489891	0.03251769
241	2.676865086030465e-7	2	0.49332293	0.00000000	0.23486641	0.49332293	0.24282416	0.02898649
242	2.678181776251671e-7	2	0.47678680	0.00000000	0.23369558	0.47678680	0.26213924	0.02737837
243	2.679402417094630e-7	2	0.48381954	0.00000000	0.20584149	0.48381954	0.27757466	0.03276431
244	2.679700018212382e-7	2	0.47830477	0.00000000	0.22250631	0.47830477	0.27450636	0.02468256
245	2.680412538339920e-7	2	0.49936263	0.00000000	0.20443333	0.49936263	0.25193356	0.04427048
246	2.683459351019101e-7	2	0.44992453	0.00000000	0.19108539	0.44992453	0.33300739	0.02598268
247	2.684060496147743e-7	2	0.52698286	0.00000000	0.19210910	0.52698286	0.25066866	0.03023938
248	2.685893627417279e-7	2	0.49941220	0.00000000	0.21220060	0.49941220	0.25741776	0.03096944
249	2.687287676165987e-7	2	0.47979487	0.00000000	0.21905071	0.47979487	0.26541666	0.03573777
250	2.689136155967700e-7	2	0.46356300	0.00000000	0.20302659	0.46356300	0.29957694	0.03383347
251	2.689804770290583e-7	2	0.49076935	0.00000000	0.20281857	0.49076935	0.27015108	0.03626099
252	2.691920364227064e-7	2	0.47078212	0.00000000	0.23406557	0.47078212	0.26717955	0.02797276
253	2.693342061018451e-7	2	0.48212839	0.00000000	0.22235953	0.48212839	0.27093927	0.02457281
254	2.694290939726760e-7	2	0.48951363	0.00000000	0.20757811	0.48951363	0.26839244	0.03451582
255	2.697004737245865e-7	2	0.49440061	0.00000000	0.18501436	0.49440061	0.30036340	0.02022163
256	2.697676035784126e-7	2	0.46692746	0.00000000	0.24530501	0.46692746	0.24928721	0.03848032
257	2.698834296618159e-7	2	0.52083586	0.00000000	0.18525011	0.52083586	0.25993356	0.03398048
258	2.701823958958895e-7	2	0.48776609	0.00000000	0.22300902	0.48776609	0.26083702	0.02838786
259	2.703637686849221e-7	2	0.47260646	0.00000000	0.21200534	0.47260646	0.28447201	0.03091619
260	2.705713023171318e-7	2	0.47889232	0.00000000	0.24771650	0.47889232	0.24046436	0.03292681
261	2.706476730964228e-7	2	0.50661605	0.00000000	0.17615747	0.50661605	0.27125624	0.04597023
262	2.708531800588723e-7	2	0.49481537	0.00000000	0.19370430	0.49481537	0.26933210	0.04214823
263	2.709204187608986e-7	2	0.49026418	0.00000000	0.20196205	0.49026418	0.27963327	0.02814050
264	2.710198636520157e-7	2	0.47158245	0.00000000	0.19578815	0.47158245	0.29789035	0.03473905
265	2.711465242487241e-7	2	0.52005232	0.00000000	0.18541516	0.52005232	0.26588887	0.02864364
266	2.712349624013032e-7	2	0.46626526	0.00000000	0.22936468	0.46626526	0.27080255	0.03356751
267	2.714467964267674e-7	2	0.48419330	0.00000000	0.20352382	0.48419330	0.27973600	0.03254689
268	2.715444056542271e-7	2	0.47315235	0.00000000	0.22089336	0.47315235	0.27319940	0.03275489
269	2.716722172526489e-7	2	0.49825560	0.00000000	0.22188335	0.49825560	0.24669614	0.03316491
270	2.717398632122546e-7	2	0.49197292	0.00000000	0.20647060	0.49197292	0.26150855	0.04004793
271	2.720467922544821e-7	2	0.47565275	0.00000000	0.18890809	0.47565275	0.27953899	0.05590018
